839.0001,839.0003,838.9983,838.9961,839.0110,839.0003,839.0182,838.9959,838.9579,838.9967,839.0414,838.9789,839.0038,838.9772,839.0109,839.0204,839.0118,838.9864,839.0080,839.0044,838.9651,839.0008
838.9998,838.9993,839.0047,839.0109,838.9694,838.9992,838.9496,839.0114,839.1170,839.0092,838.8849,839.0586,838.9893,839.0633,838.9699,838.9435,838.9672,839.0378,838.9778,838.9877,839.0970,838.9977
839.0001,839.0004,838.9970,838.9931,839.0198,839.0009,839.0324,838.9932,838.9257,838.9943,839.0734,838.9627,839.0068,838.9597,839.0193,839.0361,839.0212,838.9760,839.0142,839.0078,838.9382,839.0015
838.9984,838.9945,839.0368,839.0863,838.7786,839.0116,838.6222,839.1436,839.9985,839.1090,838.0983,839.4705,838.9220,839.5212,838.7719,838.5765,838.7780,839.3045,838.8328,838.9117,839.7800,839.0021
838.9897,838.9640,839.2445,839.5699,837.9486,839.4661,836.8616,840.8926,846.7772,840.3158,833.1773,842.2523,838.5915,842.7698,837.6569,836.5497,838.1616,841.1200,838.0243,838.5459,844.3721,839.3222
839.0271,839.0951,838.3840,837.5483,845.2530,840.7511,847.6779,843.6441,832.2004,841.8657,855.1803,832.1704,841.1338,833.0828,844.1422,849.0712,847.6279,834.6200,842.9323,841.6048,827.7937,841.5922
839.0038,839.0204,839.0360,839.0245,871.4043,855.4796,870.2827,964.9006,1052.8430,932.3482,849.4290,860.2577,853.6148,900.1741,861.6943,892.7047,925.2592,850.3614,860.4136,860.7422,880.8856,891.3728
839.0495,839.1776,837.9309,836.4580,868.7108,850.2612,870.9356,920.3940,947.5163,896.6190,873.5706,839.4704,851.2804,863.9252,861.5126,888.0706,904.2930,837.6883,858.6053,856.2821,843.5044,874.0258
838.8987,838.6463,841.3657,844.5497,824.8069,839.3340,814.8963,848.8978,907.5261,846.7331,782.9282,869.9863,834.0970,873.7800,824.5985,812.5235,825.2528,858.8088,828.4855,833.5036,891.1150,839.5546
839.0426,839.1489,838.0155,836.6921,846.5696,839.7677,850.7454,840.2536,820.3236,839.7373,864.1147,827.2881,841.7065,827.4156,846.1037,852.6680,848.5355,831.3623,844.3666,842.2454,819.8514,841.0107
838.9609,838.8636,839.9123,841.1367,833.6332,839.2634,829.7159,843.1127,865.1449,842.1265,816.9420,850.8640,837.1353,852.3342,833.4626,828.7774,833.8672,846.6256,834.9626,836.9105,858.7879,839.2951
839.0353,839.1237,838.1900,837.0967,846.4497,840.3994,849.7983,844.0643,829.7686,842.5052,860.0459,829.9988,841.7085,831.2732,845.5969,851.9661,849.6447,833.0834,844.1007,842.3600,824.4195,842.2852
