873.9999,874.0003,873.9997,874.0004,873.9965,874.0273,873.9646,874.0362,873.9500,873.9947,873.9952,874.0155,874.0251,873.9938,874.0656,873.9538,873.9835,874.0004,873.9917,873.9844,873.9927,873.9953,874.0200,874.0040,874.0087,874.0106,873.9967
873.9998,874.0005,873.9994,874.0007,873.9938,874.0485,873.9371,874.0643,873.9112,873.9907,873.9915,874.0274,874.0445,873.9891,874.1164,873.9181,873.9707,874.0007,873.9853,873.9724,873.9870,873.9917,874.0354,874.0071,874.0155,874.0188,873.9942
874.0001,873.9997,874.0003,873.9996,874.0035,873.9725,874.0358,873.9635,874.0505,874.0053,874.0049,873.9844,873.9747,874.0062,873.9339,874.0466,874.0166,873.9996,874.0084,874.0157,874.0074,874.0047,873.9799,873.9959,873.9912,873.9893,874.0033
874.0002,873.9995,874.0007,873.9992,874.0070,873.9454,874.0708,873.9276,874.0999,874.0106,874.0096,873.9692,873.9499,874.0124,873.8691,874.0922,874.0329,873.9992,874.0165,874.0311,874.0147,874.0094,873.9601,873.9920,873.9826,873.9789,874.0066
874.0002,873.9995,874.0007,873.9992,874.0071,873.9442,874.0724,873.9260,874.1022,874.0108,874.0098,873.9685,873.9488,874.0126,873.8662,874.0943,874.0337,873.9992,874.0169,874.0318,874.0150,874.0096,873.9592,873.9918,873.9822,873.9784,874.0067
874.0001,873.9998,874.0002,873.9998,874.0021,873.9832,874.0218,873.9777,874.0308,874.0033,874.0030,873.9905,873.9846,874.0038,873.9597,874.0284,874.0101,873.9998,874.0051,874.0096,874.0045,874.0029,873.9877,873.9975,873.9946,873.9935,874.0020
874.0000,874.0001,873.9999,874.0001,873.9993,874.0051,873.9935,874.0068,873.9907,873.9991,873.9991,874.0029,874.0047,873.9989,874.0123,873.9914,873.9969,874.0001,873.9985,873.9971,873.9986,873.9992,874.0037,874.0008,874.0016,874.0020,873.9994
873.9998,874.0005,873.9994,874.0008,873.9931,874.0543,873.9298,874.0721,873.9007,873.9896,873.9904,874.0308,874.0500,873.9878,874.1303,873.9083,873.9672,874.0008,873.9836,873.9691,873.9854,873.9907,874.0397,874.0080,874.0174,874.0210,873.9935
874.0000,874.0001,873.9999,874.0001,873.9990,874.0082,873.9896,874.0109,873.9852,873.9986,873.9986,874.0048,874.0075,873.9984,874.0197,873.9863,873.9951,874.0002,873.9976,873.9954,873.9979,873.9987,874.0060,874.0012,874.0026,874.0032,873.9990
873.9998,874.0006,873.9993,874.0008,873.9926,874.0581,873.9247,874.0771,873.8936,873.9888,873.9898,874.0329,874.0534,873.9869,874.1395,873.9019,873.9649,874.0009,873.9824,873.9669,873.9844,873.9901,874.0425,874.0086,874.0186,874.0225,873.9930
874.0001,873.9996,874.0005,873.9994,874.0056,873.9566,874.0570,873.9426,874.0798,874.0090,874.0077,873.9760,873.9603,874.0105,873.8962,874.0737,874.0263,873.9995,874.0133,874.0250,874.0119,874.0078,873.9683,873.9936,873.9861,873.9832,874.0052
874.0006,873.9980,874.0024,873.9971,874.0262,873.7959,874.2726,873.7300,874.3775,874.0412,874.0366,873.8852,873.8140,874.0475,873.5095,874.3468,874.1238,873.9973,874.0624,874.1173,874.0554,874.0356,873.8504,873.9699,873.9346,873.9207,874.0246
873.9996,874.0013,873.9984,874.0018,873.9832,874.1354,873.8576,874.1828,873.7693,873.9799,873.9787,874.0770,874.1301,873.9734,874.3182,873.7793,873.9211,874.0028,873.9609,873.9263,873.9649,873.9783,874.0966,874.0195,874.0423,874.0510,873.9842
873.9978,874.0070,873.9914,874.0101,873.9086,874.7302,873.1711,874.9858,872.7251,873.9166,873.8825,874.4554,874.6967,873.8966,875.7700,872.8152,873.5729,874.0236,873.7954,873.6162,873.8218,873.9032,874.5284,874.1087,874.2304,874.2787,873.9153
873.9989,874.0036,873.9957,874.0051,873.9539,874.3869,873.6774,874.5413,873.3932,874.0386,873.9508,874.3073,874.3932,874.0380,874.9682,873.4397,873.7924,874.0327,873.9156,873.8438,873.9337,873.9924,874.2733,874.0599,874.1180,874.1424,873.9596
873.9956,874.0138,873.9833,874.0207,873.8537,877.5215,883.6281,885.5529,877.0029,908.2507,876.5163,912.2663,883.7354,917.7545,913.7411,890.2828,876.8770,883.6114,882.6687,891.4683,886.0686,894.6194,877.6012,876.7284,874.7852,875.3047,875.1029
874.0113,873.9645,874.0435,873.9506,874.5003,873.7121,904.9971,879.7741,890.7635,896.3643,877.4995,893.5163,881.4492,902.0260,886.1285,891.6846,878.5404,879.7861,880.6428,886.9528,882.0646,886.5914,873.0773,874.9306,873.2311,873.0294,875.1494
874.0029,873.9910,874.0110,873.9874,874.1249,873.8581,881.5931,874.8374,877.9592,877.3186,874.7075,876.2874,875.5052,877.5273,874.5167,877.0168,874.8721,874.7333,874.9946,875.9217,875.0712,875.6211,873.5731,874.0438,873.7861,873.6953,874.1929
874.0024,873.9924,874.0093,873.9901,874.1304,875.3474,883.5651,882.2231,880.2782,910.7460,876.8088,913.1839,881.0499,920.3833,910.2066,894.9391,878.3817,884.0643,883.7800,893.7185,887.3362,896.1741,876.1002,876.5347,874.0698,874.5019,875.4353
