842.0053,841.9768,841.9888,842.0095,842.0728,842.0004,841.9877,841.9513,842.0513,842.0654,841.9875,841.9546,842.0301,842.0321,842.0164
841.8052,843.0052,843.1241,842.3725,841.3047,842.9246,842.6210,844.6450,841.1449,839.7788,843.8960,844.9198,842.7276,841.2643,841.8469
841.7314,843.7684,845.2636,844.3774,845.8543,845.2166,843.2667,847.5420,843.0387,839.3990,847.6162,848.6698,846.9017,841.9254,842.7218
842.8405,839.3133,843.3835,847.5206,863.6105,843.1209,840.8474,835.6807,852.4423,853.4511,841.0215,836.1403,848.2580,847.4569,844.9169
842.4959,840.8432,843.7873,846.5684,857.4837,841.7750,841.5702,837.8263,847.9149,849.0765,839.7938,837.5056,843.7961,844.6909,843.1815
840.5131,852.0458,859.9617,855.0349,860.6557,853.7194,848.9456,868.3523,843.4471,827.6552,863.5575,871.9891,857.3044,838.5054,842.9269
841.0865,849.1047,888.5276,876.5208,933.8829,949.8378,853.4960,940.4147,937.5188,839.4156,1022.5911,997.7388,1064.3491,889.6600,893.8435
843.3923,836.2443,845.5379,849.6813,877.4624,859.0519,840.1386,843.1070,871.9708,860.7199,866.1098,852.4095,885.2015,859.1932,855.1390
841.3287,845.1466,844.7376,842.0257,836.2341,844.2651,843.8611,850.2356,837.8530,834.0348,847.2637,850.8901,842.8247,839.0657,841.0724
842.7771,838.7348,843.0947,845.6523,859.9874,849.4971,840.7792,840.9116,856.5599,852.2437,852.0735,844.9942,861.5656,850.5173,848.2403
840.8465,848.3213,862.5515,854.7707,870.5913,886.8751,848.5708,890.5703,873.2935,831.4854,918.2530,912.7586,928.1313,857.4146,861.3031
842.3413,840.9642,848.9128,848.8849,865.9163,861.5935,842.8390,854.9769,863.9803,847.8047,872.8079,864.9228,884.1482,853.9778,853.1194
842.1024,841.8988,846.4704,846.1559,855.9798,853.7895,842.7875,850.8706,854.0598,844.2915,860.6897,856.5608,866.5618,848.5738,848.3283
842.7763,839.0888,848.4087,849.9179,872.6444,862.3339,841.9188,851.6807,869.1624,853.3207,873.0878,862.3143,888.6429,857.0777,854.9141
842.5393,839.9420,846.0804,847.2636,863.1623,855.8339,841.8720,848.3994,860.2144,849.8043,862.9341,855.4223,873.3224,852.2908,850.7592
841.1500,846.4192,852.8518,848.0909,853.5900,864.4255,845.9397,868.6455,854.8758,833.4304,880.3003,879.1865,882.7429,848.0533,850.7684
843.6266,835.2452,845.0825,850.2220,880.9255,859.0618,839.6046,840.7989,874.4173,863.6915,865.3648,850.2643,886.2962,860.5899,855.8459
839.6775,853.4395,860.0322,848.6755,842.0583,871.6032,850.2814,889.6365,847.9080,816.3859,896.4203,903.3177,890.0448,842.7285,849.9079
842.4841,840.1434,845.8308,846.8195,860.9928,854.7809,841.9138,848.0513,858.7936,849.0133,861.4469,854.6444,870.9673,851.4286,850.0756
