896.9983,897.0025,897.0039,897.0004,896.9922,897.0116,896.9771,897.0003,897.0449,896.9695,897.0002,896.9749,897.0374,896.9457,897.1074,896.9320,896.9963,897.0158,897.0128,897.0045,896.9613,897.0289,896.9691,897.0179,897.0521,896.9164,897.0422,896.9608,897.0517,896.9785,897.0112,896.9785,897.0051,896.9972,897.0008
897.0051,896.9925,896.9884,896.9989,897.0229,896.9659,897.0673,896.9993,896.8684,897.0898,896.9996,897.0736,896.8903,897.1593,896.6850,897.1995,897.0108,896.9536,896.9624,896.9870,897.1137,896.9153,897.0906,896.9475,896.8470,897.2454,896.8762,897.1150,896.8482,897.0630,896.9670,897.0631,896.9849,897.0081,896.9977
896.9905,897.0139,897.0215,897.0021,896.9589,897.0645,896.8764,897.0024,897.2455,896.8344,897.0019,896.8639,897.2044,896.7049,897.5859,896.6304,896.9802,897.0866,897.0701,897.0246,896.7896,897.1574,896.8323,897.0975,897.2846,896.5449,897.2298,896.7866,897.2819,896.8832,897.0613,896.8829,897.0280,896.9850,897.0043
897.0971,896.8585,896.7815,896.9859,897.4969,896.3892,898.4399,897.1545,894.6086,898.8905,897.1186,898.4378,894.9521,900.1355,891.1486,900.8590,897.2276,896.1462,896.3260,896.8066,899.1852,895.4099,898.7527,896.0047,894.1633,901.6855,894.6540,899.1913,894.1298,898.2187,896.3818,898.2025,896.7141,897.1538,896.9564
897.1057,896.8484,896.7777,897.0137,898.2376,896.5975,898.9833,897.5140,894.9906,899.2095,897.5845,898.8248,895.0610,900.4509,890.8373,901.3957,897.3781,896.3133,896.3077,896.8806,899.6983,895.3228,899.1057,895.9247,894.1347,902.2591,894.4535,899.3981,893.8872,898.3399,896.3295,898.3144,896.6894,897.1675,896.9527
896.9833,897.0310,897.0801,897.0758,898.7477,897.7691,897.9005,897.9300,899.0065,897.1069,898.2288,897.4515,898.1482,896.5770,898.5981,896.8727,897.3139,897.7963,897.2386,897.2934,897.4785,897.4228,897.2283,897.1938,898.0930,896.6124,897.4244,896.6581,897.5267,896.8297,897.1147,896.8078,897.0509,896.9735,897.0080
895.0495,899.8746,901.5583,897.9833,899.4494,914.8178,983.4551,1025.6162,1005.2581,1009.3442,981.9704,886.6295,949.8254,920.4854,1120.6584,858.9344,903.2995,925.0403,943.2937,942.3022,857.1006,940.5748,878.4953,917.8942,1000.8449,811.7679,946.3134,856.9202,962.9626,890.4274,916.0900,875.7917,903.2873,894.3113,898.2432
897.7928,895.8616,895.2954,897.5524,913.6250,897.4898,1080.2047,1089.4904,959.1950,1152.1528,1020.3732,934.8204,892.5376,1063.4133,970.7187,990.7138,914.5609,903.8384,939.0847,955.4111,916.9118,899.3325,935.1715,889.7764,934.8755,941.4044,879.1109,919.4927,882.4220,934.4757,901.6558,910.9113,895.4428,898.8605,897.1954
897.3840,896.4505,896.1857,897.3398,906.5557,897.7796,1001.3832,1008.0603,933.7497,1039.1048,968.7229,917.7936,895.9929,988.1706,943.6593,946.2343,906.7629,901.6743,921.5644,930.8721,906.8333,899.4978,917.3445,893.5741,921.1639,918.8216,888.3901,908.2344,890.6700,917.4127,900.1256,904.0784,896.3143,897.9546,897.1437
897.4878,896.2900,895.9029,896.9566,900.2090,894.2191,916.3100,911.3058,890.7853,923.2125,906.2687,906.0906,887.5590,922.7601,876.5721,920.8391,899.2370,893.6716,897.0520,900.3605,908.0691,890.1390,907.4730,892.0743,887.2658,921.1284,885.3581,908.3796,883.3077,905.1197,894.6091,903.3493,895.6219,897.8171,896.8215
896.2406,898.1149,898.7561,897.3479,897.1834,903.6339,927.0599,942.3948,937.0709,937.5060,926.7972,892.4522,916.7645,904.9390,976.7923,881.5854,899.2265,907.4698,914.1766,913.4823,880.9775,913.4852,889.3399,905.0547,935.3654,862.6248,915.8535,881.1250,922.0093,894.1519,904.2709,888.6377,899.4318,895.9465,897.4774
897.1498,896.7898,896.7042,897.3226,904.1360,898.8314,982.8187,991.1027,933.8398,1014.5857,957.8760,912.0963,899.9909,969.1059,949.4444,932.3307,905.0890,902.6088,919.6130,926.5166,901.3431,902.1991,911.3214,895.9007,923.3034,906.8887,893.9308,902.5672,896.9241,912.3725,900.8834,900.8549,896.9444,897.5376,897.2069
896.8605,897.2094,897.3463,897.2914,901.2292,900.0425,958.1881,968.2275,931.5940,980.9853,942.8222,904.7906,904.6055,943.0504,952.4253,913.3962,902.5222,903.5581,915.8880,919.9246,894.6025,905.1006,903.1663,898.7641,924.8091,892.3154,900.7991,895.5110,904.4657,905.4283,901.5682,896.7883,897.7035,897.0073,897.2709
897.4084,896.4084,896.0957,897.0833,901.9180,895.6198,941.9073,941.0898,905.5721,958.1858,925.5900,909.0620,891.1794,941.7467,900.4830,927.0756,901.5316,896.6012,905.1470,910.0518,906.5986,893.8696,909.7757,893.0237,899.2947,918.0901,887.4302,907.2731,887.0061,908.4478,896.6600,903.0036,895.9788,897.7875,896.9450
897.4457,896.3505,895.9933,896.9226,899.2708,894.1511,905.8107,900.1983,887.0528,908.8183,899.0984,903.9106,887.7237,913.3400,872.0501,915.6029,898.2237,893.2253,894.5524,896.9108,907.0153,889.9226,905.3446,892.4517,884.8495,918.7386,886.2990,907.1556,884.0234,902.9788,894.3009,902.5855,895.6998,897.7145,896.8077
896.9399,897.0881,897.1387,897.0234,896.9485,897.4929,898.1988,899.2362,899.5868,898.6342,898.4709,896.4695,898.4665,896.7139,902.1974,895.3768,897.0718,897.7362,898.0117,897.8723,895.7182,898.1850,896.2309,897.6288,899.5643,894.1988,898.4700,895.7028,898.8922,896.5838,897.5044,896.3071,897.1867,896.9123,897.0339
897.0447,896.9351,896.9002,897.0019,897.4061,896.7917,900.1132,899.8292,897.1061,901.2275,898.8380,898.0446,896.2328,900.4275,896.1161,899.6416,897.3338,896.8121,897.3947,897.7985,898.0273,896.4958,898.1476,896.5547,896.6147,899.2302,895.9358,898.0731,895.8087,897.9640,896.8609,897.6132,896.8800,897.0798,896.9882
897.1247,896.8183,896.7186,896.9803,897.6706,896.2190,899.8207,898.3013,894.3948,900.7886,897.8531,898.9888,894.4265,901.8361,890.2193,902.3004,897.3785,895.9760,896.4194,897.1072,899.7989,895.0490,899.3801,895.7273,893.7235,903.0429,893.9958,899.8397,893.3699,898.7285,896.2656,898.5681,896.6378,897.2012,896.9474
896.7546,897.3586,897.5585,897.0593,896.0783,898.7106,895.3330,898.7812,904.1604,894.8020,898.1711,893.7372,902.4218,890.6209,913.4309,888.0337,896.6373,899.3823,899.2550,898.1898,891.6048,901.2223,892.8963,899.5331,904.9768,885.3634,902.9719,891.5384,904.3990,894.2355,898.6758,894.0145,897.7319,896.6181,897.1165
896.9438,897.0822,897.1280,897.0154,896.8191,897.4057,897.0755,897.9240,898.8599,897.1248,897.6007,896.3222,898.2712,895.9060,901.0798,895.0995,896.9593,897.5825,897.6484,897.4388,895.7637,898.0082,896.1211,897.5821,898.9938,894.3343,898.3676,895.7581,898.7142,896.4415,897.4109,896.3264,897.1698,896.9142,897.0282
897.0778,896.8867,896.8247,896.9902,897.4641,896.5320,899.3925,898.5255,895.6837,900.2293,897.9926,898.3385,895.4385,900.5258,893.2290,900.5241,897.2946,896.4139,896.8190,897.2956,898.7498,895.8411,898.5711,896.2093,895.1923,900.7837,895.1293,898.7867,894.7679,898.1814,896.5793,897.9931,896.7770,897.1278,896.9693
897.1128,896.8356,896.7449,896.9795,897.5539,896.2707,899.1117,897.6889,894.4149,899.8381,897.4475,898.7232,894.6310,901.0253,890.5424,901.6321,897.2978,896.0308,896.3504,896.9393,899.5165,895.1937,899.0861,895.8464,893.8696,902.4448,894.2796,899.5557,893.6934,898.4922,896.3104,898.4074,896.6704,897.1804,896.9510
897.1200,896.8251,896.7290,896.9827,897.6712,896.2605,900.3194,898.9380,894.7810,901.4908,898.2553,899.0028,894.5583,902.1537,890.9194,902.3119,897.4178,896.0595,896.6168,897.3234,899.6891,895.1780,899.3698,895.7783,894.0732,902.8287,894.1130,899.7482,893.5393,898.7642,896.3298,898.5237,896.6543,897.1958,896.9515
896.9218,897.1147,897.1811,897.0379,897.0708,897.7009,900.4318,902.0205,901.3056,901.7019,900.2779,896.6040,899.0432,898.1507,905.1774,895.5584,897.2706,898.1155,898.8597,898.8161,895.3509,898.7174,896.2633,897.8276,901.0478,893.4178,898.9244,895.3637,899.5624,896.7694,897.7681,896.1453,897.2517,896.8930,897.0504
896.8839,897.1696,897.2640,897.0306,896.6039,897.8281,897.0431,898.7853,900.7785,897.1115,898.1545,895.5788,899.6120,894.6561,905.3576,893.0364,896.9028,898.1892,898.3073,897.8657,894.4408,899.0718,895.1664,898.2017,901.0776,891.4972,899.8256,894.4341,900.5375,895.8290,897.8424,895.6068,897.3501,896.8224,897.0579
896.9206,897.1161,897.1811,897.0245,896.7960,897.5955,897.7998,899.0861,899.9725,898.1244,898.3540,896.1512,898.8469,896.0149,903.2875,894.5618,897.0077,897.8814,898.1161,897.8716,895.2609,898.4894,895.8555,897.8260,900.0800,893.2584,898.9372,895.2646,899.4598,896.3252,897.6218,896.0656,897.2431,896.8814,897.0422
897.0692,896.8990,896.8434,896.9878,897.3481,896.5553,898.3612,897.4954,895.4458,898.8289,897.3228,898.0689,895.5505,899.5212,893.0768,899.8652,897.1894,896.4112,896.6195,896.9860,898.5467,895.8965,898.2903,896.2918,895.1012,900.3425,895.3289,898.5703,894.9715,897.9266,896.5802,897.8655,896.7979,897.1110,896.9701
896.9306,897.1013,897.1577,897.0168,896.7403,897.4837,896.5976,897.5813,899.0470,896.4730,897.3801,896.0859,898.5321,895.2483,901.6632,894.4791,896.9029,897.6769,897.6563,897.3609,895.4705,898.1973,895.8465,897.7155,899.2718,893.6971,898.6842,895.4548,899.0885,896.2290,897.4773,896.1569,897.2071,896.8923,897.0331
897.0346,896.9496,896.9220,896.9955,897.2022,896.7905,898.0408,897.6539,896.4034,898.4067,897.4245,897.5906,896.3031,898.5494,895.3068,898.5571,897.1286,896.7369,896.9138,897.1238,897.7758,896.4828,897.6944,896.6484,896.1882,898.6784,896.1680,897.7931,896.0062,897.5216,896.8119,897.4407,896.9008,897.0567,896.9863
