991.8310,992.0576,992.0993,992.5259,991.0309,991.9311,992.1125,991.7008,991.9592
993.1443,991.6900,991.9234,988.9193,998.9072,992.5816,991.4644,994.2325,992.8289
991.2821,992.8178,995.9203,996.2241,989.4090,992.2863,993.5267,991.6357,994.1277
992.8524,997.3514,1050.6200,1144.3791,1070.5964,1024.8755,1052.9962,1050.6044,1172.9742
991.8481,992.8588,998.1859,1000.0241,995.6473,993.7156,995.5081,994.7051,1000.6721
993.2627,992.4253,1001.9622,1023.4237,1016.8149,999.6212,1005.6685,1006.6481,1033.3793
990.2461,993.5064,1001.8423,1018.3079,992.6320,995.5826,1001.8784,996.2596,1015.5969
992.6805,993.4098,1012.5201,1064.7478,1031.5736,1007.6502,1021.7421,1020.3503,1078.7438
994.6037,991.8967,999.9752,1015.0875,1022.8378,999.3802,1003.1933,1007.7298,1028.8848
993.4710,994.9351,1045.1964,1212.4679,1105.5103,1036.3538,1079.5068,1072.4240,1255.1558
987.3813,994.2262,1002.9418,1035.1124,979.3715,995.7296,1006.7298,993.5722,1023.4129
992.7541,992.1055,995.6178,1001.8150,1002.3847,994.8266,996.5228,997.7802,1006.2249
992.0278,992.1043,993.4842,997.2901,994.7634,993.1006,994.1773,993.9589,998.2139
990.4629,993.1623,1000.5104,1020.3934,994.7395,996.0681,1002.6719,997.5072,1018.8103
993.8835,991.7677,995.6872,1000.6270,1010.2091,995.6980,996.7553,1000.5053,1009.2772
991.9348,992.1470,993.7885,998.6311,994.7279,993.2681,994.6643,994.1632,999.4049
