973.9978,974.0021,974.0081,973.9842,974.0047,973.9693,974.0154,974.0278,973.9657,973.9352,974.0920,973.9742,973.9598,974.0551,973.9674,974.0700,973.9692,973.9736,974.0352,974.0200,973.9634,973.9977,974.0126,974.0039,973.9853,974.0073,974.0026,973.9992,974.0060,973.9938,973.9940,974.0007,973.9852,974.0063,974.0157,974.0022
973.9984,974.0015,974.0061,973.9882,974.0036,973.9775,974.0125,974.0229,973.9755,973.9532,974.0701,973.9808,973.9707,974.0419,973.9759,974.0523,973.9772,973.9803,974.0264,974.0150,973.9727,973.9985,974.0094,974.0029,973.9891,974.0058,974.0021,973.9996,974.0046,973.9954,973.9955,974.0005,973.9890,974.0049,974.0118,974.0017
973.8006,974.1881,974.7395,972.5772,974.4797,971.4130,975.7678,977.0744,971.1635,968.5082,982.7025,971.7030,970.5424,979.1787,971.1041,980.3850,971.2909,971.6149,977.2514,975.8609,970.7211,973.8488,975.1515,974.3566,972.6950,974.7713,974.2653,973.9777,974.5793,973.4492,973.4621,974.0694,972.6872,974.6162,975.4384,974.2051
973.7181,974.2756,975.1191,972.3803,976.4264,976.0232,984.2352,981.8477,971.1837,967.6369,987.4723,971.5419,969.6177,982.0324,970.2574,983.3159,971.5011,970.7479,979.7505,977.7944,970.0656,974.0214,975.8698,974.5516,972.7292,976.3504,974.5223,974.1192,974.9732,973.2973,973.3551,974.1500,972.3857,975.1483,976.0891,974.3115
974.5556,973.4978,972.1052,978.8499,976.5270,994.0055,987.0821,977.0273,986.4204,995.2887,954.9135,982.2822,986.1890,962.4023,983.2851,957.1283,984.9092,980.9502,967.7265,971.4783,984.9002,975.3300,971.3463,973.1101,978.9965,975.2174,973.7629,974.7738,972.9642,975.7673,975.7541,973.9851,978.3773,973.2176,970.2581,973.5341
972.3595,975.5700,980.2751,963.0935,980.9706,966.8868,1035.4819,1119.6647,1010.1943,1010.4794,1130.6815,959.8978,987.5300,1056.6917,963.0162,1032.0278,963.8141,955.2659,1009.6093,994.0123,952.7967,985.1135,984.8885,977.0105,966.7513,1000.7442,981.8253,985.8264,986.2463,971.6436,969.7355,976.7324,968.9161,989.7468,990.0750,977.4746
975.5000,972.6026,968.5825,985.2863,972.2773,1004.9352,1003.9376,1068.6015,1056.3924,1103.8650,980.5550,995.8137,1043.6752,971.3189,1008.7555,930.9533,1006.6655,992.7911,957.0937,963.8949,1004.1772,987.1771,966.5834,971.3700,986.9643,987.4756,977.4546,985.9891,976.9823,980.2719,978.1431,975.6028,989.4541,979.5745,967.2618,974.2147
973.7785,974.2140,974.8643,972.5848,975.1096,975.2943,994.2071,1026.1142,996.1890,1002.2697,1015.4156,973.2001,987.9942,995.5801,976.0038,982.6778,975.8164,971.6206,980.6658,977.5810,972.4015,978.9551,975.7567,974.4092,973.7827,983.1448,976.5989,979.0075,977.7556,974.2844,973.4255,974.9760,974.8549,979.0040,977.3210,974.9752
973.5507,974.4445,975.8448,971.4637,977.2359,985.1593,1061.0418,1224.2449,1086.3137,1127.6336,1145.9438,976.6925,1049.8556,1060.0968,991.6993,995.8290,990.2095,969.8399,995.0931,984.8306,975.9086,997.4268,978.7594,974.8445,976.6037,1013.6905,985.3053,997.4023,989.8570,976.8926,972.8635,978.3366,981.6900,995.5142,985.2769,977.9416
974.5454,973.4995,972.0958,978.3511,974.2023,992.0682,1018.4795,1103.7484,1052.0877,1088.1545,1035.2175,985.1018,1033.2713,1002.4201,996.4334,960.9997,994.9151,981.2875,973.2722,972.9561,988.6647,988.4105,972.1602,973.0572,980.9388,994.2530,979.5801,987.8523,980.9625,977.9576,975.5326,976.2763,983.9312,984.1350,974.7735,975.4866
973.7601,974.2294,974.9168,972.3891,974.9031,973.4843,988.6507,1012.8747,988.3985,991.9853,1006.8837,972.4419,982.4735,991.4065,974.2133,982.8039,974.1409,971.3156,980.0099,977.2532,971.4772,977.4420,975.7142,974.4350,973.2768,980.7072,975.9531,977.5465,976.9146,973.9701,973.3640,974.7222,974.0502,977.8043,976.9565,974.7789
973.7531,974.2393,974.9711,972.4422,975.2354,976.2140,1002.7683,1053.7031,1009.1110,1020.4751,1033.5607,973.7241,997.0718,1004.5922,978.4062,984.3105,977.8924,971.4431,982.5382,978.4547,972.9973,981.6447,976.1264,974.4527,974.1998,987.4108,977.8550,981.6862,979.4908,974.6817,973.3541,975.4609,975.8927,981.3792,978.4248,975.4009
974.3125,973.7103,972.8841,976.3943,973.7881,982.0709,989.3066,1019.1056,1004.3689,1018.5630,992.1044,979.3780,997.8019,981.7994,983.9271,965.6643,983.1975,978.0206,971.9708,972.5875,981.2515,979.4577,972.6779,973.4522,977.2953,981.1350,975.9354,979.1696,976.2690,975.7764,974.8638,974.8084,978.4221,977.4398,973.5039,974.4419
974.4559,973.5770,972.3677,977.4887,973.7230,985.2047,991.3405,1023.7124,1010.4713,1027.9677,990.6630,981.3852,1003.1164,980.4748,986.8734,961.3938,985.9842,979.7992,970.2480,971.6100,984.0304,980.3670,971.9472,973.2030,978.4915,981.9602,976.1057,979.9489,976.3191,976.3150,975.2671,974.8949,979.7518,977.6750,972.7321,974.4068
973.9447,974.0531,974.2121,973.6440,974.3032,973.8520,975.3286,975.4507,973.4597,972.7870,976.6699,973.4481,973.1809,975.5803,973.2569,975.7997,973.4034,973.3514,975.0253,974.6346,973.1680,974.0068,974.3445,974.1034,973.6997,974.3777,974.0994,974.0342,974.1915,973.8593,973.8622,974.0289,973.6710,974.2191,974.4124,974.0628
