892.0597,892.1940,891.9122,891.8582,892.1520,892.7389,891.4890,892.2620,892.1204,891.3294
891.4770,893.3483,899.9648,897.5619,891.8198,888.5505,897.6807,891.1788,893.8519,898.5112
893.7571,900.2881,909.9839,905.1709,901.3388,928.3483,879.5716,905.6527,908.3719,874.0937
890.2112,903.8158,1090.8382,1057.1839,931.7148,998.3166,930.6497,935.8534,1004.9124,927.1136
893.9796,913.1815,1083.0258,1057.8858,942.9286,1053.4059,897.3532,954.3648,1019.9979,884.3421
894.5551,914.4339,1108.7891,1078.3895,951.5230,1084.4484,895.2897,964.8959,1038.0295,879.7360
891.5354,895.5320,958.4824,949.6931,906.6313,931.9264,903.8750,908.3807,932.4117,902.3267
892.3043,894.0319,895.3375,894.1490,893.5665,898.0440,889.9385,894.3502,894.6959,888.9067
892.3566,896.9823,927.7389,920.9532,901.2892,920.8109,893.3409,903.5649,914.7280,890.7746
891.1753,891.9990,924.0128,921.2854,897.5197,903.5134,902.9791,897.1151,910.1211,903.8062
892.1617,898.7360,965.8881,956.3053,910.5790,946.6851,899.7251,913.6108,939.4858,895.9635
892.8244,898.4628,934.5285,927.1155,904.6162,933.0200,890.2412,907.8803,921.0273,886.1194
892.4010,894.4578,903.4200,901.5857,895.9944,905.5522,890.0845,897.1856,900.5176,888.4588
891.6430,892.9397,918.1474,915.5687,897.4509,905.7919,898.2544,897.7374,907.8076,898.0690
892.6631,897.0767,932.4513,926.0989,903.7237,929.5399,891.2246,906.6155,919.6535,887.7289
893.0649,897.4218,912.1864,908.8097,900.1734,921.1442,885.6435,902.9619,908.3194,881.8333
892.4613,898.0967,961.8102,953.1296,910.5401,948.2976,896.4256,914.0447,938.4523,892.2440
891.1713,891.2734,921.2861,918.4055,896.6858,901.2167,902.5021,896.2458,908.1633,903.5629
891.8693,891.9783,898.2783,897.6730,893.1745,894.7134,893.8548,893.1648,895.6663,893.9483
