908.6625,914.3896,905.0252,909.5466,904.1929,907.9834,908.2329,909.2230,908.9147,906.5824,907.3026
914.3896,1111.2172,1040.7093,1071.2274,924.6168,924.9529,918.1464,942.6476,982.1137,928.3351,919.3205
905.0252,1040.7093,1137.3708,1084.9976,996.4151,929.5744,916.8849,930.9040,985.7000,958.3924,934.2271
909.5466,1071.2274,1084.9976,1075.9740,958.8846,927.1190,917.3033,935.7990,981.8969,942.4869,926.3379
904.1929,924.6168,996.4151,958.8846,955.3073,915.4178,910.1049,910.8247,930.5900,931.5338,920.0704
907.9834,924.9529,929.5744,927.1190,915.4178,910.4217,909.0887,910.9833,916.5111,912.6134,910.4360
908.2329,918.1464,916.8849,917.3033,910.1049,909.0887,908.5881,909.8467,912.3153,909.6555,908.8922
909.2230,942.6476,930.9040,935.7990,910.8247,910.9833,909.8467,914.3371,921.2029,911.5760,909.9889
908.9147,982.1137,985.7000,981.8969,930.5900,916.5111,912.3153,921.2029,941.9750,923.5576,916.2948
906.5824,928.3351,958.3924,942.4869,931.5338,912.6134,909.6555,911.5760,923.5576,920.5668,914.5161
907.3026,919.3205,934.2271,926.3379,920.0704,910.4360,908.8922,909.9889,916.2948,914.5161,911.3875
