999.9806,1000.0459,999.9475,1000.0778,1001.8906,1000.0617,995.9807,1003.4105,995.6408,1005.3235,998.7615,997.1455,1002.7381,999.0465,999.7685,1001.1580
1000.0574,999.8643,1000.1564,999.8402,996.1780,1000.7433,1016.0569,990.2878,1013.5457,985.1087,1003.8098,1009.4628,993.4693,1003.3104,1001.3973,997.1459
999.9739,1000.0626,999.9316,1000.2123,1006.3386,1000.3914,995.9537,1004.7380,994.2819,1007.2073,998.3235,996.5347,1003.5865,998.6889,999.7225,1001.5303
1000.0408,999.9040,1000.1120,999.9631,998.8615,1002.1595,1018.2127,993.6618,1010.5538,990.7669,1002.9621,1008.3627,998.3318,1003.2725,1002.3376,999.0685
999.8806,1000.2875,999.6924,1001.4402,1037.7786,1011.2744,1019.6820,1024.9992,978.9467,1041.1274,993.7865,993.4211,1033.7463,999.2534,1006.1920,1013.2938
1000.1120,999.7356,1000.3049,999.7518,992.9938,1004.0086,1042.8300,981.9937,1028.1148,973.4444,1007.8900,1021.1869,992.4905,1008.0891,1005.0458,996.3559
999.9227,1000.1841,999.7940,1000.4914,1012.9844,1002.4689,992.9380,1014.4622,983.9758,1023.0676,995.3706,991.0167,1014.4930,997.2839,1000.7424,1005.9280
1000.0370,999.9151,1000.1069,1000.4498,1009.7349,1011.5859,1056.0990,997.4543,1014.9303,999.3240,1004.1576,1017.6341,1015.8399,1008.3461,1009.9998,1005.5641
1000.2746,999.3535,1000.7451,1000.2622,985.3553,1046.1196,1282.0448,967.7499,1091.6790,966.1873,1025.6702,1089.8561,1053.1525,1042.6825,1044.2232,1017.3584
999.9493,1000.1240,999.8645,1001.7958,1018.9761,1057.1417,1245.6825,1027.9898,1020.9608,1066.1361,1006.4201,1049.7310,1125.0729,1032.7813,1050.0473,1045.2835
999.6859,1000.7461,999.1521,1001.9361,1038.1930,1023.3149,1026.4174,1064.5376,943.7563,1111.6433,983.8708,976.7000,1092.5796,998.3025,1016.1582,1035.7459
1000.2311,999.4552,1000.6311,999.5804,988.8723,1008.4304,1091.8046,963.2520,1058.6780,945.6988,1016.2680,1044.0786,983.7736,1016.5317,1010.0451,992.2121
999.9069,1000.2222,999.7495,1001.0390,1015.7669,1022.7663,1073.8368,1023.9873,991.6394,1046.0389,997.8109,1008.8159,1058.5790,1009.0778,1018.5141,1022.0047
999.9253,1000.1783,999.7982,1000.8587,1011.7279,1020.6384,1071.3807,1020.0451,994.6986,1039.2675,998.6876,1009.3476,1052.2633,1008.9132,1017.1087,1019.5718
1000.0780,999.8159,1000.2126,999.8581,995.5661,1003.4058,1032.1017,987.6178,1019.8416,981.9157,1005.5855,1015.3313,995.8729,1005.9750,1004.0156,997.8699
999.8595,1000.3335,999.6202,1000.9143,1016.4520,1013.5510,1025.7685,1029.4055,976.0842,1051.3904,993.2797,992.4350,1047.0100,1001.1880,1009.9116,1018.1780
1000.1185,999.7198,1000.3214,999.6078,990.2151,1001.2977,1032.2338,979.9722,1028.0009,969.4312,1007.8600,1019.3188,986.4390,1006.7934,1002.7808,994.0684
999.9437,1000.1335,999.8476,1000.2503,1005.6068,1001.1866,992.5982,1010.2734,987.9574,1016.4635,996.5802,992.7396,1010.0440,997.8640,1000.2281,1004.1231
