831.9996,831.9990,832.0008,832.0025,831.9991,831.9997,831.9994,832.0001,831.9995,831.9997,832.0011,832.0015,832.0043,831.9907,832.0121,831.9177,832.1601,831.8494,832.1399,831.9314,832.3618,831.6372,831.8972,832.0112,832.0632,831.8693,832.2508,831.8506,832.0605,832.0630,832.0904,831.7405,832.1241,831.9672,832.1069,831.9218,832.1661,831.6131,832.2283,832.0124,832.0401,832.0596,831.9799,831.9729
831.9985,831.9965,832.0030,832.0093,831.9967,831.9988,831.9978,832.0005,831.9983,831.9988,832.0039,832.0054,832.0161,831.9663,832.0443,831.7037,832.6847,831.5709,832.5638,831.9220,833.4749,830.9318,831.8118,832.2107,832.2387,831.5573,833.0628,831.4723,832.2547,832.2435,832.3851,831.0802,832.5070,831.8936,832.4098,831.7897,832.6797,830.6957,832.9047,832.0486,832.1483,832.2257,831.9340,831.9042
831.9946,831.9877,832.0107,832.0328,831.9884,831.9959,831.9922,832.0019,831.9939,831.9958,832.0140,832.0193,832.0575,831.8813,832.1571,830.9626,834.5205,830.5701,833.9893,832.0336,836.9874,827.9624,831.0475,832.5427,832.8420,830.4034,835.5791,830.1209,832.8532,832.8455,833.3247,828.7363,833.7410,831.6088,833.4260,831.1438,834.2933,827.2386,835.1066,832.1713,832.5220,832.7863,831.7554,831.6568
831.9951,831.9890,832.0097,832.0301,831.9905,831.9965,831.9930,832.0020,831.9948,831.9964,832.0128,832.0187,832.0632,831.9074,832.1543,831.4031,839.2528,835.9213,837.4791,838.5211,846.6389,843.4299,843.2511,842.9537,833.2339,832.6233,844.4135,831.3816,834.9741,833.6317,836.4591,830.5938,836.9766,832.4569,834.6083,836.1057,838.8178,834.4458,839.3945,832.3596,832.5986,833.2443,832.2606,831.8795
832.0004,832.0012,831.9992,831.9986,832.0030,832.0007,832.0007,832.0005,832.0009,832.0007,831.9995,832.0012,832.0197,832.0351,832.0089,832.3365,838.7150,841.0727,835.4555,844.8469,842.4783,850.4792,845.3108,843.9303,832.4958,834.5427,842.0397,833.3515,834.2970,832.8853,835.7443,834.1624,835.6102,832.9727,833.2418,837.4077,837.0868,840.0362,836.8779,832.2038,832.1025,832.5278,832.5397,832.2336
832.0175,832.0396,831.9655,831.8950,832.0379,832.0133,832.0251,831.9941,832.0196,832.0135,831.9553,831.9389,831.8242,832.3927,831.5077,835.4913,826.9907,840.3825,827.6110,836.7514,822.2054,854.8391,842.5212,836.7456,829.5837,838.4407,826.1916,838.7157,830.5933,829.8096,829.7583,843.5570,828.4673,833.7623,828.1951,837.7487,827.5695,851.7754,824.8650,831.5643,830.4025,829.8044,833.0801,833.2203
832.0114,832.0260,831.9776,831.9322,832.0256,832.0089,832.0164,831.9965,832.0130,832.0090,831.9712,831.9615,831.8969,832.2813,831.7112,834.5640,838.0402,849.7937,837.9578,843.3980,860.0742,898.4495,881.1367,870.3255,831.7350,842.6405,859.0277,839.5784,838.4421,833.3746,840.4786,844.0257,840.2585,835.7753,833.6645,852.3564,845.4148,868.4952,842.5864,832.2371,831.3913,832.3926,834.3324,833.4349
831.9724,831.9377,832.0544,832.1658,831.9407,831.9792,831.9604,832.0095,831.9692,831.9787,832.0706,832.0973,832.2835,831.3938,832.8023,826.7207,843.0052,822.7618,841.7543,828.2996,857.1856,810.2379,826.6621,833.9029,836.1938,823.7285,849.5940,822.4054,836.2170,836.2346,838.2954,815.3642,840.5133,829.9494,839.1720,827.4469,843.4766,807.8297,847.5923,832.8371,834.6402,835.9660,830.7395,830.2534
832.0045,832.0107,831.9913,831.9767,832.0162,832.0044,832.0066,832.0005,832.0063,832.0046,831.9902,831.9919,832.0253,832.1642,831.8986,833.2283,847.2930,855.8873,835.7701,868.9120,842.6118,867.5164,851.5593,851.2190,832.3408,837.2326,845.4853,835.5460,834.6029,832.6805,837.7451,838.1487,836.5953,833.7997,832.6556,840.0569,837.3905,847.0162,836.7502,832.2289,831.7788,832.1757,832.9235,832.5752
831.9941,831.9868,832.0120,832.0376,831.9900,831.9960,831.9915,832.0030,831.9940,831.9959,832.0161,832.0246,832.0940,831.9141,832.2123,831.3181,849.2293,849.2427,845.1312,850.5585,878.7996,887.7627,880.3053,874.1390,834.6121,838.3692,872.1799,833.9179,841.6186,836.2990,845.3429,834.3100,846.6631,834.8271,838.5345,851.0205,854.2828,854.8253,854.3410,832.8488,833.0923,835.0476,833.6585,832.3828
831.9794,831.9536,832.0408,832.1245,831.9566,831.9847,831.9705,832.0074,831.9773,831.9843,832.0530,832.0738,832.2229,831.5785,832.6361,828.3474,852.3344,842.0396,851.5083,838.4623,902.5385,888.6255,889.2078,884.7515,836.9921,835.0262,890.7106,829.4028,845.8491,839.2451,850.8563,825.8904,853.5297,834.2857,843.3944,852.7035,864.8211,847.4705,866.4949,833.3600,834.6026,837.6347,833.4178,831.6222
832.0503,832.1139,831.9008,831.6985,832.1095,832.0382,832.0722,831.9831,832.0565,832.0390,831.8717,831.8247,831.5001,833.1320,830.5758,842.0355,818.8666,857.9480,819.5236,848.5754,804.5440,900.3540,863.0793,846.2390,825.1353,850.8748,815.7794,851.5446,828.0556,825.7677,825.8199,865.8847,822.1186,837.1526,821.1697,848.9405,819.6159,890.5850,811.9980,830.7658,827.4255,825.7360,835.1319,835.5223
