1999.9244,2000.0968,1998.9534,2001.9343,1999.3937,2000.0458
1999.8166,2000.2388,2001.5021,2018.8890,2001.8326,2001.4732
2001.2293,1998.4670,2074.4964,2174.8367,2028.4187,2011.3903
1999.1750,2001.0625,1996.2866,2049.5328,1994.6847,2001.9151
1998.2189,2002.3126,2017.6006,2227.3609,1996.5112,2010.6718
2002.2664,1997.1331,2080.0408,2126.3043,2030.1583,2008.5606
1998.5150,2001.9660,2076.5424,2468.4258,2004.4652,2020.8182
2001.4938,1998.1133,2059.9505,2123.0766,2018.7384,2007.1151
1999.1957,2001.0518,2020.3682,2152.3536,2000.3237,2007.2497
2000.7326,1999.0626,2010.8904,1983.6515,2006.0582,1999.6892
1998.9254,2001.3782,1986.4270,2032.3865,1991.8820,2000.9521
1999.2232,2001.0212,2029.6562,2193.5217,2000.5370,2008.8134
1999.7328,2000.4186,2116.7056,2528.3529,2019.1420,2024.4882
2001.1903,1998.5027,2057.6037,2139.5766,2016.8278,2007.7444
1999.9051,2000.1328,2015.8565,2073.5941,2002.4172,2003.6577
1999.9229,2000.1148,2023.8808,2107.5334,2003.6283,2005.2271
