975.0753,974.7784,975.1030,974.8445,975.4801,974.5701,975.3036,974.8697,973.9744,975.2446,976.2395,974.1144,975.3804,975.3069,974.7012,975.5562,974.5421,975.2195
976.0551,971.8960,976.4481,972.8099,981.7258,968.9629,979.2515,973.0991,960.3459,977.9350,992.3144,962.6087,980.1541,979.1302,970.7967,982.7044,968.5936,978.0700
972.0667,985.0666,973.8555,983.3053,975.8130,995.0505,967.3211,990.5609,1027.3422,977.8949,933.1828,1019.5993,965.7162,967.0520,989.2518,955.9220,994.4208,966.5837
978.6021,966.8380,980.9907,973.3697,1023.9080,965.6577,995.4861,996.8798,1036.7313,1135.6342,1096.5193,955.0744,1048.6666,1040.8328,969.9683,1035.2237,957.4121,988.0340
977.6831,968.9215,980.3928,973.3909,1014.7456,966.7481,990.8268,990.6860,1000.9896,1063.7676,1053.9161,958.6921,1020.9355,1014.3998,970.2470,1013.3785,961.4977,984.2072
972.5303,983.2091,972.5656,982.0153,970.1543,992.6237,967.3794,988.3716,1039.8448,1003.1089,948.8466,1012.3757,976.2956,977.4902,987.6483,964.8599,991.4908,968.4148
978.9633,966.6165,980.2129,975.3297,1036.5729,969.5739,998.5911,1012.9815,1115.0422,1242.1219,1144.3193,962.1931,1092.2103,1079.7286,973.6151,1061.9271,957.4536,990.9396
975.3003,976.2026,975.8121,979.6450,1001.3407,983.6565,981.2775,1002.6694,1086.3845,1117.6128,1035.4201,992.5925,1032.1348,1026.4782,982.4655,1009.4131,977.0593,978.3580
972.3722,984.5404,971.3952,985.0506,976.4283,999.5320,968.3621,1002.9403,1119.8208,1095.3652,980.5107,1025.2450,1010.2415,1009.2616,993.2522,984.3528,994.5945,969.5960
972.1733,983.8712,971.4749,982.0139,962.8964,993.4625,964.9087,985.7723,1035.9566,991.1545,939.2816,1013.5366,970.7693,972.5264,988.0977,960.0418,993.1998,967.2242
982.6507,953.6527,985.8690,961.3607,1035.3538,936.1295,1008.3047,972.0319,913.3186,1050.8695,1130.6381,896.9147,1034.3099,1024.7959,948.3251,1044.9309,931.1369,998.3611
966.9813,999.8191,964.2850,993.7866,933.7664,1026.1343,944.9179,999.3991,1137.5537,998.5157,868.4842,1083.2656,954.1790,960.1882,1010.8192,928.2116,1026.7646,952.6792
977.5083,967.7302,978.4933,970.0146,992.0501,961.1159,985.3602,971.5670,944.4299,987.0355,1018.7158,946.6320,989.2743,986.6434,965.3722,994.5748,960.0007,982.3977
975.9225,972.3597,976.3726,973.2285,981.8597,969.9598,978.9266,974.0521,963.9885,979.8026,991.0412,964.7403,980.4046,979.3976,971.5209,982.2368,969.4933,977.7202
974.4395,976.8819,974.2324,976.7593,973.8576,979.4194,973.2643,979.0429,996.1527,989.7031,972.2660,984.0160,978.5589,978.6116,978.2343,974.6602,978.8643,973.6625
974.8404,975.7930,974.7779,976.1740,977.4018,977.6159,975.0891,979.5910,996.1417,997.8770,981.5295,980.2468,983.2211,982.6868,977.0485,979.1916,976.6006,974.9526
