818.0010,817.9540,818.0359,818.0428,817.9571,817.9561,818.0063,818.0440,817.9792,818.0264,818.0270,817.9406,818.0331,818.0039,817.9886,818.0157,817.9907,817.9868,818.0008,818.0068,817.9948,818.0028,817.9847,818.0125,818.0278
818.0023,817.8959,818.0819,818.0971,817.9033,817.9012,818.0146,818.0996,817.9530,818.0599,818.0610,817.8656,818.0749,818.0088,817.9742,818.0356,817.9790,817.9701,818.0019,818.0155,817.9883,818.0063,817.9653,818.0284,818.0629
817.9980,818.0910,817.9295,817.9160,818.0852,818.0871,817.9881,817.9134,818.0412,817.9479,817.9469,818.1173,817.9347,817.9923,818.0226,817.9689,818.0183,818.0261,817.9984,817.9865,818.0103,817.9945,818.0303,817.9753,817.9452
817.9939,818.2771,817.7896,817.7439,818.2593,818.2645,817.9633,817.7362,818.1254,817.8413,817.8383,818.3572,817.8013,817.9767,818.0687,817.9055,818.0558,818.0795,817.9952,817.9589,818.0312,817.9833,818.0923,817.9248,817.8332
818.0022,817.9012,818.0860,818.0931,817.9089,817.9061,818.0145,818.0950,817.9554,818.0572,818.0585,817.8718,818.0715,818.0085,817.9754,818.0340,817.9800,817.9715,818.0018,818.0148,817.9888,818.0060,817.9669,818.0273,818.0601
818.0008,817.9653,818.0285,818.0327,817.9681,817.9673,818.0053,818.0334,817.9844,818.0201,818.0205,817.9551,818.0251,818.0030,817.9914,818.0119,817.9930,817.9900,818.0007,818.0052,817.9961,818.0021,817.9884,818.0096,818.0211
818.0015,817.9339,818.0517,818.0614,817.9384,817.9371,818.0090,818.0631,817.9701,818.0380,818.0387,817.9147,818.0475,818.0056,817.9836,818.0226,817.9867,817.9810,818.0012,818.0098,817.9926,818.0040,817.9780,818.0180,818.0399
817.9997,818.0160,817.9905,817.9858,818.0153,818.0154,817.9983,817.9851,818.0073,817.9910,817.9909,818.0203,817.9887,817.9987,818.0039,817.9946,818.0032,818.0045,817.9998,817.9977,818.0018,817.9991,818.0053,817.9958,817.9905
818.0011,817.9486,818.0419,818.0483,817.9525,817.9514,818.0075,818.0494,817.9768,818.0297,818.0303,817.9335,818.0371,818.0044,817.9872,818.0176,817.9896,817.9852,818.0009,818.0077,817.9942,818.0031,817.9828,818.0141,818.0312
818.0008,817.9645,818.0292,818.0332,817.9671,817.9662,818.0050,818.0340,817.9840,818.0204,818.0209,817.9541,818.0256,818.0030,817.9912,818.0122,817.9928,817.9898,818.0006,818.0053,817.9960,818.0022,817.9882,818.0097,818.0215
817.9974,818.1179,817.9107,817.8911,818.1104,818.1126,817.9844,817.8877,818.0534,817.9325,817.9312,818.1519,817.9155,817.9901,818.0292,817.9598,818.0237,818.0338,817.9980,817.9825,818.0133,817.9929,818.0393,817.9680,817.9290
