826.0000,825.9999,826.0010,826.0019,826.0242,826.1562,826.4874,825.8060,825.8948,825.9188,827.2204,825.3233,826.1447,826.2538,825.7410,826.5964,826.0029,825.7663,826.3837,826.3908,826.1179,825.9981,826.1804,826.0737,825.9431,826.1718,826.1868,826.0777,825.9864,825.9730,825.8929,826.0877,825.9385,826.0122,826.0188,826.0825,826.0582,825.9499,826.0327,825.9487,826.0366,825.9933,825.9748,826.0290,826.0038
826.0000,825.9979,826.0156,826.0323,826.4094,829.1768,833.6437,821.0867,824.6625,824.0361,845.7698,814.0968,828.2394,829.6865,820.6548,835.0170,824.2867,819.7203,829.7683,831.0366,827.3895,825.7279,828.7169,826.5811,824.5455,827.6806,827.8661,827.0118,825.6190,825.5201,824.1938,827.3728,824.9644,826.0911,826.2354,827.3240,826.9531,825.1672,826.5244,825.1062,826.5554,825.8844,825.5819,826.4723,826.0615
826.0000,826.0039,825.9719,825.9664,825.5655,847.1649,856.5193,853.1689,848.6776,840.8908,798.5924,858.3098,823.9707,829.8537,847.2470,818.3241,845.9278,861.3619,843.8095,829.7331,830.0003,829.0055,823.3445,830.9057,833.5984,833.6207,833.8847,827.3004,828.1994,827.2439,829.8553,824.1431,828.1648,826.8379,826.3091,823.8943,824.3057,827.6238,825.2059,828.1128,825.4210,826.2870,826.8150,825.1783,825.8951
826.0000,825.9958,826.0310,826.0697,826.8177,862.4203,989.7669,962.9580,846.7136,881.9976,912.3160,877.4271,843.3844,889.0078,906.4537,914.9786,967.7873,1021.4173,1051.5214,951.2290,876.0561,845.6522,851.3217,878.6849,865.1437,923.9266,928.8197,850.7640,838.0162,828.0811,826.7099,834.1146,826.1516,834.8813,832.4667,831.1338,828.1337,825.2098,828.0818,828.3822,830.7332,826.2529,825.5885,827.2424,826.1836
826.0000,826.0040,825.9718,825.9714,825.7762,862.8249,878.9552,852.1253,859.0284,840.6219,798.8247,857.8662,824.0593,832.2976,845.4467,817.2528,842.4820,857.8645,839.8055,826.9152,829.3539,828.7295,822.8463,829.8552,832.6781,831.7402,831.5789,827.0252,827.9388,827.1918,829.8393,823.9977,828.1496,826.6303,826.2004,823.8138,824.2851,827.6262,825.1984,828.0349,825.3314,826.2912,826.8176,825.1621,825.8923
826.0000,826.0005,825.9964,825.9980,825.9693,843.7717,900.6285,897.1440,840.9293,855.3074,842.9299,865.3805,831.7266,852.3389,870.6315,856.7620,894.3434,925.7300,925.3096,878.0221,848.0360,835.7067,834.7678,850.2147,846.2962,869.9473,871.8212,836.5855,832.1662,827.5565,828.4782,828.2406,827.2937,830.1112,828.8072,826.8852,825.8975,826.6032,826.3822,828.1856,827.5981,826.2597,826.2961,826.0368,826.0151
826.0000,825.9953,826.0345,826.0695,826.8772,830.7140,838.6862,813.8295,821.6218,820.9567,869.6153,799.1886,830.7743,833.2186,813.3575,845.2637,820.8944,810.2958,832.2628,836.0777,828.5322,825.1884,831.8104,826.7836,822.3925,828.8161,829.1925,827.9765,825.0354,824.9127,821.9775,828.9768,823.6962,826.1178,826.4579,828.8966,828.0996,824.1565,827.1431,823.9911,827.1890,825.7390,825.0741,827.0384,826.1350
826.0000,825.9965,826.0258,826.0528,826.6580,838.7123,875.1866,856.9253,828.8478,839.2368,871.7374,826.1856,833.2147,846.8582,841.9909,859.6598,862.0104,870.0505,889.9305,865.1526,841.1236,830.9949,835.9148,840.7904,835.0610,853.9089,855.5157,833.8437,828.8429,826.0372,824.1807,829.7460,824.8891,828.5307,828.0211,828.8767,827.6427,824.8584,827.1498,825.6599,827.9099,825.9400,825.4227,826.8647,826.1186
826.0000,826.0061,825.9559,825.9195,824.9413,855.4600,960.4281,990.8199,857.1716,892.8293,815.4322,937.5474,832.5194,871.6645,934.4328,866.0594,975.2413,1057.2264,1029.4486,921.6061,868.0633,846.4964,837.5794,874.2888,871.8168,912.5694,916.0705,845.2525,839.5494,830.3295,835.3461,827.3925,831.0896,834.2513,831.1958,824.7245,823.5617,829.1944,825.5537,832.6053,827.9727,826.8030,827.5885,824.9707,825.8871
826.0000,826.0036,825.9741,825.9536,825.3522,853.9194,955.4734,983.8899,851.9231,891.3171,838.0476,923.9613,835.1360,874.5637,929.1803,878.7445,976.0718,1049.5253,1036.4894,930.7039,871.0816,846.4968,841.1391,876.0664,870.7867,916.3612,920.9697,847.0234,839.3601,829.8295,833.2940,829.0837,829.9199,834.5285,831.5736,826.3049,824.6691,828.2392,826.1721,831.6393,828.6940,826.6745,827.1088,825.5245,825.9597
