1200.0251,1200.3027,1199.1448,1203.5130,1200.3631,1196.2314,1206.1679,1198.0019,1193.1142,1208.8788,1195.5302,1205.4751,1204.1718,1194.9171,1201.5846,1196.4622,1197.5787,1198.9547,1199.8350,1205.0301
1199.9341,1198.3668,1205.9754,1184.7534,1223.7275,1302.7302,1254.0527,1245.2334,1263.7021,1157.5429,1277.6538,1186.0921,1245.4557,1304.5371,1213.9267,1254.9721,1230.2575,1208.0756,1206.3617,1176.3558
1200.3957,1203.0220,1194.7825,1243.7953,1268.1209,1345.0987,1440.5892,1246.9790,1180.8313,1299.7096,1264.8414,1290.4210,1379.8956,1297.5887,1262.7587,1234.4146,1210.7046,1194.7613,1209.1867,1257.4852
1200.0474,1199.3535,1203.7147,1198.2505,1234.5159,1328.5905,1324.1767,1258.6425,1253.3184,1188.4476,1285.0540,1210.4350,1295.1994,1320.0900,1231.9007,1258.6347,1230.6574,1205.7358,1208.5026,1194.0787
1200.2767,1201.1553,1198.4916,1220.8075,1241.8309,1399.7969,1512.3322,1281.6539,1240.9848,1254.7760,1328.8178,1267.9689,1435.4743,1400.4284,1272.0311,1287.3058,1237.2776,1201.7522,1215.5486,1231.6225
1200.1488,1200.1774,1200.5571,1207.4781,1227.1492,1365.3008,1420.6442,1265.7979,1247.7361,1221.8371,1310.5574,1239.2379,1369.0769,1366.0352,1252.3608,1275.3122,1234.6510,1203.6616,1212.4288,1212.8072
1200.1007,1199.9510,1201.7390,1204.4465,1234.5837,1327.0026,1346.9704,1251.9614,1240.0446,1207.8472,1284.7486,1225.0221,1314.0346,1323.6238,1236.0721,1257.4668,1227.0715,1203.7081,1208.9215,1205.2906
1199.8867,1198.4774,1204.5458,1183.1309,1202.5789,1235.8608,1186.5335,1216.6721,1240.3313,1157.2715,1233.3857,1175.8953,1192.6654,1240.9349,1196.6652,1224.9900,1215.6995,1205.7466,1201.9340,1175.6697
1199.9796,1199.4527,1201.9156,1194.8392,1206.8196,1237.4267,1222.2800,1215.5996,1221.7325,1186.2950,1228.0092,1196.2499,1218.6364,1237.5337,1205.8478,1219.6119,1210.7633,1202.7297,1202.3959,1192.3951
1200.0615,1200.4824,1199.0127,1206.7151,1207.9857,1221.3119,1238.3613,1207.2331,1196.8840,1215.9456,1209.9286,1214.0212,1228.8841,1215.6140,1210.1392,1205.5053,1201.6790,1199.0855,1201.5238,1209.1976
1200.1055,1201.2439,1196.4693,1214.5314,1201.2682,1187.3800,1229.7590,1192.7945,1172.8297,1237.3417,1183.8127,1223.3776,1220.5340,1182.4174,1207.4786,1186.9867,1190.7249,1195.7726,1199.5696,1221.0428
1199.9523,1199.3993,1201.7708,1193.2061,1200.4267,1210.1917,1190.1247,1205.1249,1214.6059,1182.5706,1210.4610,1189.5925,1193.5146,1212.2113,1197.5354,1208.0504,1205.3521,1202.1690,1200.4790,1190.1075
1200.0415,1200.2520,1199.4487,1203.7370,1204.2567,1222.1133,1236.7162,1208.3083,1202.0219,1209.9223,1213.2765,1210.0577,1227.9863,1220.6645,1209.1111,1208.6262,1203.4575,1199.7806,1201.7628,1205.6922
1200.0712,1200.5116,1199.1369,1207.6148,1211.4844,1226.5932,1247.8359,1211.4408,1198.8323,1216.8956,1213.2738,1215.5587,1235.5545,1221.1023,1212.3690,1208.1100,1202.9544,1199.2372,1201.9750,1209.7941
1199.8735,1198.2492,1205.3527,1180.8919,1205.0533,1245.7553,1187.3156,1220.9132,1247.6333,1151.0134,1240.6580,1172.9076,1193.6699,1249.7554,1197.1921,1230.0005,1218.8485,1206.7351,1202.4191,1172.1200
1200.1209,1201.4461,1195.9582,1216.9567,1202.4288,1183.2690,1230.6862,1191.0076,1167.7988,1243.0004,1179.4160,1226.5486,1220.7511,1176.6915,1207.8840,1183.5804,1188.7037,1195.0543,1199.2717,1224.2264
1200.0638,1200.5996,1198.4308,1207.5170,1203.3794,1209.6716,1232.7381,1202.5676,1191.5017,1219.2421,1202.4593,1214.5071,1224.2372,1206.2506,1208.2827,1200.5944,1198.8415,1198.3741,1200.9216,1210.9442
1199.9227,1198.6761,1204.3028,1186.3737,1209.5948,1256.4173,1215.5047,1224.7726,1242.7424,1164.4454,1245.5260,1184.0004,1214.9583,1259.1896,1204.2062,1232.6976,1218.9206,1205.6978,1203.3977,1179.9683
1200.0849,1200.9557,1197.5120,1211.5868,1204.8593,1194.6529,1224.7077,1196.5810,1180.2802,1228.1948,1189.5198,1218.3437,1217.1047,1188.5752,1206.6241,1191.0976,1193.6308,1196.9261,1199.8172,1216.0099
1199.9293,1198.3564,1205.2420,1183.7964,1211.7216,1305.1943,1265.9390,1243.8048,1264.1248,1160.4621,1280.6728,1187.7335,1254.7193,1310.2624,1216.4003,1257.1363,1231.1268,1207.8230,1206.9661,1177.6324
1199.9573,1199.1628,1202.7362,1191.5154,1206.3088,1243.4161,1218.6480,1218.0731,1229.0842,1178.1461,1233.7861,1191.4332,1216.4581,1244.5469,1204.9293,1223.9525,1213.5420,1203.7831,1202.7051,1187.7388
1200.3858,1204.2754,1188.2308,1251.8423,1211.5837,1184.7067,1343.7016,1187.5832,1117.6822,1335.9563,1163.4550,1288.6742,1300.7686,1167.1338,1234.8564,1168.4855,1174.5537,1186.3269,1200.6388,1275.4450
1199.9402,1198.7743,1203.8095,1187.5274,1206.9205,1268.5817,1238.5595,1228.6106,1244.6560,1169.6759,1254.1210,1189.1798,1232.7755,1273.3818,1209.4545,1238.6373,1221.2157,1205.5901,1204.5657,1182.8633
1199.8669,1198.1847,1205.4170,1179.9681,1203.1784,1245.0441,1186.7147,1220.6867,1248.8795,1149.5305,1241.4645,1171.8534,1193.4444,1251.2537,1196.7015,1230.8781,1219.2117,1206.8957,1202.4765,1171.2254
1200.0001,1199.7661,1201.0635,1198.3676,1206.9673,1226.5305,1218.3628,1210.8456,1212.2642,1194.2951,1217.9370,1200.0284,1214.7974,1223.7875,1205.2103,1212.0986,1206.6398,1201.4925,1201.6114,1196.9534
1200.1056,1201.0659,1197.1926,1213.1690,1205.4066,1207.8793,1246.2992,1200.9428,1182.1280,1233.3151,1198.0424,1223.7828,1233.7708,1201.7094,1211.8154,1196.7228,1195.9242,1196.8878,1200.9139,1218.8988
1200.0828,1200.8522,1197.6651,1210.3624,1203.0268,1204.4495,1236.5365,1200.0843,1185.2414,1226.7846,1197.6770,1218.8710,1226.6561,1200.6902,1209.1283,1197.0148,1196.4513,1197.4382,1200.6828,1215.1674
1199.9808,1199.5203,1201.5385,1195.2919,1203.8284,1231.6026,1221.3018,1213.2094,1218.8906,1188.4855,1224.3910,1196.8357,1217.6320,1233.3708,1205.2286,1217.3450,1209.3651,1202.3227,1202.1599,1193.5413
1199.9109,1198.8140,1203.5736,1186.8542,1202.4168,1225.8773,1186.9193,1212.5191,1230.7721,1166.2561,1224.5001,1180.7051,1192.1840,1229.6289,1196.7778,1218.4556,1211.7968,1204.4415,1201.3432,1180.8300
