888.0187,887.9070,888.1442,888.2247,888.6077,887.9591,887.9686,888.1343,888.0578,888.4706,888.5897,888.3979,888.1836,888.0410,887.7650,888.1765,888.3951,888.1548,888.1407
888.8486,883.9935,896.5471,915.2133,932.7231,898.9055,894.4670,897.8658,906.8112,913.1078,938.6602,931.0257,916.1706,895.6503,881.4497,914.8223,915.6292,905.1834,899.4661
888.9854,883.7980,899.2220,957.3421,948.6298,906.4256,905.0525,906.1457,924.1446,920.4218,955.1255,953.0553,929.0001,900.6730,882.7903,931.0373,923.9276,912.8374,903.3960
886.1937,897.4382,878.3636,904.5288,865.9041,919.3612,908.9611,883.6575,920.9289,851.0457,880.9906,907.2930,915.0420,897.5108,920.6621,915.6552,870.7963,896.2062,885.6561
886.8150,894.4501,886.9666,934.1535,922.4306,942.5783,920.3981,893.2593,956.5735,872.1148,949.8575,980.4814,968.6385,912.2898,922.0065,967.6604,904.8867,924.9737,901.5491
890.7865,873.9695,906.4001,890.9663,953.1319,861.2719,868.8786,901.0661,866.4289,953.9730,937.6335,902.8115,881.1222,883.7806,846.8004,880.0177,931.6681,893.0798,900.2304
886.0043,898.5401,876.5454,908.4819,854.5665,917.2293,909.8342,883.8717,915.9871,846.1910,866.9414,892.5571,904.8199,895.0926,921.5153,905.6407,863.3891,890.3086,882.2636
890.4970,875.4758,917.5456,939.2869,1081.8076,947.5572,911.4871,912.0497,989.6542,969.4204,1127.2824,1120.8500,1047.5621,929.5987,882.6557,1043.2279,1005.6095,978.4979,940.1992
886.6462,895.3525,887.4730,941.2790,934.6698,955.5577,927.0292,894.4179,972.9736,870.9468,969.1613,1005.8770,990.0371,918.2691,928.7811,988.3587,911.4639,935.0674,905.7639
883.5591,911.4510,870.4170,953.8982,890.5315,1010.7295,961.1415,883.1852,1034.0633,808.7658,954.0338,1040.8142,1039.1755,933.8975,987.7697,1039.5481,880.0238,949.4365,901.3925
892.2756,866.5364,925.2934,927.1682,1086.9661,900.6145,885.2986,915.4950,938.5962,1007.0088,1100.4881,1065.9715,990.5164,913.2097,847.3116,989.4466,1011.3577,956.1610,935.6376
887.5946,890.3078,893.4566,931.9346,955.5762,945.9654,919.7872,895.8146,971.3393,892.5114,992.6099,1017.8434,989.5783,916.7566,914.8238,989.6825,926.8834,939.4535,911.0503
889.6053,879.9099,903.1233,908.4095,970.7862,901.9836,892.0723,899.7751,920.4028,933.4569,983.0706,973.3702,941.7033,901.7013,875.6430,941.1303,939.9721,921.5438,909.6901
886.0626,898.2542,884.8142,939.8429,932.0212,971.6562,936.2116,891.0231,997.6783,860.1949,981.5115,1030.4924,1010.9638,923.9248,942.4615,1011.3304,910.0228,944.8391,908.1388
888.7789,884.1593,894.9384,902.1840,922.5288,892.1014,889.7705,894.4527,899.6362,909.3273,925.5793,919.9378,906.9323,892.9003,880.6613,906.9058,909.7453,900.5193,896.7419
886.7644,894.4206,880.8479,895.8812,867.7998,905.8144,900.4111,884.2922,905.3642,861.6924,876.3249,892.7876,899.9056,892.6184,908.8511,900.3561,873.2923,890.2610,884.8047
888.0676,887.7132,891.8886,903.8812,922.7903,909.7990,898.9550,891.9973,920.1990,895.2625,936.6141,944.0424,930.6916,899.9680,895.7134,930.2769,908.6329,910.4353,898.9677
888.4180,885.8623,891.3261,889.7890,903.4546,887.8394,886.8848,890.2973,890.5858,898.5859,904.0929,900.4308,894.8278,889.5295,883.2825,894.5791,898.0467,892.9112,891.8134
