764.9999,764.9998,765.0001,765.0002,765.0002,765.0001,765.0000,764.9998,765.0000,764.9998,765.0002,765.0007,764.9995,764.9974,764.9987,764.9952,765.0132,765.0033,765.0031,764.9748,764.9917,764.9611,765.0692,764.9494,765.0142,765.0258,765.0095,765.0536,764.8730,765.0921,764.9916,765.0505,764.9630,765.0002,765.0326,764.9229,765.0423,765.0057,764.9765,764.9824,764.9883,765.0364,765.0031,764.9681,765.0156,765.0029,765.0087
764.9997,764.9994,765.0003,765.0007,765.0007,765.0002,764.9999,764.9993,764.9999,764.9993,765.0005,765.0026,764.9983,764.9909,764.9954,764.9845,765.0474,765.0118,765.0120,764.9155,764.9729,764.8675,765.2429,764.8272,765.0536,765.0928,765.0364,765.1902,764.5572,765.3240,764.9710,765.1784,764.8743,765.0021,765.1164,764.7355,765.1495,765.0208,764.9177,764.9392,764.9595,765.1281,765.0118,764.8906,765.0565,765.0107,765.0306
765.0023,765.0041,764.9977,764.9954,764.9953,764.9986,765.0004,765.0046,765.0007,765.0049,764.9964,764.9828,765.0111,765.0603,765.0306,765.1409,764.7322,764.9305,764.9556,765.6713,765.2952,765.9758,763.4049,766.2564,764.7372,764.4432,764.8440,763.7993,767.9973,762.8882,765.2076,763.8576,765.9247,765.0158,764.2801,766.8904,764.0461,764.8855,765.5496,765.4234,765.2775,764.1685,764.9456,765.7806,764.6714,764.9449,764.8010
765.0054,765.0095,764.9946,764.9893,764.9890,764.9967,765.0010,765.0107,765.0016,765.0114,764.9915,764.9598,765.0259,765.1411,765.0716,765.3129,764.3510,764.8301,764.8818,766.5208,765.5885,767.2487,761.2651,767.8986,764.3529,763.6750,764.5978,762.1721,772.0097,760.0539,765.4801,762.3158,767.1360,765.0273,763.2995,769.3854,762.7550,764.7236,766.2848,765.9845,765.6461,763.0482,764.8641,766.8084,764.2160,764.8659,764.5330
764.9850,764.9734,765.0151,765.0300,765.0306,765.0092,764.9972,764.9702,764.9956,764.9681,765.0240,765.1131,764.9304,764.6217,764.8267,770.2705,772.1814,766.3914,771.5127,780.0307,773.8192,776.7843,777.9719,777.6365,785.5204,780.1732,782.2644,785.1036,755.0232,785.5465,766.4126,780.6348,776.9385,770.8851,780.3625,779.4465,778.4225,770.3428,761.8487,766.1958,764.8664,773.9183,770.1335,770.6824,776.5860,768.5771,767.1342
764.9995,764.9991,765.0005,765.0011,765.0011,765.0003,764.9999,764.9990,764.9999,764.9989,765.0010,765.0048,765.0010,765.0013,765.0166,768.6135,769.5920,765.9391,768.4165,775.9817,776.8576,774.0140,766.8570,775.8417,774.3752,771.0636,773.7382,771.3536,769.5836,768.9253,766.4668,769.2334,773.4884,767.9071,770.2614,777.7166,768.8699,767.3377,765.1868,766.8376,765.8093,766.9944,767.3787,770.2395,769.6197,766.5676,765.4507
764.9753,764.9561,765.0249,765.0494,765.0505,765.0152,764.9954,764.9509,764.9927,764.9474,765.0394,765.1860,764.8832,764.3647,764.6943,769.3103,772.7734,766.5966,771.3791,774.0739,771.1582,770.6593,784.5894,769.3767,784.6780,781.1719,780.6010,789.1399,741.5936,794.4146,765.2696,784.7857,771.5733,770.2477,782.5085,768.3113,781.9770,770.3780,759.4945,764.0293,763.5378,777.1174,769.8747,766.2237,777.1037,768.5182,767.9063
765.0058,765.0103,764.9942,764.9885,764.9882,764.9965,765.0011,765.0115,765.0018,765.0123,764.9912,764.9577,765.0311,765.1854,765.1423,786.9471,778.7389,766.7555,787.2407,833.2638,784.0351,836.0977,768.8260,841.2564,832.2608,804.0711,821.2927,805.2349,805.2186,782.6112,775.0885,791.3721,836.0654,787.1659,802.4276,871.6154,788.7158,781.1864,767.6469,780.6710,771.7753,775.1224,782.2614,806.0953,799.0509,776.7467,767.5549
765.0575,765.1020,764.9420,764.8852,764.8827,764.9646,765.0108,765.1143,765.0173,765.1223,764.9090,764.5697,765.2781,766.5520,765.8532,803.2707,777.5757,765.4354,800.3631,888.9823,786.8462,905.9027,737.7198,922.9397,872.3281,817.0842,852.8636,805.6332,902.5956,749.7068,785.9916,784.1582,907.9238,802.3700,811.7772,995.6990,783.1801,789.4894,780.7901,800.3921,782.0140,763.8859,792.4950,851.8712,814.7298,783.4410,765.0865
765.0044,765.0077,764.9956,764.9913,764.9911,764.9973,765.0008,765.0087,765.0014,765.0093,764.9933,764.9678,765.0224,765.1363,765.1019,780.9673,773.8102,766.1026,781.3822,811.6055,775.0315,815.1268,767.5630,821.1504,815.5090,793.7632,804.9937,795.3948,795.3703,778.5437,772.5681,784.6452,817.6703,781.4369,792.8688,842.7214,782.1335,777.1396,766.9462,776.7086,769.9694,772.2938,777.7623,795.7633,790.2653,773.7502,766.8985
