800.2430,791.7700,810.0891,795.5695,803.1286,799.4056,798.1822,792.6788,796.6130,800.8321,804.1286,796.5034,799.9862,800.8533,791.6810,804.9403,801.4166,793.3663,802.8383,792.0920,795.4246,816.6480,793.8767,791.4715,797.8650,803.3030,802.4859,796.9755,794.0513,803.3782,799.1153
798.5171,805.8976,805.0444,805.8870,803.4673,802.9138,804.6080,802.1718,801.1206,799.4901,796.9718,800.1551,799.2329,799.9940,803.0503,796.8147,798.4912,802.9778,798.1136,803.8852,801.5778,793.2086,802.3167,802.8143,800.6166,797.9941,797.9578,800.4760,801.5549,797.2970,799.0376
800.2720,812.9545,864.6694,824.9324,846.0846,830.9728,828.9215,796.5416,803.7528,807.7512,804.4707,797.2805,804.8610,809.7418,797.6780,805.5465,804.7981,803.1518,805.4646,807.9984,802.6925,824.6374,803.8816,796.4168,804.0947,807.9366,805.3389,802.0120,797.0060,803.8910,799.7313
791.3464,925.5178,875.2496,943.5756,1004.3013,980.0506,929.7462,855.5419,843.7876,812.6777,771.2964,816.8096,819.5786,818.9391,867.9495,764.0057,801.5405,873.6439,780.2194,935.8283,854.0461,734.4406,889.0918,869.3374,827.2980,793.3048,793.4179,838.7301,840.3868,776.3369,801.4516
802.4085,835.1346,957.5332,874.8587,984.0419,933.7013,890.1391,793.2845,814.5555,823.5396,815.6909,793.8021,821.6050,827.6947,794.6910,816.0645,818.9413,811.4030,813.3848,843.2262,812.9615,880.7183,825.3652,793.9485,812.0016,827.0287,820.7198,813.1378,792.7604,814.0632,801.6805
804.7242,789.9371,907.1014,817.7214,890.8553,855.6775,835.1763,775.1437,797.3588,815.6471,823.9065,788.2779,811.8307,817.4719,772.2691,826.9367,815.7096,785.0882,818.4218,793.1718,792.5646,897.4667,792.3040,771.3552,800.4702,825.7561,820.2536,797.9463,779.5643,820.5758,800.5212
800.4339,841.5734,915.6928,870.0626,962.3618,919.2391,883.1551,801.7016,815.5422,817.4695,807.2468,797.4560,817.7382,821.8510,803.6066,806.3766,813.2915,817.1115,806.4201,846.9722,815.4544,847.8298,829.1211,803.8004,811.0437,817.7465,813.7066,814.2239,799.5879,806.7775,801.2224
796.8431,835.4049,826.0640,839.1024,861.1741,852.0056,838.8947,814.8317,812.1363,803.3661,791.2127,803.9830,805.3324,805.1332,818.1090,789.0110,800.0835,820.4098,793.7393,837.3195,814.8858,781.3580,824.7921,818.6564,807.2118,797.8582,797.8360,810.6460,810.6231,792.6772,799.7617
798.2414,811.2469,807.4500,812.7364,819.7250,816.7988,812.2181,804.4595,803.4530,800.4166,796.2410,800.7396,801.1253,801.0607,805.5829,795.4736,799.3126,806.2790,797.1257,812.0121,804.4037,792.6219,807.7654,805.7600,801.7880,798.5095,798.5232,802.9671,803.0230,796.7563,799.2545
794.9912,825.8156,769.6689,814.5842,793.7794,803.9214,806.2468,820.3873,807.8553,794.0215,782.7395,807.2184,796.7584,794.2252,823.9479,780.1133,791.8441,818.9240,786.9056,824.8891,811.8377,745.8487,817.7825,824.6401,803.4695,785.9718,788.3795,806.5410,815.6070,785.1300,798.7400
802.6789,792.4080,863.1258,810.5879,857.0468,834.9067,821.1752,783.3811,797.6400,809.2998,814.9549,792.0375,807.1463,810.6092,781.3754,816.8397,809.6044,789.6177,811.2867,794.9546,794.5270,861.0145,794.4624,780.8816,799.6072,815.9221,812.5455,798.2055,786.3012,812.8284,799.9621
801.5071,827.0582,910.8925,856.2358,942.0726,902.5708,868.9585,794.8626,810.7446,816.8914,811.4107,795.1196,816.2326,820.4676,795.5662,811.4687,813.9091,808.5694,809.3101,833.2232,809.5278,859.8444,819.6474,795.4342,808.2969,819.7277,815.3274,810.0293,794.4042,810.2259,801.0387
795.0238,859.5220,833.9701,863.9682,893.0269,881.6920,860.9225,827.0339,820.6537,804.8315,784.3842,808.0370,808.3412,807.5340,832.7894,780.5949,799.4693,835.3131,788.9040,863.0465,825.6378,763.1447,842.0710,833.7085,812.3888,795.0542,795.4166,818.1702,819.6810,787.0107,800.1226
797.5002,839.9481,848.1249,850.9649,890.5322,873.4211,852.4726,813.1623,814.1694,807.1516,794.3140,802.8811,808.9742,809.7294,816.4707,792.2050,803.3955,821.5503,796.2434,843.7096,816.5483,795.2155,828.4212,816.9394,808.9417,802.5246,801.5370,812.6452,809.0401,795.4567,800.1890
799.9979,801.9908,826.1251,809.2836,828.5769,819.6142,812.7945,795.7037,800.4920,803.4052,803.5175,797.2400,802.8715,804.1244,795.4921,803.8653,802.9748,798.8025,802.6391,803.2184,799.7819,818.0166,801.1748,795.3498,800.5115,804.9024,803.6685,800.4448,796.1483,802.9849,799.4603
799.7314,799.7978,815.6515,804.5307,816.7669,811.0951,806.8686,796.2968,799.5559,801.7490,802.2537,797.6662,801.3777,802.1837,796.0323,802.5446,801.6019,798.1681,801.5597,800.6249,798.9965,812.1872,799.6506,795.9420,799.7045,802.9404,802.1408,799.5980,796.7237,801.8533,799.2819
798.9398,802.8595,805.3863,804.3748,809.3130,807.1267,804.7916,800.0158,800.4686,800.0594,798.9160,799.2156,800.1876,800.3493,800.2896,798.7497,799.6934,800.9952,799.0223,803.2753,800.6249,800.0851,801.7837,800.3235,800.0006,799.7589,799.5797,800.3319,799.6834,798.9796,799.1416
798.9164,800.3338,799.9328,800.4756,801.2348,800.9173,800.4375,799.5978,799.4859,799.1529,798.6949,799.1912,799.2291,799.2204,799.7195,798.6104,799.0316,799.7946,798.7926,800.4083,799.5898,798.2867,799.9526,799.7392,799.3039,798.9429,798.9449,799.4318,799.4410,798.7517,799.0275
799.0320,800.6853,802.9785,801.6881,804.7204,803.3578,802.0519,799.2145,799.6603,799.6599,799.2193,798.9859,799.6850,799.8159,799.3076,799.1720,799.4948,799.7727,799.2094,800.9213,799.6819,800.4830,800.2199,799.3153,799.4748,799.6268,799.4894,799.6064,799.1083,799.2148,799.0816
799.3206,799.3260,806.2247,801.3698,806.6767,804.2232,802.4064,797.8081,799.2336,800.1951,800.4237,798.4140,800.0315,800.3809,797.6893,800.5517,800.1332,798.6226,800.1192,799.6802,798.9875,804.7395,799.2659,797.6503,799.3007,800.7176,800.3698,799.2525,797.9975,800.2483,799.1224
