1384.0003,1384.0000,1383.9997,1383.9998,1384.0000,1384.0003,1384.0006,1383.9999,1384.0076,1383.9836,1384.0235,1383.9528,1384.1327,1383.9318,1383.8433,1384.1383,1383.8952,1384.1167,1383.9464,1384.0111,1383.9961,1384.0014,1384.0115,1383.9917,1384.0096,1383.9989
1384.0006,1384.0001,1383.9994,1383.9995,1384.0001,1384.0008,1384.0015,1383.9999,1384.0172,1383.9629,1384.0537,1383.8944,1384.3008,1383.8460,1383.6459,1384.3133,1383.7634,1384.2642,1383.8788,1384.0253,1383.9912,1384.0032,1384.0260,1383.9812,1384.0218,1383.9976
1383.9995,1384.0000,1384.0005,1384.0005,1383.9999,1383.9993,1383.9987,1384.0001,1383.9851,1384.0325,1383.9539,1384.0938,1383.7389,1384.1345,1384.3093,1383.7278,1384.2070,1383.7700,1384.1057,1383.9782,1384.0078,1383.9973,1383.9774,1384.0164,1383.9810,1384.0021
1383.9984,1383.9999,1384.0016,1384.0015,1383.9998,1383.9979,1383.9961,1384.0004,1383.9543,1384.0994,1383.8624,1384.2950,1383.2023,1384.4119,1384.9461,1383.1682,1384.6314,1383.2978,1384.3228,1383.9331,1384.0238,1383.9917,1383.9312,1384.0502,1383.9420,1384.0065
1384.0006,1384.0001,1383.9994,1383.9995,1384.0001,1384.0007,1384.0014,1383.9999,1384.0163,1383.9657,1384.0567,1383.9161,1384.2852,1383.8567,1383.6686,1384.2962,1383.7765,1384.2500,1383.8855,1384.0239,1383.9919,1384.0032,1384.0250,1383.9823,1384.0207,1383.9978
1384.0002,1384.0000,1383.9998,1383.9998,1384.0000,1384.0003,1384.0005,1384.0000,1384.0057,1383.9878,1384.0187,1383.9671,1384.1006,1383.9491,1383.8827,1384.1046,1383.9215,1384.0880,1383.9597,1384.0085,1383.9972,1384.0011,1384.0087,1383.9938,1384.0073,1383.9992
1384.0004,1384.0000,1383.9996,1383.9997,1384.0001,1384.0005,1384.0009,1383.9999,1384.0109,1383.9764,1384.0340,1383.9324,1384.1910,1383.9020,1383.7747,1384.1990,1383.8493,1384.1679,1383.9229,1384.0160,1383.9944,1384.0020,1384.0165,1383.9880,1384.0139,1383.9985
1383.9999,1384.0000,1384.0001,1384.0001,1384.0000,1383.9999,1383.9998,1384.0000,1383.9975,1384.0058,1383.9942,1384.0214,1383.9560,1384.0237,1384.0539,1383.9538,1384.0355,1383.9609,1384.0181,1383.9963,1384.0014,1383.9996,1383.9963,1384.0028,1383.9968,1384.0004
1384.0003,1384.0000,1383.9997,1383.9997,1384.0000,1384.0004,1384.0007,1383.9999,1384.0085,1383.9818,1384.0275,1383.9506,1384.1488,1383.9244,1383.8259,1384.1548,1383.8834,1384.1305,1383.9402,1384.0125,1383.9957,1384.0016,1384.0129,1383.9907,1384.0108,1383.9988
1384.0002,1384.0000,1383.9998,1383.9998,1384.0000,1384.0003,1384.0005,1384.0000,1384.0059,1383.9875,1384.0193,1383.9666,1384.1026,1383.9478,1383.8797,1384.1068,1383.9193,1384.0901,1383.9587,1384.0086,1383.9970,1384.0011,1384.0089,1383.9936,1384.0074,1383.9992
1383.9993,1383.9999,1384.0007,1384.0006,1383.9999,1383.9991,1383.9983,1384.0002,1383.9806,1384.0424,1383.9416,1384.1261,1383.6602,1384.1755,1384.4030,1383.6457,1384.2690,1383.7009,1384.1375,1383.9715,1384.0102,1383.9965,1383.9707,1384.0214,1383.9753,1384.0028
1383.9991,1383.9999,1384.0009,1384.0009,1383.9999,1383.9988,1383.9977,1384.0002,1383.9734,1384.0591,1383.9252,1384.1879,1383.5346,1384.2434,1384.5574,1383.5138,1384.3707,1383.5892,1384.1892,1383.9610,1384.0143,1383.9954,1383.9601,1384.0295,1383.9661,1384.0039
1383.9973,1383.9997,1384.0027,1384.0025,1383.9996,1383.9964,1383.9934,1384.0009,1383.9234,1384.1809,1383.8311,1384.6800,1382.6555,1384.7300,1385.6578,1382.5872,1385.0903,1382.8041,1384.5542,1383.8879,1384.0446,1383.9883,1383.8872,1384.0873,1383.9014,1384.0120
1384.0057,1384.0005,1383.9942,1383.9946,1384.0009,1384.0076,1384.0144,1383.9989,1384.1691,1383.6472,1384.5856,1383.1239,1387.0440,1382.5214,1380.5840,1387.1484,1381.7508,1386.6157,1382.8263,1384.2670,1383.9274,1384.0375,1384.2634,1383.8180,1384.2154,1383.9775
1383.9926,1383.9993,1384.0075,1384.0069,1383.9988,1383.9901,1383.9814,1384.0018,1383.7828,1384.4767,1383.3565,1385.4265,1380.3594,1385.9714,1388.5288,1380.1792,1387.1082,1380.7076,1385.5536,1383.7138,1384.1319,1383.9683,1383.6814,1384.2410,1383.7267,1384.0310
1384.0506,1384.0049,1383.9486,1383.9527,1384.0081,1384.0677,1384.1293,1384.0059,1385.6996,1381.6596,1389.1895,1375.9802,1411.6054,1370.8721,1354.0208,1412.4991,1364.4581,1407.4551,1373.6672,1386.4614,1383.3956,1384.3406,1386.3546,1382.3871,1385.9155,1383.8003
1383.9046,1383.9910,1384.0971,1384.0901,1383.9855,1383.8728,1383.7836,1384.1208,1381.9651,1394.6531,1393.6909,1446.2977,1377.9865,1417.5046,1456.7181,1369.4711,1450.1714,1354.5123,1408.1911,1388.5222,1390.9792,1385.9783,1383.0974,1387.8114,1381.3205,1384.6754
1384.0960,1384.0092,1383.9025,1383.9103,1384.0158,1384.1284,1384.2639,1384.0460,1387.1256,1381.0808,1415.5882,1423.7799,1494.0948,1368.3841,1342.6639,1485.5690,1380.3839,1446.2520,1369.7731,1399.4172,1389.4999,1387.6745,1392.7087,1381.8473,1388.7431,1383.9466
1383.9157,1383.9921,1384.0859,1384.0798,1383.9870,1383.8875,1383.8003,1384.1032,1382.4428,1393.7170,1382.9666,1412.8749,1387.5865,1409.8308,1442.9994,1380.0322,1448.8270,1360.9657,1406.2379,1390.1936,1390.9632,1385.9319,1383.1894,1387.2743,1381.7659,1384.4657
1384.0471,1384.0046,1383.9523,1383.9566,1384.0087,1384.0633,1384.1623,1384.1413,1386.2893,1387.4887,1425.1584,1473.2401,1434.6433,1386.0018,1377.9007,1429.1458,1379.8126,1413.2375,1376.9097,1390.6518,1387.3308,1386.3702,1389.6352,1383.3951,1386.3941,1384.3404
1383.7832,1383.9794,1384.2205,1384.2034,1383.9658,1383.7106,1383.4655,1384.0860,1377.8331,1401.0375,1380.8596,1454.5786,1459.1886,1453.4330,1544.5111,1431.9480,1603.8859,1346.6914,1448.8507,1414.4047,1409.9802,1392.3171,1385.6708,1393.1165,1379.5792,1385.2146
