-59.8087,6.7149,-1.9593,12.8525,-2.0641,2.5166,0.5187,-0.9288,-0.0355,0.2577,0.0000
85.3262,-104.7128,29.0935,1.8138,-1.0975,-0.0624,-0.0081,0.0162,-0.0017,0.0010,0.0000
185.8338,86.3464,17.6426,2.9640,0.1838,-0.0632,-0.0171,0.0078,-0.0004,0.0003,0.0000
131.7329,-33.6723,-45.3042,-1.1857,-0.3975,0.0597,-0.0342,0.0141,0.0006,-0.0003,0.0000
-40.8424,14.1696,3.0895,-20.5795,-8.7972,1.1069,0.3687,0.4660,0.0544,-0.0214,0.0000
-55.2305,5.8771,-2.0210,5.7946,0.3774,-2.1586,2.1032,1.2334,0.0035,0.0904,0.0000
-58.1045,6.4644,-1.7390,9.2794,-1.2458,0.5320,0.2248,-0.2594,-0.2353,-0.4197,0.0000
-53.7679,4.4450,-0.2864,3.6800,3.6647,0.9534,-1.8465,1.9341,0.0366,0.0389,0.0000
-29.6950,-0.0251,2.7332,-13.4694,11.6058,0.7775,0.7257,-0.6656,0.0363,-0.0279,0.0000
-49.8798,7.5519,-0.0471,-4.9241,-0.8150,-2.2029,-1.2560,-0.8656,-0.4097,0.1392,0.0000
-55.5641,6.8409,-1.2016,3.7744,-1.4145,-1.4590,-0.7791,-0.9522,0.5512,-0.0583,0.0000
