-28.7615,-14.7201,3.8258,-2.8273,1.4523,2.0994,1.1428,2.5858,-1.9116,-0.9379,-0.3701,0.2496,0.3759,-0.1594,0.0000
-28.6969,-14.7628,3.3868,-2.8005,1.2512,1.4870,0.5097,2.8903,-1.6300,-0.7273,-0.3778,0.1269,0.3658,0.1696,0.0000
-28.4574,-14.9981,2.9122,-3.5512,1.7494,1.5471,-14.3100,-1.8196,0.5320,0.0556,-0.0002,-0.0109,-0.0126,-0.0052,0.0000
286.0439,-10.0814,2.1195,-2.4819,-0.3390,0.0166,0.0636,-0.0195,-0.0002,0.0131,-0.0010,0.0001,-0.0012,0.0000,0.0000
-14.2367,15.6743,-0.5105,7.2745,-20.4330,2.0684,-0.6726,-0.1820,0.2920,-0.5019,-0.0313,0.0130,-0.0061,0.0002,0.0000
-5.4080,65.9674,24.9835,-8.3104,3.1428,-4.4655,-0.2598,0.2339,-0.1571,0.0190,-0.0013,0.0115,-0.0033,-0.0000,0.0000
-2.2634,35.3526,-37.1836,-10.9056,2.7158,6.3612,0.1629,0.3416,0.1552,0.0912,0.0126,-0.0018,0.0036,0.0000,0.0000
-18.9727,-7.4732,-15.0410,1.4010,-0.2864,-17.1312,0.8225,-3.0550,-2.2261,-0.1297,-0.0680,0.0458,0.0404,0.0002,0.0000
-26.5981,-7.7664,6.4813,0.7771,-0.3788,5.3762,3.2975,-3.9352,-0.9104,2.1596,-0.0549,-0.4144,0.4158,-0.0035,0.0000
7.3907,16.9094,-3.7341,31.8068,7.1938,1.5137,-0.6961,0.7828,0.5250,-0.1441,0.0296,-0.0172,0.0132,-0.0002,0.0000
-28.3575,-13.3262,0.8384,-3.2027,1.2720,-2.7636,2.8974,-0.4434,6.2685,-0.1894,-0.8060,-0.1238,-0.0726,-0.0046,0.0000
-27.9833,-14.2926,-0.0469,-2.4338,-0.6349,-3.1979,0.0602,5.0539,-0.3073,0.4700,0.5075,-1.0115,-0.2398,-0.0135,0.0000
-28.6170,-12.2766,6.2989,-2.9278,3.0658,5.1374,3.7920,-4.2301,-0.0668,-1.9878,0.7468,-0.2061,-0.1800,0.0095,0.0000
-27.8496,-13.1391,1.2311,-1.7521,-0.4522,-1.8164,1.3804,1.8138,2.1328,1.0267,1.0027,0.9281,0.0555,0.0032,0.0000
-27.2326,-11.0672,4.4386,-0.0660,0.6811,3.7677,1.8094,-0.0173,-2.6958,0.7828,-0.5885,0.4104,-0.7548,0.0037,0.0000
