-17.9834,-9.0133,-4.4812,-1.3492,0.7104,2.6753,0.3426,-0.3150,-0.3720,0.0167,-0.2914,0.4145,0.0174,-0.0004,0.0173,-0.0032,0.0020,-0.0717,-0.0272,0.0074,0.0029,0.0000
-17.9867,-9.0060,-4.4945,-1.2937,0.7070,2.6691,0.3248,-0.3117,-0.3772,0.0319,-0.2954,0.4151,0.0206,-0.0050,0.0159,-0.0022,0.0042,-0.0778,-0.0303,0.0095,-0.0028,0.0000
-17.9277,-9.0346,-4.3257,-1.8797,0.7633,2.6763,0.5367,-0.3070,-0.3062,-0.1299,-0.2551,0.3882,-0.0178,0.0387,0.0322,-0.0135,-0.0267,0.0021,0.0039,-0.0274,-0.0002,0.0000
-17.8616,-9.0816,-4.1274,-2.5652,0.8016,2.7037,0.7524,-0.3139,-0.2295,-0.3396,-0.2123,0.3592,-0.0570,0.0952,0.0427,-0.0356,-0.0775,0.1389,0.0410,0.0104,-0.0000,0.0000
-13.1807,0.8337,-1.0991,3.1993,2.9488,-5.9464,1.0121,-1.2656,-1.8949,0.1402,0.9087,0.8078,-0.1022,-0.0064,-0.0211,-0.0486,0.0063,0.0011,-0.0010,-0.0000,-0.0000,0.0000
-15.8598,-4.5723,-1.5247,-0.2684,5.1471,-3.9554,2.7177,2.0621,-0.2425,-0.0697,-1.1889,-0.6424,0.1895,-0.0343,-0.0050,-0.0136,-0.0067,0.0022,-0.0037,-0.0000,0.0000,0.0000
-14.4607,-0.7955,0.7199,7.0650,0.8386,-0.3809,0.8353,3.4385,3.6134,0.6734,0.4980,0.4603,-0.1409,0.0628,0.0541,0.0283,-0.0100,-0.0008,-0.0027,0.0001,0.0000,0.0000
36.3381,39.0428,-13.6058,-5.8946,3.4521,0.9550,-2.5169,-0.2546,0.5343,-0.0399,0.0298,-0.0279,0.0052,-0.0090,-0.0043,0.0002,-0.0006,0.0002,0.0001,-0.0000,0.0000,0.0000
201.6197,-13.6188,-0.2620,1.3580,-0.2720,-0.2423,0.2796,-0.0541,0.0286,-0.0086,0.0082,-0.0032,0.0009,0.0022,-0.0010,-0.0002,-0.0002,-0.0001,-0.0000,0.0000,-0.0000,0.0000
6.3786,12.6150,22.1096,4.9357,3.8868,4.2404,0.1912,0.9113,-1.3818,-0.0735,0.3642,-0.1404,0.1098,-0.0252,0.0098,0.0014,0.0035,0.0007,0.0002,0.0000,-0.0000,0.0000
-18.0071,-5.4457,-6.8177,12.3173,-2.1132,-0.3184,-5.2752,2.6515,-1.7433,-0.6437,-0.0547,-0.2989,-0.1758,0.0920,-0.0355,-0.0146,-0.0003,0.0017,0.0021,-0.0001,0.0000,0.0000
-13.3845,-4.4772,0.6405,-8.3558,-0.5759,-0.6076,0.6711,-0.1126,0.1809,-1.0445,0.6806,-0.5961,-0.0477,0.4653,0.3833,-0.0304,0.0493,-0.0186,-0.0038,0.0003,-0.0000,0.0000
-16.1029,-5.3986,-2.0407,0.3206,0.0780,0.5260,-0.0944,-0.8107,0.1472,0.6699,0.0298,-0.0507,0.2326,0.1045,-0.2234,0.1072,0.2338,0.0039,0.0572,0.0005,-0.0000,0.0000
-1.6178,3.8104,10.0719,-8.2874,-2.3890,-1.7988,-2.3730,0.2807,-0.3521,1.5023,-0.7599,0.2784,-0.4689,-0.1469,0.2713,0.0116,0.0532,0.0124,0.0030,0.0000,0.0000,0.0000
-14.9983,-2.7475,-1.9933,2.6991,-0.7768,-0.7825,-0.6105,-1.3824,-0.1775,0.8458,0.2971,-0.3166,0.3704,-0.1459,0.2217,0.2048,-0.1514,-0.0259,0.0343,0.0004,-0.0000,0.0000
-9.7182,5.5250,5.3097,9.3651,-0.9694,-1.2272,-0.5654,-3.0680,1.7279,-2.1760,-0.5627,0.1553,0.0236,-0.1928,0.1270,-0.0131,0.0431,0.0017,0.0020,0.0000,-0.0000,0.0000
5.1977,22.3178,-3.1063,3.9635,-6.6202,0.3172,5.3879,1.2068,-1.1957,-0.0162,-0.1675,0.0624,0.0324,0.0294,-0.0112,0.0048,0.0041,-0.0003,0.0002,0.0000,-0.0000,0.0000
-15.7107,-6.4134,-1.8698,-5.6820,0.2791,0.6433,1.5404,0.0417,0.0734,-0.8541,0.5825,-0.5665,-0.6989,-0.3785,-0.2161,0.0891,-0.0045,0.0011,-0.0065,0.0001,0.0000,0.0000
-15.1128,-3.3833,-1.6328,1.7528,-1.0495,0.1597,-0.5541,-1.2356,0.2502,0.9622,0.2643,-0.3314,0.3120,-0.0697,-0.0197,0.0064,0.0475,0.0823,-0.1016,-0.0012,0.0000,0.0000
-14.8655,-3.4357,-1.3907,0.5469,-1.2845,0.6332,-0.1207,-0.7350,0.6633,1.0499,0.3535,-0.4980,0.1495,-0.2609,-0.0178,-0.2728,-0.0156,-0.0300,0.0392,0.0003,-0.0000,0.0000
-6.8073,-1.5708,7.2338,-13.2026,-2.7894,-1.9054,-1.9845,1.9243,0.3047,-1.1737,0.1419,0.3514,0.5338,-0.0806,-0.2516,-0.0008,-0.0450,-0.0035,-0.0016,-0.0001,0.0000,0.0000
-7.9482,3.8497,6.6863,1.2550,-0.7727,-1.0343,-0.4970,-2.3504,0.7488,0.6770,-0.3706,-0.2206,-0.2884,0.4653,-0.3686,-0.0053,-0.1087,-0.0195,-0.0047,-0.0000,-0.0000,0.0000
