-30.0835,-2.2815,-0.3907,9.2623,3.3826,-0.5745,3.0438,0.7421,0.2163,-2.6000,1.8416,-0.0358,-2.2002,0.4544,-0.9463,0.7593,-1.0629,0.2966,-0.3683,0.4099,-0.2004,0.3361,-0.2184,0.1795,0.0638,0.2479,-0.2194,-0.1494,-0.2470,-0.0333,-0.0110,-0.0312,-0.0018,-0.0293,-0.0157,-0.0316,-0.0313,-0.0143,-0.0752,-0.0646,-0.0038,-0.0248,-0.0036,-0.0087,-0.0057,-0.0095,-0.0047,-0.0000
-30.0329,-2.2194,-0.4196,9.1317,3.4109,-0.2574,3.0385,0.9187,0.2621,-2.5376,1.8638,-0.0165,-2.1437,0.3538,-0.8999,0.7421,-0.9737,0.3291,-0.3523,0.4205,-0.2241,0.3522,-0.2171,0.1062,0.0403,0.2694,-0.2023,-0.1141,-0.2326,-0.0130,-0.0250,-0.0291,-0.0233,0.0034,-0.0118,-0.0389,0.0023,0.0117,-0.0595,-0.0482,0.0046,-0.0159,0.0118,-0.0125,-0.0110,0.0122,0.0021,-0.0000
-29.9663,-2.0039,-0.5262,8.7466,3.7420,0.8237,2.9301,1.6261,0.3516,-2.4063,1.9993,0.1055,-1.9367,-0.2198,-0.6024,0.7965,-0.6796,0.5048,-0.3245,0.5019,-0.2863,0.3425,-0.1978,-0.1407,-0.0048,0.3235,-0.1109,0.0510,-0.2161,0.0929,-0.0185,-0.0850,-0.1688,0.1794,0.0399,-0.0892,0.1273,0.2100,0.0808,0.0317,-0.0030,-0.0037,-0.0058,0.0036,0.0018,-0.0014,-0.0001,-0.0000
-26.8748,-1.5288,-0.7389,3.6317,2.1353,2.6078,-2.7552,2.6462,-2.1274,0.9983,2.4089,8.4347,-1.9958,-5.8650,9.6880,1.7255,1.0983,-1.1555,-0.6570,0.0789,0.0471,0.1782,-0.0113,0.1784,0.1208,0.0974,0.0140,0.0012,0.0003,0.0138,-0.0099,-0.0156,0.0124,-0.0141,-0.0061,0.0070,-0.0049,-0.0049,-0.0036,0.0002,0.0001,-0.0001,0.0001,-0.0000,0.0000,0.0000,-0.0000,-0.0000
-25.8523,-2.6590,-0.2367,-1.3032,7.7831,0.1236,-3.9183,3.0941,2.9704,1.2870,-3.5028,-2.0553,-2.5756,-7.1950,-0.4077,-1.8710,0.3713,4.4338,3.8292,-1.3652,1.0214,0.3295,0.3991,0.2074,-0.0627,0.0708,-0.2149,-0.0431,-0.0198,-0.0081,0.0251,0.0248,0.0019,0.0020,0.0023,-0.0018,-0.0018,-0.0030,-0.0011,-0.0006,0.0002,-0.0002,-0.0002,0.0001,-0.0000,-0.0000,0.0000,-0.0000
-28.6681,-3.3367,-0.0426,7.5192,1.6632,-5.0497,0.3100,-1.7898,-0.0928,-1.3242,0.1895,0.6440,-1.8869,0.4012,-0.6057,-0.0365,-0.6568,0.1852,0.1135,0.0425,0.2663,-0.7857,0.1219,0.1932,0.4487,-0.9100,0.0490,0.3335,0.1769,0.0902,-0.0644,-0.7905,0.2606,0.0074,-0.0088,-0.0212,0.0066,0.0024,0.0017,-0.0026,-0.0025,0.0003,0.0008,0.0002,-0.0002,0.0001,-0.0000,-0.0000
-8.7776,-6.7107,-5.0013,-4.4838,-12.3256,0.4545,-7.1465,-3.1923,5.1529,7.3329,0.4717,6.7108,-0.8087,-1.5269,-3.2715,-5.7645,1.2935,2.0128,-3.5298,-0.0117,-0.9233,0.0612,0.1315,0.5045,0.2804,0.2606,0.1960,-0.0050,-0.0135,0.0199,0.0406,-0.0066,-0.0001,-0.0168,0.0172,0.0048,0.0024,-0.0007,0.0025,0.0006,0.0009,0.0000,0.0000,-0.0001,0.0000,-0.0000,0.0000,-0.0000
-29.5410,-0.4250,-1.1887,8.0663,3.6384,6.4872,5.1339,4.5522,0.9410,-2.2214,3.3139,-0.5112,0.5278,-1.2264,-0.2137,0.4170,0.8332,1.7680,-0.5837,1.1382,0.5426,-3.5067,-0.5847,-0.2403,-0.0068,-0.1487,0.0642,-0.0418,-0.0278,0.0111,0.0184,0.2213,-0.0688,-0.0079,-0.0029,0.0108,-0.0061,-0.0035,-0.0027,0.0005,0.0008,-0.0002,-0.0000,-0.0001,0.0000,0.0000,0.0000,-0.0000
-22.3094,-6.6671,-4.9095,-20.7511,29.9020,3.2951,-34.7676,10.1906,13.2725,0.1989,-0.3523,-0.6423,-0.1304,4.2147,0.4716,1.2192,0.0714,-0.4804,-0.4028,-0.1543,0.0351,-0.1116,-0.0225,0.0644,0.0095,0.0159,0.0026,-0.0042,-0.0013,-0.0021,-0.0046,-0.0003,0.0013,0.0006,-0.0000,-0.0000,-0.0002,0.0004,0.0002,-0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000
-4.7250,1.7568,5.9787,-33.8905,18.5448,4.9897,-7.5930,-0.6978,-26.8629,-1.5881,5.9781,1.1794,0.2996,0.7019,-1.2878,-1.4616,-0.1895,0.5744,-0.0617,-0.1881,0.0169,0.0263,-0.0002,-0.0215,-0.0750,-0.0361,-0.0574,-0.0051,0.0034,-0.0044,-0.0063,-0.0009,-0.0023,-0.0005,0.0003,0.0003,-0.0006,0.0004,0.0000,0.0002,-0.0001,-0.0001,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000
8.0942,3.2915,-5.4582,-16.8843,-6.2002,14.2770,-2.0806,-13.2397,5.6480,-1.4170,2.6663,-1.8884,1.7365,0.1360,2.7299,-3.7753,-3.5009,-0.6293,1.4569,2.9139,0.8277,0.1108,0.8130,-0.2237,0.3448,0.1178,-0.0030,-0.1464,0.0151,-0.0430,-0.0214,-0.0074,0.0085,-0.0081,0.0035,-0.0020,0.0008,0.0004,0.0046,0.0018,0.0011,0.0001,-0.0002,-0.0001,-0.0001,0.0000,-0.0000,-0.0000
-24.7354,-6.1969,1.9583,0.0882,1.9256,-16.7462,-5.3296,-3.6422,-2.2100,0.8153,-3.2253,-1.9877,3.2850,-1.4450,-0.3469,0.5189,3.5429,-0.2928,2.1854,2.7634,-2.2092,0.1058,-0.4750,0.8943,-0.1760,0.0783,-0.1005,0.2516,0.0996,0.0260,-0.0083,0.0308,0.0216,-0.0258,-0.0175,-0.0092,0.0036,0.0026,-0.0007,-0.0022,-0.0001,0.0002,-0.0004,-0.0001,-0.0000,-0.0000,-0.0000,-0.0000
-13.8540,7.7506,-1.1370,-3.0514,-9.3296,10.5110,-1.7769,5.4026,-1.8009,6.2447,-8.2134,10.0118,4.3107,-0.2622,-4.1163,3.0536,-2.4514,-0.2810,1.6949,0.7817,0.8365,0.1996,-0.9172,-0.1580,-0.0692,-0.0723,0.1103,-0.0925,0.0506,-0.0435,0.0246,0.0197,0.0554,0.0007,-0.0045,0.0036,-0.0003,0.0102,-0.0013,0.0013,-0.0010,0.0001,-0.0000,-0.0001,-0.0000,0.0000,-0.0000,-0.0000
-23.7107,-0.1653,0.4352,1.8612,-1.6544,3.3191,3.0757,0.4970,-0.7281,0.7802,-0.9859,-0.6059,-0.9794,1.4640,0.2137,-0.2687,0.6580,-0.6514,0.8591,-0.6772,-0.3187,-0.3568,0.0936,-0.0494,0.0707,0.6714,0.6311,0.0312,0.3563,-0.9925,-0.0984,-0.2086,-0.2130,-0.0431,-0.0192,0.0016,0.0130,0.0120,-0.0135,-0.0027,-0.0001,0.0004,-0.0002,-0.0000,0.0001,-0.0000,0.0000,-0.0000
-13.0396,2.5050,-0.5056,-5.3897,-5.6973,8.0199,2.3379,-2.3119,2.1489,3.0382,-1.0140,-1.7698,0.3958,1.3160,2.7080,-2.8396,-1.1584,-0.2125,0.1897,-0.8326,-0.6424,0.0234,-1.5024,0.1912,-1.7671,-0.6584,-0.0066,0.1359,-0.4192,-0.1329,-0.0869,-0.0671,-0.0384,0.1256,0.0005,0.0125,-0.0210,-0.0210,0.0034,0.0019,0.0025,-0.0006,-0.0009,-0.0000,-0.0001,0.0000,-0.0000,-0.0000
48.0251,-9.1162,-11.6501,-20.7194,-11.9576,13.8549,-6.0929,-22.6409,5.9834,-8.0337,5.6167,0.6137,-0.3582,-3.2997,-2.7731,4.4414,1.7292,-0.3209,0.0899,-1.3026,-0.3102,-0.0883,-0.2641,0.1040,-0.1001,-0.0459,0.0170,0.0419,-0.0030,0.0091,0.0021,0.0060,0.0015,0.0017,-0.0019,0.0020,0.0019,-0.0006,-0.0008,-0.0006,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000
155.3559,-5.6311,46.5398,10.7068,-22.2643,3.2623,-14.1971,10.8075,-3.0335,-18.9742,-5.3725,0.3855,-0.0849,-0.5310,0.1150,-2.0427,0.2139,-0.4876,-0.0747,0.0155,-0.0313,-0.0189,-0.0076,-0.0013,-0.0272,0.0095,0.0126,0.0059,-0.0221,0.0027,-0.0045,-0.0003,0.0015,-0.0015,0.0016,-0.0008,-0.0009,0.0001,-0.0002,0.0002,0.0001,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
203.6786,-114.0087,-97.9462,6.0258,6.7511,-0.9182,4.5416,2.5432,-2.3705,0.4798,-2.5938,-0.0930,-0.1076,0.6705,0.4826,-0.2281,-0.0309,0.1100,-0.0513,0.0967,0.0353,0.0095,0.0209,-0.0121,-0.0057,-0.0039,-0.0080,-0.0016,0.0020,-0.0001,0.0012,-0.0002,-0.0004,0.0001,-0.0000,-0.0001,0.0000,0.0001,-0.0001,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
-17.4602,1.4820,2.4033,-10.8622,6.4363,4.2119,0.2808,3.5927,-1.8540,4.9142,-8.1434,-6.8910,-2.0390,-9.0139,-2.3703,0.0911,-1.2257,-3.8177,-2.2273,0.1657,-0.1256,-0.2258,0.0981,-0.1833,0.0201,-0.0648,-0.0120,-0.0369,0.0096,-0.0062,0.0058,-0.0029,-0.0002,-0.0080,0.0064,-0.0034,0.0023,-0.0004,-0.0014,-0.0002,0.0003,0.0000,0.0001,0.0000,-0.0000,-0.0000,0.0000,-0.0000
-13.3062,6.4051,0.8812,-5.9916,-4.9865,9.4899,4.3417,0.0008,-1.5041,2.4316,-3.7515,-2.4409,1.8043,2.1909,1.8051,-0.2093,-1.0139,-0.2024,0.7904,-1.4511,-0.5427,-0.3707,-0.3585,0.3010,1.2642,0.6356,0.4496,0.8073,-0.4373,0.2736,-0.1287,0.1218,0.0669,-0.0166,0.0023,-0.0370,0.0016,-0.0110,-0.0124,-0.0054,0.0074,0.0021,-0.0003,0.0008,0.0006,0.0000,-0.0000,-0.0000
94.6103,-14.8776,40.6606,-43.7616,16.5739,-18.2253,28.0953,4.8603,9.4978,-3.9587,0.4551,3.8215,0.4890,-0.0535,-0.4165,-0.5166,-0.0507,-0.4944,0.2222,-0.1602,-0.0703,-0.0698,0.0743,-0.0108,-0.0178,0.0110,0.0263,0.0241,-0.0426,-0.0014,0.0062,0.0001,-0.0009,-0.0002,-0.0003,-0.0002,0.0002,-0.0005,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000
227.8904,17.6275,64.3485,31.7570,20.8820,7.6297,-2.3891,-9.1259,-0.5640,12.3283,2.3885,-0.5557,0.3256,0.2693,-0.1472,0.5755,0.1092,0.1136,0.0997,0.0182,0.0302,0.0083,-0.0039,0.0031,0.0211,0.0015,0.0120,-0.0170,-0.0032,0.0037,-0.0042,-0.0025,-0.0016,-0.0004,-0.0005,-0.0003,0.0003,0.0001,-0.0001,-0.0001,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000
-22.6600,-7.4759,-0.0772,1.3122,-3.0360,-15.2910,-4.1776,-5.4165,-0.0360,1.3561,-0.1421,-1.0963,2.1613,0.3386,0.0572,-1.8028,3.4136,-1.0506,-0.1687,-0.0060,2.0561,0.4614,-1.4675,-1.1484,0.7865,0.1021,-0.4789,-0.0893,-0.3275,-0.0944,-0.0575,-0.1078,-0.0759,-0.0101,-0.0260,0.0305,-0.0346,-0.0013,0.0120,0.0020,-0.0009,0.0015,0.0004,0.0004,0.0001,0.0000,0.0000,-0.0000
