-38.7728,-14.5573,-2.0518,0.8436,-3.9242,4.3400,4.4494,-0.6704,-0.2379,0.0000
-35.1583,-14.5352,-0.3558,-14.8032,5.2042,-1.7213,0.3013,-0.1576,0.1117,0.0000
133.1920,-37.9095,-2.7719,0.0319,-0.1118,0.2311,-0.0574,0.0841,0.0061,0.0000
33.0105,53.2818,-21.9038,-3.0399,-2.0014,1.6341,-0.6965,-0.0050,0.0137,0.0000
-28.2537,-4.1323,1.8270,3.5062,3.7923,2.1904,-0.6786,3.7752,0.3991,0.0000
26.0228,29.9812,30.0708,-2.5196,-4.9727,0.2171,-0.3096,-0.0059,-0.0163,0.0000
-36.4043,-13.2075,-4.1835,1.6857,-4.3558,-2.4643,-2.0147,0.7395,-1.1445,0.0000
-23.6703,-4.1821,3.8489,4.4552,7.1346,3.3129,-2.9211,-2.4759,-0.0243,0.0000
8.3723,20.1212,0.7780,6.7878,7.0499,-4.8975,2.8693,-0.3570,-0.0618,0.0000
-38.3382,-14.8602,-5.2578,3.0524,-7.8150,-2.8426,-0.9421,-0.9272,0.9542,0.0000
