1052.1712,1051.4638,1052.6612,1051.2626,1060.0422,1092.3661,2031.1350,1283.8034,1458.1172,1623.8177,1146.1079,1592.7955,1285.2219,1997.8728,1455.6655,1489.8725,1147.1122,1205.5129,1214.7371,1369.3279,1267.6695,1377.6749,1060.6482,1083.8848,1044.9336,1042.2735,1077.7496
1052.1257,1051.6064,1052.4946,1051.4983,1058.5382,1215.3570,3033.9179,1432.7818,1691.1970,1342.2385,1150.9663,1142.0940,1499.1063,1206.4953,1057.4081,1193.8308,1099.2094,1090.2379,1097.6078,1134.2011,1071.1540,1093.3903,1043.1681,1050.5421,1053.1762,1037.1710,1057.2262
1052.0380,1051.8847,1052.1942,1052.0424,1058.9848,1980.4498,15270.8532,3781.3847,3798.1335,3710.3217,1407.7728,2747.5617,4506.8533,2490.9731,2842.1906,1735.9435,1237.3152,1391.0418,1346.5459,1700.2739,1288.3560,1640.4334,1150.6201,1107.7274,1102.8051,1062.0752,1076.0268
1051.9533,1052.1788,1052.1983,1053.4828,1092.2730,16748.9610,26536443.4422,209474.5034,273243.6708,84230.8905,8698.1545,46646.1372,234738.0738,387346.5435,85669.0176,14636.6071,2115.8010,4767.2997,4105.9226,7015.2919,5683.2468,6577.4709,2927.1651,1860.0247,1527.8843,1212.3373,1295.2158
1052.4811,1050.5741,1054.1852,1052.4877,1143.5737,112504.4127,24368912.4808,5442086.3021,1611693.7924,140943320.0277,46037.4053,236635661.4629,1168501.4534,3463212264.8220,211769187.1393,2609216.5663,13105.9607,190641.2859,94042.7868,915646.8144,802630.2654,2434278.3549,20950.0419,13659.5398,1618.5201,2417.2726,4080.0076
1053.4780,1047.4504,1057.8422,1047.4964,1179.1105,42977.0828,7894031.3167,898608.6412,4776729.9376,4973228163.7208,11340.1735,2080293785.3194,978010.7367,502864964.9514,439998990.0689,4057667.4326,21702.2668,203191.8280,174163.7388,6000608.5263,853428.1238,9513269.2516,9224.8614,12699.4521,1410.0543,2204.8127,4530.3812
1048.6423,1062.6263,1039.2424,1067.8317,935.1322,7516.0892,2794.3591,52129.6573,1480.5920,616277.4935,1796.0989,971994.7181,29553.4354,390498.0451,5051752.2641,7547.1072,1955.1864,10707.2469,8215.3922,29930.4499,12913.5215,57910.6158,4875.2328,2787.4973,1636.8708,2084.5291,1480.1629
1054.1033,1045.4661,1060.4498,1044.6880,1194.8264,21494.0018,315771205.7539,32541.0934,12694744.8187,87699305.8308,7189.4087,5011217.0472,298330.1864,348377.9074,656397.7932,166237.2114,6568.4595,10781.0031,21754.3173,250374.4353,15311.6407,158530.1474,1767.8860,2366.9362,1337.6373,1076.1276,1766.8160
1051.2562,1054.3803,1049.8180,1058.1500,1088.8819,176014.8563,559228118.3309,6981375.3667,2370536.7543,197584.9978,12101.7974,28878.8358,1483879.8991,43103.6964,31410.0621,7500.6397,2297.9163,6224.6802,3238.6095,5519.5352,1631.8236,3490.1650,2622.2039,1396.1825,1953.4272,1189.3985,1054.1874
1054.5811,1044.1934,1062.3946,1046.0767,1401.6661,62680.5870,929212433532.8204,770105.2379,3447799830.4998,20301183771275316.0000,436182.1228,2027326962140638.0000,2025786783.2756,982985652290384.6250,70477608900526.9531,787105854766.9786,4271096.1424,377159963.8443,730528136.3959,710234858068.7920,1403189722.4505,923849551601.8159,59653.0030,144752.1332,5260.1617,9110.2844,39575.2768
1049.7986,1059.1355,1043.5980,1065.8818,1080.2940,56157.5407,39745.9393,59170258.6269,40078.2495,4138789322862.8179,96615.3184,27495223128383.0117,6174319.3336,151179228417456.9062,63458832600305.5469,3000959968.9264,334245.8379,63127481.8268,33732576.3791,5115987308.1895,376641116.0568,26032304705.9825,260227.2728,179696.6868,3163.2993,12637.7075,23716.1960
1053.9694,1046.1750,1059.6486,1049.4654,1396.4524,29850.2702,5472733409.5758,16363899.1179,558936611.8999,380248790136199104.0000,611013.6657,194753192263282144.0000,814304446.4726,392607191018971008.0000,13102144826479552.0000,13992191999047.2051,12893321.0182,4449948240.4388,5645431876.6041,11942085189687.1113,37384816425.8179,33001291260919.3203,322345.6921,706052.4868,5434.7555,20540.6511,103257.9757
1049.2732,1060.7143,1041.7503,1066.6449,1021.6501,47540.3217,1946446.5206,15626101.4513,145908.7129,31713050423.1787,12087.0549,132142873113.4110,12174968.0901,8055212225.1992,389284733249.5496,6100763.5196,33473.8068,1009384.1802,796038.6051,44764733.2317,3905215.2871,155346958.3537,40956.4703,36059.2939,2557.2503,5334.0730,6798.5128
1051.3418,1054.3365,1049.5105,1059.9603,1190.1794,149846.2195,243045.5212,647260993.4254,175886.9078,111803021042672.2656,434473.8872,1027871070099115.6250,9577278.5482,27659292003920924.0000,899512007282986.7500,128538941335.8789,1253261.4190,543671438.8280,226403651.2515,76683800978.0996,5460332572.6195,462619736445.7548,689959.8968,506609.6332,3253.4970,18251.1153,51495.0251
1051.4476,1053.8762,1049.9470,1057.1192,1125.0742,8613.6953,7403407.7620,471920.6358,470537.5611,494195392781.4042,42825.3361,698442270355.1637,9264578.2587,2782233386967.5640,422936526148.9785,1133708218.0724,256776.9091,17129925.3803,12609528.2076,1263281188.4556,43139117.6763,3098091993.6745,46806.7770,47319.7157,2750.0307,6345.2876,12782.7188
1053.8080,1046.5054,1058.9613,1046.9475,1238.5109,23151.9774,203549.1365,10140718.1598,277057.4633,290462574590.6783,85019.8989,942650070452.7130,740454.1681,15132193495052.1934,251649828002.4063,3295839100.9605,258059.4350,17503949.3603,10441667.4214,1128484459.3635,125654141.1101,3508527780.2146,68615.5374,84513.6509,1774.0973,5720.9916,17624.9308
1053.5091,1047.3264,1057.8235,1046.2312,1150.4536,4702.7792,60135.0019,91754.4662,35613.2494,17561725.6022,7785.9362,31873859.7518,32428.4360,119116343.7902,13131770.0135,1477854.8789,12583.2318,78501.2072,68685.8702,796837.3705,270902.9875,1405249.0719,5592.8738,6962.8055,1174.8799,1766.2452,3260.3316
1053.0790,1049.0132,1056.1310,1054.2471,1390.0035,41209.8752,436235375.6831,199163714.4342,69169550.9371,1990011598195746560.0000,591325.4849,3855594063942315008.0000,1811086264.4568,9688156841545207808.0000,654369507245158656.0000,47354308920275.1484,24395520.6427,19695458256.9869,14730828179.9719,48528794070982.8984,214331000209.3016,234366008450828.4062,999520.4262,1985244.9811,6026.7759,34341.3240,171992.7089
1050.2166,1057.7754,1045.1868,1062.9045,1077.6193,16991.2891,332989.1366,2836587.4889,73898.5861,949372195953.2621,44514.6119,3313955296068.0229,5518580.5180,10920796380485.1973,4442500681497.2822,1124031643.3814,240329.4469,27823182.1377,16234378.9233,1839640224.5973,94805451.5801,6732061394.7938,100874.0190,82541.6541,2966.3448,8870.8939,15856.3697
