922.8493,927.1022,931.6850,934.6416,932.8989,928.8875,927.9103,916.8065,923.5703,928.5583,928.8349,920.9474,921.2753
928.9782,1266.9955,1122.3098,1245.3940,1106.3760,1073.8297,994.3664,916.8165,977.8491,1046.1808,982.4159,924.4560,928.6451
952.2595,2635.1856,1757.3616,2257.7820,1747.0679,1239.1015,1248.4363,884.6454,1139.9510,1225.0423,1106.5803,933.5868,938.1426
1180.0362,1232123.4720,363806.1794,12372821.2793,138384.0895,71636.2908,4186.2749,1987.6490,14270.6015,43920.3194,7327.1183,1201.6249,1687.5482
1231.0542,3026079.4979,32853.2370,223280.8501,361267.4885,51874.8947,26507.3281,2127.4297,9457.5591,34496.3964,4771.2321,1691.3772,1528.0369
944.9022,29632.3786,13347.9945,46362.6940,10627.6684,10090.7570,1497.6526,1841.8857,3265.2561,6913.6982,1872.7118,1089.0828,1255.1273
1278.4105,66026874.1170,10876374.2196,539402619.7421,7650605.0978,8363535.9363,24818.0400,10190.3388,99209.0756,2810777.5220,46804.6126,1829.5302,4583.5315
1003.7920,2141.9937,2866.7927,5674.3935,3574.5963,2989.9285,1733.4896,707.6428,1278.0910,2512.8352,1848.8064,889.3064,931.6407
1839.8907,117845319.0072,2018680.9579,314717.8169,1195339.5463,198926.5603,235663.4707,2647.5505,14356.0320,61347.5850,5123.4328,2506.5346,2708.3514
2006.8998,14471847.7771,588653.3396,897610707.1408,304657449.4962,6381171.8002,109095.1676,8652.9135,196317.0906,3840252.6749,64692.3429,2867.5677,3582.4900
1668.0731,1875902.7484,19429949.6958,1168140219.2942,93578122.1461,48154826.2106,95688.3249,10534.5825,137829.7800,13330893.9999,137462.6620,2198.6807,5820.3231
1070.4314,1808673.6552,25195.6819,1585672.6627,695289.7703,86692.0594,5781.6280,5695.6933,20176.2197,62092.7938,4188.7838,1769.3172,1869.6980
1305.6796,68110272.2334,9740376.9767,893365401.3826,30082706.8167,4239486.7453,8291.2906,5621.6482,191720.0067,2331531.9174,87537.9208,1621.1457,3212.8595
1103.2744,56574.9931,73795.3660,2569293.9156,698875.0950,212253.9748,3863.4688,2786.2926,16160.5749,130139.5711,11638.9299,1277.5367,1769.3161
1310.7116,210389.3524,882185.8778,128942191.9638,9132082.3112,4107873.3462,18289.1054,5097.8110,52253.7390,1640783.3134,46468.4587,1639.3312,3044.6938
1889.9944,26021761.0212,205727113.6579,30179306132.7751,1127041203.6987,530488974.2916,202112.8953,29894.8141,561804.4784,112615935.0815,375173.5357,2980.0819,10944.0470
2132.9165,326369899.4386,1219759160.0831,14417302177438.3535,114701034983.0928,13422324427.8262,123140.4493,113591.3262,10171450.4513,2827879178.0299,2740588.6012,4908.4907,19043.0971
2352.6888,5128046100.2947,5212395489.0414,4642879637971.3506,26061425637.5992,17454686368.3761,1221377.2724,140568.2122,3409911.2301,2460862044.1628,1326766.1610,5302.6537,28474.6176
1409.6489,10726690.9085,208496.0612,43265783.4657,18939120.2549,940910.0310,48477.2969,4237.1779,82050.9308,665460.7072,30773.1452,2130.8808,2207.4685
1325.0770,261572.8879,613471.3471,115335684.6382,19816855.7924,3435493.9268,12856.6161,4846.7485,74098.4199,1747716.9014,57666.6776,1649.6667,2756.0009
2229.1179,62461154.6265,28456187.1677,569623642686.7678,34065213594.1177,2104608679.0061,237612.1783,67701.3285,2999537.9814,536299013.0530,825395.6119,5850.7930,11440.5536
2467.0289,205978128.5657,1307818353.1098,70735068388437.1562,518724116083.4437,38022461817.2159,316638.7974,121958.1549,16426231.1456,8277649082.6350,5349872.1430,5882.4068,21354.1511
1034.5036,248878.1455,116069.7552,2041705.3319,297857.8065,262598.4407,5575.2462,6606.4241,13477.1991,116138.7151,5126.9943,1590.0151,2365.7159
1047.3071,5206.8808,4031.5475,4148.2403,4225.0484,1761.3126,2530.2806,500.7423,1294.7493,1846.3777,2091.2863,848.7195,861.4250
1642.2934,6077839.5080,10697753.5905,23864681101.2879,1315836865.4786,147403446.7162,41444.2983,22316.9836,741224.6857,51019645.7681,303964.2686,2984.5881,6274.7034
896.2897,93266.5464,2432.3124,2021.2248,1088.4904,880.5702,1314.7726,2405.1091,1592.5288,754.8577,442.1356,1284.4484,1190.2519
