1070.7634,1071.6709,1070.8082,1059.5181,1073.0416,1234.5659,1146.5883,1079.4332,1042.3279,1298.5729,1189.2794,1139.1155,1167.0624,956.4868,1137.2800,1095.9233,1227.2128,1162.7287,1055.1135,1114.4361,1164.4856,1005.6439,1100.3578,1038.6405,1178.9590,1063.5137,1077.9506,1043.3553
1072.3904,1067.1183,1076.2821,1286.0649,1416.1110,13522.5111,421364558.8102,4525.0503,604766557.7861,168883664.5171,396517.0338,33815.5057,20930.5042,5535904.4247,7369848.2394,5456074.5680,246306.2913,14666.9329,1400718.9555,118427.1946,14034.1849,4963.0627,8988.0030,20941.9530,16516.7319,1444.5647,2514.9712,2906.6993
1068.9164,1077.0265,1077.8005,1250.2716,2306.0399,1855219.5926,9663056673662.8730,24405.6457,8735042733.9664,115023584735.5406,1892885.4341,284824.6335,1704642.8637,49272100.8223,1065297425.6071,116414947.1020,6898262.2002,574647.5045,138677070.3223,15579949.5237,146854.0149,5694.8765,20626.5472,21016.6284,190612.2060,1829.6836,7479.2352,4361.0959
1071.6625,1069.1974,1076.9365,1340.7163,1607.7381,1678283.3506,2805794597.6391,14675.6290,133848504877.0673,10989862377.0992,15066148.6820,145697.8925,40215.9422,77392621.4143,89545365.0470,71765346.1656,3799695.3308,12914.9218,17147031.4409,12779278.1050,75680.2600,10993.7697,41872.1670,89644.9755,82899.9950,1788.6724,3067.2592,3923.7120
1070.2270,1073.3400,1076.9557,1244.7052,1325.1732,50151.5935,538958748836.5117,33011.8217,27152405737360.1250,13887262450104.4180,360666777.1851,2043969.6869,495727.4837,1986010145.4495,20620847959.0167,7986920418.6597,202602777.4754,212808.6191,538464116.5917,39961680.1199,617363.5140,13824.5558,166370.6265,315147.2528,732260.9717,1588.4131,7164.1139,7126.2377
1070.9325,1071.3036,1074.5789,1186.5010,1171.2395,67474.1033,147799474874.0178,22768.9003,2383169669986.8081,693926459257.7266,36761902.4084,544612.3139,163239.7863,699327857.4080,2668509755.4155,1023394514.4921,26037205.7005,49050.9512,175494630.5408,14864145.7739,226864.5102,12524.6773,69095.7953,133525.8664,234622.4948,1496.5158,5024.6544,5833.3593
1071.1626,1070.6198,1075.6294,1248.9132,1482.0201,20871.7416,15545559417.0413,8780.2365,11325698379.3971,12533329239.4046,3108582.6254,166571.5608,108244.0569,39952355.3078,170117100.6922,78772263.4172,2900859.3099,62168.2917,12700384.9451,441787.1870,67149.2749,5765.9827,22124.9456,42282.7382,84667.0017,1485.4556,4003.4452,3841.9549
1072.2113,1067.5838,1072.7347,1155.1868,1115.7849,1676.1596,369603.4710,1701.7468,272004.1915,52291.0115,4100.9556,2240.8100,2297.0080,43664.0683,28395.3007,20451.1274,3556.0846,1701.2821,23529.4965,7393.2354,1639.9021,2101.6664,1666.9072,2551.1643,1522.0601,1171.4112,1297.2276,1522.8941
1071.4573,1069.7237,1072.4496,1132.6664,1152.8995,3435.3468,3534188.2574,2410.4897,1866325.2588,752822.7810,13482.1889,5403.0249,6549.0297,122229.0812,173988.8391,96686.0252,15137.0122,4353.4324,85583.7693,17734.4154,3748.1531,2170.0189,2614.1995,3599.0000,3648.4895,1183.9000,1598.0413,1667.5291
1070.6534,1071.9993,1071.8207,1086.2999,1173.1816,6530.9983,4127596.4492,2434.2627,713078.8348,548780.3888,12410.2184,4818.5666,7648.8747,60962.2987,127541.4356,54430.0396,14277.7741,4540.9601,68383.3782,26740.8938,3923.8189,1724.3436,2509.7373,2699.1893,3752.7196,1161.3915,1564.8174,1469.3956
1070.0266,1073.7662,1070.2276,1023.9867,1065.2712,1818.8951,5199.1083,1228.2639,5500.8158,11199.4175,2833.9274,1828.2038,1897.1397,1683.8912,3906.3026,3000.2364,3316.4533,1714.0471,2249.1080,2071.5690,1890.9205,890.9156,1382.5943,1131.7068,1960.1693,1038.0803,1147.8554,1010.6001
1071.4766,1069.6516,1071.6445,1101.5904,1086.4648,1215.9944,4678.9299,1152.4678,5149.9233,2356.5013,1408.5454,1129.3500,1104.6488,2653.6036,2039.3172,1946.4689,1204.5325,1043.6013,2125.3906,1736.1430,1043.1213,1292.6889,1131.6744,1303.5698,1018.6667,1101.9968,1093.0228,1165.0564
1070.8139,1071.5448,1071.4251,1080.1037,1088.4485,3151.5800,717306.3666,2267.3202,1484412.7650,1037317.3729,27476.2086,6179.9307,4484.5392,78427.7232,135846.4221,89860.1994,24215.3990,2940.3458,50663.9994,23752.4916,4744.2768,1800.9100,3069.4204,3670.8345,4700.9935,1125.4166,1479.4858,1493.3472
1070.6493,1072.0151,1072.4694,1120.6481,1236.2393,23865.4174,422232.5725,2590.4650,3622285.3490,2974692.0947,98180.4203,9868.5320,5039.5587,103935.1194,194481.1093,174164.5411,56412.6470,3928.7319,53790.5051,53152.9158,7331.8534,1954.0563,4534.5779,5583.7161,8236.9839,1222.2468,1552.3814,1526.1321
1072.4028,1067.0466,1073.2119,1178.9109,1166.6428,5226.1337,2741593.0658,2222.0561,1580658.3364,107211.4380,8313.9449,2602.0001,3228.2705,114098.4180,61130.7499,36262.1916,4889.6878,1913.8659,67079.6435,26075.2786,1848.0548,2661.1402,2056.3861,3371.4285,1622.5644,1230.2519,1397.7259,1688.2619
1069.8737,1074.1997,1070.1493,1019.7846,1093.3752,2647.9011,2647.0601,1161.3397,1894.3162,4097.2397,2311.7297,1542.5196,1738.5159,812.9239,1862.7324,1524.0580,2446.6352,1652.0642,1308.6780,1760.2512,1687.4720,817.8089,1287.5364,989.3437,1797.5913,1045.5622,1119.0260,957.7902
1070.5413,1072.3127,1071.1301,1063.0168,1089.5855,2665.7012,370234.5895,1892.6726,237511.0497,219997.5477,10277.8845,3740.5899,3937.8494,24637.0642,47364.9640,27235.8125,10639.7439,2668.1934,23715.8482,12937.6956,3248.9541,1424.0936,2192.5029,2265.5812,3127.7061,1096.8049,1368.2400,1304.5373
1072.0797,1067.9692,1073.3389,1184.6356,1206.9922,3862.7001,10109699.2909,2682.3710,5459578.6747,1663831.5983,22188.5633,7179.9227,7336.5694,353124.4235,364766.0130,225987.8835,20839.0447,5090.7651,157720.6091,21190.6218,4302.6845,2846.4364,3126.8554,5326.5826,4354.9540,1253.2763,1730.3347,1942.8903
1070.2715,1073.0708,1070.9320,1053.9156,1147.4514,4642.6736,23934.8225,1342.5947,6269.6501,10330.4978,2973.9307,1831.0491,2351.2565,2295.5898,4844.4277,3305.3189,3067.0163,2020.5756,3395.6615,2967.6319,1830.0617,1005.4664,1429.1390,1242.4963,1948.7246,1097.2969,1187.8551,1059.7367
1072.3269,1067.3018,1073.9718,1201.4192,1138.9872,12457.0054,1057324061.9118,7642.5001,5867763870.8162,378712838.8927,654382.3124,36869.8093,19515.8991,21159797.5648,18418574.5922,9789578.9812,354403.1340,7178.2822,5695648.4256,1010707.5826,18068.5787,7348.8863,12282.5503,26865.8001,16261.3520,1358.0198,2545.2667,3354.7928
1071.6847,1069.0819,1072.7673,1142.3802,1141.8412,5202.4383,10148218.7190,2615.0493,2654652.5310,913046.1858,14233.9265,5387.3985,6174.9807,221127.7398,239291.1268,120233.1262,14867.1320,3611.1736,128208.5889,29109.0210,3788.7150,2472.2033,2725.0522,3945.8781,3502.9082,1194.7755,1614.3866,1768.9265
1067.6826,1080.4865,1068.9323,940.8514,1124.3462,12798.1555,648222.6271,3059.7348,2253185.5441,37530455.1115,312242.8738,27998.5972,16478.2279,36271.6403,665247.6610,346693.7673,384826.8414,11434.3123,60449.8796,61003.0412,24918.9074,956.1724,7068.8643,4329.7562,30983.3549,1054.0807,1812.3143,1220.6611
1071.9820,1068.2560,1072.9452,1158.5967,1099.5988,2938.2545,50900978.6434,3977.3813,103136421.5585,17880327.9914,91621.5028,14305.5736,9517.7940,1868611.6685,1904628.9030,1076887.2623,72341.1181,4941.2361,658983.7501,114074.9380,8257.9000,3888.6952,5461.5274,9823.0323,7595.1477,1229.1481,1963.2317,2346.6926
1072.4430,1066.9337,1072.9898,1173.1286,1122.5000,1624.5231,1124770.6749,1948.5046,909299.4131,131883.2009,5797.8602,2814.5854,2899.5890,99894.5968,60025.8110,41164.9738,5037.8795,2009.0286,47136.7785,11391.4226,1914.5688,2485.8168,1917.5406,3212.0034,1741.5240,1194.5342,1384.8241,1678.3037
