2003.6095,1995.5547,2248.3613,2580.5907,2161.0091,2052.3173
1985.5682,2019.1751,2324.3812,2750.3930,2224.6769,2100.3130
2007.2484,2005.7934,563801.2561,7735154.3498,12657.7157,12284.8082
1947.3786,2149.0075,4199818611.6684,174872280652230.0625,55673977.5934,107898.6745
2320.1967,1999.5738,260485342890207360.0000,1217884444328885377310997809725440.0000,23970021.4811,2907155721.0019
2198.1277,1790.7696,903322.4213,62299675.7399,139086.9296,31177.7020
1886.5908,2243.1985,8598707613.9950,94307145393050784.0000,1034708.2620,91248.0167
2070.1854,1974.0806,3990048498.9207,92263153677895.7344,235394.9082,335308.1568
2172.9177,1817.8659,2944235.9211,496187576.7138,20189.9690,15500.2890
1909.6047,2146.8274,494366.5894,8877400323.7387,18413.2798,13976.5563
2001.7760,2116.0438,542037566167.4591,43317404877251149824.0000,3258844.0380,522884.9741
2206.1095,1813.0936,312847176.1149,6994917369491.1895,110323.2797,238892.8058
1908.8121,2138.1067,369044.9642,50143002.5302,18751.5891,6842.6643
2085.3763,1900.7952,45924.1752,129617.7897,7362.5043,3740.2275
1969.0684,2078.1713,17144953.8228,1282237316602.2092,36084.3758,29724.5398
2055.3411,1974.6711,41278653.0755,1962186816832.2559,83427.7181,40031.0604
2042.4000,2009.3280,1006984375.6067,806773659329063.1250,72167.2237,185900.5993
