877.9883,877.9652,877.9880,878.0215,878.0243,878.0286,878.0101,878.0045,878.0262,878.1938,878.2444,880.4729,904.6626,971.8558,917.4446,1026.9643,900.1881,1042.9518,896.6444,1131.6313,1158.5002,1025.6273,893.3813,938.8007,923.4745,956.4576,959.0489,1020.9923,892.2541,891.3179,884.7304,888.4339,911.7203,891.2189,883.4276,891.3529,882.1473,882.7411,881.0310,879.6876,878.9375
877.8077,877.4303,877.8063,878.3538,878.4026,878.4732,878.1678,878.0754,878.4390,881.1753,886.0656,883.9088,3811.1948,2911.0252,2952.9848,4094.5312,1618.6937,3170.6384,1623.3599,8065.3453,4924.9078,2495.3913,1087.2766,1468.6180,1339.4787,1565.5740,1668.9012,2473.3860,1092.7085,993.2499,993.8150,997.7408,1179.8184,989.7847,906.4513,1041.6895,918.7323,951.0388,906.2312,884.9494,880.2511
878.3522,879.0886,878.4209,877.3575,877.3545,877.2243,877.7319,877.8901,877.5024,875.6250,976.6252,1280.7104,17774966.7336,328478.5162,137232706.3576,5317667.6083,547261.3012,795826.3752,103337.6284,14362209.5060,1478234.4091,1130406.2701,3148.5016,19068.3365,25079.6565,56752.5946,19644.8029,142865.1065,5578.7254,1910.3156,1412.8874,1424.6458,4599.2862,2917.3626,3403.3888,2663.0548,2093.6720,855.7686,1078.5759,1098.2717,1003.4962
877.6263,876.8918,877.6251,878.6936,878.7907,878.9277,878.3391,878.1732,878.9807,890.1969,949.1926,6128.8023,23190.5428,1176148688.4765,1305837.0400,75152285667.0695,175087.0612,272656311170.1785,54714.4505,31395395616469.0664,142294755993540.1250,111172641045.1036,115079.5500,64935898.6091,12629878.5995,557810519.5422,580593147.9002,56714498937.4955,75932.8195,102860.7391,3588.7123,20709.6063,2627235.8887,112525.9792,24394.1472,38435.9421,9471.7282,2083.2955,3935.2766,3493.4789,2267.2286
878.3570,879.1352,878.4738,877.3486,877.4103,877.2769,877.7549,877.9054,877.6221,876.0803,1064.6837,1265.0399,884989618.4901,807975.3835,124951055.7790,9154253.9128,779454.8089,116748.8995,798720.2977,10494272.8181,147233.9467,1194671.5949,12332.6456,9354.9944,11682.9725,11936.3631,14638.4723,24873.9125,9927.4312,2276.7217,1567.9595,1315.3869,3600.8171,4605.4956,2566.0377,2141.5281,2317.9682,876.5301,1040.5539,1056.3388,979.8873
878.0481,878.1509,878.0628,877.9146,877.9219,877.9038,877.9720,877.9989,877.9939,880.3281,924.3058,2706.4367,48051.1425,7272790.3016,163460.9513,218696478.7248,36758.1376,121014700.9474,18826.1823,5509091783.1504,10586388305.4653,180185012.4809,20854.4400,923210.1129,288229.6300,3737444.1245,4757073.5947,77756356.4351,14602.7349,16335.9119,1742.1767,4933.0267,126387.3247,18880.1067,6329.4232,6909.5195,3490.9248,1265.7793,1938.9409,1861.0534,1451.5007
877.5758,876.7396,877.5662,878.7807,878.8793,879.0355,878.3664,878.1638,878.9545,884.9659,885.3130,866.9102,1636.8045,4011.1596,1363.6110,5250.9781,1476.7267,4502.5687,1634.8822,17300.0969,10003.1158,2081.5822,1150.7117,1733.2505,1399.3561,1720.4856,2198.8681,3395.7079,1118.9550,1038.0984,1089.5083,1092.4254,1324.8994,971.2989,837.1331,1128.8335,885.9819,1035.6205,920.4456,875.5037,872.6711
877.6841,877.0612,877.6779,878.5828,878.6576,878.7737,878.2767,878.1296,878.7439,884.8401,896.9476,1838.1800,18228.0137,228155.9233,155761.0988,1269037.6751,24288.0644,15452262.2853,3448.3294,307611966.3847,303256175.6992,21294579.4442,4578.6802,218985.8008,106945.1833,537848.5474,644170.7812,7651404.0537,7338.8264,5986.2979,1706.4980,3512.2239,38061.2659,8229.9810,3794.4867,5301.6549,2558.8147,1222.0768,1535.0027,1429.7148,1194.3336
878.5494,879.6407,878.5752,876.9968,876.8874,876.6852,877.5453,877.8183,876.9364,875.3258,934.9244,6997.3938,1332638.1547,2989393.5891,278297330.5020,102848470.2131,2410432.8446,17251717383.8357,8256.4383,28568194629974.5781,2901321767575.5439,822007412120.9592,49763.5245,37517927.6367,14482020.7420,234043399.7178,378402396.3979,17437596519.5370,129293.2252,80168.7471,3141.3674,15785.7675,1983748.3118,186708.1820,36563.0980,32587.7443,14671.4662,1403.0655,3730.4454,3616.9267,2287.2425
878.3258,878.9676,878.3355,877.4073,877.3351,877.2152,877.7323,877.9011,877.4003,878.7153,920.0754,7008.5910,82524.2849,31321717.9790,64396074.5475,2633478079.6773,631783.3869,116338853787.1853,13770.5061,9909045925172.7070,27658925488169.7148,756831173411.5735,37755.1758,63793034.1675,18848163.1969,565249474.1045,446902441.1546,44780062013.1253,71350.2595,72514.6666,2971.0582,17173.7771,2325509.0232,140789.2951,41151.7519,40129.3306,12827.6719,1514.8252,3807.8483,3648.7233,2297.8855
877.6283,876.8933,877.6185,878.6858,878.7710,878.9076,878.3251,878.1533,878.8641,886.1916,899.2422,2288.1154,6656.1457,1506844.9532,239993.6531,21260093.2852,30381.1167,141173393.1816,4481.2113,2243032722.5178,6637084302.1535,93620214.1482,7707.7928,743146.4069,295076.9722,2492038.7268,2329077.8723,53993491.8144,10343.2030,10251.4015,1962.0296,5043.3714,89176.1057,13014.9129,5714.9767,8332.9305,3255.2690,1356.1423,1837.8024,1687.8030,1338.4207
878.1965,878.5846,878.2032,877.6416,877.5989,877.5266,877.8371,877.9367,877.6245,877.5834,898.3655,2672.3533,12715.8649,1193130.2256,818493.3759,24755859.9620,37861.6702,184533430.8656,5679.8600,2112486277.5588,7198578265.4472,435910192.4614,8064.6647,994935.2958,424130.8283,4544867.9918,3467663.2112,78824584.7724,10239.0982,11549.3718,1594.6023,4607.7230,108064.2890,16312.3988,8021.0124,7857.8506,3754.1987,1132.1693,1875.8578,1836.1807,1422.2148
