1.0000,0.6891,0.8294,0.3035,0.8626,0.8806,0.3838,0.8789,0.7384,0.7352,0.3267,0.6306,0.7510,0.8338,0.8621,0.5461,0.6748,0.6970,0.6355,0.8579,0.6769,0.0252,0.5925,0.6205,0.7474,0.0873,0.3132,0.8128,0.4286,0.2197,0.7038,0.6067,0.5172,0.4762,0.8105,0.8022,0.3227,0.7310,0.0827,0.3902,0.6433,0.7879,0.7168,0.3117,0.6953,0.0004,0.8770,0.0021,0.5712,0.5412
0.6891,1.0000,0.2261,0.0980,0.5781,0.6017,0.1493,0.6662,0.4256,0.5430,0.1561,0.1979,0.2730,0.4724,0.5818,0.1870,0.4405,0.3033,0.2883,0.4422,0.4673,0.0223,0.4126,0.1286,0.6780,0.0090,0.4313,0.3831,0.0812,0.2395,0.4030,0.3807,0.3854,0.1725,0.3039,0.3543,0.1373,0.3933,0.1282,0.2244,0.5422,0.6368,0.3971,0.1872,0.3102,0.0002,0.6235,0.0001,0.3297,0.3102
0.8294,0.2261,1.0000,0.2277,0.7437,0.3132,0.0893,0.8956,0.5976,0.3774,0.0804,0.5474,0.4595,0.4611,0.2514,0.4178,0.4148,0.5145,0.7189,0.6798,0.8354,0.0098,0.2725,0.6139,0.3369,0.5021,0.1294,0.7681,0.5766,0.0306,0.5121,0.4008,0.1297,0.2593,0.8408,0.5123,0.0484,0.1760,0.0249,0.1073,0.1377,0.7134,0.6697,0.0298,0.6645,0.0002,0.6226,0.0013,0.1834,0.2319
0.3035,0.0980,0.2277,1.0000,0.1665,0.3590,0.2206,0.2503,0.2292,0.2471,0.1826,0.0882,0.2684,0.2432,0.2609,0.1258,0.2610,0.2909,0.1488,0.2244,0.2404,0.0028,0.2569,0.0460,0.1859,0.0039,0.2538,0.2009,0.0268,0.0912,0.2860,0.2490,0.1619,0.1492,0.1273,0.2173,0.1249,0.2079,0.0304,0.1245,0.1675,0.2067,0.3582,0.0934,0.0475,0.0000,0.1379,0.0000,0.1149,0.1557
0.8626,0.5781,0.7437,0.1665,1.0000,0.7354,0.2909,0.8760,0.8279,0.6993,0.0876,0.7951,0.6332,0.8099,0.5332,0.5759,0.6173,0.4725,0.6913,0.7993,0.5203,0.0445,0.4449,0.7198,0.7708,0.4416,0.3796,0.7769,0.8165,0.1614,0.7998,0.6240,0.5634,0.4257,0.7995,0.6847,0.3230,0.4464,0.0445,0.2557,0.6537,0.8461,0.6087,0.4975,0.7493,0.0024,0.8613,0.0029,0.4298,0.3935
0.8806,0.6017,0.3132,0.3590,0.7354,1.0000,0.2993,0.8061,0.7122,0.8143,0.4646,0.2041,0.6315,0.7544,0.7694,0.3412,0.7522,0.6257,0.2959,0.6303,0.3791,0.0411,0.4271,0.1777,0.6746,0.0139,0.7941,0.6702,0.0726,0.3530,0.7283,0.5347,0.6020,0.3080,0.2315,0.4605,0.3666,0.7928,0.2693,0.6155,0.6584,0.7645,0.7147,0.5476,0.1464,0.0016,0.6362,0.0008,0.6908,0.6916
0.3838,0.1493,0.0893,0.2206,0.2909,0.2993,1.0000,0.4743,0.3011,0.2938,0.3414,0.1190,0.3172,0.4243,0.3081,0.2531,0.3657,0.2804,0.1912,0.5321,0.4510,0.0643,0.6045,0.0991,0.2707,0.0047,0.4609,0.4918,0.0342,0.3385,0.4135,0.5226,0.2366,0.4945,0.1522,0.3223,0.4245,0.2839,0.2447,0.3254,0.4966,0.3974,0.2623,0.1755,0.0777,0.0024,0.2026,0.0015,0.4087,0.2915
0.8789,0.6662,0.8956,0.2503,0.8760,0.8061,0.4743,1.0000,0.7941,0.7601,0.4904,0.7628,0.7721,0.8026,0.7508,0.5421,0.7275,0.5670,0.7081,0.7908,0.7201,0.2552,0.7340,0.6013,0.8283,0.1110,0.7524,0.7961,0.5508,0.4144,0.7554,0.6672,0.6663,0.4642,0.8325,0.7789,0.4951,0.6096,0.2128,0.6227,0.6956,0.8834,0.6483,0.5423,0.6212,0.0135,0.8146,0.0110,0.5791,0.5183
0.7384,0.4256,0.5976,0.2292,0.8279,0.7122,0.3011,0.7941,1.0000,0.8118,0.2802,0.4976,0.7966,0.7644,0.5527,0.6131,0.6276,0.5991,0.5477,0.6890,0.5506,0.0143,0.4573,0.6217,0.7289,0.1736,0.4513,0.7458,0.6952,0.2550,0.8715,0.5812,0.5557,0.3314,0.7000,0.6789,0.4055,0.2612,0.0497,0.5367,0.6233,0.8728,0.6676,0.1995,0.5528,0.0011,0.7649,0.0036,0.6459,0.3848
0.7352,0.5430,0.3774,0.2471,0.6993,0.8143,0.2938,0.7601,0.8118,1.0000,0.4925,0.1284,0.3877,0.6943,0.7905,0.4487,0.8143,0.4341,0.3023,0.4426,0.3136,0.2824,0.3176,0.1917,0.6940,0.0121,0.8212,0.5855,0.0581,0.3620,0.8330,0.4790,0.6896,0.4232,0.2655,0.2859,0.3626,0.8578,0.3536,0.7823,0.6228,0.7940,0.5304,0.6745,0.0907,0.0020,0.2586,0.0008,0.3162,0.7688
