1384.0285,1384.0027,1383.9710,1383.9733,1384.0045,1384.0381,1384.0716,1383.9935,1384.8400,1382.2002,1386.6100,1378.8350,1398.7213,1376.5095,1366.8353,1399.3407,1372.5008,1396.9329,1378.1038,1385.2301,1383.5692,1384.1548,1385.2675,1383.0820,1385.0635,1383.8829
1384.0644,1384.0062,1383.9345,1383.9397,1384.0104,1384.0861,1384.1678,1384.0029,1385.9759,1380.6723,1395.4170,1386.4106,1424.6392,1369.3245,1348.9082,1424.4927,1362.2051,1415.5224,1371.3799,1388.0715,1383.9458,1384.7998,1387.5537,1382.0881,1386.5562,1383.8156
1383.9438,1383.9947,1384.0571,1384.0529,1383.9913,1383.9250,1383.8647,1384.0442,1382.6476,1389.0453,1382.4295,1403.0064,1362.6425,1400.3352,1421.0810,1360.3499,1411.6175,1361.1127,1396.4377,1383.0698,1385.8011,1384.1225,1382.1154,1385.9431,1382.0584,1384.2856
1383.8286,1383.9837,1384.1743,1384.1614,1383.9743,1383.7714,1383.6238,1384.1953,1379.5587,1400.9897,1417.1053,1551.2569,1311.5436,1449.6798,1523.7888,1301.6676,1463.1672,1312.0771,1421.6676,1378.3156,1389.4813,1384.8886,1379.9828,1390.5807,1378.0748,1385.4070
1384.0610,1384.0060,1383.9381,1383.9440,1384.0121,1384.0821,1384.2413,1384.2416,1386.8325,1390.0587,1469.2374,1587.1339,1430.8697,1398.0864,1392.8548,1421.0834,1366.3792,1414.9310,1373.1793,1387.6397,1386.7364,1386.8558,1392.0197,1383.6104,1386.8568,1384.8671
1384.0214,1384.0021,1383.9782,1383.9801,1384.0038,1384.0288,1384.0682,1384.0422,1384.8887,1384.6153,1398.3670,1412.4490,1403.0383,1383.2005,1378.5848,1401.3950,1379.9608,1396.0981,1380.3899,1386.3209,1384.9370,1384.7894,1386.1073,1383.6103,1385.0012,1384.0905
1384.0410,1384.0039,1383.9584,1383.9617,1384.0066,1384.0548,1384.1059,1384.0084,1385.3918,1382.2369,1389.2042,1380.2276,1406.0974,1373.7404,1360.2353,1406.7176,1367.9978,1402.8676,1375.6125,1385.9207,1383.5110,1384.2890,1385.9523,1382.7104,1385.5505,1383.8527
1383.9904,1383.9991,1384.0097,1384.0093,1383.9993,1383.9875,1384.0042,1384.0847,1384.0567,1387.8272,1408.4063,1453.2890,1386.0043,1396.3206,1404.9318,1382.0553,1391.5872,1381.3779,1386.7752,1384.3708,1385.5628,1384.8586,1385.4021,1384.8362,1383.8714,1384.3995
1384.0318,1384.0031,1383.9677,1383.9704,1384.0055,1384.0426,1384.0974,1384.0456,1385.1787,1384.1058,1402.3595,1419.0565,1408.1987,1381.6369,1374.1206,1406.3244,1375.6108,1400.6750,1378.2430,1386.6142,1384.8027,1384.8987,1386.7355,1383.3315,1385.3953,1384.0912
1384.0220,1384.0021,1383.9777,1383.9796,1384.0039,1384.0295,1384.0707,1384.0397,1384.8295,1384.3305,1399.6678,1416.5847,1397.7848,1383.4711,1378.7221,1396.3967,1376.2560,1394.4743,1379.7449,1385.0985,1384.2911,1384.5535,1385.8980,1383.5655,1384.9198,1384.1046
1383.9270,1383.9931,1384.0743,1384.0689,1383.9892,1383.9027,1383.8437,1384.1041,1382.3047,1392.1819,1400.4803,1459.4621,1353.5915,1412.4606,1443.2016,1348.8509,1417.6367,1353.0746,1400.0106,1381.7098,1386.4932,1384.4653,1382.4527,1386.8430,1381.4953,1384.6315
1383.8996,1383.9907,1384.1023,1384.0959,1383.9873,1383.8669,1383.8640,1384.3851,1382.8275,1405.1347,1474.9990,1677.4409,1362.0288,1449.9649,1508.2946,1346.7477,1441.4534,1346.8190,1408.3755,1383.5448,1391.6011,1387.2026,1386.8190,1389.3294,1381.2051,1385.8308
1383.7071,1383.9752,1384.3004,1384.2928,1383.9838,1383.6181,1384.3264,1387.5633,1394.4794,1557.2692,2373.1242,5226.8518,1483.5828,1848.3311,2227.9763,1359.7340,1646.1576,1315.4186,1476.0625,1403.6078,1443.8251,1416.1677,1435.8379,1412.1915,1381.2527,1398.0811
1384.6301,1384.0628,1383.3624,1383.4234,1384.1243,1384.8500,1386.4770,1386.7676,1418.6226,1473.9547,2390.5689,4602.5128,3577.4168,1515.4589,1580.1233,3315.4237,1965.3699,2273.9792,1382.2626,1682.5923,1542.9431,1465.2963,1548.8601,1391.5440,1437.1979,1393.1904
1383.1834,1383.9238,1384.8324,1384.7713,1383.8795,1382.9141,1382.3537,1385.4511,1366.7289,1512.7793,1650.6847,2660.0301,2793.0672,1837.3584,2534.2402,2744.5694,3543.4790,1625.1492,1779.5602,1784.5513,1660.6600,1487.2349,1480.4780,1437.4157,1392.5655,1393.6006
1389.6003,1384.9047,1378.8549,1380.7050,1385.8574,1391.9293,1425.9148,1615.0329,6187.9323,52821.6989,23385.2082,208707.4782,869625.4297,1232.7929,4458.9624,707299.6922,19126.9998,85368.1930,1442.4372,9367.1626,4392.6950,2389.4232,4001.5041,1441.9999,2021.3543,1458.8337
1373.6056,1384.5026,1396.4905,1401.5046,1390.4263,1373.0350,1649.4829,2977.6068,79585.3248,314768714.5850,1330018965599558.0000,45417013026785427456.0000,12188434857088020480.0000,5979357853986.1416,2091018824441437.0000,297480932745546560.0000,25024211877542816.0000,8674743754.7551,40048830.4552,11209737248.7138,1732738597.0957,21025704.7160,397851.3599,43704.3889,25981.7926,10433.0263
1394.7050,1385.7353,1373.8741,1377.4116,1393.1232,1400.8177,1702.7455,2569.5768,20575.3537,144353379.3336,1077678558744546816.0000,4176931242058680664246452224.0000,11865505061658375047086080.0000,7320973665.3337,20855676481915.8867,450779672948701462528.0000,2492870789436051968.0000,319326888377048.1875,546197228.8513,59246631285.4037,20882780.3734,414880.7073,1992870685.4969,144962.6599,364393.4554,14714.4630
1374.7748,1384.8036,1395.9228,1401.1333,1387.2032,1373.8554,1528.2316,2737.1648,118723.4750,78853013.8243,685941563.4717,65182977675.3382,12406012073131560960.0000,647870595.8044,670843111428.0193,371836541318068416.0000,19385024110989724.0000,44195581563.2610,168393402.6131,7056324698.2142,434289094.7499,4470187.8225,751979.0191,23667.1681,39983.3803,2848.5419
