2018.5217,1980.3942,6733.8360,53147.6001,8108.6673,4354.5501
2016.1206,1987.4714,29195.5149,3899.7598,16962.8224,3973.7142
2017.7938,2005.5736,10201613.7716,455254.5982,218329.3728,12388.6797
2065.7162,2049.9661,3982825.5403,17747927328.7309,62219410103.4375,63266113.8220
2272.6705,2009.1245,215441862112667.7188,56655647601226066826362880.0000,2068977146965.8604,49922553155.1226
2402.2204,1895.7205,480595569104737856.0000,7378181979254546315117330432.0000,183575013541.9534,1698085318.7276
1756.2702,2470.2373,1476407854.7553,4097704365202335.0000,66463.6379,135622.9126
2355.4293,1831.2641,22044669434883.6133,7041491160283148.0000,7711902596274.1680,186887153.2845
2047.6375,2227.2989,1677277728258329.2500,97185682933.9528,732637512107306.7500,386560424.5156
3159.3773,1825.1462,2049431857770502277447024640.0000,233743234772912856772970638872375611551666667520.0000,41884129327180693504.0000,29487831662.9299
2310.5940,2335.6444,9019817572318663671808.0000,1223031751230716072289868847273131570366513152.0000,82616685934.7415,1462035961515.6101
3370.8125,1869.2847,11690820850441268530588208332800.0000,528427534736254373421414087263091774175589185740343345152.0000,116165077147147744.0000,1159765369005.5034
2054.2665,2407.4620,1073972049760191872.0000,2685061441112954867569864348794880.0000,5871301756266.6426,31529635997.1754
2686.4021,2154.1571,3042628377006589739251269632.0000,19856556259576270474181362184656248387520658434686976.0000,3934723716081.5107,236073125216206.3750
2345.7280,2111.3308,8308194493292374654976.0000,295761751407824307846610090363572977664.0000,282363261532.8029,452113249.0884
2670.1078,1837.6439,334172057757626927153152.0000,13170235382571299131062608504912856743936.0000,164574454685.6923,569488846496.0574
2289.5284,1842.6285,24542611800376.3594,9128655551151756804096.0000,674627577.1483,143814902.3906
3458.1838,1972.2583,146904781047139423573041684294926336.0000,326537772919791109579233440069487266069034538402349252545085440.0000,532384096524640192.0000,378531646999399.3125
2263.7118,2270.8096,41381093033095062355968.0000,562572468579138815399375241833461275688960.0000,50998263760.2702,12118251378.8419
