978.0001,978.0000,977.9997,978.0082,978.2108,978.0936,977.1354,981.0717,977.0802,978.5168,977.6408,977.0874,979.7197,978.3758,977.1262,978.7360,976.0811,979.4732,977.0906,974.8745,981.2905,974.3236,984.8435,972.0194,981.6813,974.0819,979.2917,980.2933,977.6258,976.0042,980.9488,974.7546,980.6797,976.1140,981.0477,976.3879,976.9064,979.5863,975.9178,978.5270,976.5888,978.4392,980.5992,976.8276,979.3978,977.3503,977.0635,979.1846,976.5250,977.5289,979.2294,976.5600,979.0800,978.2065,977.4745,978.2374,977.2021,978.2088,978.5089,978.0699,978.3961,977.3960,978.0346,977.5791,978.3076,978.2727,978.1002,977.5885,978.2602,978.2745,977.7733,977.8691,978.1335,977.9448,978.5015,977.1200,978.5867,977.9020,977.6833,978.0499,978.0417
977.9997,977.9999,978.0009,977.9774,977.4161,977.7528,980.4147,969.8706,981.2771,977.3877,979.4342,980.7161,973.5884,977.8488,980.9987,976.3160,983.6995,974.3652,980.7482,986.7810,969.0000,988.4084,959.3412,995.1298,967.8538,989.0124,974.7205,971.7010,979.3411,983.5986,970.2365,987.3903,970.8391,983.3145,969.7318,982.7588,981.0976,973.6414,983.8836,976.6112,982.0743,977.0452,970.8437,981.4566,974.1919,980.1502,980.6930,974.8721,982.1615,979.3390,974.6743,982.0465,975.1410,977.5274,979.4801,977.3657,980.2248,977.4653,976.5888,977.8135,976.9213,979.6920,977.9107,979.1797,977.1567,977.2446,977.7306,979.1442,977.2809,977.2454,978.6456,978.3661,977.6327,978.1575,976.6201,980.4612,976.3735,978.2859,978.8813,977.8616,977.8843
978.0002,978.0000,977.9994,978.0144,978.4348,978.9499,977.7581,987.5989,977.0856,979.1107,977.4888,976.6757,981.5893,978.8607,976.5503,979.3935,975.1879,980.7136,976.5080,972.6144,984.1801,971.6763,990.2564,967.6240,985.0196,971.5972,980.4259,982.5968,977.4808,974.6886,983.5263,972.5078,982.8838,974.8463,983.5484,975.2149,976.0848,980.8523,974.4366,978.9877,975.6836,979.1648,982.7791,975.9729,980.7414,976.9127,976.5327,980.1267,975.5100,977.3256,980.1969,975.4780,979.9482,978.3830,977.0858,978.4237,976.5934,978.3917,978.9256,978.1267,978.7062,976.9404,978.0647,977.2672,978.5580,978.5017,978.1806,977.2733,978.4807,978.4911,977.6046,977.8040,978.2480,977.9032,978.8902,976.4788,979.0907,977.8441,977.4477,978.0885,978.0741
977.9977,977.9994,978.0070,977.8221,975.4579,996.3318,1038.5236,1289.9058,1378.8284,1376.2648,1199.5549,1081.9344,1093.0646,1410.7693,1278.5773,1121.1798,1192.2684,1156.0361,1103.4997,1072.3984,947.5653,1123.0658,880.1702,1283.3731,911.9437,1100.6068,1086.2734,957.2093,1132.5248,1042.9069,1085.5513,1208.2597,1030.2219,1048.7377,975.6410,1140.4739,1026.9477,959.2610,1061.1425,998.7429,1079.3919,1083.9533,936.8552,1092.9008,979.4177,1152.2105,1039.5583,1021.3314,1037.0591,1004.3994,986.5617,1026.2001,1013.0981,1019.1950,998.0960,983.7586,997.9230,993.3404,967.7904,979.8697,978.5208,996.9146,980.2278,991.6647,976.0910,973.0986,979.7531,987.1789,974.0783,975.3624,989.8726,982.5599,976.8269,981.0096,972.2103,1003.5910,966.7856,986.4865,985.5289,976.9820,977.1585
977.9850,977.9962,978.0459,976.8398,1005.0213,1888.5521,1660.0939,33189.0164,35249.8898,54098.7329,15356.5542,4125.2181,13617.4181,52492.1116,23680.7446,10074.6533,10895.6593,12016.3115,4355.8594,2449.7817,1864.1974,4116.0383,942.5223,17293.7847,855.8343,3280.7657,4944.5697,1735.8752,7318.9311,2267.3968,11509.0362,9965.0733,3140.0932,2756.4482,2454.4322,6472.8832,1758.2489,1147.1536,2878.7249,1810.2402,3034.1674,7263.0267,895.9519,4329.0772,1448.8728,8597.1354,2802.3600,2967.9523,2259.8936,1425.8161,1691.3320,1716.4406,2557.6879,2155.5765,1286.1594,1187.0288,1161.4517,1451.6439,929.7491,1039.5022,1129.2672,1214.3374,1042.4960,1151.3077,1052.2759,966.5579,1053.5512,1042.6101,984.7120,1008.7160,1177.5918,1045.4133,998.6654,1025.2592,1017.8976,1286.5581,941.1038,1152.3221,1040.6123,972.3629,973.5623
978.0392,978.0100,977.8805,981.1053,1244.5194,4366.5770,6234.1714,1395791307.5163,5235253.4458,24543196.0410,2984864.3909,21473.3687,2176515.6579,85580825.0952,5478293.1253,1052352.1460,85783.0231,5383414.2275,81569.5379,1074.8890,57415.9852,3667.6959,321551.6098,21447.4594,11197.8630,1837.8978,436241.1875,49120.9290,586088.6467,2309.9433,9581505.5606,48952.2007,432453.6183,5312.5665,147995.2523,104890.1673,3805.2119,8514.3514,5352.3909,10373.4218,16998.2044,110826.5805,8563.1281,41259.3368,11612.5005,421327.0945,7102.7254,101160.2644,6020.5487,2122.4703,19009.4024,1930.6254,48317.2066,21778.5219,1713.4459,2854.5710,917.1407,4890.5333,1278.8107,1454.5007,2683.4791,1348.0152,1355.9828,1250.1885,1787.6654,1208.5353,1571.6818,847.4768,1291.0306,1588.3589,1736.0411,1095.2352,1271.9553,1160.1537,1983.4424,1200.5825,1432.9816,1822.9806,928.7912,1004.7909,1001.6166
978.0034,978.0010,977.9902,978.8448,2504.2190,15079.3122,66430.5625,4536791808197945.0000,6734286990821674311844102144.0000,295401922639990427450723008512.0000,2198775816075033444352.0000,1137316966886837.5000,211248722945700167680.0000,1248459101346744337641905324032.0000,1161773523663805480960000.0000,114319663244179292160.0000,117521997466463338496.0000,3010282855727560130560.0000,3714174880186566.0000,631251556.8030,163684256573.0140,3779272804069.7002,1267658056393.3416,16813071757383956480.0000,41990.6333,82293240.8237,3612265523126796288.0000,90342257.6782,869273101763792000.0000,28018594.6240,386977818015157321728.0000,16097806360935290880.0000,54556735173825016.0000,2538198789.6026,97559808154618.4531,283991686605232992.0000,731051927.1994,53656851.5346,24495088326.1114,21173778670.6454,26212714878989.6836,828851291947171072.0000,8864261.9806,1574506881039981.5000,4228031180.8972,33939210777098280960.0000,279514649435.9792,52256226255683.4141,1027594205.3029,30693247.9114,47793356125.1272,65941897.7833,12952545453385.4629,187583843441.4349,2324648.4179,6903535.6223,25905.8029,398412104.5128,2275.1216,66185.0617,3488548.6783,375270.6044,54903.5553,165605.4414,219905.1076,3884.2664,110947.0143,1192.7563,11469.1712,61014.9432,917928.2107,6912.0688,9243.8772,16353.9397,301178.8517,406569.2184,2424.4117,594591.3838,2190.1850,1157.4687,1145.3507
978.0705,978.0179,977.7854,983.8895,1858.4698,3212.9173,7742.6148,970827611041727616.0000,6591623299309529726976.0000,767396475290433936687104.0000,1513117145067492608.0000,237006176876.1311,57199918729394464.0000,13743293537525237838512128.0000,151973982894242398208.0000,62602420639781368.0000,893689547726049.3750,8893092270958799872.0000,10922681430821.8105,990194.0548,7925799123.1097,857270250.9463,864455188066.6456,34029237156964.8906,89008.4965,226888.8418,3706991308909895.0000,116858231.6779,2786618716274075.5000,1131230.0321,1920342758646780416.0000,145582705801359.6250,771365808649625.3750,20274035.5563,1691980141448.6128,91217044199760.3438,19563461.1882,16082767.8323,127272786.7365,515107386.6902,30198233744.6277,127358115770994.1875,3787081.6396,1565710535546.1587,145426180.4147,9973997341253952.0000,366506540.2158,1260763322988.7778,23031603.2101,580075.2181,2331445112.4697,1450966.1712,186775477313.3321,7902583926.1053,198899.4252,1116953.9361,5986.0374,17995273.8181,2098.5575,26133.2219,618022.0784,52717.2973,18858.9034,26723.8154,64874.6776,2693.1428,39587.5677,861.2797,5640.1217,29501.9392,136857.9703,2575.1616,7021.4316,7245.4684,99394.7760,35779.0767,2785.6523,110147.2455,1485.8768,1134.4869,1121.8790
977.8528,977.9628,978.4491,966.6080,768.8074,1340.6880,4412.6145,5444.6663,35865136.5094,6370388.4495,766726.0094,207835.7009,18482.4422,11055722.1981,5764494.1445,83529.9996,8377405.8480,63297.5370,267759.2940,406001.4813,65.0797,4642701.0405,0.6105,1509057753.7684,6.3802,1581489.4146,30499.3428,99.1279,246532.4088,41317.0294,2982.1877,33523056.8366,2034.0583,60843.3472,284.1842,1258935.2391,23526.8122,265.4817,132417.8801,3212.9272,242023.0661,70531.4464,67.5784,266316.3653,1000.4467,659637.0857,38768.9074,4110.3789,30776.6600,5830.9991,1298.1982,23447.8876,3919.9962,8026.1104,3969.2786,1583.2812,3707.8212,2799.2464,488.4421,1176.4604,1116.4341,3611.7301,1193.0890,2572.4914,909.7839,707.3515,1160.4424,1783.7197,763.5852,866.9903,2329.5657,1303.9457,919.0979,1239.6616,725.4416,5522.5717,441.5694,1797.4546,1598.1921,915.4872,926.2223
978.0617,978.0156,977.8118,982.8448,1159.6564,1390.2064,751.5927,261444.1885,2264793.7912,10575202.8436,247077.3838,19784.4259,826750.0377,10098806.5027,491621.5868,334029.1277,77215.1392,781362.0980,21321.2849,565.5935,65296.1213,1561.5281,673820.7237,4407.2231,11013.9161,294.4183,240026.1240,11317.6517,64942.6192,764.2183,1457028.1297,21204.1559,276504.8277,1508.4932,148154.6501,27923.3583,1973.5676,6852.8719,1934.4242,8894.3263,7109.3124,148728.0581,10643.9794,16705.0215,12806.4407,108138.7876,5290.4165,40289.4674,1622.6507,1778.5130,14709.7351,1171.6852,32191.6090,9697.3038,1311.9722,2381.0466,717.2874,3964.9483,1369.3754,1306.0617,2383.6182,1024.1678,1256.7541,1054.0889,1682.4772,1219.5674,1388.8983,768.3082,1284.6998,1465.8965,1407.9359,981.6296,1183.9434,1087.6638,1947.0753,885.5581,1453.0083,1447.4616,833.3115,1013.1040,1007.8661
