1890.7351,1885.6713,1886.9594,1893.1927,2063.3219,2076.0933,2072.9939,15211.3913,83864.9417,1959.5755,2795.1922,2064.6416,2365.8124,2234.0075,1784.5766,2175.4197,1842.0603,1970.6234
1914.9063,1868.1945,1884.3055,2281.3459,217038.7803,4265794822.8764,143498291081.9028,815025172268481726692458496.0000,60725538419235810655480238251910081194696270541934821376.0000,2985755781932508160.0000,1641179078732.0588,31197712.9103,29996839.5597,16340920310222.7891,109156.3874,81011.9643,13794.1362,29301.9391
1876.1669,1901.6273,1900.3773,2277.2533,56703.8168,51344202484.7345,422136511570.1754,23471546875977270296576.0000,57986798651964886410968544741094204503090330390880181463023616.0000,988688840526606047903744.0000,1181391514030.0452,119991887.2179,2567812.1234,5375491863385913.0000,220708.1179,19553.9227,12370.8429,17946.4212
1895.0743,1885.3617,1893.1458,2318.9686,71656.8524,2752897397.5213,106369041174.5010,522785427285027401498624.0000,440917663562697155003111642022480483483801962358955168497664.0000,22853040694322949783552.0000,1359682844321.8318,119193555.2351,39585109.4250,1229866132965400.7500,481172.5342,77273.1698,32436.3047,55333.3053
1872.4231,1902.2951,1896.0875,1970.5420,3882.7429,459847.6464,358477073.8326,19276306511226460.0000,115698664896243820828769927913537536.0000,48779794028622.0312,986506592.3472,1796804.2301,54935.2501,1993323538.2214,12241.0871,6093.9584,5717.2048,7493.2659
1888.0460,1888.3286,1888.8547,1946.4150,4955.5019,13157.0666,459553.9635,64071623368.3615,26390934340900180983808.0000,9044278941.6997,434409.8445,48360.5334,140679.8307,29000122.5852,18757.0082,7597.2572,4658.4788,6917.3379
1889.0349,1887.4029,1888.2538,1918.4900,2923.8822,19788.5211,30809.0118,2863328841.2908,2607284988498779.5000,6798247.7194,172563.1194,18520.2226,16838.3302,611963.7013,4433.6908,3725.3981,2620.1412,3302.9349
1893.0425,1883.9392,1886.6022,1936.3090,4060.3288,7768.4084,235620.9467,8821081676861.5547,574616885386110620925952.0000,596156921.4283,6938998.3753,77347.0973,21845.6607,9997539.8789,3564.0020,4908.2721,2605.8792,3605.6428
1891.7438,1885.4557,1888.0349,2005.4400,10013.5886,75196.9720,55162838.9354,35739538904235512.0000,2464995289078091794917658163733705261056.0000,216803035374468.2500,1776392018.7927,1498543.1966,97511.0077,16699046931.7907,10770.2848,7927.3828,3853.4192,5630.4191
1882.1819,1893.4817,1891.3761,1939.5936,3642.7136,90310.7996,4517224.3131,904526937070.0955,49665721939459147059456638976.0000,165351474094.6349,55528609.8953,250792.6353,11799.5819,97462690.8735,4728.0953,3624.0906,3079.4710,3601.2856
1885.1330,1890.7089,1889.6850,1915.4441,2852.6626,18163.3375,269751.7921,2237281857.0029,2548634821070516387840.0000,622428079.2418,1742963.2748,35098.5375,4323.6501,2519992.9982,2966.7949,2473.1225,2361.2646,2481.8161
