1889.5135,1886.7185,1887.4462,1893.0681,2046.6975,2008.9687,2198.7147,78113.7764,62046.6698,2947.1327,3301.1686,2362.2321,3769.6590,3107.2287,2272.9620,2366.9544,2026.8850,2214.7999
1889.1829,1887.1868,1888.0256,1902.7495,2343.5948,19486.1209,8429.4837,268675.6860,5417.1095,3137.9523,3000.8115,2593.7256,6205.1060,3063.4169,2886.6958,2652.8328,2241.9539,2504.5718
1888.5818,1887.9807,1889.0118,1924.2993,3336.6492,213564.3029,65880.3638,235558731.3092,569752.3245,26176.9290,8205.3302,7078.5892,36279.2939,24996.8999,7208.7450,4850.3175,3501.7354,4452.5475
1888.1762,1888.8989,1890.5617,2058.2337,11305.4229,559832.1870,21701.4731,223233405351456512.0000,118222975743.8997,37229484.9453,2952301.9752,308930.5074,65712201.8543,14616972.1353,487377.2342,128692.4957,33511.6480,100718.5638
1893.5695,1886.1209,1892.7451,2145.0554,12001.0131,1171445063.1812,2100513504.6672,47163391017690161152.0000,9535853478135804525295960064.0000,39843318072.9629,2267898653.8486,26040785.3199,87345698.3385,24206347033.4267,309759.2160,324331.1910,31948.7299,128415.9759
1902.7541,1878.9057,1890.8595,2151.8765,16673.7775,224439365409.1907,219570661766.0336,1693804041347122176.0000,19732781384144277264558442151936.0000,26658863280.9141,282554922.5372,10437406.1913,3793537.4443,18118887900.8555,49890.4989,86140.3894,11205.9877,26860.3424
1859.1524,1913.7225,1901.1763,1887.0678,1446.9359,1607132.9314,57633221.6647,1112876.8512,16140047671253644.0000,9658793501.5337,57440.6405,20088.8519,1105.0101,5036385.3893,7900.6721,753.1226,3946.2785,1840.8765
1908.4159,1874.4941,1889.7151,2238.4604,54632.6065,264581613435.9615,62604719602.9813,8470489590041182208.0000,144678141297511251968.0000,77809952.6012,4917511.8133,296642.4209,150443715.4431,42189686.8835,372692.6063,220072.7486,38398.5975,105369.4650
1883.9536,1894.8628,1899.1541,2234.4179,26657.6711,1589704280.1619,189014539340.2672,3604752543368385132058640384.0000,247663927733.3306,43983784806.7858,4517068.1846,2177299.7317,2467566735.9730,45719262.1754,3654767.3759,419420.3969,435395.1749,424025.4688
1912.4847,1870.5012,1886.4235,2388.5356,429206.6798,111857528151.0007,10495152517531.5762,3095046963691167154176.0000,1636787441792354113326058713902909504194330919320944640.0000,16479214494045984768.0000,150896367943.5420,3548338.8129,4547001891.6587,8372911778489.1055,6335674.5139,1336447.2557,63534.6943,361365.0007
1869.3257,1905.1382,1897.5765,2015.5314,7540.8841,133676.5539,2091689699.8581,571199200758123392.0000,272853913462632553671762994693571575999612583936.0000,5942293998131645440.0000,54402661078.8901,11927647.8014,37472.1505,1584907710514.8657,18945.5524,4824.5819,6117.6999,6503.9475
1906.8024,1875.0163,1887.6475,2340.3586,168917.6271,47387901515.0426,657041057337.6365,1394506097874504515584.0000,642578250252670202679700051217790523153423219420397576204058624.0000,1812896172235837145088.0000,1899270547703.3840,10074952.9181,5778432.8454,83146149791911.2031,235021.3084,68474.7095,9043.3974,25403.4305
1864.9694,1909.9545,1901.5870,2036.2694,8062.6075,55774514.3629,45339666.0156,525330426477325.3750,7314894238848896765301157424992878592.0000,526396148236859264.0000,189342564.5195,2562853.0742,1461314.3436,490766148526.3422,256268.7780,12690.8345,18715.3061,22564.7338
1883.2026,1893.8836,1893.9643,2125.8487,19862.2482,9213009.1460,44277753883.2515,49071524698756831399378944.0000,4949389429680282937898760600991174145578055099471626240.0000,11176347496835850240.0000,8894887140653.3184,398615732.2891,2729646.6921,80126422308872.7031,49276.7480,48034.7406,10701.3320,28672.7700
1883.6544,1892.5603,1891.6582,2028.1885,13375.9901,105737.8268,1051914444.5382,133577324679605.8594,68877079178171208212701749914939265384448.0000,26066609356048152.0000,966031856.8484,371909.2394,148623.3239,3731206151.5464,43626.9364,9086.4228,6012.5742,9106.9008
1904.6006,1874.9788,1884.1737,2072.4695,20215.9204,265641.2746,1387677209.6356,143782556703164093956096.0000,5194927346256671190661049584955577205784576.0000,15766112394042.8926,80732175138.6715,28338302.1357,1888181.0835,129117143159.0130,14569.1894,54538.3701,5027.5455,16696.8708
1901.5384,1876.9367,1883.8452,1967.0911,5884.1734,67629.9398,429009.8248,131858899131051.7656,1250596785312888589910016.0000,205225424.6431,31434175.6098,229009.0405,210727.6640,25611820.6703,7373.8866,15012.1029,3726.9867,7813.7052
1898.7855,1881.1367,1889.2112,2316.1706,105162.4289,22398416.0052,4063619258189.5508,14257792766479790243840.0000,218826513638316236292432385152573351749226970896992715493173312356352.0000,868451724392065736376320.0000,27397152036171.1875,137511342.4817,2249434.9578,1999301573265480.5000,118716.8900,20298.5089,8539.4012,12650.5162
1872.9123,1901.9358,1896.0490,2007.1992,8860.7290,164997.2508,3157447717.3819,5828307884371.2744,85607399987547348299188652345460261400870912.0000,949917036271358208.0000,2942327616.6670,1487862.7559,9095.1577,44199553643.3554,16746.9096,2581.6918,4281.8125,3736.3879
