2005.5309,1994.8269,4963.0884,18836.0361,3658.0422,2845.7213
2007.4526,1995.1094,23956.5949,12134.5088,7871.7913,3173.2965
2013.8483,2065.3857,43163357.5856,172265911.6639,598230992.9187,5646958.9003
2292.4641,2036.6498,30001751185273942016.0000,2013218426220047857876992.0000,4950610573415787.0000,30189451789.1671
2285.5067,2192.9671,585147953579196992716800.0000,74661777033737417275736064.0000,137369106062166720.0000,8541231522981.4980
2047.8218,2064.1953,373364132518.5393,3751878474209.2510,12286371.5606,12386335.5275
2511.3546,1815.1070,167001030475176114066030592.0000,3200760519578315488848909434880.0000,1982429697.1087,233989550.0721
1843.5942,2556.4149,5237204732737.0957,513453387152256411893760.0000,1496131952174.8096,63962687.6276
2880.0718,1854.2003,1617598111022664168505344.0000,13251294017717885551387304127365120.0000,636053006565696995328.0000,8178851062100675.0000
2315.1207,2336.2235,66175798211193978880.0000,50883539934096996063596511232.0000,7536583320998681509888.0000,15796245415390944.0000
2519.4185,1917.8902,468170288126534877184.0000,1832107538526474865766009822773248.0000,1588976922033541.2500,5545468951783.8369
2258.9377,1924.0371,7746481511891.0488,14183233146958259421184.0000,57750775084.7532,666789544.6477
3297.3157,2110.4410,1174605230494363678176287884574720.0000,814022787957537504551538888040874635648376168248910851080192.0000,467680980911125495808.0000,2572775133834717.0000
2873.2450,2188.7725,2170177658718908100910210088960.0000,2437441465915086664238768402248519234362568774741483585536.0000,228435998347398.3125,214615953753359.3750
2994.8704,1982.9127,2570357393421545105946463698944.0000,24955377596230679242292092761902997496815859367778713600.0000,2727527505625.4126,14293776115473.8711
2282.1924,2274.0470,113789439260399316762624.0000,347072598806074472730387662780728925487104.0000,23659926006303.3711,20357456661.3912
2212.0144,1857.7072,15658549199.0480,510111863552894784.0000,330515.3846,2684089.0086
1956.8984,2221.8388,463194526115.5286,5313507810837781282816.0000,124629012.9351,6023603.1242
2145.2303,2122.3323,21888060469754748.0000,2434542526649965357794003517440.0000,8221792.9007,343071160.3871
2337.3959,1728.5353,35380489166.6620,11622157997588382.0000,8535022.8971,490308.8297
2261.6441,2042.5243,1189263446291923456.0000,341831169830861522882249032204288.0000,843442061.5068,332175664.8590
2052.8008,2038.6401,47151292218.4543,4070843073783986176.0000,761290.9052,700949.4515
2152.3335,2063.2885,2014143526350488.0000,2061123275344191223234560000.0000,517116022.1117,78444605.4999
