977.9955,977.9990,978.0108,977.9998,978.0780,978.0028,977.9554,977.9337,978.0455,978.0221,977.9885,978.0341,977.8922,978.0507,977.9520,977.9990,978.0259
977.9989,977.9997,978.0029,978.0000,978.0200,978.0008,977.9888,977.9832,978.0116,978.0056,977.9971,978.0087,977.9728,978.0128,977.9879,977.9998,978.0066
978.0138,978.0032,977.9678,978.0010,977.7637,977.9916,978.1361,978.2025,977.8613,977.9327,978.0351,977.8963,978.3289,977.8456,978.1464,978.0032,977.9210
977.6462,977.9224,978.9448,978.0127,984.4249,978.8735,974.8915,972.8581,981.6376,979.8879,977.2603,981.1170,969.8219,982.0034,974.3016,978.0689,980.0703
969.2050,1001.6517,1990.2131,1242.2129,3757.5686,2199.9759,1578.4609,982.2705,1344.5949,1356.8295,1274.9119,1946.3220,1052.6896,1167.1988,976.3765,1252.5329,1113.3998
978.0871,1412.8284,107055.1794,12546.3672,926694.7055,2653.7503,3558.6632,4242.2495,3754.4017,1900.4056,1811.1788,2293.5187,2257.9230,1147.0689,1598.0875,1378.7855,1084.1520
1024.4946,1211.1782,26650.6152,11549.2332,307324.2037,41306.2988,33237.8619,5459.9703,1416.0666,2363.1785,3061.2842,35279.8856,87683.3606,973.5973,2234.1975,3083.5951,1165.7824
884.6896,4010.7961,100853759252.1730,13535985.4886,131487460712017772544.0000,879539699503031779328.0000,28610229855246768.0000,127470.2386,26622663410.1604,2984594256677.3579,199357055682.3175,47994081061673888.0000,1285393309.0434,12438818.3699,2287911.7149,32718021611.9426,19813833.7587
1054.6358,2534.8380,2872347385.1936,222609.6531,1339211371013913600.0000,96307657393789244378338820096.0000,4536208169643458691072.0000,24977.8792,52266388593.7369,2697939509486240.0000,2672238735385546.0000,10978825674911220041252864.0000,124720313334108048.0000,1111477964.8573,352990401.8654,1845034290910408.5000,2164103488.9517
991.7087,2550.0497,1589102840.5037,137361.1607,3480085133641414656.0000,8204852293354609060602162708480.0000,67794105249725891477504.0000,14322.0079,173861966441.0495,18395296114579740.0000,7984736074249906.0000,419762078253953014522970112.0000,291194243551403712.0000,7706294776.5097,293154486.7888,8096935340153744.0000,9386537563.0491
1013.7414,1540.3526,5230564.1117,9416.3611,104688382120533.6562,289209394325335673143296.0000,710473908047449856.0000,18181.6260,1415110938.3637,4242411060499.7222,2198207265659.6262,42990025977754017792.0000,36218904585375.4453,36937749.7973,11620663.5732,1415305591270.8552,61079030.4729
1027.5266,1421.3402,2737486.0058,16978.3609,26004584632.4217,1076773439608125.8750,415680025279.8096,5092.9902,1784441.7393,334257053.8658,504682531.5604,20722433181645.6289,4993744479.8148,367185.5112,332613.0089,456396537.2287,529429.1388
921.6711,1701.0046,8589687.9251,36100.1931,509967236923.4666,572320289963408818176.0000,929019312766515.1250,5437.9371,98057064.5452,146441246128.9810,52831638626.0009,2188961476541456640.0000,885846979594.1396,36538282.1715,562775.4860,100513185493.5196,22940906.3423
1001.3569,2338.1152,1689516472.8769,79890.2189,33324516291878678528.0000,436486860163594827916083252428800.0000,1690087032769164083200000.0000,28073.7781,1620531028587.7454,173967257159442176.0000,69336362410757232.0000,4774746044064382024002043904.0000,1617577493376563712.0000,12323229856.4905,976891168.6189,43698447008121944.0000,20656817651.2811
1043.1517,1766.6684,40777440.8369,20311.0533,6145433062026010.0000,253614576799980966348062720.0000,115572054164105150464.0000,29325.2146,10347421988.0007,122950862315963.5625,73951442869800.7500,13100997543224890359808.0000,2120405149714748.0000,162513247.0156,72547305.0897,41543381968599.6406,338313822.5456
961.8716,1455.1675,2292715.2051,10893.0351,2467095688966.5830,1742538783514146373632.0000,6125801022584270.0000,4763.7553,213683779.4456,338003134383.9323,150972884959.2623,1884411672115079168.0000,1481875201575.0586,23138195.0593,1756553.0210,159783278805.8037,23814998.4921
1083.7634,2011.4586,121032638.9731,102417.8326,68370556305789.0391,179954787741194584064.0000,3200913725836126.0000,20381.6017,59279978.6658,116385653326.7368,243112310886.7661,716344994353989376.0000,13479116908818.3594,5330401.1759,8831753.6918,196132917672.6758,10725398.1777
935.0735,1534.8144,8215030.8499,10682.2177,1355326843719894.0000,559698253872108440387584.0000,446540157140424768.0000,4920.9679,4091309954.8251,9599980104942.9043,2519732461987.8687,139968437733241438208.0000,6634440675895.1289,104934915.1628,5662420.2636,1847469386266.9124,115801679.0073
1028.7749,1334.5864,1660786.3885,7972.3822,172574038305.1345,102354173894549280.0000,18909957445209.6836,6339.6634,13473582.2398,3804531662.3551,3593555610.4177,262882011139509.1562,21100740473.3034,732923.3166,870407.8061,2172393124.9004,1346148.5766
1126.6428,1141.9029,35553.9050,2960.1544,225249.0052,328248579.5395,33322471.0955,11515.8785,6040.2107,130190.4843,409746.8949,20766080.2897,14672073.8368,2950.1907,36625.7352,310522.1418,6466.0555
849.5488,1197.8361,159602.0097,6148.3755,22086512.0995,74883032047.4916,48090622.0467,352.5543,270172.3926,4009108.1842,1026963.1672,12522555360.7539,515029.3248,260374.6367,2986.9699,2136963.6362,103529.0347
1158.7551,1327.1762,482944.4268,8402.3010,198386886.1943,5535803190121.7139,50786694206.5203,24241.8649,121180.2416,16224881.4874,56532013.8633,81663936860.4277,4496455369.0829,24376.4483,430120.8086,35786271.3161,69419.0817
726.1724,1049.1233,86457.9389,2832.6838,4106273193.0557,2980787146904.1743,210553995.8728,27.0611,5684174.1903,62619573.3904,5423674.5512,570371355763.1351,45715.7015,2854789.1873,1435.0582,11601071.8769,590472.2829
1295.2624,1671.1607,6306342.2376,27214.8681,44950432934.8608,57224871601468563456.0000,7849149509491917.0000,206674.2089,4720576.8798,20122692377.3938,127033057932.1630,41153591386511680.0000,498698527216812.5000,456755.7053,31831632.3222,71743796359.9037,2378094.7295
832.6163,1105.7219,21474.5913,3486.5964,781502.6529,11066.2704,942.6238,210.8118,12527.1468,5127.1156,1281.5450,13944.7798,58.5568,7475.7925,239.5838,1631.5236,3000.2838
1168.9286,1377.2423,260065.8066,9146.1520,11759744.3004,108372511.0305,47317558.2136,46586.7749,10603.7462,133297.9476,537599.4619,6523631.0531,10450635.9356,1359.9746,76055.6819,251109.2422,4302.0873
936.4849,1415.0619,6621145.1991,13355.0340,6348805205558.4727,50698253421272809472.0000,481283583577134.5000,1773.0627,151670708.8861,89739267749.4954,47076584434.9319,121779386497945008.0000,76279074398.7410,11347831.4496,998507.0207,41106216380.2880,11568448.6239
886.9327,1214.7337,50460.8502,5151.5740,83282746.6582,529518257.8980,5188750.6724,943.3316,134986.3689,448754.2232,103764.1996,20799802.4631,33067.9682,26320.3997,2162.3404,94448.7347,16551.3515
1008.4786,1402.8602,2334991.0110,7254.9134,3083955722427.2261,77317273044411547648.0000,2450097834429620.0000,9891.5036,131575785.4514,90834184227.1254,55304787721.4285,36326450616199936.0000,302354552740.0455,4235794.2007,2352160.5713,31542986958.4688,7229939.4025
1071.1942,1112.9439,7323.3932,2274.7378,28665.6964,56484197.2159,3748117.2478,6762.0037,6200.1090,63697.2630,76286.6440,3222850.0109,2131577.7285,2604.7197,10105.7907,63149.4652,4201.8111
873.7054,1461.4774,879916.4482,9196.9396,20813484424151.9336,15987063634041757499392.0000,15195811018658860.0000,2974.5760,1312938854.0946,1330260214168.5122,209052868522.0116,9550096458100498432.0000,362882175024.9839,93331957.9664,781193.3202,246633850498.2480,57260423.1672
1146.8525,1728.3294,25074923.9152,38648.4521,1443428974991.1897,45912333259048361984.0000,3517823674007089.0000,31306.8119,21738313.2602,39800541571.1824,115245621423.5580,57849192529397312.0000,12278398310984.5879,1639401.1407,11201606.4832,71834205423.0160,4739019.8099
878.5500,1289.6560,2113371.9881,7462.9168,2723937192970.6792,1167472007351637248.0000,17476876955541.5000,652.4375,113381164.1296,23797325876.1249,6503320902.3608,6903851187964724.0000,2199480261.9215,7891932.7260,228225.2513,5953637270.8142,5892421.0914
1066.8180,1140.5664,11934.5763,2777.8075,111806.1305,3478822752.0112,73250073.0149,7804.7085,14056.0812,346599.3726,475120.5495,118537258.3808,17479230.7080,7709.2153,18931.3589,472872.1048,11771.6023
860.4843,1190.8531,224953.5410,5345.2007,1976639449.2791,202592220901297.6250,17021134123.3443,441.0518,3079209.6639,200983754.4779,57451105.3529,8709614047560.4219,35464303.6743,1431013.6026,18767.0882,95007633.3560,706695.9183
1063.3652,1384.2687,2146117.0369,9084.5778,178037727995.9093,3616718531211287552.0000,310779893431576.1250,10586.7513,19899169.8392,14464990109.3946,18409060526.4320,4813593645648482.0000,386975166233.0690,1446873.3493,2250042.6249,12333830549.7593,2922272.9645
1029.2019,1070.1488,17974.5944,1936.6598,3190636.9628,2459534663.7327,57745771.5631,2862.2442,32810.9191,593043.9036,735020.3744,133526040.1786,3290204.0937,10263.9567,19449.3965,573383.0157,15420.0321
913.1036,1017.1479,5043.9337,1472.3706,615354.8189,132220224.5241,1683139.4221,514.1544,32503.8752,188074.0405,86710.3364,19262120.0723,52066.6727,17911.6938,2298.5257,101334.0546,12812.5129
1076.8201,1128.8301,16664.0985,2461.0383,698151.0631,62917896092.2783,421705859.7462,8080.3964,32748.8203,1550158.7191,2415143.2777,2339303280.9029,143728577.2815,14386.0352,41104.5757,2244325.8412,24548.5446
958.6953,1090.5935,30709.3694,2466.9518,9604807.7038,41523173778.9745,127491352.6013,1203.0904,96913.5495,2452776.8014,1724931.7809,3277253142.1587,4727583.9870,49508.8843,12574.5714,1981511.5878,45773.3619
1048.7158,1310.7786,1182733.8124,8096.3582,4211618960.9605,87516346411624.1406,184686953231.5331,5992.2690,1160497.3956,104531743.8914,166203200.6581,760112749754.0049,734836105.8652,121757.7508,299420.7363,107443610.8123,224862.0521
971.6178,1640.6673,13284213.5603,31181.0106,250511850373.4332,747195571687248000.0000,17031558242522.2656,3775.5267,9954441.7706,6717145140.9327,5031934485.9529,8972738714774772.0000,61160782797.1923,4496358.3852,471287.9117,7151720505.1093,3983181.9559
873.1996,1059.6045,27687.6797,2455.3161,16910529.2180,11305192.4241,320894.8432,295.3571,40440.9686,114084.8155,50156.6431,7988707.9163,5690.7677,20069.7773,1420.7656,57948.6144,11753.6887
1039.2562,1264.8726,502299.2484,5876.9674,7135910836.1060,10586990586870648.0000,2790045556850.1616,5714.4145,3221632.1399,859454566.8840,1001399708.2608,54293302931623.7734,14697249499.9735,435985.0153,474470.7823,786963472.7363,726282.9390
922.7355,1150.6850,109845.0676,4661.4324,235543791.1090,4963014231.3061,21192268.3069,833.3039,117767.7680,1522720.0268,998606.1315,1705120161.7786,830340.8107,52160.9621,8044.6089,1192911.4462,40528.2317
1022.2688,1460.2189,4469551.9048,11244.7660,3592898929471.5972,729607291997839163392.0000,8586763114445595.0000,8279.7900,145229457.8276,219570487729.1741,179703042286.2872,528201790944166912.0000,2553352180021.8452,8629802.4609,4029353.8119,132091315297.0193,14115066.0424
1024.1512,1205.7773,130517.6230,5269.0717,15115892.5998,124567827516.9944,465847653.2923,3990.4125,58832.3828,2700782.2097,3845135.1473,7861370140.9281,53306612.7925,37236.7982,33441.5526,4331211.5479,45720.6086
934.4995,1155.8179,82455.0934,2955.6629,3545548863.3756,596560011641940.3750,138345103753.1702,1378.0189,3431930.7296,305649769.6719,127414796.4120,5656913415051.9229,214173428.9969,598594.8322,66803.9867,125789759.6103,543917.0827
1047.0932,1088.8072,5650.5071,1877.1628,285143.7394,2946953672.3950,77710834.2091,5268.0164,20972.9487,408068.2650,476242.8816,83893341.3002,7401089.9380,8095.7382,16709.7100,413242.7599,12153.2104
1000.5942,1082.9274,27082.6109,2450.7060,596647.6571,16255229.1466,1337547.9276,1929.5667,10674.9242,62560.9409,85060.2364,3166295.4921,134088.9470,4983.5335,6309.5845,76343.8635,5936.4749
929.5147,1071.1870,25883.2776,2139.4679,27341269.7580,158194363916.1124,298335840.8667,776.1458,231203.9730,5576748.1002,2907914.8480,8862667961.1215,3435999.8174,88727.0019,11957.7287,3283427.5061,72521.9699
1044.3233,1050.6395,6773.2248,1616.0176,91234.3776,92898485.8385,4417836.8245,3283.0801,7374.1501,92478.9745,133613.3530,9680708.5927,1370193.2798,4297.8285,10069.5830,122531.2779,6297.5806
937.9555,1146.2685,90362.1342,3295.0735,583270312.0885,59776608120094.4922,21509133587.2392,1167.6742,1293186.3407,94729965.1177,47932233.6999,1349614931464.8457,104514112.1547,368171.4147,43022.6890,54171347.6560,319408.3391
973.5333,1101.8806,39567.3876,2287.1426,197213815.1918,1803268425082.8152,3397821148.6182,1707.5657,434373.9929,17546623.4516,11409141.9919,38427628663.7590,26431299.4168,89055.4951,36312.3004,9830578.7689,102812.6174
1001.9809,1014.4349,3271.2305,1295.6034,26246.6611,2848004.0339,251608.1337,1618.2873,4233.1350,21847.8607,24111.6899,633578.3515,78257.8631,2944.3953,3434.7735,23813.8231,3427.8517
968.8356,1006.9770,4184.1054,1280.5951,159306.2428,14523261.1519,632606.0555,993.8147,10527.9471,59336.6536,48608.7593,2774098.0041,68522.1985,5907.7612,3309.8209,48127.4615,5953.6642
1013.5144,994.6708,1314.5051,1059.2898,2102.9746,30059.2360,12310.5833,1725.2844,1229.9747,2754.7887,3408.3965,11752.3719,9719.1174,1012.8408,1943.5355,3171.4631,1244.1265
970.9966,1041.6912,10943.5116,1725.6812,914918.6365,661455884.6196,8881064.9936,1178.8074,27903.5480,330884.0464,277484.1102,77811616.4073,604467.0749,14919.2999,6769.2026,292260.8482,15007.5114
956.2940,982.2438,1377.9048,1069.9282,2674.3587,1959.4548,1185.5039,740.3184,1390.3163,1348.0360,1143.6763,2018.6951,728.0271,1339.2652,817.1489,1193.0189,1186.4010
975.3116,987.3800,1725.7123,1068.6468,11674.6639,106499.0633,23170.7031,991.7296,2609.9981,5997.7192,5497.3367,38637.5808,6049.0460,1901.0812,1568.0394,5281.9229,1940.0125
961.8699,1001.4221,3477.4958,1240.4421,81579.1907,5736692.6411,296909.4527,880.3521,8176.7575,37702.9503,29894.8666,1324112.2879,36775.1855,5213.0362,2530.2633,30931.4729,4964.2519
