1989.6782,2013.6428,2272.5207,3754.7070,2082.6530,2088.7544
2058.8288,1933.4415,17829.3034,5186.2131,23052.1670,4303.9264
2010.0316,2094.3645,4010603813.2630,44173003469061008.0000,1146148.4036,2788107.1076
2544.2786,2098.9310,6067169823318020768923648.0000,69570490785548664486111622782255104.0000,12109438448590049509376.0000,289010625139967.2500
2436.3597,2333.5423,2137448483333393088512.0000,475727724539953031028976512034127863854661632.0000,62752172691638.8750,117523544984133.8281
2588.7307,1883.9752,9656504136932140085411840.0000,20831500663736245336286650472096753254400.0000,640004519.5480,47024649556.0921
2343.7702,1922.5257,12296138509181904.0000,5449829228823578486388031488.0000,391793065109.6024,115118637.4883
2067.6773,2078.3167,6690661385.4040,142981696186391840.0000,7232389535.4931,191790826.5689
2840.8091,1907.1959,21584392557431575912906752.0000,66933123378366324444486549659648706958327808.0000,351107829835065.8125,5690174438.8875
1880.5128,2340.0492,2360691705021.1611,42264275104481083916288.0000,25763837.6677,5817498.4998
2705.2338,2242.9833,460777520578819120517506662400.0000,37855977632781318336936302231826042045620405340397895680.0000,47520515082.1962,35455049480286.5859
3125.8340,2057.7895,108652329184969474905931058774016.0000,25670451835019566957978386174563137187803815520862990237696.0000,6318810914289730.0000,419270780418503.5625
2909.5720,1954.1497,30783932971784895459246473216.0000,3237748621928005149914680341416241286078131295223808.0000,2925276955368.6104,37143134353231.9141
2261.5269,1978.9971,3928735730001010.5000,6188338433183189573325291520.0000,2113669168.6091,824576070.6575
2351.5156,1803.4510,119865494800737.2188,154761575075343048376320.0000,80884106.8142,8011108.1697
2941.2320,1949.2581,3428233132091742452109541376.0000,541165817486914982521668924913155439116030176133120.0000,208169617659612.7188,11401803755061.8594
2193.3593,2213.2622,652365713574835840.0000,1336601155418452834961537598683611136.0000,1816891935.3224,46418681542.1158
2413.1242,2017.7338,216766958159688269824.0000,67694964533575966751495872465145430016.0000,7453019564.9926,8178921155.7224
2152.0761,2057.7373,105245249944801.0156,583958330902232756691927040.0000,3686198.7224,70181369.0545
