2029.0630,1968.3063,16612.4528,296940.3895,6437.5375,4276.1080
1937.7735,2105.1608,256254.9069,18872258.9338,738500.3033,34331.6963
2055.8443,1971.6109,486322.9776,694396.6364,43574995.3538,174722.8499
1992.1172,2081.4966,3497312817.4970,20521834280025.8555,33437843.8982,75734.5568
2467.3026,1914.1834,2325492685190091505664.0000,5447145124383994313500000256.0000,17310235697336758.0000,1161147723231.7886
1928.4358,2213.3006,14221409896.7083,43216240345154448.0000,71632196.2378,364800.6697
2174.2294,1895.1874,84634009836.3134,1513127591773758.7500,575153688.1205,773151.7352
2158.7941,2117.9865,384582380445305664.0000,26224101560834645687153983488.0000,218749990219.8101,13650738599.3746
2405.3344,2606.3464,734268104131769645259554816.0000,4374209829139974939279067713233303752977565082410024960.0000,7575961928714.0605,748134542004169.1250
3418.1840,2003.7441,1972577871363528380782494978408448.0000,6833919644490782970092778527591623268482024211182778536951808.0000,115164646160576064.0000,964537591302030.5000
3124.0887,1578.2122,306430497324474650138247168.0000,10967614404689192240023835083604299350016.0000,33227122727733.5469,4590774538.7972
1847.7419,2476.9759,18456826584.0804,969751102843282653184.0000,539292320233.4922,13381551064.3510
2611.9698,1888.9913,77079353006476849584275456.0000,48947911313740146530840554984099700277248.0000,3641062179.1019,14264238301.2519
2529.3134,1908.7184,62709019359214321664.0000,4314888196768757412360492671215599616.0000,2499153380.6513,8759266249.3965
1964.3113,2150.1082,3545101439.8475,10918500055216426.0000,34227372.2731,119494.1913
2502.2409,1797.3252,457369864494278848.0000,16905134463407659994141645864960.0000,1522550710.3598,206032240.8905
1865.7622,2213.4752,29642.8266,290761671.2739,132203.1384,56681.4670
2104.6539,1910.2519,131708478.3764,558578078298.6425,92187.2573,30320.1617
