1397.7908,1373.1586,1391.7073,1375.3013,1393.5144,1386.4600,1368.4280,1375.8243,1401.9840,1384.1427,1374.9624,1392.5099,1381.4044,1382.6787,1382.3897,1384.1841,1386.6460,1382.7586
1386.4165,1384.0634,1384.9921,1383.6318,1386.3601,1385.9330,1383.3386,1383.9216,1387.3703,1384.8326,1383.8885,1385.0718,1383.8285,1383.9107,1383.8669,1384.0709,1384.3731,1384.0852
1371.4732,1395.9953,1376.4856,1393.4833,1375.8106,1384.1291,1401.2029,1393.4276,1368.5930,1384.9614,1394.1874,1375.8070,1386.7742,1385.4011,1385.6589,1383.8624,1381.4647,1385.5392
1376.8982,1399.7826,1378.0882,1393.9790,1382.5034,1388.0440,1402.4651,1394.7027,1372.4035,1386.9276,1396.4858,1376.6722,1386.5667,1385.3390,1385.5968,1384.0797,1381.9596,1386.0069
1392.0040,1394.6409,1386.9814,1385.2958,1399.1329,1388.4685,1385.1868,1384.7123,1392.3258,1387.7887,1386.1131,1386.5649,1383.9000,1383.9439,1383.9305,1384.5708,1385.2278,1384.6835
1404.5773,1373.4511,1394.9374,1373.5213,1401.2519,1389.7660,1364.7646,1374.1300,1411.2333,1385.8731,1373.2412,1396.0259,1380.7194,1382.3167,1381.9150,1384.4266,1387.8602,1382.7282
1652.8002,1819.3982,1464.3435,1474.9315,1933.5293,1544.0931,1477.6435,1434.5558,1672.5066,1516.9868,1483.6351,1458.9944,1392.5709,1387.4568,1386.9270,1404.5011,1422.4236,1411.4251
2580.8995,3076.8239,1616.5005,1867.0022,3238.8658,2505.8099,2042.9375,1964.8131,2840.6650,1900.9575,2106.0904,1601.0210,1435.7508,1407.9057,1405.3078,1444.5105,1485.6488,1514.1038
60138.5647,13145.5375,4525.1797,4841.8068,43471.0041,61681.6765,8887.0890,9516.1554,62819.9181,6964.7806,13414.1013,3203.9628,1536.2985,1508.6360,1424.9623,1629.7419,2088.2445,2431.3650
46421343.3773,554502569.2102,346833.9623,90559.8090,8518821562.9794,62405534.4437,8596266.0674,2445970.1978,33315074048.0157,190419431.5869,5550226.8617,460509.0712,14305.4908,3349.2025,3233.0629,10554.9595,20096.0712,111400.7305
1015666903486.6229,298767274378531766272.0000,468854600.7784,604253812184.7909,11567710928011618418688.0000,11736981267618.7402,2729386765302.8574,73248038.2035,25120714140648194048.0000,332631047603050.5625,1356492186.5637,22548330669.9823,6264461.7518,79938.8197,73897.5182,2474297.0590,67432254.7129,71093788.3716
7596244330075355.0000,7872484970926363648389478875136.0000,7024451836291.7959,1769392777678114.7500,8562880402912662268165866127360.0000,9799745022501.1055,65583035741476744.0000,350805632595.2413,21463776257091527182909440.0000,15610631233265815552.0000,9279661017781.4238,115037274076002.1406,561388659.5169,183340.4682,1276042.7028,319972502.3956,8960612753.6971,7951674087.0465
1273680053418128128.0000,456830377744079335194624.0000,4548541876.0128,20767479269280575488.0000,47835338413445375499803033600.0000,16217946831172251446885824331776.0000,833957941829955092480.0000,151654721771372960.0000,755924298501971403987227478413048419383771136.0000,1189336676974206820286464.0000,2647223834.6940,3249952154125623361536.0000,5083374758756.8496,147251781.4184,633415.3539,89184385.2274,3901430573158.1543,387738531464.1987
472726164.9121,5121545412577074.0000,55580.9896,16900253931.4004,623384095570274.7500,1755725749.5900,329180884495.6199,5689019.1312,13418732158.0588,8488824238.4777,141529306.9527,1227084.7117,289977.2105,30184.6163,11590.4304,61654.5834,764558.7061,828522.2395
5886584.1764,3183316928723854.0000,576211.8388,10601378090.6383,730475102277.6436,4111418010548.8955,291313879097.6342,273859004568.6129,3585407858768.6470,1586851021.0933,1478845854.1406,97076150.9874,2449513.0119,27925.1628,31561.0872,203964.2303,59031.9333,408446.1989
11318915016207670.0000,6608293265839793152.0000,1448052172.3222,45783979163729424.0000,1797508616650215347191808.0000,912848282460523997658802552832.0000,3691425856465670144.0000,5198267158447157.0000,52660853285791638876823998164795180187648.0000,254534063230225907712.0000,15954746.5149,31196133429268606976.0000,272706156334.1177,43732756.6096,109635.4249,4623829.4343,106516918744.9069,14170731270.4092
3078583284.6627,11462936965860702208.0000,7052669.9119,151416609741199008.0000,615708960478784256.0000,39203654195953052361424896.0000,208265166074401325056.0000,84306573206396784.0000,20910822136278884066693610471424.0000,3216688382971738112.0000,3239713178.5864,4513096147180660.0000,113845977716.6143,10113344.3315,263019.4886,4372035.1818,943095234.0326,4791958600.1065
40104234352.5930,13751726331.8833,25593165.3357,2629129338.3178,117044252903351.4062,12745247214719748096.0000,21643848540.5912,25941886118.8744,62579908249319590703661056.0000,5239675397925.6992,12337.8307,10214584415831.1074,41328235.8704,262464.6446,9540.8999,106313.2658,18899337.0983,6098392.9354
120385.9770,3956265261.5982,17206.2360,172261904.2068,854772021.2554,111724403902.7560,2104676774.5090,110237283.4640,43389489013838.1875,1260828390.1613,231077.6240,30449711.9220,855937.1522,23917.3866,6560.5241,17858.9917,132252.9712,279648.9147
37916636.8499,80218220381.1811,252738.5312,3045707830.3772,1664697541509.9468,7547071531035010.0000,151285780356.3906,4069842416.3310,27692347612800389120.0000,110520827440.7940,101174.1049,12952091952.7772,8033707.4265,114553.6823,8190.8912,34066.9362,1885801.2948,1873851.8546
51785174.0074,73959407532.2119,43488.6798,98849086.6058,309182836867.5530,6451689938196.5137,3291431857.9962,75330241.4195,46342404317425.0391,1799940971.6872,252793.0660,29672126.2461,514239.7731,39572.9931,4364.6045,10184.0185,468134.2553,313583.3819
1193091.3147,230472880.2685,9386.6943,1940728.1421,748823055.7269,849657873.3190,15094489.1289,514110.9387,6808375121.2555,8254128.2459,27814.9435,523406.9871,41324.7440,8731.9382,2502.4681,4394.9139,45665.8398,31438.0676
571202.5665,8706430.8952,130607.4137,632926.0663,67171410.7318,2236714730.2901,914272.8243,3117193.0146,6504990492536.1611,26120206.2293,17221.0206,18921352.7137,99453.4780,6813.2241,3497.2399,11485.7446,29832.6988,41265.6303
9890.7602,84387.7466,3949.8473,11459.8110,59280.6670,270527.7514,23356.4278,26033.4195,1662143.4890,25656.3898,4703.9590,20246.3615,4802.5081,2227.4235,1765.4822,2255.8255,3077.4343,3510.2493
16780.2279,32282.0888,5854.0371,21581.3321,87911.6901,2628176.5537,42789.8778,48216.5717,66131629.9641,96154.3063,2412.7337,93688.9533,8213.2555,2753.3542,1733.8369,2504.9972,5404.7133,5335.8589
4179.3867,39348.8954,2215.4915,4600.6592,59494.6815,7580.4662,7174.4004,2806.8621,24651.5498,10653.8065,2770.4983,3230.9943,1927.0272,1550.1921,1512.3540,1748.8094,2090.6700,2164.9971
