1887.0074,1888.8626,1888.4125,1887.3322,1853.1376,2122.3556,2161.7479,2144.3652,8746.3474,2996.4697,1982.6102,1935.6003,1833.0683,2201.5370,1964.5688,1817.8036,1920.4744,1881.1185
1885.8137,1890.3259,1889.9663,1944.2740,3865.9225,29586.0153,48169.8012,34720010609355.5039,47772561850363.9297,17419555.4585,397346.3626,36879.5216,409109.2254,1557670.2623,29864.4828,12192.2632,7405.3541,12194.7086
1906.3131,1876.4910,1890.6535,2337.8487,77849.4947,12946021148416.6836,1816128351736.1594,6939592525283277299253248.0000,31109305959352044729061276086944861807181824.0000,11423752229146576.0000,1705972640190.8850,26555964.5463,437316139.8897,193620450577.4193,1352274.6835,829165.1608,40646.1364,190177.0035
1877.5071,1898.1121,1894.5495,1950.2020,2986.3357,9468848.0475,16905476.5512,578419365.4059,12880967834461714432.0000,480619098.1168,183070.6922,14069.6548,3018.9731,675008.0756,4471.2256,1761.6105,3003.7837,2462.9100
1865.3081,1908.9291,1899.9646,2039.3711,5748.4625,1606307.0579,4315240240.5700,10761613977291600166912.0000,5047923240976430486155373006167564353536.0000,5593527315210203.0000,55404356960.0961,25558403.2836,3498058.9872,17104606505.2488,158224.3526,38423.2796,25893.2716,50658.3471
1919.1985,1863.9859,1881.3918,2204.2761,96928.9536,43111956.1614,800133480.5667,11880204537916706124726272.0000,130649778513029694615804966038567540228096.0000,10655639055101.6738,20491268258.4038,1733829.9038,15379107.0483,109422617.9276,70821.6354,229145.5386,12172.2502,59298.8988
1869.5564,1906.4144,1900.8552,2189.3078,35029.1352,141099575.8056,579329188772.2700,10785433542830098432.0000,802041264080620387978508052617153758329831760220107128063393792.0000,5448747796848517916393472.0000,6162836352093.6152,106265332.6068,60443.2250,1047263702796643.6250,59220.2521,4559.5383,7911.2769,6680.5831
1908.1309,1871.5550,1881.6472,2023.5783,11789.2061,28946.6972,44732844.6095,7601543526377708544.0000,100757602550340006441021308263303479296.0000,300970132121.1933,5158331412.9955,1118091.9548,60492.4803,454030979.1595,2632.3506,17320.0889,2709.5245,6572.8037
1877.9574,1897.8366,1894.7141,2004.6190,5719.2401,7052750.2193,40421910.7299,35106101563101764.0000,21153944532698326980133782770679808.0000,11011534698232.7676,6179344890.5858,3008057.3696,201333.7763,311833160.1870,21911.2949,14319.4918,6872.8926,12526.7019
1897.7023,1879.7590,1884.3029,1905.4842,2514.6915,2529.7693,2520.7636,179645.1616,35706.0188,362.1055,3227.1882,2054.5307,3713.4719,1279.4056,1477.6276,3007.9126,1709.6892,2132.5549
1873.9601,1900.3290,1894.0232,1885.1605,1791.9684,19000.9078,14679.3546,899267.3751,52986264030.2631,12932045.9894,7040.7446,5153.7842,3881.5641,133398.2464,5411.4321,1472.8925,2855.8861,2330.8414
1878.1440,1897.1973,1893.4966,1988.1678,7392.6160,68843.3986,180111060.6434,39195452219635.3281,102793955227963377301018906879475106971648.0000,17470168898056610.0000,2697875831.9672,1326597.6355,11959.3382,20652102740.6993,9716.4318,3125.7369,3736.5576,3634.4063
1885.7545,1892.5858,1895.0025,2342.5461,203880.6155,27080060.6888,1891862989580.3699,295593331332774205849600.0000,629344419509194456775961013335363463042858552880640211274969047367680.0000,58099604451853062989938688.0000,89986466662711.8906,89388530.7486,1340033.2866,2929335522086323.0000,189289.9729,11434.9433,9653.5561,10697.7316
1904.1166,1874.9870,1883.3034,2032.4981,15479.3403,42762.4573,34024730.4769,556223916092935616.0000,23268558296419664279705345153927428964352.0000,34051250887441.3711,3632474476.4652,1227776.0450,139746.4457,7614842367.6660,6970.0172,11573.2010,3097.6979,5547.4757
1886.9957,1889.4321,1889.7122,1950.7811,4337.5501,42120.6605,9316206.3789,174888394681637.2500,132440110567726903759732736.0000,3431302425.6655,19916254.8405,183136.1714,26821.5167,29582448.3172,4453.4368,5275.5858,3235.6457,4399.4524
1887.1985,1889.1206,1889.2953,1957.1448,5559.4995,26507.5069,5061823.4969,8083173609368.9541,192763531055270474921842212601856.0000,2112125874980.0334,104405018.1579,248449.7468,12777.6085,360709453.4438,4937.2521,3685.8173,2797.1539,3259.7409
