1989.8648,2013.8637,2988.7368,9234.9456,2126.5992,2210.6525
2020.8593,2051.3829,16901764.8674,1140388105543.7673,173811860.3031,7121947.1486
2797.1105,1907.5350,1926894036134942736384.0000,75955543160366903201700479429202935808.0000,5670828462000683.0000,2712044245.7946
1960.6640,2168.7411,27100458074.5449,8587419811982496768.0000,369778.6864,494714.8017
2120.2199,2416.3677,984327556301344210944.0000,122405096521232683435346683880819684016128.0000,633568589.0481,450125038057.8449
2893.6892,1684.1553,933431569242176109139722240.0000,5787263441527366401890248710485023129600.0000,3604782743304.4434,1166267363.8504
2751.4013,2383.3017,47917038902611985222438081265664.0000,287139176346181830462479519587536187060289282786001512562688.0000,543237906227534.5000,186059894082001.6250
2621.6432,1774.8152,253285167719350108160.0000,354975649046834180685526766117191680.0000,329517718.2902,8125885761.3444
2174.4664,2191.7296,750879854943458944.0000,21651549875536950623534904384684032.0000,11527777.9799,6100770525.0367
2107.9395,1872.5243,27484.0828,13243.7542,5463.8700,2539.0420
1873.2771,2208.5471,851907.2958,7125197643.8225,101309.2137,35922.3013
2276.7866,2181.9878,213511133864854519808.0000,333874281986721284980410635518069440512.0000,14573240568.7475,19268014915.8463
3298.3324,2161.4335,19063133998106108219308440119410688.0000,1465910998391087044870782814392787377873455110561768807143047168.0000,248010519602512128.0000,1126541925532966.5000
2610.4523,1826.4584,289503783878509232128.0000,2529233327824530427800844721964711936.0000,205988085560.0326,23476335460.2163
2148.9411,2033.9029,114683527474570.3438,23613533256208194952232960.0000,8880453.0134,106547540.5898
2231.1383,2034.5975,8972843793216165.0000,1008531490809354945243268513792.0000,455802771.1847,528734017.4639
