1000.0200,1000.0137,1000.0319,999.9722,1000.0060,999.9784,1000.0123,999.9691,999.9693,999.9668,1000.0075,999.9714,1000.0116,999.9907,1000.0001,1000.2873,998.6850,1000.7806,1000.4288,999.4604,1004.5919,1002.8713,994.2778,1011.7598,1002.8083,1015.7659,986.4200,1010.0873,968.8995,1001.7473,1007.9147,1029.2903,995.2881,980.2525,987.5294,1038.7279,986.5537,1003.3078,982.5437,1026.8629,976.6653,1022.0688,985.0167,999.2523,1008.5232,994.8340,1000.7890,997.8704,1007.0232,997.6816,993.5067,1005.4333,999.5035,997.9368,1002.7186,999.6240
999.9526,999.9675,999.9246,1000.0659,999.9860,1000.0512,999.9709,1000.0731,1000.0728,1000.0787,999.9822,1000.0677,999.9733,1000.0245,1000.0019,999.3312,1003.2808,998.6139,999.1276,1005.5646,996.8595,1005.9778,1025.3802,985.4276,1009.5649,978.9090,1034.1240,984.9458,1085.3054,1006.9027,997.7949,951.4486,1040.0780,1051.1125,1039.9227,915.7161,1046.8640,999.0928,1044.0394,941.9708,1058.0771,951.7808,1037.0499,1002.3620,980.9766,1012.4682,998.3247,1005.2288,984.1057,1006.8670,1016.3199,987.7137,1001.4099,1005.0404,993.6945,1001.0222
1000.0542,1000.0371,1000.0865,999.9251,1000.0168,999.9418,1000.0335,999.9166,999.9174,999.9105,1000.0205,999.9228,1000.0338,999.9838,1000.0074,1000.8033,996.6219,1003.1584,1001.5866,1012.6949,1030.7959,1038.7584,989.8125,1038.7086,1014.4828,1047.3947,966.3724,1047.2760,927.1266,1007.7031,1030.8435,1102.9870,1034.5570,949.1964,981.6886,1111.4319,990.7259,1020.3675,956.3229,1076.6166,938.5818,1062.0874,960.7791,998.4838,1023.5269,986.1617,1002.2769,994.5348,1019.9281,995.3622,984.0596,1014.9207,998.9897,994.5381,1007.4196,999.1404
999.9272,999.9505,999.9035,1000.1230,1000.0148,1000.0918,999.9721,1000.1197,1000.1360,1000.1527,999.9915,1000.1399,1000.1560,1000.5681,1000.8470,1002.5857,1059.3645,1121.6465,1029.6558,1898.8395,5374.2754,9040.5995,20859.7209,19823.7596,29651.5224,25105.6488,1457.7430,6301.5000,5811.9154,11778.6311,49868.4081,16763.1170,406642.5218,2841.0968,6132.3163,1341.0138,36697.7759,3090.6553,1746.2338,2071.7493,1346.8218,1860.2263,1272.9351,1263.9096,1320.6591,1069.5023,1073.5368,1059.5369,1157.0073,1431.1519,1279.8587,1172.5117,1077.8766,1064.0507,1029.4394,1045.0737
998.1781,998.7542,997.4687,1003.0709,1000.4163,1002.3872,999.1628,1003.0539,1003.6236,1003.7417,999.5376,1003.0625,1003.1345,1014.4692,1008.5282,1024.2433,2171.9375,3503.6759,1861.7869,5010510.3175,53221327.1846,23623678745.1467,3060330.1335,16440976.0437,13958490.1263,19073922.1432,76685.2368,629639472.4112,6949525411.9629,71556257.3537,92845934.6817,2550171972.7696,30185780173586.9727,587725.7174,98016064.4393,7197.5272,25654569689.7767,96875569.0958,246079.9984,9679.7897,54815.2430,3594.3628,48470.2458,8522.5566,3067.2781,2477.2736,1478.2714,2377.9115,2285.2970,60686.4593,26719.3607,1633.7897,2267.1895,2039.1723,1032.4329,1697.3344
1000.1119,1000.0878,1000.6268,1000.0349,1000.4410,999.9731,1000.4692,999.8751,999.9381,1000.3516,1000.6358,1000.9047,1002.7053,1004.3465,1018.9502,1077.3563,3345.0081,5548.1688,1711.6309,67891.1785,316904443.3634,77188359020.7374,9887471045676.8848,51755009149761.9922,1399142639797229.0000,960882172244967.3750,27040.7763,933501112.1400,1562719567.1653,11029224804930.3457,3525434284137369.5000,129411145649222.7344,525872630952128192.0000,18999218.1452,14919866703.9267,687199.7180,1751890517420.9534,154833697.2947,163633.3569,20421946.7561,36509.7129,6175144.2827,29114.0257,51728.0293,166297.6757,3341.0792,5432.9279,2853.8550,15505.9590,186284.0142,25143.3125,31188.0024,4672.2705,3876.7547,2962.3750,2794.1114
1004.9178,1003.4132,1009.7961,993.9755,1003.1826,995.1054,1004.7618,992.6596,992.9695,994.1842,1004.4006,997.4926,1014.4247,1014.2449,1074.3913,1435.2192,25241.4603,453056.3593,5732.2437,7806894.1643,33704260666642012.0000,67816259490793824256.0000,5809294120226159446720512.0000,10806070167763435079589691392.0000,1802825508864569835646600871936.0000,16719948626798107422792957820928.0000,980485.5743,83176995259083.5000,393597720613.7380,1182842833008232251785216.0000,2282551676078121109425703878656.0000,3439118276689392163098553726533632.0000,775444213982472966695288832.0000,39074109322.9864,44122047549288767488.0000,29124769170678.5195,196541275321093344.0000,285980474589591936.0000,350717.6623,11442163577588404.0000,14535.7670,320126318697967.8750,41524.2708,4802078.0317,2160287536.6998,13004.7740,172738.8246,22253.5663,16576409.6881,646440419.7297,138401.2135,26625546.4109,123920.4900,21845.2871,53817.8300,27115.7223
996.5524,997.6402,994.6622,1004.8777,999.1108,1003.7685,998.0080,1005.3550,1005.3520,1005.9324,998.8960,1005.2972,998.9046,1003.0079,1005.7955,974.9784,2038.9101,1946.6025,1113.9036,6408.8876,468478.3168,5227799.9278,1450009115.3502,125405380.9229,3929201254.8749,356962864.5458,57827.0231,159352.3676,326016459.2926,163824624.2567,2423853991.0896,14805178.0590,54252872294.0729,6114150.9904,77136651.1017,28.2998,281079961.6069,409441.7933,190904.4972,1720.3924,302799.5661,2162.0514,58655.0004,6373.9567,2700.5184,4027.8771,1786.3701,2225.7220,1100.9011,19972.3424,11414.7403,1927.9931,2101.6397,2397.5988,954.4166,1612.0004
1004.6176,1003.1676,1007.6210,993.7177,1001.6021,995.0888,1003.0709,992.9479,993.0175,992.6841,1002.0738,994.0420,1004.1465,999.9686,1010.0990,1115.8071,1793.8874,3872.4277,1400.9298,4013.8488,861004.5350,13794643.9876,2436964078.3162,152673982304.1075,689399502961.5422,21618603291259.9766,773.7230,76167535.1105,40613.6495,30052718845.3401,447641781807.1821,881303087018826.1250,54723237665.8394,4362.0235,10036310.8288,1563247297.4144,6321286.5269,175308032.4733,408.3778,745227742.4250,42.9143,85420578.6678,424.9631,10048.6981,280849.8667,711.0890,3451.2086,1346.5466,36854.6978,57413.0421,1940.1003,34441.0729,2649.1623,1398.5598,3618.5881,1919.1602
994.6862,996.3658,991.9231,1007.5627,998.7096,1005.8214,997.0647,1008.2716,1008.2435,1009.3251,998.5136,1008.5726,999.0147,1004.9757,1015.3342,987.3443,4662.4413,4856.6398,1271.3246,6943.2889,8892117.0669,201233494.8297,19504377959866.9648,460363785825.9684,239811193498824.3125,6941864296896.1602,1669558.3601,1469329.9144,1190147089003.7085,1431996590612.9309,22272038762152.6953,387332579112.3375,63446036771444.6562,1481873851.4391,426971484070.9686,21.2814,63014602987.1211,354854310.6876,4863577.4148,15229.7809,11969462.1590,15991.1844,1236234.2602,32299.1163,14417.3206,13271.1604,4024.0027,5232.8285,2677.4295,476337.0231,70971.8863,6140.5050,5411.2024,5472.3819,1322.5295,3101.9949
