996.7919,1021.9556,1079.6158,1055.5191,1002.8878,987.3226,1040.8251,1004.8128,1023.5558,1047.0607
1069.9166,33785.5447,405491.1572,544374.7027,10945.4860,71525.0513,5561.2631,12158.1384,128010.2584,2129.6832
2676.9229,375670087.3730,57117824960884600.0000,375045516673.5464,79191384.4260,38042870111041.0391,438753.2654,11817029717.5041,370981829435.1562,4422.4900
8764.8964,25228930884.5278,8730528883061775400960.0000,755037968914640634118144.0000,32758252128853.3672,199829123802131824640.0000,3093018317.7635,108233034668811.7500,65710608502016729088.0000,1479862.7521
1851.2850,641497.9889,11030301543146.6836,238588929818.2891,7040677.4266,64269363737.0924,12674.6850,93363224.9783,22705919855.7505,2543.7627
11270.8584,5588980629.0553,980822082943263952601088.0000,410845948832444045066240.0000,103802152511517.7969,28313770566195034980352.0000,553483459.4202,1264101789910487.5000,360523378189921878016.0000,168338.3098
3057.5337,78856643.1298,478599282883206774784.0000,15746270733421868.0000,5206609511.7230,3746121894691476.5000,33777446.0977,1986446006641.7334,555957658508975.1875,468940.8194
1123.0137,19116.3295,1293811.2921,8274565.6694,56774.2244,1139024.1894,14791.1141,35077.9153,993689.6180,3421.8078
1423.9544,13782.4796,745635344.6196,112531815.4098,333113.5853,185068050.3222,4591.5479,1715026.0697,34365700.5579,1030.3744
1584.3957,48163.7582,61223592093.4480,22618933732.3343,4175883.2820,5016994295.4635,52640.5249,14219725.9000,1610529621.6443,5401.9661
1392.7658,13754.7279,6088947050.0317,1421442217.3809,780778.1109,361717681.8074,15742.2202,2318879.0728,186442612.1998,3761.6938
1518.3319,31036.5449,45445814758.9407,6205491663.7764,2157871.1880,2389479832.3962,28157.2714,8460098.8551,730190408.0660,4320.0719
1279.2295,34383.3708,660915788.6813,348205886.9761,506154.2728,67758936.3669,52295.8719,747945.5227,36517494.8942,6377.4053
1945.8967,85417.9433,13965213034438.0430,4678688824669.3096,53033187.6807,392930223057.0844,169480.1571,176501985.1303,152353034560.6786,14177.7427
1845.6867,149271.1793,1446689769570.2185,136265937605.5047,15431365.6576,87888128306.9952,81621.5917,66400696.9763,11764315489.3563,4583.4732
1237.2748,7775.0477,68595954.1956,28817347.3540,131728.9837,13750833.9148,7652.9749,272818.5411,6137799.6507,2092.8566
