896.7480,1362.3244,18110.0569,70347.9294,47913160549303969677208836898816.0000,1681993807052560178085888.0000,19203036648262265610791503969461993472.0000,252956125116595159848421196697515147064893829031335310745060079828992.0000,29607427991844402468897489853716515845917087110463943264087870116779165822217693881234882560.0000,33401811015620941679957511551434384931912832521437427487735808.0000,4652027711041829888.0000,923320825290131027908253188096.0000,1147139529189710041710592.0000,443265033918522078111826743561154814394930481332224.0000,40384003896196368304688857088.0000,1321190942083956429044233440655472015305605120.0000,4165378696658477122053914663281459227104763097308538601472.0000,47624779035436312952832.0000,78313988829146801824180731904.0000,2074031977519619433424622714880.0000,31019832291954870103603392710889704999878656.0000,4797521469607478036321906466007196588828524544.0000
854.8930,985.6238,4211.5214,18518.3001,374614383158340222976.0000,71454943945902268416.0000,279977476178780091024670720.0000,176384551863429591782709887248881418240.0000,71520461990917240513079387379075146620365207181983744.0000,1863104001627698239542656020766506614784.0000,77809892073.1346,102702606528215376.0000,4129932183679502.5000,5411982877598147574904563695616.0000,47492248609050944.0000,44801599847704782145771798528.0000,133460417539380742555729381031936.0000,1669606546578.0942,144265817411981888.0000,1312999430643347968.0000,271189983910035217562206208.0000,22822099904042060532739473408.0000
852.1952,894.5702,708.8542,508.0475,10803120822.1341,54456674.0065,257709776.8581,18109844915511.7930,884841055065.8698,36345790212.5994,212571356.9936,206834.8890,2978889.6732,36088421.9261,97957045.1007,49469810597.6101,1408987882592.6841,55441.1981,20146853.1548,4144749.4109,220475.9180,1157682328.1412
914.9366,1462.3512,7140.6132,17338.7023,64562575285467785825433120604684288.0000,12330491991040130304442368.0000,93995091447885198229538069618695864320.0000,2715834742411134222552829224796715654802175374570511110783419547648.0000,1995820319531329157932141101364520605162631800381538774798356253159479393106031280128.0000,825932356737510183343345926508096805044863051319942211174400.0000,161430954724653285769216.0000,3555949555871884816693592064.0000,7147928015346282023354368.0000,161304200051802029061202612383364559705082953728.0000,2614854133941394653433854689280.0000,224893392675961663050746441579964927065230147584.0000,1593672216262442527920736302761386673117110889339640872960.0000,454157824554132766720.0000,632282495991620767572425703424.0000,1818974825819000312205122994176.0000,326618332880447106389324514791769767936.0000,2441932829325582773932221318688845060051566592.0000
943.3979,1815.8552,54712.6795,175105.6104,4099394441242710635218280623371265769472.0000,18598947887624202861787742208.0000,1895741159641642476520339989839895378716562292736.0000,1994022450735925800978982814722410477236837007713588798675946498276227338725410274803712.0000,85082165031410855124322311939833880431326665760907747539130701877770078003822099905253300773306280143762290114560.0000,14921167662521272677009632130220423754220446946472833453259017149948624896000.0000,113691602136128663706402816.0000,3215675300638930967951934885407490048.0000,493845875696163240753785470976.0000,87692746729560867388524856239445209935688400608108942370799616.0000,2537410378335801535750326830348894208.0000,1036650727010741289783620437655487802669921330502855294976.0000,55583725175965022544575538303088897692440812602861119232827802319063089152.0000,21823977748428006876986212352.0000,1913085460383428236065788296802861056.0000,524188844485115603315018310544189816832.0000,20307813722151400886885430580261009491862512776249344.0000,427182274921626762141629886697268352965991734217539584000.0000
913.0756,1525.5048,15241.3896,52064.6179,26810277714387340456917797941494677504.0000,944320509825988268526665728.0000,101222760610952765754934763387539685376.0000,257164297070187561377004707851722593129762561244721152786325864400268820480.0000,18574339541758974479415967250382283536348333186315158830054718336042500373405899664725640644395008.0000,104782317939344021136630112260024557538009417445093724771695198208.0000,707158517965968113664.0000,651652999634435382770312880848896.0000,393400009398332683567759360.0000,948021378847490388096218112667680443017514410661904384.0000,208608179208055509018356519796736.0000,11376465020156401578414963641924758457874345099264.0000,241760372662270772236008031419870528401545507770546241394442240.0000,1339141667298364094414848.0000,72151281674455613128472063377408.0000,193489154773417624054207707348992.0000,6255605704097543393145455062311907872355647488.0000,18121392805896138036392847772257442804813191446528.0000
905.8881,1417.5109,8605.8288,79617.3466,1331043785684546830249374177004879872.0000,50124855387743770757170200576.0000,198858698524102540651981747147285463040.0000,1701896170202095934933274893286814268891127038632553669896477605888.0000,55951916789807760279380428903558939297728386527625680145574141243672471327139951751987200.0000,1329461469041512580805895528575113476991834928718722868438892544.0000,18294354417642407936.0000,1101617247019272705366292430848.0000,90197970253185559696506880.0000,589660074990084726492088134111354599577597635461120.0000,2349992874935719072499618545664.0000,309733811279255446398520835555673842013582655488.0000,1581771472798805606727273513335526724980546412409257984.0000,1890612931941418401792.0000,850705788777366461749387067392.0000,2079585339578189617056253476864.0000,8524907251968331612624333811337239759683584.0000,172383031608831575906002162934691937855805063168.0000
860.6905,1052.0249,3662.8341,7808.1162,6945211978311490215084032.0000,1580308568624977920.0000,3345516375643658387456.0000,118071230636581236269814364234090562880417038336.0000,9971057017137147497565523356116975793338565052169573223104512.0000,1448042645235985164495730463075456778240.0000,1128699742443.3611,8360879359887792930816.0000,87890101761382464.0000,9706719359322774868396787640565760.0000,405223512447109169152.0000,352196184365968240883254951936.0000,194372284109441639281930644330318397440.0000,32860989340553036.0000,109880800024205754368.0000,116120051193564807168.0000,268351952964397568110920466432.0000,2302963847371982983624589836288.0000
846.0715,905.7492,1567.1630,1908.7598,304335743398380.2500,16944651444.3579,34972727592920.0078,14970297917142299007017549824.0000,181873261608781766083326951706066944.0000,44237954274303382913024.0000,400354650.1011,10580194570957.0430,15944992467.8079,50750348573785489408.0000,3523755614359.6172,252879852000572384.0000,204556413756437845508096.0000,18834109761.7127,1786566575666.5361,3201499238283.5073,117986126633618192.0000,536510614670801600.0000
849.8307,923.5749,1477.0371,2034.7560,576080488572287.6250,117404392392.7654,8971105178254245.0000,16507499228373502869951741952.0000,1994353617028769128820497476390748160.0000,20314829443576965126684672.0000,3278906261.8074,7270871712691.9268,114712732206.2232,582472376558130233344.0000,12771405131435.2012,40726810433410637824.0000,1276121909289357439664128.0000,8381685889.4141,9642635607530.8398,18315358692101.1836,406160709417441344.0000,22860742520335683584.0000
840.2671,863.1006,1444.6002,1561.0136,97912793389.3488,262428425.3063,45255624508.0447,1527969879916352634880.0000,8421923254260672711622656.0000,221611876942204.5000,6644646.4406,5563286973.0711,5484215.2049,16144543235746.3926,717146773.4748,59957824516.0417,5057528524130089984.0000,322688044.8677,347218123.4113,1695095113.9732,544066410459.9545,181321992366.7764
840.3624,859.0059,1119.6508,1602.2790,219486212161.5602,9849220449.6950,14592614740.7786,6180885105716770.0000,200581181077165998080.0000,4894310239627167.0000,80809.3673,625113481.4534,67417063.0920,7525373039275.0840,396808402.9136,1051505468610.4969,9723905014983.4980,6914074.6066,166987565.6501,52344795.1664,189313438272.8559,1462273574206.0486
839.1338,842.2698,885.4717,923.8307,246570.3342,24945.7220,213271.2705,841547159.4149,76262040856.3658,45307242.4647,8922.6864,106989.6651,25586.8911,6573746.9362,83349.3790,2190085.7608,57103751.0680,24065.0778,77313.0474,91118.1000,1314249.2453,2295332.7853
838.1069,836.6062,885.2221,929.1560,22267.6451,16299.6245,5109.3959,315386.4951,583109.2775,35630.0691,823.5337,6752.8261,2721.5298,18741.4699,3996.9549,8226.9480,54735.7276,3293.4515,2836.1068,2426.0182,12316.7706,10930.5054
837.3414,835.1373,919.1549,1008.1164,29909.6278,7852.3000,55011.1581,62141455.6762,4816374453.6963,5033203.7170,1812.5844,58278.7714,8384.6833,1523322.9736,18134.4763,149355.6215,4247138.7512,14872.2184,19207.3623,28031.5669,633253.1137,295666.3701
841.3515,851.7035,861.7541,848.4322,7974238.0616,359576.7264,646126.3666,31182403168.9757,1803733684609.9077,430945824.0289,72519.2984,390099.3373,113702.9979,34909253.1249,852834.7171,34571978.1143,1128644649.4315,66487.3820,449770.4761,375022.7768,3380803.5949,21288524.3645
839.2810,848.0108,975.0963,1148.8563,148481827.2950,9905346.0752,42273776.5654,2518423830555.6948,21205624988221068.0000,1264737687143.9277,28732.1931,9835751.6766,1402257.4503,16658741163.2458,5989542.6041,2481082818.2853,23373041938.2749,400102.2061,4308790.2300,3542684.6075,1013702176.0070,3335929326.0873
843.8260,871.8973,1003.1704,1056.1445,11981078118.6454,25482251.7402,3573393322.5186,817640716859817856.0000,7226244674508386467840.0000,868955340497125.7500,6730841.6901,323197204.1128,21810126.2874,4795268256137.1494,673752043.2787,1438608983676.0386,1844139835349451.7500,8380826.8164,381168050.0356,428931610.5335,64750607039.3655,900912123284.9946
