839.0458,839.1601,837.9389,836.5144,846.8146,839.5704,851.3321,839.3317,817.4348,839.0758,865.9699,826.2315,841.7956,826.0983,846.4679,853.3063,848.5679,830.6756,844.6175,842.3297,818.1080,840.7724
838.8734,838.5599,842.0023,846.0172,830.4663,845.4256,816.4091,882.0161,978.6137,870.6228,771.3877,883.7222,836.4174,897.9014,826.3837,817.9985,841.5509,867.1133,830.7544,837.0784,915.6022,852.0259
839.0815,839.3068,838.4890,836.5925,975.2835,1003.5833,966.0224,997.8762,855.1451,897.9715,904.4515,833.9277,855.6839,819.0562,867.9173,902.0417,966.4209,868.3624,851.4488,851.4725,803.3585,859.2773
838.2424,838.1676,946.3822,1135.5331,548486.5625,210693.2805,43666.9414,25132791.8894,21482829.5393,578416.1934,1451.0737,30765.9581,8199.2016,143400.9341,18872.4383,162874.3222,834968.4564,9227.0113,9751.7425,6762.4199,72009.2527,108639.6326
837.6516,881.5468,5760.5939,9981.1697,1042859152956500864.0000,14668983560725120.0000,1250911958407904512.0000,2903194605918267701127757432881152.0000,42776499693780059311762137153536.0000,240421069881393984.0000,142115439.7650,45692141241262.9922,64148682.3052,1441642677453398.0000,220800440163.3604,71335559375.3078,13527180482691176597553152.0000,805972236274.5392,3921687137.8807,63035432515.2844,107682566251511.9062,370324933139.3470
884.1523,1276.8851,32121.5361,48480.4391,44987637338652496759252912966418544197632.0000,71231445905414979349588509340991488.0000,914493248445932226375319552.0000,85190888633176939273931736598443441242863054108785253187657400320.0000,6181265541114165120738699751752353035161220217364172628819968.0000,996824702025461181458028548849664.0000,121587750536445769547776.0000,55249226699476782022656.0000,95433843964091219968.0000,520180178566430701152945307648.0000,45463510803466488138170368.0000,1509607400978435074596697800704.0000,659570111073609955704694378647133067209348064328286208.0000,235926751701890754412544.0000,83067785659498977296384.0000,15982617561472453050368.0000,13709162081479846526976.0000,131254390629446324978830016512.0000
1585.8181,16088.8243,700363319.8152,12253042553.7974,62681747189035205886873702417929354484203291738330959113738050633532666972896944621610692771840.0000,678281594824518999957882530965136205980254073997735651221299484763881472.0000,1553037118340360703979124606428314068131152388846448252491047224946808612478839591678812526833002434791938847143467417600.0000,47521383384659215512102562390748712398722660930661642046618327441898039116174493718706274802548759799648037399506282496184922388672051468156087685547346171991696158307800975698330401106553825945529491965863643051982848.0000,9659853215722783848663506066600342214300428889270494374275767745820849419744929921593786949954651887060297633839756331726555048433848171011384756366598182981616790869252307985883969884757646845585973807753489043750106900701410630556940581239082255949204733383907409955735470080.0000,17234016806658051349717988636076781993387098560236143006421423016573084353899869285593092850430234588301531404581645377841825261200493433388744292466548790368738731888721085536382264899796992.0000,47082785525355942668558944586015875787093269063466038377578496.0000,558138335465638590080577376271105616961619187532385699847616427366107905412311285760.0000,20836691717928234453392809725390237278409831116643293756312357275959296.0000,9186158716380892641627852055935763859970754967334931325121122937661309732012479835341977767375806797093992270313983953325976792889154495053870707769344.0000,3065546425867139098727484585629401664823150192711986827787270917490767761264477208576.0000,8020799451614836516909331073149774650435208015884540478210170935477244555419766465516465750805672648832017657624119203359336956423933244611756032.0000,1226170380436208823086274265941297704450960376004780004614414975584182824721088613927215709003114760957126198519999608499925449575000776929596534115582829068320846536997335385285591040.0000,461151807587693366817379245679079022161051779146702324741483528192.0000,6292945513585457485428998970094795300390766910683685777165552295233022037211502008598528.0000,913775512351190882245207642018360314731882433477582680698603993377954396511686449593183109120.0000,48722647035880140041605965936125779186658130897604830438242969390868088528509448762678949474087811881536214166950249999892480.0000,1223399765093943284596866946631240689941889240894290477657990587184837905242896039425565938180953693572181701080595295560658410071773702782976.0000
1347.2585,13256.4748,7726665.4445,2107277.3198,17434079880737805662006788377556726938335237335654815614408337833175212631168173269129250946915762176.0000,32745640896549839782663327541401374136791202588219531515362255818457088.0000,8187874886147382074418300403428586772529105311893634372468007422392646120767488.0000,1173073328108836863138671180231753409843735228152144658040783520377629416274094072269831439555784640983527656124498132945792166556461474441436880682032289240512086781199611679375097856.0000,17855663630185548204419505066784354492418442472056658428355142130055213800336360993739814215717259577012457051720307068237722694009719478778764430698394226401967578932267776200674794655565780217457064143117545059123200.0000,66952562149230767359050337500213633105393587277706516251565164177955612918910019923920239326190634453733311966774959500967759364738508652544.0000,86177862254683892562922943054179808692431126547403991154688.0000,198772313416354993015657530796466678731504223943390510512133007595584618496.0000,26923597312435820940316536843816800804981161829846544029843456.0000,539706782311124723178498743240713112200157980493883068652051918137954206997277975389312580269639687760735788546916352.0000,844188050824741599097662332279788740419358350719020362775089187282325126250496000.0000,411372331954197336209777611302816007455970004284119709315280592910318728610172411765194409915814570874038179069952.0000,6001766673583897880082874196679364530988695468317842158478646188198839195121246631562819876585299795819781661322510895321785258577303353878550823615594496.0000,3223729414872648327640925550914981915238864841529186320384.0000,6343494407243883646485089506541049951784771237202092876695150549798959972352.0000,144332275187423019626811001848142316475293774412116017359555381854465949696.0000,42445408189849507554468854612473671051166066569995909253567106753206144835822782037505981022208.0000,343361546206532976650566644738691530874753911333790834483268293400618382184629798887542471861983330980918722560.0000
796.5187,772.4316,23486.0563,1548806.5193,27694807447894126592.0000,3905646284239179863818240.0000,29938716734563856384.0000,3629450534759567620902634775413522432.0000,152774170700089882067741233698986063826753678301315565132359311294464.0000,37755616240646011825405718837450934059008.0000,0.0000,310726329539441533959274496.0000,818177703012215.2500,16488960942078115666904759462978937421824.0000,10772509463877.6680,5049031617439488540672.0000,87985302598776787042304.0000,825108676075386752.0000,62631842144786.0938,3518983194637806.5000,76363541638940077239710457958997308735488.0000,48987295342654809080166612992.0000
885.4402,1107.6317,2048.2672,1106.1186,406986682276567040.0000,778246002188467.1250,9349329158303032804569513984.0000,253027243830261613307045728457089613824.0000,112619503735030164977131186787958642442240.0000,10804097689003751291635491131097088.0000,1130465830929480679424.0000,366477549039.9271,87127387782937.9531,48859822014346400104448.0000,291658009279708480.0000,668020940225539930640152002560.0000,5077331718786021227047223859278249984.0000,16441133231.7476,407855441685033728.0000,3778707295146853888.0000,11577387912988112.0000,22651837497835842944630784.0000
823.2172,840.7891,5513.2839,14591.8174,9516236642531866624.0000,589467197357898240.0000,456466780.5158,814668696344992874333989807063040.0000,9815024244471576598404822374102497790787584.0000,599349534977850212352.0000,230.9055,11792328993917474816.0000,67283199908.0726,145009372410010000162816.0000,18488125282743.3750,1840909796720760.7500,154639641087252598095872.0000,1681655574894864.2500,422005786392.6686,392768791264.2448,61419362061417613099008.0000,599998763346693120.0000
897.3583,1258.5722,9686.1203,4732.0087,889983896815767409131520.0000,24058787928833417216.0000,220387132482242020431668690114576384.0000,7808621956623188287224314578942871397257870936928944128.0000,381467478351747867561441952357288261113501239985303789240320.0000,203697743972747978740671549100513115954974031872.0000,8290107409506588419948544.0000,2365574475258417664.0000,162813069824771776.0000,177758298061450648993486159740928.0000,41285232793768981168128.0000,630573266034936040852607161419694080.0000,13396565760929946592878658658448922887872363626496.0000,4966408388155500.0000,33001853548979030065152.0000,2018597712013899629330432.0000,4067805583570272245514240.0000,510934645641779614676781266632704.0000
881.6089,1194.6244,8117.2540,4203.0158,1262681627020462667851628544.0000,124862320125448512.0000,99878648805502276338637078528.0000,214646562892807171982425023357548666118495541411293691904.0000,2787901371052127005867179996388679873791197545981338977960028274688.0000,1263646186965157485294804716531752217083904.0000,40204862303438675968.0000,21311106779294589779968.0000,203602672747820128.0000,105384388807335106462850200989859840.0000,331824842495440254402560.0000,1469159825832118435649923605069824.0000,1701468502464880749058094812224472246173181149184.0000,5113602165383460864.0000,48978052652076013453312.0000,1080630319247985934860288.0000,97812882540182888930131050496.0000,219568772557630822257932455903232.0000
