1226.4525,187039816023.1506,133307060147915.5312,20550841249087499237662625463366017145061874073600.0000,3080799463154913302230969315898184171520.0000,98299147693852030729989855736277199667800834048.0000,86354174557178588798520393728.0000,2907393490.4125,55728042811924806631424.0000,112815873017858834432.0000,16677435161700893379393327464448.0000,5386964213139756088819712.0000,17099358707389.0527,1471939994814434048.0000,73400071491727241773056.0000,42386140724821624.0000,6332950044071225525075443712.0000,1914231636409979648.0000,2811209972.6269
1029.5612,9050.4994,309721302.3821,1703490540.8415,10243361243095410.0000,2033102924353669.7500,26631667.8256,23681.0208,50085368.3264,163019.2043,76831165.9748,65379697.1799,146217.1094,306857.4121,86699560.1169,9056204.1763,788902526.3194,352838.8935,12223.9956
2851.0936,3784879990966.1299,557032976488093753085526016.0000,23437146463846686039967680271955228873131862635994617194752624253992960.0000,3075562255803331221656531814628892078414990898414292825271214849365377024.0000,627594803535634430287865783724838927814841385478870754821569073608408365329809408.0000,99778295796953908122763072774081356794691584.0000,1677062223743.0562,4709086786512879015909304001626112.0000,788728909060561163321356582912.0000,642561110520210100761126085352843931313925783552.0000,106670379749765448333957101936952999936.0000,880171846533332860928.0000,9311483335162113927894007808.0000,2098433281215006215188901475290972160.0000,14349583620104051180940820480.0000,17907651125984766216754946057626710476444401664.0000,7934940014878629618687934464.0000,368649546697900.4375
3730.6589,33095335177812770816.0000,118217945938694637161684140032.0000,7313148033736326777095753071819314878455107488388365856675317064369163103877804015356951396352.0000,20644973251683256844091366314854059583644665804251547150657976649328421697540813458767872.0000,95147140697468915034094426011564715818939627725081872741585492634337654348324400890431688586976821248.0000,6174762453742971615654954916442109374342118536991475761152.0000,53501220541429.5078,1352735798221542130141490171230458178699264.0000,31986169755615387793941484811590265995264.0000,617085047068462276213834685721672626870368281467273727679922176.0000,566538390913417061007947982617339612879894085632.0000,579276681395401632344178688.0000,8931083056586715688241874361682755584.0000,503201872491864482337365416701112032591609856.0000,167133283139524101567228733573562368.0000,68801924992481768234513619299019629468010320236094158798848.0000,855071930978163200096215199563907072.0000,1895213045233880064.0000
2792.1698,337395068310403.3750,3440070795455996441000935424.0000,349701896228535404678589974594379272651825664951710854197562016165631000582291456.0000,38868227373191058680119420714775034813466472805923562376020412737112769988395008.0000,56216812315633000062982932906504781247906535551837810205018390499193834793796779376640.0000,2473738160600197702800168248416472400275324272640.0000,3180914576564.5322,229857496118564099726398867353108480.0000,16334104867923719360599394783068160.0000,9027755055798098193849778834916213482678721158578176.0000,8273116418491343536399588796636258631680.0000,17283569416750285979648.0000,22946720230473262790709675556864.0000,431286441828583803136787299912965423104.0000,221376781840560078311741456384.0000,185584165079026175378859921205095599022466408644608.0000,80188192575039730888308630224896.0000,11712921570384558.0000
2631.8244,8310451373586.0615,433865339703407439083732992.0000,250842278407284451882351448449557869484201623263608307745485345753123008806912.0000,3779980280078238062674697929847125660709209727358071831076366565712592896.0000,1150729418222076117614413775799649977335284174903581656961545403733076337097703424.0000,76408898356842935985822345348667981970171494400.0000,3796855207152.3921,2086775397176089195192412227946676224.0000,16158866969353935077708314705920.0000,11682088293347311948876578744581084432029248913408.0000,958154638489089089178415011383677550592.0000,521250189277015506944.0000,55822729342576746000891772928.0000,18024393657167761363928759736178049024.0000,443857588337526841028902912.0000,167902041710766217561748992469123376167906181120.0000,2058797000936533700421590450176.0000,1355675979398787.5000
1336.4736,5165541048.5924,95799956946306432.0000,5931309904609719100638836251813359734920883208192.0000,74290979430994157285751649689428987795692853395456.0000,3457880577932865300856690396850487223868758010363904.0000,407808175594715960231008927744.0000,133306902.6718,5319338254923411226624.0000,3900666715574816997376.0000,17593279762656961065574408912896.0000,581678486178165363310592.0000,57150513185561.9453,51170075125394186240.0000,581765707782167111663616.0000,774726982874837888.0000,8527480104990429867929703022592.0000,497110367712630079488.0000,42293435142.0414
988.8326,12178066.3876,23933161934.8813,11322109798472505475307929600.0000,51706243281443374227276169216.0000,1876019697076424375170509045760.0000,323324236915194752.0000,207930.7694,5020571583052.2900,23881444578917.8750,9799329419883190272.0000,264375085046121.5000,1228680428.9324,2032361541330.7058,140856841028677.0312,360798613913.8090,2994971644608836608.0000,1822171301815.1375,8771422.1420
1049.3730,4937361.4097,254974206253.9061,4121148173627467610689619623936.0000,922783051717436715288986910720.0000,1081299406570387288082696747614208.0000,12384998365783103488.0000,1242603.5636,308361264710958.9375,51298659406710.3203,347138669590544252928.0000,17061293161191018.0000,4018315918.2155,5490116093535.6738,3676830894519059.5000,1863906439982.5178,54639975000617746432.0000,5773910576525.2207,16395924.3124
885.7484,38472356.8097,12283688.7902,2352433863800952832.0000,154974218201021972480.0000,103066657735152304128.0000,1334468945891.9087,12011.7572,136081380.6444,17384222125.2039,67873198168816.2500,7474969884.9173,13049703.4296,1953365351.3420,1432704781.5449,809612084.4101,4740279824252.6455,250491205.4738,188021.6560
887.6287,88080.3698,187478605.1416,7762736120537982976.0000,8858116832643957760.0000,2941268444685146112.0000,951381355900.6635,68018.0725,38662023432.7032,67736888.5646,284069276254.2369,10637542829.3812,466509.3885,25623629.6167,7291239764.5547,4479233.1158,326695950211.2717,486706637.5430,112763.1519
847.9417,3722.1014,29363.2179,1095597767.7884,1333828330.3532,3421542762.7600,1742180.3040,2161.8987,113621.1139,143880.1890,4583227.2920,318263.3073,12355.2738,78533.9451,263996.1660,52440.2516,2976521.4546,79183.7354,4138.3029
833.2201,2911.5182,2512.7280,87063.1047,379601.4361,84996.4513,11075.9266,1242.3523,7891.5435,3673.2692,7006.2119,3992.3342,1391.6621,2771.5711,4757.8522,1917.2316,8441.2473,4419.0528,1213.3070
825.6898,4536.9238,5266.7086,336313785.6252,22486246.7073,79159262.0361,503507.5910,1458.9620,31640.9416,81819.3108,1026799.6267,75798.8586,6662.2741,39126.6075,50174.2096,15554.5374,476421.5901,34474.6594,2826.0772
877.5055,5103.0619,201065.0868,2346928571.8086,290823982564.1428,332445158554.1298,8445390.9818,4064.2251,648688.5878,290358.2579,17747049.2489,1331030.1324,27562.6641,180601.7742,1770176.3895,203611.9246,27809908.2031,257010.2814,6939.7371
858.7924,7967.7412,1486866.3583,468623851118337.7500,86734215489855.4219,315190168653867.6875,1718969932.5026,13159.6861,40839377.3522,6113357.1703,2454956301.7923,80269819.4439,104887.5250,2462422.1815,63330096.1423,765935.1828,1977097552.3524,8272927.5451,24751.1315
925.0676,76015.3687,53109209.0100,318009379659940992.0000,10301264066119022592.0000,105179443676237660160.0000,355489486921.9585,24860.1540,893801461.6597,572481316.0852,2912876423138.8125,9342680095.7516,3089920.8005,177342493.6078,6585254754.0322,136486194.9855,2014369580090.3699,177604453.3015,140343.0367
