842.5377,837.0442,857.3547,821.0941,854.8593,859.5267,836.0808,844.6186,844.2294,833.7492,841.4398,848.2712,845.2803,838.0828,846.8892,851.0254,844.2859,833.8218,840.6589
840.5203,858.2991,806.2513,954.3617,857.3601,848.5711,875.8128,835.9388,845.3854,873.6634,862.9590,836.1557,836.2490,859.8333,839.3192,823.3387,854.0048,872.5515,847.3203
843.1388,918.2725,950.4426,1001.2786,976.4061,894.2190,869.0780,878.2747,904.0580,844.7455,878.7899,880.1901,858.2715,847.1189,861.2040,875.3731,848.9024,832.2113,839.6983
908.9518,1019677.0221,25544.3394,1596217.3706,35662298.5483,4063693.3227,91857.7692,2386.2936,60558.4441,11499.7438,33739.7399,15738.0533,2435.2454,7962.8250,23693.7508,4788.5560,55473.2473,16619.2569,1782.0071
1493.9522,390382579009941078016.0000,1130688494.9422,15447004001340013590609920.0000,8828824572740021608513536.0000,1547733731530152345600.0000,273831304349922.6250,2877323.2319,116556657955.4725,410238652385950.6250,2746874137600452608.0000,1822852757998.1099,2494436621.1416,8977284219937.8867,1745603973.7273,662164681630.5001,245419115041182.2812,8452317376.2881,874123.0429
5783.1129,1801932279451532954452361216.0000,263283699534009378902399498015735808.0000,88604132638286603776262668054326935552.0000,2922407098215740729865559159855818118850417068169464888549875646464.0000,300637918556620094353106748737699511069322434838528.0000,867891339145755020492800.0000,6267270435.4179,4874223993864692277320876032.0000,8628500891394711224320.0000,2452295887516548374937192103936.0000,43193397984702939136.0000,960454664479859.5000,301674335932601532416.0000,39187537774719283494912.0000,618885995072642887974912.0000,661204304246630972088326815744.0000,17912340469280262144.0000,22725269520.4116
174537.7843,562212470019975233752898369158703762166853402624.0000,700264285845012111249459081369163539827046337870367231740203633229554006477504512.0000,3420192135049209740659943914747155692867507833311771575372344614805516224706177781265702328949021073977176105094773402523780171476581583988727896333979044569034671109655413094052371318485288312162712097074272186581209389013220283889339072512.0000,6731578127081635231405929004699413378842005602437482090436210891764734324932003256434602641680809210675330248011510298704723501389860173963612915232384382915500617583207297636373250770975839740023920586811245332529152.0000,283890524475385822585353856025315676373385737766281374486697578732193637632429188031866907007028601850455691002206809828061872242339058056335275569765791873574131496860307428697231947607184596193582330518645383078520323084873977261656805480595456.0000,1625869717638191644374845925641222976739067563865333399953064280011537130181125383205390133307568720166771069000983415590703364296409088.0000,1221058780710041837419913148508246376448.0000,2758515841080749097626523956026425210569435889493391092868653971379613710944181493915908621467648.0000,69858732228580332475907108425763155016001823108933290552568528258476103530609519081169254033808949248.0000,39577729181264282425665157270091793000141804049497092329531351043540462523843152268757096311846158966041093145277314020407690006870372962749466537785032704.0000,1208352968363498200081897740721518481466811678835197807642526517993661658639320272789762636564585926276892294733889536.0000,40954804182539523275444482817342167615062694012444170882845245440.0000,611697542086524323839796339851083115716681370654512798835547491586396081465616309504622723072.0000,9271973916666173942034952824423080526869735174906372890555629350403393368258348486174415044680008584702984192.0000,2610489439677507098045447526394427036590383076191464283759071850076437670084848174235648.0000,4345882075724157658811638112089002301319124256313743576087264971319080284557706335815133403199715658402731329939361081273021637097079166730240.0000,2729271739580003942013158260745280980937880803426896988953743771202404787093407531008.0000,1215129471893000390453168930642982745407488.0000
118637.7014,237437613577143367434748801447442251776.0000,39328542984489984140721119983045960557800771910866209795789743615639552.0000,21221321177502550274908619219318706666035131969631818244066288308233337019501687227023505778932113940516590606550004418577382674578402369768075696212962615230464.0000,89392450599205588816297487638151145571376455090751701524292445839949987545664195610410469634727894639892849041488127727129742675187499242866362945890424721396133551988353880254862754449400002628288512.0000,20549183536286126922604729827562220362068007645848874314354058000666478576585654594313365755583909534974142256568949309478157231372700794098076522441398708953507510049070734353580614612391347128014733312.0000,1432234772517286754904481362810318502898227401713479240286497615616240091004359343743799576549797134336.0000,234302954169443642800865280.0000,40614403625262378273204340652435076698127123730313867187628344682358266396672.0000,42866312869499083943689954694483291825076885435955722413724352006930300928.0000,14324280770233515550941405031246179691070028725631572753419421930941801845624558234667670996079930675788450365440.0000,78916976848768868135533538470598693259165950812035792057593729414320641207021823066112.0000,56158780596909700828127406611396419385566102028288.0000,347992622013556012329016694100834703503257719093249583869237905063936.0000,6718867213103006274542386710322529309737223851643575255613052473462602957821626288177152.0000,6226102382390475829022142627643170220584194195355490975592795139473408.0000,8486910231356782364869336356928824582384149111812353370941470264180322252342400536751882844868253076689994897162240.0000,4907963128347565493016430723479710940420602099171268863161403835416576.0000,37952406287847317157005100962545664.0000
604.4093,1148024407188035.2500,328251.5178,257168268915082485985281783776811783522765651123366125339783725056.0000,397180720087158540847685696336429056.0000,10973946648302741459263368647858454528.0000,11690869910562809056074684788899840.0000,399371888.6039,78502907038711377035264.0000,1518913938264060432744448.0000,13543180990461495622587627077632.0000,946057226128230842368.0000,23993450718.9059,63336596652166782976.0000,131571205354755375104.0000,2271516028.4723,189895817773708403586105344.0000,2558494107236624702111744.0000,18963322516.9696
1786.6244,59177214007.0941,446204109433889152.0000,1993064335421807758461671077853528064.0000,8112895326015648153729269115167434604544.0000,1601442510827445195067607852278703086546154684416.0000,1223468356674539558535168.0000,432440617.1406,73085332021445918720.0000,43658493722321432.0000,62840566018972955002814857216.0000,1623587412946393189318656.0000,174486198828000.2812,17491279507584522.0000,1588366369284748476416.0000,65023303317046673408.0000,218317731487323831033397248.0000,8462332842115.1895,257121525.0496
770.0402,807828780406.4847,4288355.3659,138028568605824457338498580480.0000,195158279148188702464423919353856.0000,811248330513750851841949696.0000,1985896712440344064.0000,12631506.8797,13433133462376.4863,7151310256634476.0000,58916335712375752.0000,47394370037.2216,269408534.9518,25963022423579.2461,31174875094663.7539,1576933589.8612,938261799666913792.0000,3819584125838918.0000,24049743.5328
2131.3627,15306855164815418.0000,14500362403415622418432.0000,236292845488803926732756911818330400209437982038308159488.0000,4914722285369938276057847350859865348583185430085632.0000,308142823446118646899525750387228059821359042561326857534308352.0000,411038993353714167736247487823872.0000,461044711446.9251,6150534647326735006171136.0000,2398397084510494075650048.0000,1542067620123223680620752855108706893824.0000,30941009462576377417264678305792.0000,17975838787991420928.0000,103448116564333632159744.0000,397051092362864202457546752.0000,27570484177577552547676160.0000,134222610647681535346061517002899456.0000,687868035479113600.0000,100106160969.3186
1729.6782,172971531756444.6250,5079392909418923008.0000,572156991062832542720901011406691614802585308889088.0000,89930964480473464911274574172632490776932391631223521280.0000,3204441211257612062730423637883342102142919567288590959378432.0000,901817118872168885835561546285056.0000,70333819.6951,69851201780329197076480.0000,4891644796256006698958848.0000,15840514011909243851119011693038927872.0000,5534842466429080344125767680.0000,198602009059602912.0000,52066769757585748787200.0000,90112188905549723884060672.0000,166046416953524745142272.0000,171994578657616699034323169941913600.0000,412192796049926782976.0000,271780891657.5486
2192.5847,4960037415476175.0000,174412225918156127862784.0000,536615691209235295533372541910620843474035800420103271245424162279416188108800.0000,14376501837356020847740223249106846811491984787808257751502616237441024.0000,14455342233046381125264069048298726146621738234733820134290542319393313503838208.0000,10477098453289984696810335123954439083261952000.0000,874787464595.2639,2588985117149797301406318135869440.0000,764575912065177606983307115888640.0000,119451446079955978595272359624239607788235382587392.0000,90092333482769672060790910675656376320.0000,1477143853653991882752.0000,745857922363276790914233663488.0000,657027184157336874278261177599393792.0000,3356634383760291419702427648.0000,56372183934867394466142185484563493556817231872.0000,390473649910599544903061995520.0000,961964621882668.5000
