842.0515,840.1170,839.4255,850.1425,846.7170,827.6205,836.4176,856.2469,835.5321,849.8575,832.2111,845.9672,843.3707,850.2642,847.7255,834.4402,858.5655,820.4968,847.1524
841.8669,847.7364,851.9620,824.5478,832.4595,896.4247,919.0575,815.3284,860.6632,826.1092,894.6528,842.8594,845.4466,832.3241,835.1325,875.3833,809.6215,919.5971,835.9305
842.1867,861.9840,933.0136,1079.2632,1069.6062,1470.6950,934.4121,880.2891,843.9675,863.5467,832.3481,853.3980,860.0919,871.5187,859.1922,840.9361,895.5412,846.8087,852.1390
848.8348,1987.5339,168207.3173,9041647.0870,1470404.7145,16480852.9478,2357445.1197,12902.2836,1547.4652,7469.2366,128426.2018,16798.5518,13708.5141,13225.2276,12790.2972,31577.3876,10718.5056,37391.5594,8250.1774
1064.6996,66455631.6005,2081192955401202.0000,261769175739801600000.0000,5772529764946811027456.0000,3061117979210010577377911898112.0000,2478900670366333616370724372480.0000,1695408636638.9780,6226285.3301,1727903912.7801,623993060829663360.0000,5798874435490.1094,4497321556.0478,17513360551473.3379,4704508528.1171,20343526921554.8086,50308987652784.5312,4046215778573873.0000,11959175150.0165
2074.9917,1007181161998.6432,43585542100983132880633856.0000,2191643452882178902831691188810601656820206403584.0000,1717876256446647683361243511356653568.0000,1974366491157714295915645293251526656.0000,654774717492755136825582271402361292064123132529606656.0000,3635880190647864460836864.0000,838808040.9547,689725774079628935168.0000,451104236058616567692573802496.0000,5953549262616574713397248.0000,159321227962037278081024.0000,320475259214460880945152.0000,95966676393343606920839168.0000,552681596052131823069691904.0000,54048970418804233553276714352640.0000,667361469969039232.0000,2805175647054456684544.0000
176789.3013,8534997337901591691264.0000,70197362702291379074013872246417340519849431924736.0000,908372381556020637080693348570719178238111776768.0000,7318500569600506601874696400010324475904.0000,85352935221922374051733468894135284133633736005515463302264130471007257521675818530340641627491842559389349183488.0000,17411359637233279782474109951281332350512997718059741518898617020198529711298776243149761592167276371340994968846415828081164836869496606694596175243267955857796463846974531936539426934204859183092828274895353315796614942977949752187382237677433793729505100255576719360.0000,612272200352196462274328870553861215498267845650475665080614872562603213288586420083092137766262173307727780222337024.0000,86405600113741398016.0000,590913616102602171846593888351224728659806211022864914730994139131084275712.0000,11290704526521380154669670718565576966058413120892822544396546506807085161812909026482849332114604960432922081757813335471757848852076710930028891361645397748482048.0000,1437404419958220534665027316768565957594810368520654611166926475965705609471918174044329371671151602257289090695168.0000,2865165560104727401123813211183071073210312549693820801700103715191209981848422711296.0000,39435257482409560316961568526185672576114317892797415892155920749208580650453120606777065212116091272321424944444445225385984.0000,606182185533294250728925007983247386130466357173264287570141084669898391175442130413740816959799296.0000,162316557684802051632995920281151955559156811681487918362561524225179632382690278214444665110338554525565059072.0000,333419079971611670242170154545847371227446204674085254467890636603345060032550108758872052030375923088736713834299438137344.0000,651048528613978859367404194663062373639711898467645985889995455848069254011908751149392106650171226597856753532260961312833536.0000,2628979233568955026623734256969434968496752067265292598150104385765124296856840389596640469581824.0000
72436.1412,206314817179669344.0000,513773875095953474592120037040979968.0000,136636878739724142570388191292375566263235928835867262582784.0000,278908997212496699410560264962048.0000,137121892853303249352961468454044402555289600.0000,134554714331038875621780233044193585243238879506857841649032090481664720630463677474388972743100356138400206433600901229185912085266095950127457079975528000307363176302038509932859922696570011807383552.0000,3928831319040076208177608148108633049561505479902415574131697857783471822231565339356421838340096.0000,451221274905763.2500,8883746712116067919696377880256557037238716569411776462672512803667968.0000,113074139005775546338617755429805000541221103545666591953768515750010195690865691654503029797352092353819673052131786221420544.0000,14604911876843980909192755922289867720631910232605846684112742527959401229783869591560898215936.0000,67964954251209381133605939545853227098616391827870216342355569141889368064.0000,3416883481165577845259239864335411649399849070210402961858026873022168824626317003084118806757376.0000,88330007726199853757699828691659173586788987998840401184773370987711128325400297472.0000,5520864778155564690888365032587797877113436203576386633100379293479271396203737339408678912.0000,9224746355619249769033187353581895168306570729805383319885567017161341098352572972557960178844041216.0000,946434942383523973290560549997218895832482217098565842013125417363163357372202614784.0000,2067339097538308588712820573249826581970423237713152743236344993096733017767936.0000
1095.6735,13010777.8921,124433880806288032.0000,44085048707.8808,36563721011.1788,127454363801983871370493657763783173472256.0000,4000178819469255045512812399001051082872549028790968254464.0000,20329356928022.9492,44390982510.5651,5813976102.5818,1398884392917160112030189664756477984768.0000,30456499341528555520.0000,332382190160400064.0000,18731649027892252672.0000,5329949740577639.0000,777425517279511191807328256.0000,232831674310.8210,13504616842388481972332098991360919587520512.0000,3914148648504749.5000
1252.1104,393813.5082,43438374048.2469,1106827360773695.3750,366338480480958.8125,962329421804766494720.0000,40569380536922822868372777237942891278432731136.0000,163047622317511255171006464.0000,17352.5740,34756004819260160.0000,343925545277799655167492096.0000,55658901028736006619136.0000,1693424578432370.5000,68719188950094646358310912.0000,19045845863407075328.0000,501468096082821376.0000,14184253477228404383749767168.0000,158013163004711872.0000,36901342346392821760.0000
1037.8632,4779245.7105,173470099151.9821,50666290497525.3203,52353497338.4094,1593645071076936225128448.0000,650332041799565661522388775337984.0000,47070610057.6582,30745006.8692,53809599766.9105,114037201988820345552896.0000,229775685230118.5000,27596370836727.8906,763758771974.6207,2821642615392.0693,8187585217724030976.0000,198429558979.2433,9263340857733613568.0000,150892084389.2718
1756.7148,50700768.2569,190257579366781.4688,933873108226477435912192.0000,161368165701267456000.0000,33429357125899443309136980490584064.0000,78234131683969935452774133447318764455334352680457631573699723264.0000,17470716394535095734125232763437056.0000,12349370.9993,1321018262809778585600.0000,230680598804660859912797551634709217280.0000,3184082752730973328184329633792.0000,7569293577803416576.0000,50001668617105397367368517735677952.0000,1604839835324264684191744.0000,4356859650222307925819392.0000,762200325359414648392791651143122944.0000,33215551737430877152754008064.0000,13586458106999400329904128.0000
1691.8534,14609444.2804,1460022725.7744,2325697136388398080.0000,1144578693340624.7500,12592919736110264684118016.0000,55921927194822053486649538574418367985108769471242932107505303552.0000,2474676331476978735801832570880.0000,12411279.8817,904611358084231200768.0000,2073901587018470311317029392933476892672.0000,323337804310410372212863270912.0000,1082297355538777899008.0000,7109674028623452534998065741824.0000,3655472168313689898745856.0000,9446075159214648103788347392.0000,520209632487526313324816422141952.0000,6991642576631331052815646720.0000,2337397971428637642063872.0000
2229.5601,22371301.4069,4352562122287721.5000,115345231131595.6562,27429575107437.1523,8147916739823900246615579783331840.0000,344669079106975207409650720279882282204653208318328913583456801101708695077649291149312.0000,88370325330331770795827924379084259328.0000,214948677.8539,11514244800797238810902528.0000,5991879933644297296125457628300910946856047670110191616.0000,90472721324969688918873136087103963136.0000,13058740725148166137497780224.0000,16282741803319001340397717724280811159552.0000,85776085828098534310909245915136.0000,32989228279044116170650901599855050752.0000,375930952336602537556929990167780917248.0000,42029924003693214247163149432532229074976768.0000,36132360445204893847288864047104.0000
1207.5791,407356.8654,542703968058636.3750,84121547426.7875,1814574050911.6636,300977799656880832843534565376.0000,4122354360589071371008425657178469527556202508058624.0000,61433127420145105371136.0000,1707098.7925,384209611654813.8750,696876123232510996543817862086656.0000,28902303118865404526592.0000,246521870627195680.0000,7195508581184370668208128.0000,15749077126094804992.0000,7274671168974178222080.0000,61028918059677163454464.0000,13748212610197325660635004928.0000,11930864371301470208.0000
884.9827,2021.6143,86763.1472,23968645.9556,421013.7850,438038.9682,560950876046.9575,985614266.4015,343.8884,13099379.0704,96730381.1966,61580185.8858,9257018.2928,204953011.8414,57654123.7859,4199372.5018,1789551987.7901,37713.6141,14978944.8182
2199.0653,1158895.3118,301930889521005.6875,80565400794879.5625,338993358195.6067,35061768619385066784555008.0000,5370643403946396453049169167537380277168693570117307702079310422803193557025816576.0000,6255046028942870627146766466121646211072.0000,2092117.5850,426083507317155152930013184.0000,2138534192208013152835092598310709616602880778698752.0000,75958236858569245963266986127250161664.0000,39865469528964036133864341504.0000,44935266271392736867246642357766820200448.0000,666486686716409845139331566534656.0000,294029002780612669186963112139423744.0000,47669289905804643594114782378417973100544.0000,57257158187731695469422220682385686528.0000,96902158781947726618481766957056.0000
3612.1321,520874739.6265,1089460073185157376.0000,22633605218331549696.0000,495056674402322304.0000,9011030268048086072241596904393842622464.0000,27557389278403002131030457328065184894350219962756599351066620206570093407468602600217423097660271829285076992.0000,8218686938444419478007478108341943759593673850880.0000,5610385388.6187,110665752982561583700362534060032.0000,101351651835851943350293240377858279833123494772167502990328996036608.0000,1022428853241389217076332745349601645804889571328.0000,52396504828913527189530081876770816.0000,1042789808337329802173954025346206075770790301663232.0000,10274716205756707927732215022685261922304.0000,29119371859998501323584094622266353720991154176.0000,842200125070665600557488133973443990018763960352768.0000,14279019036909051621474750176125831568684709958385664.0000,6291203550658470133771215174343124320256.0000
2591.1202,11917752.1482,964006539641817.5000,1524526146516204.2500,38572877830.3000,2233066988656346187234803712.0000,1489507233427246768498105386952750164585769030667156251903153181324206936718141779636912128.0000,122478991882389042139068230893766256361472.0000,67418614.3626,11258172909055495696902258688.0000,5820037806776113405889393452961374129432852210920844165120.0000,69983195150270166518329910742638921777152.0000,14248728280783214798965657567232.0000,7640048358102898432795026003302175488344064.0000,115618961204762742054119424619708416.0000,15891504988407177447304321144365560889344.0000,220957832555095693680776666712848178610176.0000,415475752500117975595650069658351075166519296.0000,11928066401193605866605092869767168.0000
2165.9627,700836.4010,145780807832578528.0000,46462628818778.4688,1872704558542.3455,3608407901977398844290689400832.0000,3880944362796542610115815311958302977819177447994938263192880176912267367690316808192.0000,1205850551266090087458321366153877782528.0000,9950056.6427,105036596818334635689771008.0000,2262636131906364138334390449293017393629033602584936448.0000,154739438129082622823327529773498892288.0000,446613378378781169413768871936.0000,64785264514962731983569483756288658636800.0000,919081390836662037497803389796352.0000,14155116021634496345213480015092514816.0000,1089304365981543084394672935443936313344.0000,7559327304023741075623513421082920178679808.0000,125729576177403318856054533521408.0000
1363.8289,402446.4043,7897571631.7380,429464416267.2708,684021.3247,102158090631552.1250,3343426217551725354947093516768273101880694239630721024.0000,2912265630322374826000384.0000,755997.8419,516810067638129280.0000,602196231836522846682498756507598848.0000,12366721394123981228867584.0000,107186538789385256960.0000,43097088771686339232923648.0000,8301779297574791938048.0000,58333335307203982122811392.0000,4897422206389194481205248.0000,5472858833695923716342415360.0000,1011917431464419524608.0000
999.6518,22775.3321,649141.4165,126748282.2369,417537.2482,54122862743.6385,307606546118643776042611014369280.0000,1513489863651603.7500,31784.7495,109623307718.9439,1338590979236295081984.0000,2121140274265159.2500,864014529409.9625,5207854333999910.0000,17268896693203.7305,2322779536405621.5000,3826118404958565.0000,17945686990758466.0000,8098598149304.3057
1017.5237,10809.4487,11076822.9209,6246444.1291,664238.7478,1580512078028.7441,31252038995342799862964349506158592.0000,45388563679377376.0000,18015.9649,410614014010.2253,20781951119496275034112.0000,20966329365683676.0000,4253381811577.1333,181343646902567072.0000,150506729664179.6875,6325096279302613.0000,79721075934457424.0000,229760591426642784.0000,77008124370915.1094
917.1348,34605.4122,575532.1582,764550793.0782,146489743.2196,8876829706208.7500,404637035981557272150016.0000,26400927663.4468,35172.0001,98402592.2723,458237161670103.6250,68711499625.9156,158579928.6099,82996591370.5892,1116337875.0518,113638153906.0518,410126945084.5679,246518673240.1276,988900485.3717
895.3200,5965.5937,5931936.7903,17664513.1456,478089.6152,159257626971.6858,2795471979986418688.0000,3479622726.8501,4524.5013,19871258.9407,11885704449612.3965,2761682714.3677,420016729.5824,9535307954.8445,786052520.0274,4820065266.6784,984500219.3996,196105901524.2933,220334806.7846
851.8241,1181.8280,3047.4622,4922.5133,1703.0976,36125.7611,12862117700.4067,389329.7813,1271.7541,36775.6325,13801357.1263,439272.9204,69537.6535,590107.7095,148594.6574,477100.1538,526028.6435,824991.7934,117132.0635
843.6685,1247.9027,4303.6679,7203.4342,6347.6485,117533.9713,78280.8927,2867.3537,1250.8159,2192.6117,15658.9157,3988.4858,3938.5365,3555.2983,3572.3763,6900.4454,2863.5175,9148.4951,2663.5882
846.8929,1232.8451,2693.3498,3722.1844,2368.9743,162557.4163,1153165488.0767,71870.6378,1624.7061,10081.4490,3369493.1229,107026.7397,17753.2417,127579.2919,29259.5405,144133.9601,78048.1346,722847.2416,30347.2030
859.8081,1352.1656,6958.9393,51850.5604,3677.0334,14367.1685,193447582805.3938,3415487.3567,1117.0111,234309.1281,78016719.7731,2767227.3757,409285.1809,3245850.5791,982821.6471,2410230.4562,5367938.6633,874014.8222,571799.8029
869.6472,1779.0051,75786.3177,48536.8442,8142.4552,10757060.4594,720652642824738.5000,52676700.7417,2145.5622,966937.5096,31211423502.4902,59437043.8311,6917145.5054,136304840.1430,16471326.4334,90857271.0602,37078038.5250,927034120.5475,7848009.8037
902.3606,3139.0595,43515.5861,678195.0443,13635.5437,2920720.4175,306036113023187156992.0000,35617998541.5903,2951.0368,78396748.0951,35687467509026.1172,23746493466.9716,222860103.6637,53510100584.0947,1673194198.6124,13156152468.9463,67848816418.9485,16998605695.0078,925080907.0476
