1071.0385,1070.8909,1071.0384,1073.1111,1071.3493,1060.2176,1096.1238,1071.4216,1105.2844,1060.9076,1062.4852,1063.5504,1060.5643,1103.8108,1075.0856,1079.0582,1054.6468,1060.2220,1086.1265,1075.7325,1059.0979,1083.2679,1068.4433,1079.0119,1057.2105,1072.6950,1070.5638,1076.1359
1070.8931,1071.3032,1070.9002,1065.4001,1070.8191,1119.4310,1112.0768,1075.0048,1088.1410,1197.0982,1126.4400,1104.2314,1112.9155,1029.4273,1115.5622,1095.6054,1145.6387,1109.8256,1072.1653,1090.7544,1114.4396,1041.1866,1084.9718,1057.4045,1120.0655,1067.0212,1074.2045,1058.8243
1071.0682,1070.8073,1071.8616,1099.7727,1124.3855,3303.2044,1970.4747,1123.4143,1429.0919,1147.6233,1391.6885,1080.5178,1179.0772,1172.7713,1088.2266,1105.0342,1140.3973,1199.2579,1209.8609,1509.3490,1081.7190,1123.0420,1119.0520,1143.1742,1103.4557,1104.5504,1088.4356,1084.8045
1070.1596,1073.4630,1094.2693,1812.8766,2679.6196,1394402169.8860,41631801969.8059,28755.5643,7558848278.2226,133730898.1890,8523714.9737,19553.7291,158145.1523,1077623.7641,2815283.7895,1012388.1217,924931.3248,30724.0844,5780875.5042,10369277.5150,15541.8540,5567.2975,21607.6284,19275.8721,21679.1906,2196.1183,3119.8305,2297.8142
1065.5255,1087.7122,1460.1318,263139.3483,125156768.5655,24459158712021658810347288535236608.0000,631329555214090106534497830302861120759660544.0000,3307365275225.7524,166314974655290799435676647424.0000,1598513044400164581670912.0000,718246532859694809088.0000,576276444964.8302,1911596976493041152.0000,122732284877113376.0000,4758679571972532207616.0000,234216736046133376.0000,52276480653253232.0000,37343829461901600.0000,184770913169908709720064.0000,5044553277252841330704384.0000,73128630554.3754,294961298.1388,3638313660.0923,1302116291.3679,20009925936077.5781,12405577.3122,167203692.8512,2073235.6351
1085.7525,1034.9845,4596.3831,113456104.2094,942205291300.0083,5517683826481182884675698883449656458387650103596039897350144.0000,141388761135307500251617933554260248940230668358207506987919872489438530485142128106972218752209852039168.0000,2709516872381671785103360.0000,6185550558538280219040257139803644214771160196792093971937566234855959078895616.0000,403954927984342699884735224927893622332866953216.0000,1226479642755791998405359602105630920798109696.0000,32758419259087188.0000,117136695892625375558425903104.0000,2056534930523533538829127400104772646658664126782373888.0000,24231725536354767373050064070696335217744517529600.0000,101980753186459052679848771708998647808.0000,784451075477298197585402527744.0000,72550295982334030118912.0000,16150668754712072616647857458430467666863862748079456256.0000,1308704356551525013100588406329629171828965677314303066112.0000,4474215488406373.0000,249249896986753105920.0000,3295575847682626813952.0000,1073924651511251594117120.0000,91717990066293.4531,946019568825.0092,4110244619218.5249,15787318213780.5000
1076.5105,1148.7745,17109.2829,246146766425729600.0000,1918061786729954.7500,1023827217427404019095907260236905709796255646568570705921533358876824897925988332247057380380336193536.0000,3152527836674108578245448542568251963365359258285232706120988370364603094001669399496943270835496307849525910139046300006895072845505678334629818796058001606485017813706848475806591465213133540492205269502899684630933370962510767066787558487447223914014730658300700590604288.0000,294048584475867106384522161189046124305060500340736.0000,318418943833716688411495024595201561389915689445650547560814663177383273203910072058835292863249818365336042870247821319517553599179667600405362674588945652333437311574555035646279756214895357051450715686735736913174537801966435636716959624008092622022040136227801482368385024.0000,304665043060377635705036092101795306663506350513900374989637581321986656700263774933746419688560085998879949259722752650426181642624174689758104757469455248527350713249099734658483441445641691130178321385590556893329327793641908486355107924484225108968508304493124949937191083048960.0000,449582903524800096987279110761532889486130048305831298768959303340646103469910288652677270675293323969419179114505042099383526388784506274249179136.0000,1441962512038055731252529553033776752546547609315264218260738143473251970985889724129500182944950802972672.0000,1433388478654155550591777316577400600385360403923845282920275121988354850045646545616896.0000,515626785879803299206904462729198311930328104813701587385680483163194007064447794140518230147140185807709973802135148039908025955969326761797602408169582447078303250481167121343816324790625845116928.0000,1124444310514144262608061379257138887539388428522248169087861600700681871557389062298457342256710244241811847531295897847411479805067648946038698866656518831609075227845999015464355712661348011204794063089173528576.0000,382828735542586003762367477710398332392133806840195708696635833679640083329832419013500880505810655465912383798049068789867366339274392977329179895756786559348018657923111801291551682254186344626520064.0000,212008648768058216304193987375867183910400737246834034093436541330783730418374505752503595676799411224861766267315206273931959626246965517215185502208.0000,3729103038510036748428401860266572796268275458433204563195730762974826296508416.0000,984030835293100635250138189084704010222587804919278736344643847035463275069382075133034126383139115715684886690048023941105074651347887213796204104175903951773918637850624.0000,26777890083996232890290280878846887636490315912301038327940441017114740616694005243541714211471069933815301504968704315772370944.0000,14117863751844609481073459646017894286750991870860701898232171914312711600525570534472843001856000.0000,14396892325379345342065914338310980191217778688.0000,279518010088813692020030012536148063039257191166584504089673706676158464.0000,3337273340078033627491419298804761775046072725150191499515651139444360555400265728.0000,107132764742278501203269687929702395385330534323694720464310705665924457139963998626279920284158918656.0000,254772969067988672.0000,62598740965506437315975647830030155776.0000,863940247153633581403133586778974322688.0000
1100.1783,1050.8345,8862.8631,2783928421.8956,241378885360971.3438,1403557874134339337643584357602975573822214921948194654607811966161387520.0000,1521581066616484549417088142708592825403494921821729127052292032552371899743018431071315832891783763956035842123712899400206368488894687819561795004569970455737795899613114325693678974361500590209755898481354623843584144885325213072175562253466164375201103134851072.0000,366007453688443812093649611978366293259035196580981374976.0000,26990876894555820187137367077944350338373731908717269008422014614597820970700796535206999982809365269006879411965302669696187404094897241525998254522621497386839651916579176764871205240537979150794913074803741027751210220596668284890007729123601621712896.0000,12907252686064021503902942400432638509597531371321160521624341530303861985711581254472865218182769804799517595297929597576472444140103720579148174630220888553359123009532574503532845971993388513630817736220708444307456.0000,573069938490248932046049796079187603066809746102573519260876878142653794010071189494480509737646290678421913600.0000,328209894520072905026135487808804252618070637777806363926362880977395515392.0000,1762803473254299007792493242334437697041077597199454619406991486911714657800795717632.0000,78732692977705269060656190288757005492050839704125194640597241657218031057982171651109628960707927879500028499610829807788226758531049800910332063661016755142753333891039232.0000,9954216425534856705520689704136544008272225992064125480540318248703773583649574348129184421069470097804713339624572893994332282305795326377742037258689000303406831719588479107072.0000,2807788155275649669359297393247445468108207340869644874543146801904007233347228167250238654029750105515752164026919740290217568729411081544703066862837928296448.0000,985876309475471020513781860431113032795554222692589927910443810848375703076284351499001169535213289594683392.0000,2449196208866099093697865265514399244301098408333941980083020365824.0000,119361227455736947877183178137379587523493780707012215754670817825400830804218693050910227925509636802401653527659966297660318071208194354921412366224130492629778432.0000,81893827848063480128060192673979418184551395892707202873435643108121127060251754857109148740959172188965134532396205093940896158711808.0000,79138526473705044136543845835267818971600047271377423764918632448.0000,82117112028671137413440737626770636516943401582592.0000,24984572864689668173590979682687779844750916911443738624.0000,31422353446580786312737633898100047025424781645407609456049520640.0000,3851985005589407049576500980926721387479259973240838261047296.0000,503785869951059648.0000,3133980970042095749416728166179799040.0000,27952754082909496504889412374486843392.0000
1018.2660,1239.3897,1284.0865,32790.6146,3141250.8212,2591303752599371019608005243423877496832.0000,20891095748027311702395755981589970944.0000,428424603406043.1250,52579057596869835441608727422886907740428435456.0000,659398522938118476247617325880955195363125464682457701535969181696.0000,589931177676371613133848845672291781067145216.0000,3042978325567237279379881984.0000,114624643821168813408256.0000,1211264597057245282304.0000,2683278932322649737136451420455379664896.0000,32191466840709121869967839389099753472.0000,169309354594956377471734575897603526608551936.0000,595630667218957631488.0000,788173553421202427855503360.0000,219545216397951012381544138978361344.0000,8767467198127731617837350912.0000,1359779.5591,509906699529608691712.0000,54275632884151872.0000,1090656280306606693568458260480.0000,5704365.9763,160587513.9141,1382332.9098
1094.1119,1010.6936,1268.7176,295271.7762,726237.5939,10462854872558464.0000,219815769052290416413963022373020994817453026820751360.0000,12242044345.3119,552056812047432112084887416387149669933961708979617792.0000,14389459912164583040038994403479664950576676864.0000,4451464307984246338438037504.0000,2218649716608929280.0000,9398060443003620.0000,31294352019062092410708868271231582863360.0000,29834963511468120806099679587229237248.0000,24349420230775587740150438946844704768.0000,2174379908821967555264512.0000,1140603681074662.0000,185658625643066231252266451468288.0000,89629892672383841468416.0000,1312548969838793.2500,517447935367.9608,189722897013285.1875,2575880270479841280.0000,6973334674008809.0000,1024486.0971,530921222.0315,2379007212.1250
