892.7252,922.8053,860.5393,909.4967,883.8956,896.3901,900.4054,919.2462,905.4255,890.8296,879.5472,905.6805,893.7276,890.7865,922.8320,876.8204,888.7903,916.9005,883.9140,921.6495,909.5969,838.9290,915.1553,923.5799,901.0306,882.4095,885.1499,904.1427,914.3386,882.0791,896.6169
909.6839,833.5873,1033.4996,874.3733,964.7493,919.6080,901.6197,836.3722,876.0470,918.3902,950.7592,872.2094,909.8575,919.3530,827.4061,959.1503,923.6842,845.1101,937.1860,837.5603,864.5240,1097.9992,851.7495,825.4660,887.6738,943.8771,934.7192,879.3868,849.0077,942.8334,898.5006
878.3564,1397.1792,1551.1317,1836.8232,1128.4105,1066.4171,1278.4187,1064.5772,1026.3937,951.7291,814.6963,957.0559,908.8809,1051.1760,1135.5363,818.2261,883.5732,1137.8399,896.9922,1133.0055,1039.7626,682.0656,1036.2306,1094.3856,1042.5797,871.5297,850.0689,958.7251,1041.9895,822.5311,898.5356
1443.4596,5383870.1559,11988791137855.7148,7907045.1652,78270681.5354,2970678.7637,130465406.8052,4305.8727,49983.8355,1046413.2020,6506.9596,1185.4399,18598.1311,72471.0436,38515.2300,14830.5568,63421.0635,50478.3961,42565.8331,107786.8029,191109.7515,1444085.9067,31473.3425,5956.1879,123023.5323,300325.4028,30531.0609,8753.9221,2891.9405,4623.0179,1650.6680
6876.8970,8341167592695478.0000,71815987831280792774448775168.0000,3010166902725592.5000,4761878336610425.0000,578426638.3426,440486559217433920.0000,1900418.5847,1384234021.8495,58356807101.4779,8553.4977,17798.5506,59054.8222,27859581155.8328,433218628.6645,4811898.6924,2123248.6590,29302119334.5821,829638026.6338,1394127.3040,646112577.1723,25234520695.3228,89663.6185,3715656.5927,2041675232.5307,366876841.4909,527875.8918,227033.0598,2806437.5250,11784.3302,6017.8924
24960.8249,53785839998045421568.0000,11751157129337826219544038002917376.0000,3162255228146069361949409280.0000,39864459136214912.0000,26078506635304.5000,9184284948943678210048.0000,103245648.8742,92575213747.8368,2537519038789.9189,4683.5701,417944.9946,2961347.8479,74600319302265936.0000,650124303800.7297,155417870.3633,1556443.9191,61469492199748.1172,462995487259.9022,5923884484.7140,14130423196.9645,169315378259.4495,116582.4649,121167644.9443,5259994474171.5693,2054198947.6858,50074.9925,597082.3058,992737571.7811,8056.0475,9752.5892
3853.6400,437416564924265141709786304452549419682807173922776689058759313427001058425095222777072426796950481749633093523734528.0000,10234025088878896173221610578381278898750123713145905569430394402026911914058618431770745372672.0000,635752516477284298369531030076150101758041643229290657980928722116221515424185153326072864021951433949973977948806198128023028069807498358249346683296509067264.0000,3771823031423398561516975167784049137159479817389884422803083965655070237729754925163118018918954337696834112454572459316729701429694954182110962138049688723297472418070659072.0000,48352599674988924124018871638960726329774514299463504968086200501610521765132412180854271289823167185048869050555629640147515094317581301434171954637216988266496.0000,3585370170247895367986478659920333355818240644809807140296190673234155946672432612449759327247649022181209018962638789314917433344.0000,10318727847575163211384056728298328147663422855577600.0000,18813024554629915751801543756549584887167278667887577923584.0000,10703189412517548645696668361165034439573504.0000,386483085222112064.0000,20768830072041826504671232.0000,50736943130504742167993703511646409054475610779185222793560064.0000,24819765075394425250108577705682840412377701439306809731406824734519344496640.0000,26239420276956103280865653796570631410820283605192130952293253120.0000,20280949185.8615,476294599315511347099529834922465036337152.0000,70974551326475675681028018914622948028753515857411440300525959712149078016.0000,488856684445755.4375,1388501078334002433103195259744677383233643916386821818732267128091381302806052904228524238374800041354244834162626852290560.0000,476346109044182290714587706117006032755336714742137486311424.0000,469290913976276663880032047759796095638944098549760.0000,575846649313210559370054802679187357058474333722463898981062568750498442400480945606798344192.0000,203339093353867039771842709306944353642693187284619749228544.0000,1263914085210842638533644064845818809095354532757504.0000,5727245074438565265918626554573045628928.0000,1431130725349512728331362758366435737600.0000,9678005309700827262819774917063792552078332002459744039663042560.0000,422349237674801358000146937406933465389072384.0000,9086891578143356928.0000,470136035655295107072.0000
539229902.8785,3951159217304320052398797951199172994976196732606730804423560054469258910245839075062838744601817260228608.0000,143864082964570651512370824022594286014488371532716620823528350446399025581574047476656951497551560795653595969051074499853915813505128880678264927372960268456543017242772635648.0000,275588464089984482696663597083395844832126215535997177971114258996748409267140335696565947258846940819973127299768267685516732489716785488471261184.0000,839467382409371989686920904175694124682766758399472335263831283498409847402088136260634151857074827505536995113535995298738840341379261851157187649184729500810807025417567303618365218156215276797741747929088.0000,10749323205585329065652148044998774379168179972471512620175386635828235205426158075865675833437705617459604393240623889235495257926354192088728364760248134946025874259125166892122112.0000,77647420861238712164308406998582916628570628960857471575694316069663283028025893581518128795702061750689995278650079079810457503465258959153135616.0000,82141127404019608752043319319455386239461767512064.0000,1625978455201995256197490245636857584542496606684004967060615164948643840.0000,157139757912433014200855622789920959839768792922901160439722256988876308480.0000,6905329238480381670399814725009408.0000,528743439638020489216.0000,67275036971331585755534614548105066005232818986161220249610243584443809792.0000,9558203915091848585112629612586019239344618810711750097615922796405167975563264.0000,7080669767744626305294362929735651699271843536253539632283648.0000,91942937757332557845757952.0000,4571050884362025259950761786596855221786928374184431883242176512.0000,99373727932047925500107443709220169485603045448537217178671688395937988739072.0000,820803467532100200463786776610209792.0000,8533510543425796084002296756300021637424702740526965566524156730840322358467913587209427436666430800172240531089517436731392.0000,46572842452399748936690412285891486599878350328530296044756065641303491215360.0000,184704472032348093203484075309443738337818200654541860222213428713940213408260053604603363884496362405888.0000,401482779948088517412306531873955745446672798485545835648066884696169083075939852444674240727220224.0000,2253969902037986230913527644755030875281235902510036680704.0000,23231522307759935512620482728841548784881427334321563865024991068160.0000,271480105457603319576518683313869071664144732387598691798050451419578761216.0000,518569484050248808465380916777113253634966812444870997704704.0000,2660891066985809661026862995149118283503513076982211595410966654746624.0000,1715412431200601264337444543911690240.0000,11235428504506286068469962188521472.0000,57274225974556670000365568.0000
768976.3871,38499081548038422307689303760626926974596146484655329318077157915159668021657552985746084724736.0000,872850569606644190304013153414979740973185689300972687535643189303797394905004817906687927278420558607946124085315482987528192.0000,93069255510361190475929388404553551404334904355694391243939143542859738914599402307403827507453848120657734956832885047296.0000,714831900161096768417170126114211603077416333208686770335351929666728899313115147119869510800087273481185650605809410727717616095482564368324187915899673118622921785344.0000,6994434391031728762509660664409751904454458543446120935622202768613801856951736377661786870991972994491166827907771045878095493039047271329562624.0000,395338850396575895941006252264152132990690426078524106188855396646146456564739879087678153548147566967628097839180021760.0000,4140158031685537149177656735982157824.0000,3176061110869224870359375215865647797033988088913723392.0000,13680278021519551632400358094133999477804939345920.0000,55653959865312796974514176.0000,3556845452847170.5000,1807107431159410469476219303150836092351880863638970433536.0000,21261723272292664207187057796837214136125788101276330422965949693952.0000,358237751941878290774569768073925874417664.0000,3494862869191517184.0000,759636309473614087627950053861062957105938432.0000,9741411031039735302409897291614762146832251385488997737299968.0000,91613003080205063946240.0000,15295992986584924568146032599610282635527294081084708487636425560021850080371442177898694228049920.0000,1013853237271270719487652699500144018671155177985146880.0000,2999852541588210194618210843908211957463448345363465385989299219517837372035170304.0000,35474834907536168677008129417336953202319750562055996568162808603053425426432.0000,19015003745318169603152599919759559571275776.0000,172348405808477314257873107074580459582128128.0000,875692423695800684220266606598999970221586907136.0000,848240950237634873240194490660922969104056320.0000,42061386987758660441138903991252891030675641478062014464.0000,34809992149037989808373520924672.0000,359760571545469023974064128.0000,332026060161593049088.0000
18748.7386,417628496083709982766474909974528.0000,5363617686099119897258981908822582036749418944656310272.0000,143330366365513310244767938456970347006656512.0000,1998627159240318542350835883204081124701261006446760254504960.0000,102054486157933188619888475455929953408715759500132352.0000,13439711552338070404952946596238822168802099200.0000,25503273182501.1992,606797153873917509632.0000,2154969913955009167360.0000,584157990860.1182,486054.5513,63033897003131487649792.0000,930784889882762714617479168.0000,329475329722319.3125,1181543397.5839,34302517118559887360.0000,46632806810555563114496.0000,76473332689933.2031,3417723814614519545337882928480256.0000,13307909398329871564800.0000,1387304398661293774950949742845100032.0000,7341710087924634272781041664.0000,574615234620441.5000,73954331802310464.0000,10803199402212021239808.0000,14051982337474392064.0000,623894336180823523328.0000,136317898180.7593,2109310578689.9841,850646137.7539
