839.0319,839.0720,838.9371,838.8086,839.0687,839.0240,839.0457,838.9891,839.0357,839.0246,838.9186,838.8882,838.6757,839.7070,838.0908,845.2738,828.0874,851.8963,829.5133,845.2211,816.0431,872.8053,851.7345,842.2013,834.3948,849.7099,823.7666,850.7434,835.3111,834.5782,833.3252,859.3938,830.9229,841.7971,831.4499,846.9150,828.4531,871.6013,823.7307,838.1234,836.0301,834.7253,840.7131,841.1224
838.9115,838.8002,839.1749,839.5331,838.8113,838.9337,838.8731,839.0310,838.9014,838.9321,839.2268,839.3133,839.9252,837.0813,841.5787,822.2098,885.0471,823.1750,878.8024,836.8747,959.9454,819.3068,862.7526,880.9174,853.8559,818.8690,930.0309,811.6622,859.9287,855.4769,869.6520,790.9530,877.3508,835.0241,866.3717,840.4282,893.3056,784.9850,906.1239,842.1915,847.9297,853.6315,836.5574,834.0352
839.0564,839.1353,838.8947,838.7345,839.2407,839.0610,839.0841,839.0188,839.0862,839.0644,838.8917,838.9575,839.8287,841.3609,837.8531,873.1193,1147.6881,1242.1942,927.3783,1786.0066,805.5538,1096.0025,878.6767,932.3761,843.1330,886.2196,875.5754,878.6375,841.5277,838.3899,891.8930,911.4365,865.1361,851.4291,835.7589,862.7633,825.2941,913.3534,832.3297,843.4821,834.3686,832.5969,842.9819,843.1414
838.3047,837.6767,840.6559,845.1170,840.3908,838.9897,838.1841,840.2197,838.9001,839.0428,842.0877,849.1359,890.4219,883.6070,1016.8560,2515.8598,1069534.5248,2801400.4404,101398.3726,1806166.1584,4496616.1998,672178216.5890,19230167.3755,57703231.8145,2272.2583,8426.6720,31228915.3075,7494.2381,28294.4015,7397.5363,490345.9327,4440.7507,73268.0114,4212.0225,7118.9927,87955.9944,220848.5850,532281.0361,213296.6558,1465.1694,1278.2066,3147.6615,2166.3400,1253.4219
834.4581,837.2927,854.6918,946.9418,951.1331,854.7156,835.5235,879.6074,858.1737,856.9346,890.5348,1042.7694,3460.8486,3526.3176,6428.0703,1912564.1771,14316482815024501283094528.0000,965263847314568015687712768.0000,1293131766951523584.0000,167487507739263901187159621632.0000,1557476365667154448613376.0000,22084732995089265771633704960.0000,26798789530857072754688.0000,4500172692142283336712192.0000,148731131.5057,219863438860600.9375,5707733603166986436608.0000,12963632261.1445,36976725144.7507,649376747.4295,13481886013434.2520,4572539254098.0879,1054233911652990.3750,5656203618.0628,30443302753.2360,25900056966219672.0000,1027353655207118848.0000,3839124200886406144.0000,49839469553841676288.0000,137364.5539,78823.9628,39843047.2017,896966.8941,29518.6569
851.1068,893.4369,836.3704,959.5717,1209.5993,902.4776,865.3952,937.8987,921.3360,903.9753,908.1977,1291.4698,12050.2615,43031.1531,21859.9631,1131933303417.8716,461242378801209900121715898318848.0000,220912769711165929394500268160955494227449832692663713792.0000,35001657566262379458550824960.0000,22914861686177125144178814337961087815921281634458155352064.0000,1419069295800070651150947962194915454091264000.0000,21493969514633397008590716117682608162264571233265422060344518981215419654733824.0000,132118097664069911279660170841872193571005865154681241600.0000,414735123912816693019260201757215765326528052532410935410688.0000,1283137733.7002,633576116258754462908153856.0000,38995852233954496267253513089031734472954200719360.0000,2862589439157164895633408.0000,63258562508300664963072.0000,417981785437507.3125,30014385220861870770961252352.0000,6649963134981728400283009024.0000,5637430154882944335872.0000,1105592309018401280.0000,60793755599285072.0000,1649868078306909103346308624846684160.0000,3198072926744737616875239113752576.0000,281650633479120846298527698888929627196257170620416.0000,2886227567595023964200350882268708864.0000,528220321.0762,21299595.6761,13174798667772.5820,637319726693.6899,469396614.1292
840.2359,1005.4979,1062.9202,1379.0864,1416.2215,1106.4050,865.6959,1037.9132,1059.7259,918.9241,1092.1933,2803.3359,228831.2657,25114061.6992,3272307097.3048,11071286890494123015405568.0000,3564417330001452397629943025904057189040265434071467196692733196046532492652726631461299432282509374847758562051950032355029395849423137078771712.0000,308681071448148801289719833699190389518878557317742156352536265795266450314776667862934745593675776.0000,1408842661431637177508648387818651511190923266319801212276619683331443556742532476403032548836436670650132486325135449821568506527744.0000,1821436567543693699533712556233202417865415682675649873475379945969734754128497736921193843252638575926945251328.0000,151699534080444151076044168103016537634252373602975643398899554344945843664217889094225706739601725863916458637137659919989520989745954016302152713606727956902839049297180261296070576640562604957059103323338657147807080224780315525120.0000,24692446566933122437443874921309303727864722441311365517281632471285145640844667297776864792743362251860159043148132159960095416102277494030044819167278153523908809828817023081653149430225462551908102540929343354659083615898872733075099300810194944.0000,163486129212786463510945370158133114689832938707441543643180030487903717281003460357186633537556777252216935124909145370413525757937819122494629773297876129914365426745661941503944598722226088700926793893534015929656041888740820617936592961536.0000,5744235731966556147213260582161299802974913760597700923284622559099332123956186272612676671167292218512898659882406338527884390507854608255589407228946760222172346476673595209387702702822190141010388327277264896.0000,9506880072500647835207205338316658667163868173697024.0000,5159484238377110121278984203911453704989512577169839135067325036653769454805928624502488580622526849950416896.0000,527916699172070345403403112001096192452645673612356715994131876232846089642988626815600050077450678022767708235627247327917325378603062644124128554040773394154921769536141770568625152134208913921802240.0000,3026176904334358958581627398360524170656333561617678813951611109376.0000,67473165042012115536911985792018795587085061869762514771887406908061420267659171338716225292386602844160.0000,86788052017440920532200455027412019637193429130827005163470848.0000,168407404889752621024092136750410156132435494111313400558645173004175230136929155060397034503255096175975598588780609536.0000,295982970172492308339542269012621193663130260110351762513321186555826412543556190073111183360.0000,13563634471951559902574593915522421984098535622336979146867166386736018353782361925545449077219584955434571145698629279270681618415616.0000,19318866592424289959032203257751639351008099298154758250946363392.0000,402109950852116728526592666799309214749952443792191432937907627693236453917701005377536.0000,66505570630562123865207004614248532589462393194783377046959989351267910759549828406400207778283039217570832202199281569629121927380104522420020996632593106468864.0000,13885259642214010053818247290467356465915012844606974424145167346788377128322777276231830734929551220519701840116575650701727931258688960060433185327718334464.0000,30642903626167822461978268095458629153140867392672769685066220761640320952851079548754327571801230866893583895340848242652600839653815394765398343462144501794710017419694390443507712.0000,217207203401867904996008041909820370306411322116849261435242852167965972059684111745027326984120164487321555552938240452469869554583285238873343170722136064.0000,379668341495043676803247898624.0000,57888195610923846556712960.0000,15720639109217171454891258192080849043998645629747200.0000,6728727459084347069272364947615154898394084861280256.0000,267151643098936743930992311402496.0000
860.8334,1013.9441,920.5362,961.0196,1140.2221,990.2349,883.9177,965.5487,1020.9491,898.2276,885.3689,1205.5474,5675.1602,29160307.0777,22392078.8026,483072052615919239168.0000,1483948827104640228149973013888399671266350343468295102005038284800.0000,345059886323008027951336005661645019025280334926534366653258490607728709980279447580442472632639490078593279280712993734656.0000,85203278144088390576324339904947417977225076092435626950450558550063407129069355008.0000,1757471522474368414349455866135396678249119471769500375958914334720.0000,44154175260919993135496332616794289868727165467371171828279958264450267950786138576426587422485417769188159827740190612141350776663210549096887024812513184467929459588012703744.0000,67440709316769113311871996082479489456065990468618941252769418088430584302989768276049589970129834414856643457341974057207345118087898433411220701005714960346671615683182827351334028785139485559077658775038982018242901682161276999144833024.0000,249162670521697257426343336096928809198740411672369803448385682076492414453475589403691307262532665876448015528998369184244572615894433315651715420859068700328091247682465250586892976970351184597407273056206848.0000,6211904584934304261674215139247973349149722056910282406705130763787453853651839613842436248364766040321899975605909382806346947541905880630681736504169182013241493869791393247230663879294976.0000,231338620475267020185042161762304.0000,150207273157871127798823192225778121808989426774403084282262893133238086234057736192.0000,72269887550195134840048534169029073139768621023187399986599891668162760515027648467843148189281944096882568588604219984315665039583803470637376765732278255173161961127936.0000,19432604137323803095022969578741856565397997710868389177010946048.0000,4223320538815360031369042777224197652082889932285809656596791952294426953710756167680.0000,2517982134244217461123927819143761085558435580861218816.0000,185814135510956449781818657118569972719349967669132353913890952052098994006170172701591371513856.0000,1473265827702744983965920874355473924669086242746976232252477149319146766336.0000,942786371003675818642147807526977520037694746722449775298068766335977451776071751426690252800.0000,25498589638103902983256443537019456318555498765684310016.0000,21158939961547811343236431650752358301060423458853430203777024.0000,1782765044791344600988005415832436897008817298739640035860178723165648873451416689517850163201835865035848788135769251825859457712128.0000,7697221472381250609374692730708157325180025887547237680587982750267465301328530069523511501230355639650075652965111126678306816.0000,887179994946105160718882852301144538568883376584870244476101562954972802234352964124853335126908880471487606719472648677674609175482854659958183764813653413543821705216.0000,1551170639847464917043910988430533301028558898608398685741962329358417899807437675147934291397860844113287945280600506630144.0000,21802609389859418144768.0000,12749795042659716300800.0000,40111504305976606567359027350378172267888640.0000,636064386351685998350524336722287033057280.0000,3069117349080040473398083584.0000
795.3438,752.0300,941.2937,1223.9479,814.5377,820.9456,778.6096,879.8634,806.7287,817.1908,988.7724,1141.5273,3883.9339,723.6051,16683.1753,8.7654,17040988657661052221499191003524487970816.0000,46041498540263596032.0000,2269310570284450860689585250238464.0000,74278972172141890164620263424.0000,643148421963097960984225876077596136929495757154804472834162688.0000,1329888191975627861555029297070080.0000,45355115517891328334973609625670836551680.0000,367305756231548471371065349428066475879432192.0000,1034855283932972.6250,7697074794316.5752,274573228229376351493594994681783577880353935613610688512.0000,349884.9572,10851118579040419183591424.0000,169596150991548832.0000,1471266802790498150871850970775552.0000,346.1891,191794693624918052484773425608392704.0000,5319231204.4848,99492182795621582766080.0000,11816582830053616997367808.0000,66723013033033610157834216613030658048.0000,1780438193235.7390,2050637590144447995740145781565527425024.0000,504397985.1470,511517680.5089,147981631622970.5938,17841091123.3629,2341094.2142
858.0318,889.9840,809.1498,761.6155,928.7125,864.9896,867.6240,848.3825,872.8967,861.6350,806.8205,839.6355,1309.0391,4486.7220,2222.0375,47760530.9310,11023704801333975323770880.0000,908193533427631184150528.0000,1101545629976268374016.0000,13043388083377370248442063880192.0000,355108179555693198263945418244096.0000,8695431322530119887959111845903216936466241290240.0000,380816360286822239191440378890435810906079232.0000,65314768379951069075486025956982784.0000,3632439202.4887,1452755379689237539454976.0000,30946010968951827099505655808.0000,5797985541547324.0000,1124450062285157888.0000,45004760662.6034,5825323731563637760.0000,5931149264332522294083584.0000,39310848054871126441984.0000,33689446596037.4453,41477787494122.9688,29510421570680912076302073200640.0000,4856729879919179434295296.0000,267034425850524664329611673052734596055040.0000,195010838048931059859456.0000,6181933.6231,150967.3035,1535342822.9559,76342050721.4588,62349137.0646
