974.0431,974.0323,977.9331,979.6232,963.3576,1010.0845,947.9112,979.6714,988.9647,966.8399,979.6595,980.8672,969.1856,966.5792,975.1003,968.3885,984.0209,974.1299,976.3257,974.8490,966.9151,990.5453,982.3140,964.9148,971.4841,983.1489,970.5415,966.6855,977.1280,980.5392,969.5290,971.7004
973.8802,973.9114,963.5526,967.4062,1023.8033,930.2632,1099.5725,977.1064,1020.6160,1047.4084,971.9718,983.2604,1006.2614,1016.9546,971.9636,1029.5355,980.4488,1012.4002,977.8954,975.9437,1000.0996,951.8853,974.3310,1021.6961,984.5517,956.5701,989.0124,995.9538,967.0241,960.8933,988.7758,980.7267
974.0764,974.0778,995.4890,1639.8011,2369.1712,2035.7182,1093.3673,1044.7296,1070.3832,1027.9502,1002.8474,989.5764,967.8756,1013.6225,1033.5681,1101.9054,1011.6798,985.6691,993.2781,978.9782,983.5673,1110.9360,1122.1009,974.7330,1032.1709,1007.9135,976.4522,982.6761,980.3032,993.8004,968.1496,970.0728
973.0584,976.1372,1612.6494,647456.6804,9758618.3185,3844063402.0499,110196231.0998,60162.6624,133494519.4531,12976164.9118,57333.4160,176128.3376,58083.7955,50288.3125,2572.4926,3037821.0703,440742.7961,382936.8926,24857.7096,5077.8663,8444.4181,360903.9764,942551.5777,91569.7666,6735.4127,12399.3815,6664.0255,2522.8009,1733.4733,5575.5092,2631.5564,1174.4548
967.8819,997.8230,422315.1397,6415947742370354692096.0000,5944812970542020609248703021056.0000,11831164661483282471580938715267072.0000,53643614318592002097152.0000,18065754573009784832.0000,16631188197041966015315968.0000,99956296599136012075008.0000,10758309052887.2109,738065683218141.7500,25100062040996.0977,1394962609792269824.0000,694787659.9202,318084820971823909305797574656.0000,5383916598036972.0000,1070413999272946434048.0000,1699110518.1157,72693356.6909,2023123333175.2256,26060084811928204.0000,163212356787236.8125,636936666268791.8750,98499710846.6984,97168237.1656,67334129.7978,69994863.9415,652809.2946,18236425.4247,507761.6557,8083.0181
990.6630,1081.8907,667117835.4759,8455275118331433299597926805954101248.0000,3009549576723542417876857992929907773802746478592.0000,125668264765974151398662024510654174721382774733061896558142816256.0000,2960596307262657739435805015510692642874292436992.0000,287088056197507656063635161088.0000,338872406270268058704170130614399635282681306787509005665408385024.0000,109945799869205373124011425222229097398300311552.0000,855838804883998237392367517696.0000,326763552404119631698886926096400384.0000,662661568316649721378635776.0000,3747943491161235187040256.0000,35815611911223.2656,333893942159364844725470967853059005472532603076608.0000,24190064334708357498635917328744710144.0000,1276874486778528024148427897630894795522048.0000,2165892268167549681664.0000,41188003891622488.0000,980806708065475328.0000,62794375414562804604856940110565686594502656.0000,106537181962273572577462277386225052658171904.0000,2399658296536344746262528.0000,205863692558923.3125,370702206912066115076096.0000,77991917087165.6875,60503867.1810,376961541801.2966,90194275996793257984.0000,10841724257.0157,77293.0536
982.8316,2534.9869,47341173507095478272.0000,20121298045187380495433747373296855887782053244707020092440074780672.0000,173823042093944385280712243639869660041235344601911313224964129584605822976.0000,12699621458221403037651402545604413489935322285414540772741934259060809198627494210864882415544795346544923330094503559452118667465259221290889913110337279052126486978690458173469233542125654344387357755709500869958245857718895367698539791784553218048.0000,56862721536329694201758559485659519224672596063806308485630026089974769408434852295427698408604042555890498930855157334661913760703128284751531315077290309265296636989063299072.0000,3686864126922567507715955843922711119156797689903535242287413465933821792658103451195856026938407014607133624465598646785659469249933246498678505472.0000,415638938503309298699255111406928631282864236676566311517095260357634402583743561166765705751301073227069617357742287714390106525572238109527380907755007632544299461274567435022103125156592462753755143528351088548057237336046669952782633800759335047650424957107707563737088.0000,120557728278227974567837110677093418578555595310376111423244607424770935120322616899136709842327262345510219842680372029880593589745055816667810105481072322641137176507598285350101365813455478722079490048.0000,97053002130656601882002056879484989948553216636066176012650106804925334495555024402314231634996301398016.0000,10030591934117792520638156165374677799701372752077506876993726012222719114471264198997076840303278340118821396868714863602438485431192891459130725707626831977381888.0000,2191550930400902584220053286630589688347314344950167356420182050776425226014289918117611350662155651552064526378164440831643250327552.0000,109222144739961310962813676423331058356870595535870591205852188901667292717811638883740147379842509776447779664509299674760389175199771413123005249748992.0000,1470307412965906710528.0000,6236492521291147326604229039688294169607066262384788428172709279633717126008052342618593297110602374000327712039462616514406474692581168340557794707735764721081660853009767949006413158326206464.0000,45763614681000814703034652537595009438499783200281210639237354074849684437705290986761003495921222954745417915795492842814207882925872124308352787000385498811435840608835351871488.0000,764302254518601605386145274249424480396162612255524067436474375605088013143513438693536807500295078716664494772772053676195673455640851945649703370394618437084097676430373288118474864718774272.0000,174335028523653062952910906892071050223437942754155960924660080025787495292900256685877316030562304.0000,12472953958067496768178842644792680129166217155141521777885184.0000,11667445614278919631472620609796022453228865794482856729569187168021324731777024.0000,403271431131066809390744314232243077191576762068759924249064398152909642159027862311466912978636162083983840440233375862312465858560.0000,63523020592046819586000052969420276158423387950433581109617849030492131889679991218823559254862998059771122064964770199648138690560.0000,295020720490295848439469542934996511888526910546239952482912054299705790956833709674950589755535531597468330357205714824737511037211745330850168832.0000,3496694529943505572720532913752912672484615650351480791394439659520.0000,1944120373337203943606973897418518677887418285496946292740523760848354836922499072.0000,26900489837075634668183671620147909951531057050594257382548908281954304.0000,18694078127703913639566116315716680417280.0000,958119935463770381313684507565995304419328.0000,1293189787610959975578570260404317440627792319338173313433466830848.0000,6213475363636572396754006301897032811572887552.0000,4285410328505732608.0000
1008.6121,1693.7586,194577863879.5541,33981105603358622637638830522368.0000,55794881617710064567441369280051431963914068866105344.0000,21574937755456679409448105037936415266354076197265521153964959122329577032466363555171479033697891188488153874310048213936721020799468149751124405153431552.0000,4206392013988533266537027073050425187331659894379920231117672612564870095699315027469714011578908825388252383821833523159407782661725640253176909932789760.0000,220408223508700178993392256331247932197434728860028828713309891288699976255473640708143796687147628578734080.0000,464150633662781511038844966378397738039278751725580571370889099683922544636137281698518912967540772997928619244013799744984766868680208265904672744790651945177080731696292228663690628500914780760685735350897887946604349742733507027795968.0000,74487670415468771612224189747435369734031432870966539765459617804426199079248033961980468123823529760679195795291984057349754724866195758739817689148480357367481966727236943872.0000,1734120989644544595709134029018732139426796768781466637410836376647853101220850070463068495675392.0000,10546502945727552438359479283004373791070510450829005848843268929912042342524419818975683375769661582698751999611941558367347846152192.0000,246679397423284327462977628823667151143377636486237225676437429083111181493042993991299135734538110500864.0000,373979637082042782867153184888491407586321700870289232127076809618626511743512251083281195819599870820352.0000,246060871743938199552.0000,7157574373770760188049912992334618423217580333825025619419602613191657748814335067170968374272373155296071862981783195901643215508397720376918727276850315264.0000,2181991421502095298659215119201605964817237471132485188260909164912258515973664535286122621267319774582586046756927058929854983987913344837071405056.0000,9784344959263306942370669297716106350494776378317778018890705092422623677741967261923675390470029166366448741196572182077190082312226814756553847115612160.0000,421582967334032883513859760723506925952934099120973901990182386945222568136671232.0000,783946165554434575669885122110495065500631584445825024.0000,320531023291971751832389072304051838765274995890496596869120.0000,529224960473247571911756995344136662662934936762206327713093688491438649814551345662085612889190729679807914509544231494746112.0000,5978287882480108036722946855765965250090943710933685813529830795287087838770818502276045621540208649986703332988682240.0000,680593755561476116058868995653231265217923752523964980354612097036224088428382342491051283061297865046360064.0000,27140769844057465970778683301953536.0000,131201178985758857901490246447762365160488515801102995260343738580336640.0000,2002117920743179619955249007706792036997599256987566080.0000,80566027431474053120.0000,41215942783215045087505709793280000.0000,17755317637963192606315711230862399138542122541236518649856.0000,427169653735631179899465086114201600.0000,274880554060590.2500
915.3145,969.3167,10909.5172,2401318634349558784.0000,10505270304013241883594704127875088384.0000,272366374127458395911225102475198464.0000,67275485872763812387821263698525996081462522293567221317763072.0000,145520801141248625737728.0000,556288218318659937318251500953830586578810961920.0000,473815647327896393029813988108134202486693036032.0000,5066463156351024128.0000,45601050415313182187981897728.0000,539895437800454714911556108288.0000,1842650641966643378942165826171568128.0000,2220541.8203,1326013053349515170540581910690660352.0000,2184326482406714122155421859840.0000,1987158571881601674448190246662176768.0000,110206210055538556928.0000,6513323810689.4082,53690776019453943808.0000,204272414558013390848.0000,52718257042562743285449752576.0000,1371773237193652929602989425891999744.0000,377289662764705344.0000,19480238754899.3086,2132029020917559552.0000,668588383048208.5000,9905843.5483,41193600824.9915,63452043616604.9922,6885348.5955
1000.0456,1028.1661,5444149.8344,4262204928264532480.0000,154295432961330184192.0000,189575345631984668125340988593226151993189323158509846528.0000,7380024484766541785595904.0000,6877637172006738299426177024.0000,3843183518410709284759713087177650193934860681216.0000,235775499677878022735659544870912.0000,76080250591655542784.0000,2228581703255805202379946590208.0000,32716386957802864640000.0000,468042222673088256464125952.0000,18040794.5609,80621229687297089745808012901089280.0000,6316879043768863354722608255860736.0000,13218715077597513536382434640134144.0000,1284318383536662016.0000,765765760273.3735,164915796489345.1875,18535930303289482094313472.0000,140335018594601216082182144.0000,1015191577014353723916288.0000,18744778535700.2969,126751723607146704.0000,18053997873897.0547,20974782.5400,4729717876.2405,60385785420417.9922,271543955.8055,31277.3224
