716.5494,716.6967,716.3905,717.7140,716.9884,717.5240,716.8202,717.7193,717.7192,717.8837,716.9722,717.9389,717.4106,719.8183,732.6914,739.3508,1321.1715,1442.0265,885.0221,2716.7994,104936.4631,2687256.2849,599464078.0798,1258961658.0730,2823787658.6085,1680803750.6528,7156.7678,530078.6729,5417331.4414,234240385.9789,613701703.0910,1137703889.2427,5156226652.2348,122135.5086,3942208.9011,9219.8426,40476084.4383,1053461.2218,15500.5007,57083.1616,7459.9051,28667.7100,6876.0871,3882.7395,6531.5428,1403.8519,1357.7570,1214.9714,2023.4318,14938.3050,4261.2422,2742.5510,1404.7970,1275.4220,982.9261,1117.8331
737.6994,731.2582,756.8675,692.6073,730.4239,697.1233,735.4805,687.2463,689.0240,691.8421,732.9181,702.9373,770.4104,796.5748,1058.7818,3570.9654,3288198.8823,101749593.6780,509266.6308,42242181605299.8203,37884313688007571457535861850112.0000,60732432553694781428877984029208373811478528.0000,9701889380131358942255215738008336655712256.0000,208837783996634119413414825725309670133607769892098303590400.0000,21699116717519027283481650626640754675524132527017033728.0000,10651204917010140140806105985747152530632388745223533429230357446656.0000,288986.2677,284900504709654341258579980028174426701824.0000,589473041825822080.0000,889459367531573821033689894990407577594903168886505472.0000,179014386961134136165927065444278047428013560967580352512.0000,381355713698681739454036941003829200770918811536871910810322034971639808.0000,2693352935340339623775482598392215933820891940665186476059653046272.0000,6907128259.9858,113533298216626961776640.0000,1282651863450275395437598337582179338294394880.0000,3632361851287566506806413760173112693882880.0000,11015793479397651420349722441809920.0000,18031590.0042,23815720949334096841722719598230741450752.0000,0.0144,25094611536195824766787453401956352.0000,39136.2562,717582846131.2902,158804339181530578944.0000,3581.6780,63443242.1707,130263.9627,134235541447360.9844,16270024280530200.0000,6856504799.4808,231573638846128.4062,6717857.8057,1052888.0949,69292725.5231,1280187.6860
701.5173,706.7025,714.4487,763.9729,760.2069,752.5423,726.5886,751.9558,776.5711,784.5407,731.3604,784.4235,929.6075,1491.7692,1772.3250,15492.8811,2689964174535.7646,427308988245220.3125,3456460791.6590,12431678658056121519518531600869490688.0000,14227120197470788155419253395486460770813713842176.0000,131394454769617758318588244575456335404250922681742406492224529031495680.0000,1483507894632031426028448636573807291405838469982353887190046474240.0000,179740868090262161358961278383538804428124945834198043738102562816.0000,364165383330307758798736159744728047108262537892059353958701800287587304210432.0000,923896784726424206973029935294984854901498623799751607154370247060396143804416.0000,365549954367837479810170372489216.0000,24918673521748053457985593060060583413406889690472635085844903886848.0000,30225747657540167148832099083453539175927104370477255501709620770035253380130172567552.0000,584487041737646986559769433009514367578870216590655464083714276272077567512543232.0000,931345385249597040072751686215578078821166128043289637843984449536.0000,8462935596941659196966427567832652503442777291012543808181814079426448390212523393024.0000,154677001184603515780934945095776129060188044835300779384211898375717274767371447380332442805752619208471279174045420890153823249000038400.0000,64413962872989493959630397612454714540032.0000,837413594247883849301290466492457831725436962600506500555992771592192.0000,13162642561377044480.0000,591038353110130047544619677151245358544343736852244492599517303614873420030606024940747660035014787072.0000,9092827728351113067988720462609758942121794032646908817249927168.0000,15555521128389781842412823937616890036224.0000,274963371623736117215363072.0000,24492638657515178455731349225472.0000,4077224397737180528640.0000,4073883368826814468995248291840.0000,145704071265969029120.0000,2316886305954618880.0000,3652984760470.9023,1554047793.8532,1088595562780.0344,20024738248302.8008,31090488765272951683464793423872.0000,3057040644859292545932328960.0000,2309249315099.1553,887661181877.7747,863716495841.5376,3575321.6382,22310677951.3412
698.3875,705.2756,728.5776,759.0291,746.1933,744.1627,742.8616,749.9024,752.3617,799.5999,768.6414,855.8880,932.4709,1144.5917,4137.0343,34381.5581,9769842843532390.0000,1703107309796644.5000,11933677153.1243,1767608572317782443984683008.0000,341242793203604004555190442736019608910902098074040685702227236487168.0000,22921772015502148991209046178112234484858176887973262486568337012733093721507335367782671281291264.0000,12762321822594159012449039152105358537148364438917588929908664692786984384206506790892766899332244600603939889327749086831251030016.0000,579721057509993583387771863023539857711080572836393990763345695129890096197709348231890264883597865828457482269556305204734299874525184.0000,35744688450868483580273334181751562145989405956126386693866302978269013589657748266550541582989470168285676857164546668367883619436280800175791145203269632.0000,21518194946519151271502819759257593940836226431815338661305161681959010207026237565035282898695639719086952473576348235703456559161467241082497531904.0000,10477806817630774135146024015499362304.0000,140975254825307129748938516834675744036567328283487107316274886288919756800.0000,6150007778992057830467179858345491035728519620928926624020735422374715369993022886767632991560317523302809600.0000,28082560465671671183166246713214973373728362701007451438744045392389762421597295966385768556592833892769928236718554156719807660032.0000,26270005991350276273930701527246450309749572934169268443607281390153861796557042504919347214800933786140552674827581954773894550904064372451569565696.0000,6553236307014086188674097095239248928255606756069800437493120354983221912914312546010231624342914754717785408668038518584614224331276288.0000,529234707817019332193259779327134600779445902404631916464589211794831239914836669585204350425316789681900543464624399553707382936941146068932751007986500470145050810930692096.0000,180339230196115937883504210931965829525889722077402392522861373372235776.0000,78071014156394473429828368009985884962320752317033005127371709525789305386505220229215333233197056.0000,2981492862199968212975616.0000,28150626410266382982451369907192712173330215594707777933293185002382094384381762288925179259114216040733266983701314535424.0000,2614758555009093601196686089808523941018928322247678820435430504431701144371200.0000,3356175773421622526771031634914070688608875970560.0000,2486002669899455470755194624994619178865016176640.0000,18481308443141217689841451831900623064793088.0000,59673584502352333557138016216103678010982400.0000,51521544467155558912017959846921895936.0000,2633720214422124484159571230720.0000,402546803344245428892059731755008.0000,451620700269618048.0000,30763167497515604.0000,365462560612092.3125,100663758958714945536.0000,46849653641976440542887077386773180973056.0000,135331221262869884334158108426240.0000,1442746484539729180098560.0000,41033580109594520.0000,104455110880574496.0000,995951435387.5778,33026347490293.3594
736.3538,731.2861,793.9952,707.6910,763.7963,704.5609,771.1517,691.8054,696.1694,740.7296,783.3113,796.2353,1076.9413,1011.3739,4015.0399,141312.9044,946811514637850.6250,114420699500501710929920.0000,50326956.2087,305623396753088064.0000,350081670719266752877053167861829332935711892149569863757133250560.0000,46985362484516489349559198727732210013973339370223431211977162096640.0000,30027765905148340290899144617669296758913316868988995163898829850839767589077367357306938269172623924779656725714906984084272054272.0000,109198692384520522755497235844151886333856212891250452022947932675146399832089021971697425656868900654234065273196211560995948122551091200.0000,211848990811903862018082570329551393394691454370849534301709244252074347009546361003773683460438141200718888462849896478604165854626045254153508911112813281280.0000,1998790493965739577264551956419408647510485018186899312199323299278851635415239196835551244429713372558614616718170811545752794131918328042031366475362923300142448640.0000,13425267733330286320535023386624.0000,654147368295205949763117011755927573040692520182390047643920010051584.0000,5259153084199415929461011052072161573055127205685663931033452544.0000,131368145484382105119970774242426766863675167156241683461073546348301943169658661806388697386066111930123347101936024071854717255613939712.0000,128013875279486237785693626998915156048209644590663651276021721448516414374798573048274602361233081019051498671793982603396188760643528424846492150713171312640.0000,488873914294424523681526983104000883977827653531816968063821547002624089673426964567696622777661612974073117545425682328837529650170032064557897060360935387935156780916958822400.0000,1114856122273476210148412366684476330255794489715584680708789006094749971801727282870397715575194442581239222026897183482052608.0000,18941639367504576850503120221964211046123044864.0000,80134082022327046817432354824256217031701398157854701823927777858550755619599603662579772044607488.0000,100535774953478676184677876440395861591102455170645364082924322245574656.0000,2111506947338849488826104187202958916753623146647108077729102310899105331454497087553536.0000,192137796789046096583474978458968640833640665877152189739540447213862966397320665009047470080.0000,12924857071807502600896512.0000,6942574509296548079505784538045414061496636105445469374706666236599782709556936704.0000,1648654614291.3093,872147809011720314227776246022806345189703601437848353613327362152202240.0000,385944443595570413568.0000,948678936061941812899610624.0000,24970208041342768495450249470087069842800640.0000,7509327214214.5830,19669261567683092480.0000,105902856710459.4844,6543438706503203671416900681728.0000,2129013682438861612766403532038784667353088.0000,94690619732681906192384.0000,40724229980464619939278431977472.0000,829281671008265600.0000,5110346043499.8896,4014894599207649.0000,309653675010200.6250
736.7765,731.8390,805.8352,706.9843,764.1315,703.1919,777.7355,690.9633,693.2901,742.6007,800.9334,818.1376,1026.4725,1185.7965,4910.3667,132634.9978,4095398069788046.0000,21268771989272825856.0000,83036128791.6548,2720661936750627712854392832.0000,423277745187047806942225430341428513070531899611594688657019717266731675240500297728.0000,58895148909063076948615896049207944974670481149478230573896098694786466597158238928517915499996561757175808.0000,23463702991838793295692508166994147502648332604761470872097203572033746689153335928954791434107479486630344351494281852132967551332959949684736.0000,11458334739863415058458089560299105460190205420419809645965902138781808110071985498116314210806519924254883263193929801994704875025171346291019614619825471338816995328.0000,4582513007645924408149800180285894706526452097449760193448046001674112708681104858629850900620367728091660232969987307844853002163900850140059507887308598508012343536289579008.0000,72903485964374276298232736007911542633872645147692789983217747068881948979528514870383507716015100160694601901697114326362128211345097597742759101462679997644750728335450591548701409280.0000,998797926019062472638464.0000,121385017061143408002432669206090687323629776502376566803016844510521927983505472541782179840.0000,44715347125443534346775176256316954173179037925715300917709632075747232317440.0000,14595226735146404083598466349427671866165723800703762215050232923464054028019705543127770543048448085526474778671778941867776737856376731902616272896.0000,4579207373610052443402582961212064714609422906703089243282960976906021218967719108791739919610998315235763186791987800678689962504802398027576953994170432292695328591087403008.0000,1162110074591428101886628130905978258451514317598915143290289227079115663933060325687070176982249761379866571370066959526382069375439464938700385336156911556518775387375007673480537702400.0000,279717634598408749187406941163387524715315215953944794563535813047755697738510605599822641826830735125965331480580544721093505168302633685974817827646155540179161777088696942592.0000,1217892172926445565773824038403754472333685918173725982720.0000,106504043772936273771434445186938609094264388755734166611970530893629546405489932606040452240506880.0000,293758706616995158596671925510183137607941254657481677420097019339341824.0000,33560050212512667291403378175486563522860308482839588908036496953020936615019499877975888256704760633535856902144.0000,282856279176518333744905279561116653744085666032162492447469642964927665696329388427051008.0000,2647750081966706577552751722496.0000,113282212724636935143136453837970807026131289876100052492991339275945823028810319134720.0000,5451695465612854272.0000,8456536819701719245282101415464018344318689101782658646703895254587284652032.0000,11173622934308967677952.0000,382531672522758114772448580730880.0000,39430347026673925253811142311996416111488794624.0000,18413292917940.3555,46035392069502492672.0000,39007581398637.8516,7365558782917126300728414961664.0000,1637373344182299430599372111057151019974656.0000,115469931773427016483733504.0000,11779334814544222493847229862772736.0000,1711357409385710080.0000,9415934345352430.0000,46728503380354232.0000,298961121314157.1250
714.3186,716.5099,768.3255,739.0689,758.8508,727.9533,765.9106,724.8038,727.5103,787.4430,791.4750,857.3471,1085.4176,1068.0719,5190.7564,144419.1430,98931097277933952.0000,15134865946610658967552.0000,1621020199.2152,306116218198031788408832.0000,167285857485306194453047108841544264537670369040340748617624225035498142302208.0000,53237497030093821337706136188368530274568740225983057504231904471432188649122866188368461430784.0000,16658985265326451909777968563468232821196202079171923178146600585675125572259662568024087872537181345165684757946657133900389307250202879394566335627264.0000,12462197458635747954351148943588630809557879078505083584444128849684096546344507116610954136173158162974284152727217929941887433184773954842295684247532339200.0000,111719163143908842394045508622655794104630196940079002955054023718804600204331278047481287044359947517223285272814991327624616765120521125791368020535562566475215736149488877699072.0000,9254854951002018191017186388339020489134001324877812277780956323835746451461022042006511647180734070934883858878770578262614092933780129863922558352731733789619093809707853283328.0000,51380244134344184483325753771916525568.0000,2283243089767566055615484514598702158073033067959930355951743866503168.0000,2250167060447140421307972173450865973064481952106328636518917807389259761813913048381915136.0000,24702868363737820409947709211892715977397124270136745859635104021684620891972197076703073282260821279389178920880704799153551049411368589526564864.0000,1289697210051662189438809737283623623573917658982569951084610878865373787232903412923530617161443111148891335995305514642302184923901972875361382668391602198938610793709568.0000,95984741855719870318533126317243645481630316325581240250968103062003997882183554803306195987717921346800545136980570101975602321706263498600751822539027400239176260167821587912213921792.0000,14474185511056090127644910211685613141170390680018091107952547879336902531737739130712213813335177144065217456831753807205697754799046438224689919344771072.0000,4234336197470818560118565643130214266100901195244831509089930847453184.0000,14493323582965194634042033267346499612525146164124571542313227675488876941894369135448567030314278190211235799300487249920.0000,60929536590894554617517035193165561254998179840.0000,35636269017858075985687282222342477880964183620845230916027108445297728372850522821532055113482371072.0000,36061745360347544104531661011747426034702824714311799080751619888183318984432599486003502732120424448.0000,341999498890254987296275468182880256.0000,2115204032780778873390133773995042937147469905050093999129961024813268992.0000,106528344482425585786005055602688.0000,86459335786405388232730275614241229403974366486101624814244462592.0000,5758740360869070572257521172480.0000,8745883708350287147296930922496.0000,1366820293774322833097217803497781172633600.0000,464318342798086784.0000,156390898838943793152.0000,98447389816475328.0000,132210472637540858361032998912.0000,62994665934470598654542194414186453410315763712.0000,69639933774788726351724544.0000,20182078840510227892292068311040.0000,329554316734695931904.0000,22063815696627388.0000,2219324280447014.0000,13606253639238226.0000
697.8417,704.3811,707.8286,751.5710,727.4672,741.0643,724.5994,748.7959,749.0792,775.8157,739.9336,801.7223,823.8813,870.4526,1859.7816,8168.3586,1341368861163.7075,10518293588718.8438,6368108.1173,16808485722261096.0000,107833869692531980368225279894174562128817553408.0000,33323623092542579390505892996646363883924062213417445187649536.0000,1567359735713036248764476648209995338263253411381631601832118474647674043025750104771140554210672640.0000,3282351593780624576211631609014016493983571590247045304099796431750222238151027854925526728704.0000,15578759491038638494731740357775535518688286215599823905611685718773971374500791413027143014458560009359826354176.0000,5081055501854799144539095249306405368521679255713729077135961681017694745472109249599704885620364026052608.0000,190615843850570665055353831424.0000,1655811026012454664260920300076854265426909069312.0000,1150072548826724875090456760953252024527278243220758827447147790031905540443996160.0000,162261795314005885741660563269591338031917594266493768525352108881730176329257235114547159760896.0000,135616858265566516413212155216296428996944023114204566889691651662064325192367634062014847860584184918573056.0000,15197567082026139017402965533959367786998042189714684570121789026266690108385464817878497755136.0000,54983100317018734580113048613237931782334891003447380699573785169638100747866941649326658956607011747701664883146752.0000,152770815143415981816814308292712612199217901005059391488.0000,318558801845695171600143644796866888661819948111864913123993036178046280794112.0000,223790568728.3049,501891129194053867357293721743503450169033688656225069643377988617247105893793792.0000,12371872731956469357026812107245513463593396578181282004992.0000,119100448347578650889268795805794304.0000,8136068066336191236291709370368.0000,71136991887330811413232155745058816.0000,100330298914350937873844273152.0000,453799991863384954370586050560.0000,18759609298520297701376.0000,44037292008607167021056.0000,299279904785134.1250,7005274372648.1895,678299375657.2032,107885899087432.8281,15547090609362029066511687090176.0000,24665119587083793465344.0000,293372653424602240.0000,11871360674552.5215,6010799052551.5625,731574696.6454,46818395544.5429
726.2879,723.4444,736.4731,706.3509,724.1316,708.2426,726.6981,703.5342,704.6327,707.2500,726.2681,713.7662,750.7251,764.0767,885.9685,1904.9999,325349.0228,126169473.7719,80053.2158,19298498632457.8164,83551358521377478242904047616.0000,719284017908119390259727270564004364288.0000,84301890863859745915196080052209128046592.0000,104660429466850975610667877815555480679480496750592.0000,20893965079792980096374965086144426449307842241363968.0000,409504418910574544124213025287447353016791385344311296.0000,35445396.2505,23272610649626959587311616.0000,5193974943566916.0000,800956886345323078573561664116150828531712.0000,81955774971783437355360872897124990998665758970478592.0000,9851673912252149686311607203772706506880627538598385260953600.0000,979217831790036023023255037026301380156654092288.0000,6247929716720186.0000,326207061060664656370479407300608.0000,1197907117535784953970688.0000,132844578081825295149958168576.0000,35633620490873250842014646272.0000,6577054.7552,165772412434884382423443832832.0000,3200.7080,85502722722421491672023040.0000,70535.3429,4320322032.0631,2248431179004591.5000,48413.8371,22799008.0660,323504.8932,462216363836.7537,6198128091176.7832,12204169.9429,524641494327.9601,12960138.1892,281447.8457,4247143.8987,520310.2144
705.4079,709.2324,705.7328,736.0787,719.5322,730.8651,716.4482,735.7492,736.0948,745.4672,722.5614,752.5562,750.5495,776.2523,1054.6559,2334.0891,145097005.3922,186760450.4890,47577.8617,41429175138.6719,170526223056096020398080.0000,173308684406810933107497037058801664.0000,1333849074982731999457117681630212875490351071172935811072.0000,19901483211282900543343773203844023803836291082092544.0000,12583721693301119458204541180369617954643076649097506049853751296.0000,44895405847849205788160730217283089975981773184252885229109248.0000,13155259708893206528.0000,1250745736142645851527084769280.0000,391523460288115027544274722469403647480717683720192.0000,129969398824277218626010622217994019846805298422371844096.0000,1640598964893068954126057388461011899716841731287094189359104.0000,267067296437524966030198074943170771918799947890591531008.0000,39431712709736024525816895843185530646417150358099530194940237709312.0000,157089930039583706922892564365312.0000,317826293063806088112138188219683751990394880.0000,2986983716.2389,155137825381239929902271777163194702810098696192.0000,14242450883307225015429114562261024768.0000,2661409106193903779840.0000,1550886527617269248.0000,1310355867581160882176.0000,85758272896590400.0000,20799738837788028928.0000,55351550095486.2578,62554391285626.0078,3181667869.9299,134450473.8765,116542743.3772,602629688.8098,359314532892940369920.0000,309995185301025.8750,48680600283.4632,256843614.9189,186434474.0200,758169.7364,19788063.8404
