838.7793,838.2013,836.1686,836.8391,839.6523,848.4131,846.4555,824.7370,841.9522,837.4643,830.2237,866.3605,826.5726,834.8377,830.8097,839.9202,847.8640,860.0073,833.3823,826.7333,851.5225,841.4361,865.2855,815.4886,840.0673,872.1466,794.4432,861.5123,842.8645,854.1726,828.8045,846.2114,829.8395,839.9981,842.7520,837.3851,838.3578,848.4126,844.9350,812.3777,871.8988,817.8026,842.3139,852.3040,845.1332,832.6624,836.3333,838.6525
839.6199,841.3769,847.4211,852.5282,846.4504,816.2466,840.8298,881.2108,849.1706,870.1057,895.3742,775.9990,895.7988,860.2989,881.4523,879.6459,875.7037,846.2234,872.3158,893.4150,855.7540,902.0115,779.7260,909.2407,871.5639,754.6395,1038.0078,820.1408,854.5180,804.4357,869.0313,819.9435,874.2500,849.3450,848.4020,849.9629,850.4994,814.3212,824.4833,923.7874,756.2189,910.0235,832.1213,808.1073,828.4419,864.2561,850.7212,841.7306
838.7447,842.4554,863.9274,1182.7015,1150.0692,878.2112,983.4492,851.6256,1635.1009,1264.3753,924.8289,1013.6097,914.7014,840.6302,863.8634,970.3909,862.2375,1127.7054,1094.3229,831.0507,981.6515,872.0010,936.2609,843.9832,867.1740,1014.6222,773.7918,916.7863,869.2689,868.8632,824.1797,855.9693,834.0449,849.2041,853.9751,851.6641,865.0270,873.4228,856.2187,798.0863,900.4979,805.1386,849.5021,882.5375,891.4274,830.0077,836.1659,838.7536
849.0441,1047.5391,2061.8820,4716101.4806,802056.0472,14441.5391,1897152.1422,68593.8494,18048144.1868,59273877.9095,8744492.5199,19802.3955,137545.2397,34391.0054,405671.0348,18013839.9138,21478812.8678,69658553.9038,131483.5217,133068.5440,14168686.3575,26711779.6109,25477.0234,5356.1700,1224205.5673,2627.5635,7157634.0341,4730591.2987,314888.4712,5267.8793,1688.2257,1103.7133,29133.3063,50762.0510,53220.8189,13560.4075,24643.1886,1525.5061,1927.5850,15320.7797,1209.2910,23946.2395,2210.9255,10907.6792,23581.5762,12100.7104,4968.8513,1862.8203
1087.3869,27482.8179,759816484.4941,460384810012509696.0000,4285593331824459650170880.0000,682285820.2608,349443972750607040.0000,1115285480061.4165,627633825125913916582073177473024.0000,977856384377251363606702279622656.0000,122588139213317977669632.0000,1848862259873781248.0000,6668700016716831744.0000,50226253258786.4688,338172975284862592.0000,321357028029829641928704.0000,3044058843331540658683904.0000,982414806397778401997881344.0000,9409194499394178687959040.0000,3370184261103036928.0000,2255502816272634875534018347008.0000,6320281707972310436067409920.0000,3551193492134.1895,1224763236185.3428,38165862217868271157248.0000,828364386.8080,18834377451866255374589886464.0000,130492100236786560.0000,72297640959675351040.0000,16834867.1907,5554430.2601,255386.8026,1994192781193.5540,218348023925.1927,610717948450551.6250,826071776.7363,1932431586.5412,4760670.8628,104729.5929,4118234301656.8774,124036.2376,87129099241.2792,56467483.4176,2698941797.1303,26159471598885.7344,37759357929.9037,287003150.1659,1274609.4548
1439.7529,904697.9884,229247997238.4305,62917375332308226550844081767138902147072.0000,12776731523491822210536876436207114911744.0000,161596850998918807552.0000,1953508933730682020069392191119394078720.0000,1374326799117724.7500,85284814168159285492247501486309305486026580647540488977514496.0000,8000498718553634723965812028257606905727389897823537942914662400.0000,398320674423691474548105046027187074137402575421440.0000,108354948024088140781310038726763719163904.0000,55076461800925085696.0000,9845045655126572626083840.0000,158779948224854213507201399521280.0000,33082128217415518420560994650091571902134946430220918711123968.0000,391776999121624445164546772770946434482211992987192262656.0000,6608575225469046401723885301859161141933154902408412182089016352126653169664.0000,3960484304486352652449745981396282409301835776.0000,97714035562353219200584284897280.0000,169533078191718410473532359465311660353589507245005358841724928.0000,3118636407140419627946259640715216525526635253424960590315520.0000,19202735796515978705969477084162031616.0000,7657575204.2868,474796598942503173565647748646238991702556672.0000,542695851619779450131972096.0000,145584259299790614025610816729321272508416.0000,8253951213787838671584848531665099617287171735552.0000,19080325311859185665962427817810167070720.0000,1059670438663846494208.0000,1601381.6135,190826229518.5488,444052213128918292496384.0000,127655723905199897516703744.0000,21724155410081236788529070080.0000,143261508081872289792.0000,3115508980756165165056.0000,387049115526813.5625,106352830290.0336,456574882820775.6250,354856554499123642368.0000,46451092298230808.0000,248613193286194.7500,138723233828332134989824.0000,248543830347696065537275592704.0000,84337809149087121408.0000,20329776527163500.0000,54874930038.8297
45343.9433,13595808352319.5938,1088256719571419774926716928.0000,13589615866585235306809536561218094639111863167107154301144939531052613993727234479514056493834413421887488.0000,5332960291604943727997596093668751689635779681864092131942936093095103541602320121856.0000,2222942504577688993190848093518289645166421628478816256.0000,33394059278676589088653429731370613533457986138607936271572144921363814588405040149399843385484408281690649580955051641021666045350281915132447496863744.0000,318123930741088555079302761454501888.0000,7299592684091333683271081002349743807324885695768063640844053798046036746671618297305814269952.0000,28404386883509225810188961464865937860434024627634827138106469692814845194007777916018749719658104042750785941977645236808567483714955528745900230038963664192267251926983128383488.0000,90426520941806474032789327319396419225626086428508436651247780321116322465096077607086884429763025661717469939848973481232196288479749664959780708011850569089024.0000,1998810891916046216125621829315703311852356779659019398455413300649064277429733108804449294872477696.0000,2923940214982695279892879952588400718847892042826215167289201391246875293115444075292429293763006929501265341178438558732936490406057576066482485928459663048704.0000,29365309033445019150471660387994245358040020363646173750251568594441276559098212835235902848289258602496.0000,4778093025928337433027897485436305987974989787987679783954079393436240859986801606755457276811609541532978932061909735835671986176.0000,359452081615708001856274091074336856238501224078729065711838837901562850924454584087238485273708378658308627574339467152328814018868360305489355044279937209700912149765423459894329653341457892769792.0000,12637311108702221743477691101480523766164172218456923081794755519979950409086464996066859691426712902421992014496278296333231860989528755825562107941423118437568904119384242125385432367581971299143440427667326925438760814848468319293130393552154525696.0000,34539167203527929362827473884111334300749546862367322628619429490565992014733547379369554727122184968215385692981140709336791031287114375072393045541225587062359965616215294629982302728805352586573425933445099607684540717438813206324027850752.0000,247428006358534768055085412257811593879071908583353046385409788591197599120109528104042546928100606798929229382406245701386240.0000,141746860314327307388076336446501435047676369596203672870690496578554034304230651982612314782085247942203919381125127723127338297964470730752.0000,342606883997959729630988916735056542197657895816906059221250926253861272418132637978726711119053349318375739362779165368300367121272935693930116733421429228473251965385865113349199461864826598524278385209042826958095794569216.0000,6957921023976539059377710383866428003352468279979680964776981161254447591513555873624223244667409309647271571985003600355143029944242294377201298008322152985260504696804799641555710299469518162233875985580802516890455022856310734498050185190340611397128164541988864.0000,4131260552053893786095500403486804257674047482024487201039427052643848506115768338908101210013696.0000,2216961127916897350002894647611883520.0000,9363910910757458682665350113760551767663636790008160277976198250721155514736794539566598157281968610804447347052566246844770431418347244826902983389357454512200059725227480575598517479800832.0000,6431250080683927797760.0000,62635912142295207657240818180670638790134215148647609271382475173641629485346120159104451707030263615162581898745612428751148337145244706633840402105267952827549023617099718550239996300903417354661200718324827818410553075581282292334893989888.0000,387334762073892518375553819538488097413870927545017138628087223533272543608372970767215613176862606741246951328200818859066631031595181121220577468960068439388220829272376611131185763905773199158759256074747904.0000,22627492238924935319295315989339229727357080048855891747277496527347964806205388029337845623531949880795518708879216780723737739515401906499869282949103341246781325312.0000,38299171420147965221610725148357869459128465955543227503433449162907345931550337269760.0000,1454709227559378750099354127049949184.0000,91780482367123978838867968.0000,753426799393506497879515067424860110434527783350068958617593582578541527781444205568732430336.0000,17567199062841507056445983295385833622275709529878601668071933049868547283815548049533299100495203625640368478879744.0000,2354142466101289512231624459883273387313149146225721347459835437790915509818976690474056756626423595310911582896213654744155143811599208024884098629632.0000,75279444774971669916667569722040540933500361412608077820741597775096133946703872.0000,82996688735630883317145792760342607503691847112476235035536834046469466565577736478029900465076390854656.0000,41162728937792680755200.0000,525008837081306810431362820313045128666572390400.0000,7402800704154647628704027568510086874422852955379224896125472886890046685184.0000,578601738184875712350577611118594936075543566614528.0000,11035052453092290047475683561936060626249593741603449901601074801642320219273014549005814701490176.0000,74134974237322152404276449915637285867951890553110528.0000,5494147034617478754481283602806695164512581092933804362495418171392.0000,2671942886965807739720711173921457259735671530957060583779950818539055318302720.0000,1838949492507096077032574936425580376443195790980426870050941884190151759446286910095360.0000,4190800849821033594762047152805281844767126772193733579684500733952.0000,176515870907197633513067347718653273817743360.0000
12379.9121,71925001839.5621,918216901012333.8750,2200740113159792801609806740440067316555629438763356127232.0000,194714523096223342171167860101393393966439122844383384961880752481360847218671616.0000,374246429315053376853790458922674020861310140416.0000,35947115994598719636104837902658256782343086333432892209061145966036005879852249006051494061377129477711875365422918900121600.0000,1880777700565669437574742016.0000,11249396662506061270777819530771600457011215216098211137783225547351975285847379311942554063238036566573056.0000,573130408265165228280424777980767534416269350960987784099972894352898483843812306557817248835395141073091097004267861160757083678020716199936.0000,2197263444830476661467076766115157345240063297502603414063411085388793585607584675606737061349087143869756318470531563541185009473311381016589369344.0000,459906561113418981563974095595684366775278995295794382277559885151980803525749883809298382848.0000,52229864720318829427748895151774772267464761639219868574166552358001641304967472110397474659069067264.0000,1488485795782188873924250077841797850662650811270743121123260463709670993302608936960.0000,184246541873419363616900066300165393377326258745769412713334251203441576721987505516308497587987209032046672749789184.0000,145388416629922931073540558939552552540817567116241809835532827814532695467720420959458177421107650445139745747805496890649988232731624782473786388319429281791523168847610773504.0000,119703036181156159229637305234198410790335176027365916194099323906832938315521582022418582060844563804071526899599945349705257579880461109418433864141920973387520855010017470043832598895719351294464287106064711680.0000,5014013654611914557775413901060286432000552347619482615868101748246720343625963831304757771743359890992101381375887027450502045273734711289723575752184576356171281188634015722134434797102444506865942671021681466534738788352.0000,233672718227239569579000549583641028755055504587186528966913450355435809266475158168903074841866343900979920896.0000,210740521771683870517652096986541926789311341654527870319646613249254311981767862340761341088857761718299661434880.0000,128256326739459348322397996999830220657146214941975155215998926081276149000815738596526072449362390430263259972071539283315371392939353929921187386506873744878584259387147406338124490467352992803859726336.0000,23824189007020168416192531245983302520423555338619556010777359400767204633754223724094211180957284057643532616876990615902947824905354279044597318818800074931393657533470308736543362350734003333084915335780436496950044393472.0000,290620941403249992412374950294773281921373985618343817290528586999803330895422854359543381466546176.0000,607731913786056.1250,1877392914083920788469412280410870968236329041963987581004934558694579307186386202095811016467707913519062839731953019045781838993471455501044839192809542848086016.0000,1464680314967220985538805760.0000,14914007042247104206944173881251210896209525478971469833866524270250612478236994102938237475743724159449375764817683608570492051868986147580526053522058529583327330289412210688.0000,81023600488475043456721411651027248239267126378296026224387537147602149783852021481706586365070408185414390825646582853379064623172496363031249627467094590013689565773631302131515392.0000,3289139029318896317852638360710485407764891482911581294634337028054322794072773923881693757229148170600308298340523702951090125628801323892736.0000,6671708845463484982659383227791753213309558945203339639231474474120380416.0000,99068444263341260537856.0000,1207061137988047619816947712.0000,23155171583994529321632778832232168460038258482332039869484507598603201611300864.0000,24095976482519563501941179443536164919463572611833474550805870329996793847616426299566265529794560.0000,3526453036045495109023002308753732006988272354457175637267787397107451738716737706945920826172205066191569761335246848.0000,9483954250061308505509379723065622988644842958610983471085581762560.0000,895052878316409557543562308935657752229862576896883399608608094228350771396608.0000,5653934176958324654731534794752.0000,4128092726132196272217858263633362944.0000,731804396275193905497125580174441165044119225181317103616.0000,71010589412996603677589668439011017411138541444579459072.0000,17845374032166213760913090371303612901295494666874096583141904145711104.0000,10043389906127888800646983790766094838398976.0000,18029692342376378078106069943703750187266813440099129472603106836480.0000,46625409674698372328363301142533189213180424432027295454635292012258000896.0000,300607955447811766230819245914722926781130872819324408593754114440036352.0000,79290230521899837236887042956383008556638685786422640640.0000,8803756885550771425812507313139875840.0000
1556.2732,507120.9035,612764873.1750,1048056057876001993275736064.0000,130072044625237136.0000,30492082.0317,386446877953870299212822872064.0000,309848640856383815680.0000,65146698389333437092724736.0000,3582274295344686720908001280.0000,54649352648463394559823929140361272754176.0000,0.0047,69361596796181965394565289029102647377920000.0000,448651841985216652509184.0000,2395814139260367276622041927647232.0000,41114281746611010222352398597722430504960.0000,64103847996207230611864611853006372186619904.0000,82965887878330138416016323053294190592.0000,105364588166884372842020864.0000,20893632044288935440333651524452352.0000,1021194231004495282332262989824.0000,75047286592533336693789884412541569290900265238528.0000,70.3124,427880176129051758956642304.0000,25156457984048627330016273097555968.0000,0.0000,502957384994917816664836415967473002362828943565664057728196263021271182380892160.0000,15680932562389045107463553024.0000,1735534005320314680344838144.0000,13931918.4823,8158718786930502.0000,5.5347,125750100440124663875502080.0000,887839219036539519500288.0000,4603706738082885282314584064.0000,55663301915763343360.0000,389734526866511301181440.0000,15.7007,11509952.3243,15313675049324352730224680157315072.0000,0.0000,1403153494025466568662791839910199296.0000,77295019.7726,5906882.6081,8022314208.1798,16223790430570919493632.0000,6172734954480445.0000,9342984986.3825
925.5128,6428.1465,1626353.3412,128308206872656445440.0000,125689206199325310976.0000,93342510495421.3281,3677546591839765312628064256.0000,239.6170,2155034841879443002097664.0000,7129428574153755306541591939776512.0000,247722360072364200296448.0000,128957592414316708954015531008.0000,315975018319401591945297920.0000,2434111720355011584.0000,120999111065192595456.0000,51610962085275128913948894560256.0000,949891305819180261640673627038088597759590400.0000,32221829841828356444204828062205533193502720.0000,13656523500611796817936384.0000,7954834695860710801408.0000,60062401241244260389363520651286714941177856.0000,7290706513411997252853803986935761622574039040.0000,1187764350841967979003904.0000,133.7841,18113360117378159844010299284783104.0000,269212254265596992.0000,10741160837126831683428941824.0000,1341972595568060011217775591440147600637952.0000,29245418965698701863855541190656.0000,273032777579276599296.0000,166589.1253,330563802.1109,50102236343143.5703,582855186207161778176.0000,36670301896082299628097110016.0000,67925039007395.6328,8393913618541365248.0000,522319039.3102,281486165882.6946,2630421.3794,83746244679827603456.0000,152378591034.3231,628543172857.0570,14853147982399994.0000,98195758826915808.0000,146418640758785.7188,820656735245.7310,1335432638.6649
