872.9584,706.2158,563.0750,2646.9506,3450.5894,4432587.5265,6334583.6655,16458167.8055,15019988.6312,121042592.0832,5740.1362,17880.5917,1497140.2932,8292.1783,32230.2465,61.9840,271216.7413,4183.0879,877.7099,1610.6349,14443.2441,7754.7849,625.0077,701.1062,4376.5150,44739.2463,2112.8603,8546.3294,3557.6749,1981.3631,1192.2872,1445.3927,5576.1613,3161.8957,877.3200,1120.7823
447.1583,8517.7584,46496289.1576,881343.6855,119719851665146114998272.0000,277578590102255270626644114670661406844840567107485696.0000,211366589256965743465912807584644276801651994570620356615054218555843256124440576.0000,297248230234720373204057193121967326017001354724271171056587019176213291281736707569945059474556686534044549120.0000,5269128483836466881961408026147930075055550487183250632822282845004735935259629152370688.0000,1092566839572540280495464472984503345233667194630796424663770868129744611602556480651264.0000,8942746350084382741321381862587888618747458838963376134055534433025036936996298181327364033201580955827961856.0000,76435385173726948491264.0000,211147369840743883439952256455810283871199826690698672569716456816640.0000,109103055595173222077587196337936541964619431016829014063936358162674795675648.0000,18935763075881924377241261220118396928.0000,58679211988250314685097487368192.0000,48242379306887275761182334205191782400.0000,450958767.5174,800510050128848092810531593022897972576256.0000,45056221061765215847716457807872.0000,5208185869390687068225536.0000,66686744428323889177494613605434429276160.0000,712236971391904.8750,101025.3101,48898692250864587898880.0000,1795571945199971620282937617999065846207351289586227609600.0000,10908654651861008239028076544.0000,28326947799250809716000158412881866522624.0000,13081448004100365533425466081280.0000,1338645806234788352.0000,24843.5062,74009507146699200.0000,4084242796462023490242871296.0000,22176472696177041946896998515490160640.0000,51478691575353614614396928.0000,19206478624097524.0000
2811.0771,11748.6073,31161969.5588,88528209926921184.0000,4458504048778153854572821938985500672.0000,293762374625727680667987982574859440001949109852239447512716043859262805711159033856.0000,6472284591027837458683117953273491374467532512072719906487714129767932820138102328956187344625748956004618201251125433204736.0000,259280996555856121168436639697392689135305475162337199290249520783947630142501971292470516390140142950726348255838429976465584904728623740657342212397694418342117376.0000,1438999644824150183078699996450175907718767964944661491993180545317819360583029771775073612132537653245986248360447909566823757585084667920384.0000,123023817063883892960379953909924125657180187206424451454909824885134705622767006760078014268429715332805195710187674485718984706177293610336986489312772096.0000,30229164361424310032026376958635968906122770116884581070921813874402899935414256821767798592674452099058924156616704.0000,233170645976272745527635138421215627697132142592.0000,67109083145692980747551373816741260334478934604465956524352935442413407979765504950719402456126855888022385197056.0000,1085390210921382038076897705834239258854968153777340300793248973090826535922852460962512896.0000,344985314851035304152296626588042002968893368604277282816655360.0000,164670020095225504.0000,4629781525402713343394891761306438392588589683910214799283362021848907776.0000,49459502540732286107648.0000,8965137657583899345943892607144631086350336.0000,540415340231260519954092864734951899136.0000,14208035334492294747443752679717082469761024.0000,17108535062608343177465747545026183532732001291500198559744.0000,6003212749823.5186,2630120.8857,401442790390819326028736964329472.0000,1772529434268269796434748504284663504273818925205981410171141312560833741514080256.0000,45455764557420831984990125721387008.0000,1182918218686793497072291042896856559330878982366947180544.0000,122932060887556399477366186698929547933384704.0000,9191967130916495622911557632.0000,4601815704.8347,65544067419496972996837376.0000,135914679246277127389366391732293328699392.0000,381130462168417044901916690293194032336353624064.0000,208765040112989761561243418624.0000,5863049710260614856704.0000
690.6983,5618.3924,5874294.3462,11102918574805.3711,2304997806542434048.0000,18181442864090252371699449670689844103418478592.0000,1140236076780655308094238169441223858774514206828276763449887104696320.0000,2705959194380347861223878114599724285880937914115004436289023317641580044075700096194978934172240113298277993998936481724140504510843780357811077120.0000,1088367024530431194942948284937388080582066361050936681857093580460346419937154660993788121649774592.0000,56477048918422009211087237504009434711695340914955863202990317912138930030603955823327228928998697112134301005317453243219968.0000,2806918286495779653768731878769481572819342968035195444982982277802071964292484530816283595989962567626282715852612667703296.0000,3663787361633029324800.0000,280352196551091258962221076775155331289614213015580167931718669888325062082356769193984.0000,137475193829998505678538122170702904946560897427540497579668086388763252790283730944.0000,323229626867093717977498519537805303063293439508480.0000,25316648681864303450912054940008448.0000,1161622978200476430480686186401273242156269568.0000,2076581424924.1826,488477835243404025225292897185067771625472.0000,524622327890129071827320832.0000,6442219829436070764445997939556352.0000,13235066202684090387013206744894080489595598798848.0000,4255356088722599182336.0000,66323441.1994,2869510402063213759454773248.0000,8134783222290787681179939009286295469839972964692393984.0000,1873506141760329309721365035807145984.0000,146950165980890928434348155954336927472316055552.0000,55835742618412806225831541558483091456.0000,160199990841253265408.0000,1076996.9495,2065941919325012099072.0000,1232912055734050354724685775634432.0000,6384133030754223685206403502315656863863323754496.0000,638773758220891875907651764224.0000,19788626636518600704.0000
1488.4019,8264.2321,43508714.2341,63392617252350.1797,13050591231936340330283008.0000,15168653287197522526816455884967200229212191638856871731772858879180800.0000,3735011733799266228708615079373853339590412647210352452502994140632882025647926825906781091706652047240405361532778577920.0000,395124515799602377986622345146729546966428959615915729297131056634192993947191236137558934894251050643947980053911737185185361168536120843638415391696312217114445667977314209730957357875200.0000,6015461437452439681020811115221288940417949015727976672552666562409467065626017470135340176471155587226965804211665745686234800401399174878425083329642496.0000,789427531709635489541727216930312289317861433046016280537115781515742935219489139945363672217254859795467054735970195348734281588911757641737812466834882052234886913112145920.0000,146831341306211605896004240424452240425436590663194690587116933636998394835098347760850233002660399225324363809281894847646329063578922345119613141674622976.0000,153894261540364814987079982588243650543616.0000,597584698445097888593622831019958923828587442704077100892820835987087945128524622270426057906358980391187422339601405889740800.0000,10567591340537460602090421557167684571538189910362107761204542855599789525828306632302565616584768256513069285376.0000,3371947625884893378841227788634982630709802123004804813029645160231731200.0000,614274967809656365273935733850112.0000,146532101293804829333950564665126194458687777345258647638245376.0000,22131859590434791424.0000,528042123117214777322770368156721171477394355537313792.0000,1951491230728754184265302059089662050304.0000,70264837172538896792630433863716457526957852065792.0000,22298438454834215862843973977112449715826335177729603009372844195840.0000,4031018417384143716352.0000,114336.0928,1158963452316704730386441946090245718016.0000,22489684902391552661403819141468281075415346373618133780075297723302220854124821348352.0000,134321972272982865593375946563388330652217638912.0000,4978340147553400880315028010724836806363120243283687582232240717824.0000,94390367426801410980718082645320967900238803107840.0000,211937502537510836597570928640.0000,1710038.5914,2586074909451348389023186944.0000,16574973030523178873813454194820869577669789876224.0000,42476007401971943994906724105370435923398817959311639446552576.0000,161976424176101018194447023114496770048.0000,282867721997990597773754368.0000
975.1971,6547.6821,2992932.4632,1551438510233.1897,18973098268134043648.0000,476199550462948168820624064120773919829181813751808.0000,213446226640199298888260758363704496309290261535131532972447862375652809675479440577918278683211071488.0000,688141817372448355607519628592455314115484099989043814375776965660147648929261838924905318902255318004741486158675653468114340242574199546607546264032957927047202368126976000.0000,1659498570002010908615046716577655471773912176491289272179292721883706021513536809329109606370845239886364748134085692982575497216.0000,80051770035502350423431164210390050114917338447745925895381840082744274717312320877898478369987287592709144749368639680267770844880361193152034828831424512.0000,548804223564147011488094098338440101525554384529605077341427459657318881421365142640099969748997007577938377448600653819493320278061771265146880.0000,12697631220245292260103909036523520.0000,127695259540678035106484561641207774682173281820211749967154923570977393925241473595742866403346302157694435328.0000,2610893907210004264652223966042279407071453436964074765739649937486258685761036738294849315594055974912.0000,108546398134191635636254352575959225472820411950803919921217536.0000,4669282395643755169752616349466624.0000,93984532414550222627639644908118801168476070003774903549952.0000,2715356046576457.0000,212888322468788100863103213474865043259783118848.0000,12282823866092323739487595428577280.0000,122132958309898034748317332667975228981248.0000,459619377408799850144048559018451683151261989711683342303232.0000,1195587199606610198528.0000,808782.8033,5208581509765709202982961152000.0000,397278045126194667063031252836874862275284520942994504932821024580271341568.0000,273354680525501060237332311101707493834752.0000,40984511368102521074819819425325226934946925002675386843136.0000,22486974166984970868987037162209169589007286272.0000,148472923579084221129424896.0000,198913.0541,39007603622312809980755968.0000,293104105559583640249923466240670228807680.0000,99032774305937521187354336116072888112296399902722752512.0000,154994780678575606775798701194477568.0000,572243856776311359930368.0000
858.8715,10761.2452,46982092.1887,185958354.8864,43296946524459676226027520.0000,30052372916139172425491256650538037910781075977621999714304.0000,28760934294672135048822493734519071965669783293454724390720830652264084883601742967141376301398491136.0000,9081938314461207000072745415750932117739330901946556348553045488555772038201113827032945860861888018087430493255054842899735033839606587981824.0000,97503038950890746452821073986533848822248653636888504879714251550450909155754869720898886910263132774759273108340736.0000,103220917396450960940355589908287744070118675494215421725492820966688218980988896561793845114039619730924055384689301520384.0000,12351396739645230478424897747020809589264428640971686653035597319703289275058873704227663337007973484443399821924876104499200.0000,111189504163004400317712360800256.0000,92112469839851782199561708770378250223921249998743778762120661817816492793151662501232902144.0000,381830842718916622812308794937956746246080388364903268934341078091976027396294649929793536.0000,5168137253433308705000525104542993997215794009735168.0000,9338961463736568787196968960.0000,371145625675881960861918650782237834726773746565120.0000,178029624382737.7812,1229514507004571869393132346861370914847588352.0000,917756478140104999276753979189493760.0000,79516870344008983289131346507595776.0000,7582287110701582457234034498285912210873687193157632.0000,28375853809167604.0000,502707.3106,72090173687058679279839608832.0000,3456245408745454358128086129412884287368081139504508924451181937295360.0000,38474961232662957368874633047048192.0000,836347969821033988998883651653926570205310730895360.0000,340122017023243587886537544544469123072.0000,114765283311571531988992.0000,225797.4716,1325282784980257210368.0000,5873898898229740901125928608648396800.0000,5981423478985168872042638939001175247058632704.0000,978766633109117216221070098432.0000,105323282439487537152.0000
438.3358,2026.5229,99507.6721,1628.9699,32589799653.8344,15943032374877394944.0000,4757071911744751557900045354944090341376.0000,4875066093839701441792271649224409762089056938410115072.0000,1003135039837551229560372133850251264.0000,5783311337127787032858746849268334592.0000,329454020621036608464555417352347378313480222789337088.0000,56968864994.3891,42780891295365531848918695936.0000,136953852680453655159469903272036270080.0000,341443295095608.7500,42618916128066191360.0000,606193955087926016.0000,5197.0283,120641433619895107584.0000,886920943454081.7500,39238224.1278,7800878103099368448.0000,871323718.2139,43331.5742,232638950.5931,128821706746845733765251072.0000,43464534779442.0938,1193436164557393152.0000,3208645077740559.5000,226198013.0439,826.6094,1755571990.0234,131465335240.9206,77023573888177856.0000,14427626370039.1758,361074133.4151
645.5141,2104.2986,189815.0336,129981.4747,24414782122382.7188,133775794873543223197634134016.0000,2110023902747668079608508808018768702309438059387551744.0000,2342502685053009590868773549795727188372516174701799969842821159347814400.0000,2121415120144545184321085101970943936357454013748215808.0000,2144142376716710368126782000117613803321598118714356531200.0000,880763106336723368892538902206520081811259788365590365305044992.0000,66070925129507360.0000,47121074735110025448469073146384556476071936.0000,11674805020739619825039274149742397008610590720.0000,258893366043645577265152.0000,26097844363644020.0000,6902825256035375942467584.0000,11008637.5936,114367996604906920214528.0000,1154736123100928512.0000,96038046145914.2812,16562310462800528811229184.0000,418250577.0404,4570.2838,13490659560029.2402,31484363790116514153224496868229120.0000,150437702855005696.0000,10649989298295374933393408.0000,172383420305140973568.0000,507703209485.9620,4504.9989,317621942692.3799,170416403977017920.0000,31435726906319817408512.0000,7138713285175555.0000,80512208883.0462
956.6896,1479.3553,24842.3229,26046571.0706,4167686679005.2524,931096822112328025489425825792.0000,289932969476600006191957303065647507328150525706240.0000,85593316333739486537630749454796510328026541190091396100879318501031936.0000,62244034141955378840817531220224507881474069058551808.0000,1315457971901776483103028071786528212324538035133099328667648.0000,1071379355516796752872901664342073307109736962850816.0000,2116215658518796032.0000,38605402589617667760797422161398923679236096.0000,1450033714531013423181830648465627021312.0000,412268163805455474229248.0000,2822679764969.2871,16540160269752609661293428736.0000,302297575.1842,5694678106127118336.0000,8768828964043375.0000,714834680448663.3750,247068044742461583523840.0000,229398275.0973,21872.6742,404189910309.4183,285883175057752201070883364667392.0000,2321669151139446.0000,274834190231611675508736.0000,15348122903147331584.0000,733173635615.7955,48945.3633,362347491509.7731,26557181327397204.0000,285086917683377864704.0000,49527891721335.9062,15271314139.9543
