1890.8575,1957504.5493,18004.8845,528710.8352,261986422105517184.0000,25156554926309272.0000,24485051398406232569540509696.0000,3067712857130556623162200406951712522240.0000,1981038479761.8774,34198554006394195968.0000,3375133648407002349568.0000,932153381175749466649484328960.0000,259779390777958.5938,3648683.7078,215062620425144736.0000,608377630347.0441,136593462.9654
17770.8914,663968.7320,896237.8991,167414154.2413,1049529895722531078342180864.0000,11145640218758842565702576106373120.0000,1214848084422294140152437559328985215854418136662016.0000,1880781340148300.7500,1917891347809468076690416386243543404493823317975198859264.0000,350524702134487424366241447031473176576.0000,5795321992614999400733997209557126417713574021867503616.0000,272118679127077479897792150631801512001536.0000,776739361118.3270,14275685327682492432384.0000,1846819159826584590622797880481995766846455808.0000,15948913994627.6113,63916099131.8889
5494.4327,157780.1889,685461.5623,7706066.1258,2667125464875506688.0000,129991965043669633859584.0000,412900438530028222716057786110705664.0000,8347470988524.0068,1212278003534724540288714987154501326161838080.0000,116586547457321384985982250461652058112.0000,5515280266520268171921482192063669364443840512.0000,1833471412240658158880240733781896734126899200.0000,68208583525288.0312,658928975033713792.0000,155466286816666008705832262802921205268480.0000,6852662777358.3350,171309214369.8726
2711.4868,47452.2749,516037.1384,8751526.0215,170907211035888526032896.0000,107354216817373034856609689345458176.0000,72257038525674733568.0000,3377326096470011529392029696.0000,201475850044500510054814098401051970020000661504.0000,270372575180854182309188085895855016357823359483904.0000,32137443742757933828313413963845210487763531500132296384726786113536.0000,34524928757539224316616157150863927556087791226722216574976.0000,10576519737420118.0000,306286337767384520065024.0000,2994200977478779141279087958052509779960798199700818755584.0000,287878842890.3322,13855535498534482.0000
2466.5116,54664.1657,405810.4457,326505.9518,780341203309760479232.0000,22091913922521534185051521024.0000,102601139471638454395031519232.0000,1827589718828442724597760.0000,218607242122359951551711150080.0000,56393248059027797769906905153536.0000,7451027415972995871336178744156646671367798784.0000,1398033660576490326288004968087552.0000,1051946320.5576,13125056605484860.0000,9761789655279420412850599976639660032.0000,11144637081.9604,75345201125.8717
1823.0405,1505.7861,9827.8971,3705.3590,261527.8386,143988560.1564,7344203390820997.0000,72.2091,86506128631822.4688,5275093.1480,5242726560070.9707,1554639433859.3228,6475.6730,11435757.7295,514681391.1250,137236.0930,6868.0026
5376.9210,31153.3651,4278509.0232,4928861.3887,1437533395492694784.0000,1620122431399182175241723994701824.0000,19029505227482384564224.0000,206136776272382592.0000,3291572388171386590358216349187561383625288400764928.0000,16639952623176665129305776138034763529552134144.0000,1134704189151199625837184763194395070128323266798831298965705588736.0000,49386418853080048555401886207619318164181607134031419277312.0000,42215112924879.4297,11253317125780435640516608.0000,4981277689153074349090705414762714072894426713228836864.0000,66835612936.0727,1188896890933319.5000
5650.8308,180843.9837,9582934.3199,237921252.2576,1073901854931305346411528192.0000,25177217042978783074993831929056231883276288.0000,1577901526593764633100848988160.0000,55717456491325422832839557120.0000,2894732581420334517540411992074738296035840147787601046637903872.0000,2817088419463900138162555692737280087355690381236331592193933312.0000,730909454861086761029705651439021737021509719095449049559759310969837607995112947712.0000,2060923820237708932304318549110778163809996114478575724310088111680913408.0000,30195074468613189632.0000,2049569145769441033472710803456.0000,737475669677980709612524677218975343716821930586825262443485934756298752.0000,233622634155262.0938,24112963147891597312.0000
4093.1754,114598.3101,2896545.2411,15662417.3133,6115360488328138752.0000,1995862722930110594583131924201472.0000,366978784233526720.0000,162460300550071493670731776.0000,44590154988386915747114902560980117968393028501504.0000,1118106098598537907722620563689096315461240205869056.0000,3902342903421594457731787772429422266727739241738288576338096044376064.0000,2082551854120319025833068914416110959081470722573273675555410018304.0000,337517308009419776.0000,5695755228674532296359936.0000,190184563777419351976761608784093786296383543533688565268480.0000,11729264378798.7734,73453925090536000.0000
5030.5725,226462.8737,14387079.1990,1669851.3369,1878749997498555957248.0000,5689698976876089119805776473089900544.0000,88470734033581690363662303232.0000,171583185876437028833966686208.0000,395251256298702850858314281769451374499594240.0000,675901856758890469234976305286382085374310612992.0000,62236990028205989455206262386037712346375784236619013021650691886678016.0000,8476594581899997983940761988157298547083295679943885910441984.0000,1142898393893659.7500,129105469131587747275866112.0000,2736103179692561574307241371973208812349158328374386491392.0000,2790645279080.1821,23300076979516172.0000
1948.7085,35711.2706,118146.3514,230783.0202,2606084988.4320,11527832758781902848.0000,157733509125884576.0000,147661716406563373056.0000,7063508567036961515823431680.0000,6174476167057389894730048864256.0000,36843118526128013051741719242715768553472.0000,1121072963911046881992291031538501259624448.0000,7067385100976.7080,767313210551504.0000,136879365168773284182680347495890944.0000,17294957805.8264,127262803399.1207
1305.6308,4271.0889,8082.4127,19734.6672,68750750.0973,155703175450.0011,819552872474.8379,7480861708.5246,9586431038816630784.0000,11087197511794108416.0000,193844721252550462930944.0000,1860770257399006344773632.0000,147893681.0687,1927259009.3862,1100160124753739382784.0000,7439942.9636,13289171.5952
1402.3667,3041.0841,9838.2971,15455.7917,832242028.0626,200632645983589.0938,335206199.2741,16787423494.9320,370418583809056505856.0000,180288245787603140608.0000,2832735987411133212057927680.0000,9315643106991172113924096.0000,24716606.5500,70153605291.2613,241594134097643756847104.0000,869606.3972,36133952.7210
1389.9120,6705.9350,6772.5377,12162.6824,6666885739.6902,6356089849.3132,829146036501763712.0000,23904735595.6662,5645925958172850.0000,1856175876283154.2500,10926477745888040.0000,201788295255885568.0000,26788962.8880,4188632.8215,1183040127833652.5000,14175480.6154,196513.9741
1277.0064,4662.4191,8312.5941,3054.3650,541393368.1054,383118836851.2568,704155037219132.5000,638562274494.0759,484379772.2490,124752392582.1525,3168230577543523840.0000,34806951364489420.0000,1660545.4580,85523652.2302,102867974797860.0469,1098919.7731,330658.6856
1038.4584,1184.9260,1280.9104,1369.0358,7175.7402,99100.5144,21514.9636,42963.4320,4116537.6240,5888995.3396,75686025.5936,88423290.1721,7912.4914,18749.3308,18301735.1419,3803.2419,5637.1251
1033.7503,1333.8220,1200.0696,1209.4915,24203.7848,39758.7643,5898361.2347,111536.1566,10651.9216,12587.9946,206704.3274,159610.1875,3794.7342,2407.5499,19274.7314,4586.0899,1706.4131
982.5888,1280.6672,1029.8805,1244.6877,19933.1117,48564.3966,37919.9601,197619.5444,339943.3417,1942082.8809,10867023.2884,6230590.1773,8229.1353,6587.4005,4377414.8791,3246.8275,4283.8843
1139.9476,1302.2864,1794.9414,1765.8088,7671.9181,270658.1686,28316059.8741,102670.2891,106680891.9082,12910169.6520,791746756.5766,4841626817.2292,14768.5513,69351.3288,65683931.8648,11097.0814,7964.4134
1065.0276,1775.5003,1970.8415,1842.4382,367906.8596,58434416.6325,67164650.0249,280321660.5047,55635503.6516,1284382858.1582,14332154994660.5957,1070240010003.4518,69798.1186,789347.2956,72146874535.5186,25272.4162,48402.3475
1217.3111,1724.1894,3387.5697,4097.4740,137945.5775,130742593.9519,146273392.6429,1063891.6552,19069885267645.9453,1865475422388.8550,4392549337790056.5000,7304004033812752.0000,350243.3044,10448504.1143,58734650924773.0625,92425.1477,175760.6913
