1036.7076,1033.0015,1039.0395,1036.5272,1028.7138,1037.6326,1068.6489,976.5134,1087.2520,1026.0911,1043.0802,1034.8089,1021.1385,1047.4097,1032.5003,1032.7552,1029.6091
1030.3306,1040.9144,1024.2524,1031.1892,1061.1736,1041.2041,980.8653,1232.0475,924.8166,1083.5819,1059.7879,1078.3241,1077.6705,1006.8165,1073.6446,1044.0622,1052.2699
1040.5429,1052.7305,1064.2725,1055.2775,1477.3125,1438.9036,4579.4477,1729.3946,1449.7140,1141.8953,1437.1243,1107.0691,1054.6464,1102.6143,1131.4927,1127.9428,1029.0244
1067.5499,1639.7026,1726.0662,1664.3374,711374.4283,1902669.8555,787762313.1484,602683349.5867,133245.1782,80106.6399,5276873.0022,11057202.2543,10955.2487,6952.4739,144370.0008,14873.4906,2667.9302
4778.3877,933367.9512,256299.9676,2551441.1606,36919387976646680117248.0000,571069198540793922453504.0000,55128256096653926940869738445515837174448128.0000,5877206566654012956776333312.0000,145741758204237724185001984.0000,132188587660675876126720.0000,115765374120961048051712.0000,14718796861845132017664.0000,683312691306.0803,909254438.1454,228630839402389766144.0000,18035788656747.6172,859823.6595
100154.1948,53040681.1691,16326211421330.1875,217259132.9163,5709735751816220306255734898688.0000,1708725836245402804228807828870516441088.0000,7719205264074005351521791749405022962751584592921007085435689605969239831740416.0000,132717893155721298373295210496.0000,19614861050807686070442035652695953127057288251572224.0000,8821943292859684747757832686276706304.0000,70187610630919626390821104686058209510233735168.0000,1812109606827609234455714940904555096937703814463488.0000,417043566760004864.0000,604213737260290277376.0000,116401219487509834903763025920.0000,293351152077729830010880.0000,1426249200.2153
194831.4457,17978877866.5862,4929776911947371.0000,15152747438004638842880.0000,261047905429982388949170303814653447248392454357103999716558033479244883867729920.0000,5092234356315668330616249761804388273515210751892529943960484248731033749677465281585022950545840027374954178263646208.0000,5247244288733892273624536669336421137334729766284456448173976359234815868067119104.0000,18144560279692863493088755788361081235197979332167267885945592272129844314112.0000,32570727056845793988659512558991084935147901315826993740991322957514173162111865544418666595848507363689914918670147662990091020457326707036476603332825897389522944.0000,130223805134447506251522513807688999466748300344327471180069624771780065286448873235121550534766202906352333803381177176016386143034740705782474455084171264.0000,4266371920687236830169946110308751710115843514863348513232469886903266419376555442194163994843549377653628835775437085540327494331636794856875711666769966361243317384272225375478809254337911287971840.0000,26433171777345880225863728237683588212954138546061039497529063722792703773830524640340651063471936124952764261887997252354342537381977171900528318295668844780725181421191168.0000,121679065631105032260481035700815972918099968.0000,192328092165481545613428418618326535801329436098816217148489631531008.0000,1932855547325333513087271514182616415873104290462106311731409553236067726885585801112081822279118833700384619740845446562897242844665431251284227829312595821606253246044700672.0000,877189939891658135062165300539555840.0000,61751607630097073828364675486776010983079936.0000
12650914.9514,2036299978787.3562,70109324476776280.0000,173509461360764896.0000,1232367818313639799073043069796352.0000,148723351683975313522943683917880817659051433299377458391719887241216.0000,1553293499235369422840390628204689651160726133903570733108690383844424843380205692476634026979711176933376.0000,13418751869535662182348756824346921413193263742976.0000,1045633457708492242032803456831423288977760890873840166452920471345700327696818894546088611253203322677693688364041593994808876072960.0000,2700633430603339037777162838076478622172398157006231922241042650771883927485886959383319284277998705019191296.0000,423885688948653377699184220822570525182229178530144826771348899894421644836991175254930945326161091769831006114732996887984302029118428078407680.0000,144396565183095287776014308791223090691022118124806046613586405396501093540878256686811643904056689345840435925402070519696363095173645045510229411232933811847168.0000,227699787469998162827773092490281637380096.0000,1875261530031596212844986245931472232717081077362982912.0000,662345856571823057504341905377474551883831873822603653773919052636928761165164827620526595450464970873867241101050914013184.0000,187462517882834791478062354805517451264.0000,2727949234650295393274718771478528.0000
463.2685,3310953.4130,9939.5954,19777.6410,29687324754434054368002048.0000,112784449158606000990455857152.0000,3337003507067623936.0000,25756786737686400529343289796913647707433408961705125783535616.0000,0.3760,327189750488357152429787289766330368.0000,106304314418577368271652614661137580202917888.0000,13330601107189661205064215542315876352.0000,1785211484513044480.0000,27082783094.8404,435229770630583371813061739711131811840.0000,4237136100143.5059,75236729826674.9844
6554.4407,7044.8155,685287.0829,1654995.6387,53040967792792936.0000,14326712493302504509931520.0000,48640369305911448617002016389988352.0000,47.5272,1186751292322243684150070632262874233214861312.0000,7039997029802430372629184512.0000,442255898617989939891298582336195551821824.0000,177621389481468977148078325760.0000,4069574.6140,803504400413250816.0000,390680659482661197726517907423232.0000,1007668527.8050,133474682.1234
