1053.2991,1055.1907,1057.0805,1068.9990,1055.1808,1020.5988,1064.5939,1082.1478,1039.1299,1049.8110,1057.7046,1067.2091,1037.6976,1060.0000,1047.3315
1052.2258,1047.2840,1042.9947,1100.0933,1083.7281,1203.2019,1063.2803,992.9868,1102.6794,1109.3023,1045.0178,1017.6003,1098.9376,1039.1002,1074.6057
1055.4407,1064.8759,1151.7472,1655.2401,1209.3068,1274.4516,1526.5742,1582.8864,1087.7984,1184.4313,1306.3212,1156.6938,1130.3412,1220.2658,1045.0399
1106.2631,1390.0149,223192.8548,558995538.6323,14996849.4794,15471469.3375,18158119.0344,240872.0556,86938.7901,1120757.0971,29292.1275,6835.5189,14031.6868,26427.4967,5726.2237
4144.9062,232498.2899,3028943380.9040,19530427607503766095254929540199563132928.0000,983592783005925246622498816.0000,1149080986925053094077574699196350464.0000,600413970230736918628824197890048.0000,41293542234238123300093952.0000,612065815579784.3750,239903413087310991851520.0000,17549644404821960.0000,1579334476636.4338,26104804350752.7188,5535698157573.1006,225359761.2182
109762.8561,1560981491.8316,513793838691534400.0000,2086383408389791972585049716532413453677474523471799856528359424.0000,25792761580612030977645075856114819125528321813290942464.0000,1031715282543785138818771101193575756327293026304.0000,360232674000538085961181580694825919750111038672650371072.0000,529895616822443612960470465354019891052544.0000,4431219287453358486454272.0000,1840041787188388125237070367031296.0000,2139279460636708532161347584.0000,7425208088821520337469440.0000,29149157824622604288.0000,19836167457511656394002316394496.0000,31102535675506.1289
59825145.8325,284465229378688352.0000,310152963005085624602937482801053696.0000,inf,17589574783592610134923592767439531309635388854184625595300716311518435506211501822538098913301713845783269292784989609327516165366068710002191484168120067464902962674162204672.0000,77749344967679042947403151723996543028767863589212631595876904165423329941821340493445335697450488894566401407788112963417566983360649994964765651206536056904131392868913000246084067719306525994838931313524736.0000,417150655865690007873863943808017300133251772086081069063680472735533779440943513366635993547790009403034259707503010116415114107409574579694044327073032139199080531786007936659255383860929631815923338617974624878592.0000,24268710246228777861099293001522749503380707781817270052480428842970311067001561720012741074615894542627262757477245077169328145451225269964648977793024.0000,43851477038693840945091168416187936860049642580895334143602638591048548352.0000,523833244713267906231972274236083507924627012425897175747371459812488258384448936015755823264853436928950963035361006173279436613289864553338058862163580042299622673671050141651080410643652649473842268526115553280.0000,6269802331556181603079705067520.0000,166337333834598977935524575936021633402761136801759363072.0000,1378806355446454391933362013161717235712.0000,1888996732773589784719845320184506685088937803776.0000,1911426629060966615257164430255605251733370394318993277073342690265923584.0000
35944599.9149,78047818787470896.0000,57796673408173573641601024.0000,244992262610517841442178576982756286313705570747540311868795116593245412158777645294782917422328680672240912591650830401748721440517261319712081338082471661886427855593546727313095908527170475926285564285128457025807712256.0000,2976512143182503579475543936182973853284338249923954989491422671250831652750236993069265746999054189782249830250666782101423204689267907607804692660224.0000,22806124993795198610864565916380357559640410863900462061745193147050251364023968140208377729927570764761972414612201593872800112550205517663351688687293054043815936.0000,126057827818850131290271474601323845395133868051864484023506812827450873296236546179158780232035120168483213597614829543036116626126129355302380600193368195072.0000,1556476710161565291517889972476714685692040282030551447398311581334162185872883475254356213760.0000,59530394821177246975241721841768451186949615227984646144872488090751467520.0000,11849804443322387364853726818807110862199934099543046599412087123570693377536964484909447790710481583688155740933503339773868930004170597576136982528.0000,196905933921987562303672536539693682679349248.0000,3364611914444524252699280725893043443822051196928.0000,3964928808394644030662639616.0000,2127274470033379349948162476258963861281906568666179174400.0000,4337434735454777813611656010387810040123700340919894016.0000
2040.9315,2983.2250,17849968.3340,209118188179081104193555757877594913318523691562172416.0000,123130746821853011352313921536.0000,499681364596550001220750439031539276153516613626232832.0000,13146951097286527985841596050440192.0000,17706237200813.7539,2883485174294448016996696064.0000,267194352035432231060851154035643326194167840768.0000,6171610095355.2314,17.5995,614588662864426368.0000,957950652130.8903,4550880190381047296.0000
4246.9531,448471.2946,2278869217.7197,21435271665832888879873736421092566143537595379284074037248.0000,1769177301733789177526630744064.0000,20218615895817573167548036284416.0000,47433234242492502466007371539900299833507840.0000,8480462056787071617301568863606931456.0000,6326248112.4162,217337593669776493637953537269456437248.0000,310978040007.2756,5708184460535016.0000,1821707.9533,170835793130.6931,4229026976181.8770
2773.9822,43193.0974,1650784.0144,65351492617251224607443124224.0000,13500662370620383442113658880.0000,633615032393440294840812122700569919881216.0000,2831174076442267273709756612608.0000,630740281030.2231,145624350903143989248.0000,3269478398463273074688.0000,45481514146188.4453,32044591.2942,22716462042479.0000,3990411821880.2871,87353561664.6108
18061.1466,11551985.7869,649363598937879.7500,58419458157022083921879272071900568748893525884633501969057625212184428544.0000,9377078389118911173632094304616037318918144.0000,4513222248410008818371501183526890329466313180708864.0000,893894800745165313410351753896637161377596260298519805427712.0000,1704247571513483948543819551037180566032089088.0000,30323852665339116.0000,13394259990732312818973034064915779743017860096589824.0000,952548902166645248.0000,28836423565640159232.0000,51130623522.3534,11019969821588860.0000,149317995598864448.0000
11340.6849,4326938.2421,18725425664.3942,3369216751047958715621329215309823255102833275184067820363307106172928.0000,71077986048023876247862212424661325687291904.0000,149187540953731146159207478671652639884366666751016960.0000,504881797270187223872169949829905574132162672134717440.0000,268125247236811294265866481345495040.0000,686125490967392550912.0000,1659093606768150426495168533347826750430373740544.0000,166692005328468.3438,56308424318478664.0000,279223415946.1291,64482181611074320.0000,401983938436893248.0000
11194.7885,2470240.5075,77134869237.4881,9550210857875838937834075928347710435993242924753579721312813244798271248722614049947332563173376.0000,1350668344961770758429530297029088139072596082822217728.0000,361616700985414577176694514520102980784353212555935617755165283581952.0000,14416255658097040248699848556381753981615683077135070754190131200.0000,6682731946029712797594322353525458953306112.0000,5066939695830413891856236544.0000,1386120273656050294730875586486672051370056095154499252118809959464960.0000,25238196949.1749,16048667183216852.0000,6477589768859.5859,1372803786747809.5000,6258537480794186828480512.0000
2794.7369,34467.3116,363936904.2909,294796001450150687019474614373634264652127141786490329154715648.0000,22319678977423383423484952576.0000,10217111278157429427200054130891512872960.0000,29150029283667435719370950322382568423424.0000,2091807769176096812590149140480.0000,593306399966156288.0000,652652275646829595076994040646493643646959616.0000,2988328503930.6904,16022144670.7681,4380535123.4875,1552531452822.7861,5635568786394485.0000
1320.4863,4632.1816,13085.0119,1168182409473163.2500,692518293047.1699,195945928.6786,395621853517.9532,5806821830.6145,833271.7766,16188115825.0565,3446461.1056,4780083.9394,1903.4044,16868822.8538,79335.1949
10286.6620,3393473.3191,151304608305.1542,14874590425568966315697589212391738830622558115613461336387345406295718986842564512546658713600.0000,1729106981596718800980617310430121915528275311774924800.0000,3439561528500632609735364903059930100185181732810637111721984.0000,18237470591883830268215178291808989680937311852070572642009088.0000,13068502172994725409759452880514602508484608.0000,296583696614085871657811968.0000,506386947595062278478429646056953751168282403982252190270861869056.0000,388427380142.9230,92000046440586448.0000,314625409.3671,494793728897757504.0000,222710938123635542458368.0000
38415.1422,80854913.1913,966612191263672.6250,3686724566483544300867414573776482611766049788492832191997564030007948120772803278256955381803484139234784072847507587072.0000,1055136031422995444973828446528373117602207289867241941951060048347136.0000,35612450041147192706830922394377379580727483464121271918799285221369518538955214028800.0000,8628436771568477135677599743886098528017923589789194863369448432615878322647203840.0000,11351541313938961409178167677349693159526706672660643840.0000,3603931416181764776602010411597824.0000,100348608300446630453757838731671914076829470508614417302063824089409218901024186564608.0000,5248059718834.3184,1780999991087698280448.0000,6742892356609022.0000,26369345329808285696.0000,1500609001804030293559857905664.0000
14594.6587,8316775.2640,160375314112.6546,6892757125717377834168790703867518425947415061491432334986490624174213066373718142672616068292280320.0000,3857883378232480972103015697343234334453121991669023670009856.0000,1983458541162702978428856444936071136576668969838995238805934068530675712.0000,1213867069975031861729022957666744421740564869871357221518991949824.0000,396605125205508107055964128597251857580032.0000,16459874165152984623299117973504.0000,180317136017862008690851882471564712579477768762330152663413031608254464.0000,773341982430.8260,137209488273405840.0000,576466909226.1670,19732669977292783616.0000,118987073857102624470335488.0000
8202.0774,1287400.0496,1337549538594.0083,19492678723681357937572746088468529289983052958773098509157386149509326425519011396272642850816.0000,41525867789651229594602870400418227288127056309825568768.0000,22232376469587414995892672226866553220860330971664472168279834624.0000,77946503619156018717850999385790772496462462708487089553408.0000,20452540020489623549414369009132812369920.0000,317667085271192012736895647744.0000,2187175699545468262022033993915121024635849194924175899668667252604928.0000,219233890955570.4062,70923318432740.5469,1375108896.1146,50633485131663351808.0000,5798934044255175202308096.0000
4002.0899,190785.3359,8282278.2393,54803593896713858118791045092059201484843400465572509515776.0000,346208274403023898468322726212922245120.0000,8496192333875481119405825026356882468092510208.0000,2098033423220891998075080547041812676608.0000,30242741251713473183744.0000,2097746637337477251072.0000,2124585042705699753231032360889870800912384.0000,12460551669.4504,124958281842.4439,1908134257.3013,74368108943908.7812,40999428172194384.0000
