765.2157,1689.2900,691.2772,487.2942,2113.5825,1947.4966,957.1826,432.2480,1115.4388,535.0541,530.4940,1981.7675,477.6777,738.7791,933.0798,608.1529,907.0817,968.1591,787.0940,701.9205,856.1018,749.1764,1003.3754,667.4650,520.8574
818.8960,1105.1879,32384.4426,40848.8916,4714.1423,17283.0295,19192.4099,7664.8505,1101.5956,2162.9158,2575.8189,366.5792,2219.6106,967.9222,702.3248,992.3835,817.1924,807.6544,1197.3923,943.3097,965.9756,931.2836,812.7478,1852.8795,2134.5289
967.9104,4134.0710,617999216.9082,1244215350.1047,287852.0001,66616839.2423,322034848.2901,13897370.8517,16410.7298,92205.6558,224767.1525,65.6406,122164.3118,2743.5888,729.9452,2125.8286,1661.7084,1643.8219,9085.8221,2410.0142,3730.3068,2487.2981,1754.2668,48955.1606,97461.2303
1432.3681,2416643216281.4307,2195183700369627648.0000,4579149413637.2861,3185245076934723584.0000,27232431702983820.0000,15029307620312.8828,8478880.1852,1487138.7591,2685826.7250,1198319.2209,5651081.1780,118667.9025,30314.6879,12064.6762,234.4356,78737.4834,244072.0531,493136.2849,5340.4575,132910.9087,13849.3350,528465.0956,25291075.1237,493128.0366
19364.7259,1223229164116499.7500,365783783164618098907071039668224.0000,78035243756971004658611912704.0000,1753450226328169873408.0000,5155642936315276002817212416.0000,352979527816242568789753856.0000,78763325046031664.0000,7591684204168.5840,15244552991.8368,12824136629030.8789,61255.5508,12917651652.9566,8184328.2544,165499.2454,5461.2928,653404.3011,1689479.7743,114878882.7895,401647.2189,12500115.9404,335384.0499,3539348.8977,33398492541.0527,18793869153.5490
2881910.0068,497804042480913487607273357312.0000,245040485971432927635170915843144374066647464233901490176.0000,213385712983355295442113103246698509059808857872662528.0000,348755451499897571624770180009731368023859878976534001745920.0000,116531207011540897018839721734289377688056022109184982998964768575894417571840.0000,1363451830539177231766855872402463022362904985970334497112777031680.0000,557820985547564650086543191093112995840.0000,15960946934270710217847322181632.0000,424861958956293619712.0000,667013376298503741898752.0000,2630752325348402176.0000,85771233283497181184.0000,32581590830232.4805,693666763195.5776,842.0070,199757491063205.2188,3525836724285272.5000,11820587925226473472.0000,10312464803.1250,72349577021717952.0000,370710565774.0317,63818316693456064.0000,26763530967340720062464.0000,58550054307725369344.0000
1754318477.2742,308421955435070820512621687650602122311079095697408.0000,119281528729625094783900867334354035448592838879319026136152346926195267426792689465744480207372288.0000,2501448439404852343368276125645961149265884710100255564497877053889071288226322060205423403933953875196028336957271761102826062741504.0000,2290236375038435599814818401195448330242256042847356701632041765043097480051891382749758027202560.0000,15406349796657029852826582632779443535157139971221232265050020441129177422092304705786933908583951830901058008468659943148050662877668944379904.0000,4045261183059415020019040427359512074457076450984145341874377581860130496816219463168929417236145420126662904214071147629641728.0000,165383202613136441916372161435180878705884017846026360565571870336556019352716718358134784.0000,3303905079809355583925601140253437451588075520.0000,669041965867415291413675097816511684952134221037568.0000,958052607113203146568873897804558605099606714112540672.0000,1064846181915399424.0000,10958599912853584935198959914388959486932833796096.0000,12495375871577748930560.0000,1178501457844085.0000,3047130.8152,63721753606420666098122752.0000,3338495828685142390783082496.0000,159932155116154553461583765172838727680.0000,34372379451312074752.0000,138134795226454850844547694460928.0000,284497281991055339683840.0000,360037199756407273018751975424.0000,37057282334074582882869600115050977627568502455926784.0000,266684393356033432876549333750818385474508627640320.0000
411109368179.7236,2800610819736215046825518043333884706698805564511921879822681828166205440.0000,5273604340018419759167499357642433427245936370337600584878330199581472885411963828428613840279812461962025452994899245819981390772436992.0000,563906984225062917832812401125207520902597795350016124928430933553041363211259049528328136504587348513455563907936679953176608755634891981889884995972743772286187563089151305923193651781808081613094912.0000,133231923005529976242259372845570325331399453574284980589755365747227195999484694078701430527406074014788279155333399376660428440642162733169369653019175799922323850626103395745792.0000,491536621662012931108137924768457555061442628145278495106444294208620330026543892030158463288943938018367610972715888116716121706697948079666283324984090531576773660125573147383924648240797522422564240060435287506944.0000,4727909930075334729722618987595313585711634287187451851986728660982694040344879421262889616393736852163143107250544180204238251423930299979534674282518719263987156442986267520136014117855734948172280044191744.0000,219959494642552052034249232488694543481620083569096368021916255530285999856946022651363765299413801820012672387159396576889600260071130470023168.0000,1620677511720097274535354771945212686102998575155773440.0000,12897668041540469019813399898282556662493013149964302619710941832852394224028861071360.0000,5342696804051396307283409792680589252400364465706481850618051765149227995365376.0000,209165492872851297306411008.0000,6446841203902301986906222812387799558306328705373444359344004529439131788378112.0000,337412964374150054554961444864.0000,5508346099469893632.0000,12825124299.1767,510741170209844693721795309693441046216704.0000,170082293585798238063318742258776123540334706688.0000,3777472921770149173811495338928700558414574997684311071781260623872.0000,881374454320052562988019744768.0000,346900938152296216527737070111031191884542637619806208.0000,45395865467408761868784779815592919040.0000,1195204156316567669998646384115982329662235394179072.0000,1094056825387478433309207269712972922904485706510414266329935657540964950638295764697088.0000,2082485875882589455410566466389866441870817870381110335005784670496812219666268160.0000
303873725.6468,5764147255344833020964894282714020063443981722894467072.0000,1117323889662838068226561989435011897351823939358073909864824832.0000,411698267264392064834672913090971055810263513918112582843119991129398013239325481287074489182045051520235173447834433341834200612864.0000,360022223223798764327267413941335199739745013894548651865504938024127191216060976162477851889168522301169613823505125033325956945219848815318663168.0000,335451477286320488314999088982118206291376362142990912956389084702176646497207089594948927887841735583548061981342445734236330618409123915516064105126107421868032.0000,52726835937981713175116601472852255286748630924592115374543635897324352354864469045857989730512740396823745619934367361241646586301615298940916231299311599616.0000,15642302685304387093763306171265394247375958017287786201412694380852811689927086553082722768650240.0000,66943786221263918442176650835857056115460145152.0000,202319946485246690800579655676340414821449848088292229120.0000,59762661391743133329190705900499077305989255397376.0000,119976011967491111429678859026432.0000,523806798439683820383909218597562294728342657564672.0000,10488068143180318720.0000,405412647902414592.0000,54990.2035,1206173117856175919559246786592768.0000,3469890638895596152057178134052601856.0000,637095572212346932524854828826208968107146346496.0000,134994602039450976256.0000,6287719256838038944687786654740336607232.0000,938387345791198894885961728.0000,3745222641709742745493055660011653431296.0000,55885588489595809683240038324202624629704693832567071178752.0000,31338936871410879131505817481163242993327584481116160.0000
5863004457.0904,22953579032902945210550779385756016259098286012816620191518672325443584.0000,1658426350285896373477670476577192908926225222616662833661380208596701840753575716344171946049536.0000,16235076154503819718673349936908780830931545636971446369933297938581893867473619666831821201449678525963728990316723870336639946064038301155622907956690944.0000,26791278455153721427894398122159598601457575175791795717832713442087211176143008102987278539103976007600846570494400960059502036159297372065079367441135874399584582023249920000.0000,19763901639097293094647254630863651727714732675783453226450823574436059662457868510160124218627365407126427266262867237520512600412318976818889793569455769888966828944857033010635591385088.0000,18648613767738771691524737106696648826481246724199549058328819363638554366719200622526934054533110742630211029005609853167172632106792848486122852476808011745299034631699869644881920.0000,5305584562822644444385757058162244443808849912313769731316028943616818665004150323594090340928177632622673920.0000,14385355259081119954141189637999724856084463653748736.0000,1169924716462334252695955108004981698767436695658237268658875269120.0000,15517437017049527618051519547468616198530049649431019520.0000,19641422086349567405501720894020677271552.0000,2502814331306150853555208897639052247684638090221185925120.0000,861986804578438086656.0000,4744961882075823104.0000,62973.2350,536733779649649828610116335094879748096.0000,114714358437160937973158783684928053429927936.0000,261850175664916335830384932434418086070338675919149858816.0000,246768782129936583360512.0000,48073085592786485675095917272647510721170505728.0000,36184706251434679509589902229504.0000,530839630932096185934834417829352210159387017216.0000,13498059607058970727312439867976314430695265821771802458823723535302656.0000,3188182498167300424140762218045616960054234105005631564939264.0000
