813.0446,811.1301,814.9440,815.2572,811.6549,811.6769,813.8078,815.0819,812.1700,814.1984,814.2121,810.4958,814.4663,813.1775,812.5213,813.6686,812.6260,812.4647,813.0831,813.2990,812.8115,813.1325,812.3792,813.6138,814.2462
812.7956,830.3066,829.9099,828.6963,853.6773,858.3297,844.1976,814.4013,821.6897,810.6340,809.9604,829.7771,808.0015,812.6855,816.3821,808.8755,816.6807,818.1048,815.7885,811.7218,816.3200,813.1353,818.9595,814.7094,809.7470
811.6410,2229.8380,5670.1308,5918.0113,6218.8088,17629.7353,5584.1094,1761.8682,1363.0001,1003.9729,1053.1588,1534.8161,891.8716,857.6146,939.4878,706.3997,1007.1558,1078.2367,1077.3649,811.2414,1040.4889,872.2665,1128.8793,1193.8848,971.2504
1596.4870,42028994.7322,188135001348057399296.0000,26764442193694.3867,139061217974002.2812,156254657632.2070,320606429116812.6250,2278408556.9952,105954.0464,37271487.5269,8157309.7154,542.0988,7320976.1521,21073.9691,1746.3027,3078.5661,13526.3955,33198.8939,725161.6424,15295.9033,65881.8670,15272.4440,52638.5033,38662178.7641,15058533.9992
4301.9191,437011212135855168.0000,1386403103871819434358792235137496697587615399936.0000,4377030060397356729751759224832.0000,773466438519292097105756160.0000,547790595734255471371104123495645184.0000,28037921436628195916434116706304.0000,1766083555219407616.0000,361386969732882112.0000,503242757789.6816,10994527349299014.0000,10543225.9242,132927095019.0131,1799567062.1821,10471811.0875,10462.5596,1749194.8648,6228662.6018,196579731.1383,4107633.5314,35050711.6300,1082162.9312,14498704.1999,5599821388072.2275,253907143113.5235
11171.6945,15438764076.6167,952039652535957718504768012288.0000,60798733802777951967349962056925184.0000,345859834735303441811335292351676416.0000,4590182583990666791035301616773234688.0000,74320253612369371467930336202785413620826112.0000,27582029811289302168061870080.0000,741386574280072.5000,617002879332153.3750,79179628416672688.0000,89263.0420,1609319449676453.0000,136540751.6368,1123409.4428,40596.2297,267838076.1550,1715863866.7096,9790082471150.9961,4031700.5067,43337036537.1105,53228312.4657,5122044367.0000,107434817387166.4219,312289911694855.5000
79443010.4965,16533401382132232237035739734547068791587678382842521506289811456.0000,61743505118474251547994413317705963351414100123621478231025562916586472915106722091844938823286714550714368.0000,1733158315382198229472154711273833926728144629385199173277754015650508643292642659668716357685219825407738647187050012428206080.0000,53292400312042041284147390193067271650833963465868788000595326675395458628822053129804184382063957086403254967861248.0000,158381421478871931670122206298292330727204842634743611270893965808040453046853241012642018020294653558459976676092603498148867507302015173279228757288885687956086456320.0000,243372674620420699793951935673445707436954897998442607388954330329992615683155530975370584471185073754608114106066543802799745177746298372096.0000,333571615598329507181643870913487678040980812262197754984847219387060924826507018240.0000,359388619378114469502678150565825332685126772872489589538816000.0000,23037496462006225691670820944837380813606617088.0000,2778313299050904314505665484898762666408300439928832.0000,2557030229942760695845288418075593408512.0000,8365242215371866065807578535026480520364032.0000,16078555474343387432222720.0000,44035324289051787264000.0000,192.0895,1516098831161256186280385970176.0000,633127590161380175167364058316800.0000,1547565761229397087654062293601163935744.0000,54961982297189728256.0000,217748316779537005673767778094415872.0000,785471423429473013334016.0000,193295731983457920103959144750383104.0000,2379765601063044605426769268435355098387855116861440.0000,56088030294594580301965814647024767738052608.0000
214418099784.0008,1219123578156956582697717741779439803490645264512864303259320320.0000,16106452800305228207017226840808832429113658858163455774513889449641183121341139756428880700420407429438101069470041379889842704577321762816.0000,258838699515885892854426915473217418409561497824015205707267748801512343046865816609408236649984682051028019155410884040316052040465492248555015609112135757827200007459194832456035207713422049280.0000,14735460066780781515339053179252251743852090310951988998260805751960790010783457670117033965768381148590654461416568378232301131556454400.0000,405112759758439280906670792536034398551079280046969210027648466241544834191936212942939047727127230679902739175291510297820538153660382340658153349602233358638114817495660828092120199856128.0000,1395252660310080807051199659263173391498681788702511645712885801461535343903210639100472734300473117541841650377777992002855837966770500803140712691913438859289325896846413662257152.0000,4258495759921999164815727813663204823479869169925150518860741850649226562326056570392668185895732482786678509987284377636392300770754560.0000,355872235949308973090680124683256033437733093376.0000,8454696630803761009305406304615110987995173152458789427410845407124626597740544.0000,336994337794515690039779951039518319299647265110724999477145862124187312642326528.0000,820323232688.9200,30679974529176138861471230962658546996083294341023571591877780592286110842880.0000,16241909195684876858895760359424.0000,27731424925773700.0000,738661275158.4556,109176970344102960168611277109723136.0000,78470004420332985310920327650739224576.0000,1589349031641413303840258916666615936183921919106784165888.0000,38837764001053995702285238272.0000,2762447532383025412462103243731979419391098880.0000,9026328609516967641041754140966912.0000,55519816116474370634569485510775435952128.0000,4829513245691093976552791561204911848698229779822619593242851177300784161226752.0000,519158393483756163171191340489415771979726176804695290523419311294539450286080.0000
4611223725.7638,58816162584158413531501121173192726105966378233245351790745794633128738816.0000,687409175918471773563639387105432592477229976572250311684901756720051709817246013347246235141929208817488314194112544768.0000,147930502524231843817491531366571174865121184798434338329762630505114429081301931567129233731506589485877119781592950699876377587602255707705871583945353265349333614592.0000,9951678149375294080120473012376596237939099354712170564433181065855070552217643702731951509000441083168743256825389233667422969307639369552642441216.0000,19493560627381130141116153126347298505836463079587124032685573234459883807025149012731373086540904737165492962956454457673419751120738515641453988308947522147382258905789344045813182258465310846746624.0000,7876421563089137780244326735294033886073490302731218971441383629257577579948979742090249680377357028200294661245845726032816209870575713132723354587536712550329933304430592.0000,218619120729597804971780780682229533516390711261586624930917047924387956730944370739984754713691641885017203919552512.0000,3383157836689875007398700759755470141569570514128601088.0000,24031012153068060116349263592880883716605623747595942074951143522304.0000,29346996031470091783198849334776395086164508486062758504320735379456.0000,22573608993765968716373413811191808.0000,173629384932850602025510192317909502047047981192594875964456960.0000,42793162836556942242073280512.0000,2800000618139859550208.0000,236724.7727,30860857614182586742725777369447006208.0000,284826949915869292820552265810312058372096.0000,3387317717373992784807677255398177259546587373886242816.0000,39794428450144948647362560.0000,6278936946375986029393911235284761688267554816.0000,87904442055586880998299052015616.0000,863774225064573423182077788191839523499409408.0000,398019376969679114589861026158388310105582085873614375034131758412988416.0000,20601889334663796570621004771729258703622253429518836476181217280.0000
7267977071.6354,1336125230694726985912436077153373672771001502596812985311648808960.0000,73956508027994269007538439480307898951951628123517941052452544100192002745827328000000.0000,33816799585458179763838719789368616235117091703720186973218778452690480859416201944709897562510726956949094185542815038570611599216556244262364229957282719846105088.0000,13290749323772945344938387351780872173161757511809670381024451777269606706798835191556326748578701470448644530262174497877259316268769614136107599209386634481552135815168.0000,1322781867119565951277545450538725217175754965035385115376387902376474843630048387842973480167654903100924108872594772044067802401224216473807108480850939462366098307221540266990597767306412032.0000,64922021539823824219682162756764336016364184133533089927327706815341290407425815479997287653905438753979623261097699502628879238901867144006525227628306048870785135521144586607144206336.0000,3057737520520292420071500486504786603363820411897301596515418033739448779775114802903286848208082774497027109347655680.0000,682752522718743675402809112900201097063556006981664768.0000,346196501132077403808034849137397212925943278594353476691887300542464.0000,30995986156629083813947055423766096166397329281002138331250688.0000,56096119750678884574704904592949248.0000,139648826382589658826936939970997723574801930857308504306221056.0000,152423296962510379286528.0000,13984752580893644800.0000,728725.3639,218362787272997329059707522796222414848.0000,11418604806186476311849534398394487934025728.0000,1063675373422334726067235560940733846046823623262570807296.0000,1519103853008002966618112.0000,148861534864734861493971451455236746811856125952.0000,146948862121938823831003053686784.0000,35906364333910553715158605740693084762781253632.0000,248129424481971391796551069946883277101572215892523876786279132734423040.0000,17249750474822785881968146582239210867334069001566304336057729024.0000
