852.9768,45723.1317,1205557.8972,351082.0003,151749.4583,196861.9854,81541.2932,5338.1348,8068.6038,7610.9126,818.9811,1451.2561,4235.4893,5726.1081,12639.6725,758.2391,3324.6545,13128.9146,1427.2752,79592.1301,11189.2787,1523.2606,19310.7706,8155.1773,7768.2775,3707.6448,2090.5572,4575.1269,2902.0989,871.0559,1165.2662
1625.7918,20971.9641,4284754881.9732,12811.5562,2607335.8580,18523.9700,318219.6028,215.3052,2140.1595,23273.0066,8277.3522,476.9339,2635.5944,14927.9132,494.1280,17961.1150,6794.5963,986.3477,16362.0744,333.8422,2850.6924,3288930.7323,417.3119,160.2373,4759.5092,35109.2500,7466.4100,917.3017,347.6706,5644.7741,1092.1603
6422.4188,200507772066620134232400557244416.0000,13748636161420028343292765828420923667827648364544.0000,172255497562299794584502272.0000,16814310787537166562576633524773715968.0000,1146052980932188669236463808806912.0000,19709923463982151351278728195866624.0000,707611045627228.0000,7502602015550750.0000,380898019828774016.0000,8039637.2100,504020.2626,218745547555728.5000,91520030081269184.0000,1670922095045514.2500,4982464.4070,1290167195105977.0000,512431328490742400.0000,102746735592.6844,2184470200745643474944.0000,15485451242565576704.0000,8572244323173513.0000,31045350110565625856.0000,116816227236196.5781,1041229084416107.1250,18302505399919736.0000,21100007360272.9258,164137030619670.9688,19267825902.7441,10881242.8746,2849963.2968
21258660.5562,10535680607951722575186118241984918843293696.0000,2271439019567707187578030031781265572038152968344550744171694206576938129600855146496.0000,18044896878626084697478621570561748906616383260340761592940554153500081630790967340564480.0000,1971890091761309299544529807235318778511699696815584166011026125211376901962593719990353920.0000,15288314336068398684935928199068587533843921182823410047878511797436576876724224.0000,237178223632489804907686934482739262965073386310077882826752.0000,47425498923366.3984,1179219341246698461593600.0000,134602668632831449031190878886035456.0000,227477009988305813504.0000,37215430007.4392,666399619459764622138577534312251392.0000,87679558268316270313099833559113410488540694839296.0000,7477173335507770537934848.0000,36957920998219447271424.0000,5927898934494209300536598986752.0000,23173812645218847031296.0000,334935513281839633530880.0000,1321097530033941707584334200593318410800706512486400.0000,38424712413469087715295232.0000,31342363069655208944756626196282263288903918169562896311531864064.0000,87216328602640067156743546313113600.0000,3788849786228364.0000,1164116723397387024961928526036992.0000,8417323799694738319313885363961856.0000,65121699657067039975014400.0000,92881068824165253864488960.0000,14465675238375.4727,6379769902555509760.0000,17840859378.7870
1183867037.1533,1450734202165979848817777167802880809052739364236622254077993863241771524914566657198205735156825491331197133396548191105495322691998314011820032.0000,113838342777171870416482433083390359394427388900224962542146767390584285082863919332178579727471460434137800520241780216929304383990171415609856980597328331408112060643278964911337315497230709650742411806025543843840.0000,390873246699555075642027009616468262895215362808597291216888210144833088489757368540166964474742587008711521467584259404564361752680441514789865553137006977714524272984064.0000,549313491774680691690879788518790600951018192278927294346156610999463541407619264638661308521648534089857952927646305778999804138327839124152646976284490809335706688456216525766970454385826989904333376180898967644786267544584687166913773568.0000,27835166292242244226919439615920747882373514121578608529346752761547871173974018624692460974630453321200732638683869644155164477676456064712455129683731819299592473245974150924608263394356573114987698294165051575107584.0000,1043272378628798981180592587171064900764204339743413549652412043483730546959865362955300829659083251075898441044744869770333087210510597140025633359000915657906958545783434554527186944.0000,83843855802313562251198585133546644627881872301669069297077855453184.0000,2341174347995571360839357968121105904515598382702309883693081613071975462362921152200533082112.0000,293471151555982179595248065472665157877837334012373170779407848195281689545012027798323200.0000,15821738331724962534240202164011008.0000,14911034149824489098051584.0000,358292125444198296347152472177376795364858188677752475435404673079535281916509442539520.0000,3904984645249300308612282806347068108637553871515080821864952143805264304215216399319040.0000,337596466648757359530468175397001105117421908376739560266682034066309025737211904.0000,11893899764107252334592.0000,30179742675881419601554822042389360054420247247017767570015317090344370176.0000,40512592308196750723324494208713621544011081494991392058926658625091193689458764926445929534444256886784.0000,58462519398826374849489852432238105329664.0000,26115734843076045511497876267970879592282537901582231816160561559520744012050418270082097069650698229017693647824056243828493309135612965655902978331115520.0000,628118057143935594588523851513549748336827399848939439957848892332007237922635189453809361874845696.0000,3684407770255700903690166613322227409748878098208311245839968746288233046473554073769281218726596706304.0000,32243729540903530548953362233218050692277473562565873800385792351797806965417143664439118423947121507830359778556694094675968.0000,10664614912186494628861840612946004983711084579530338885944471214886987889639424.0000,12017168243235777432770475495972920268764712606262775611558809322587953004713869312.0000,26398229959810694177826142816686127028013050915224672617166522633037230106241662976.0000,1841177960753244366298385967185203129325499843080466142403579569242112.0000,96585217208610915773785191523228698329104172096306721886008585720380931456643048144896.0000,659537553877825523180954924922375744112452769415168.0000,546978365996157235149602997227487232.0000,12581750949268415734173797449728.0000
39.3529,163529847298454836798190947742739858905699995703312384.0000,173306312580871989908728063197184.0000,3768352489121945994967740842365186740573291151360.0000,12219135555608610517308239485795164441950042237960192.0000,64294066384441641121907321886895467203407982362624.0000,696165879580296058656772637051213206200336789798912.0000,167855570890361927867339636736.0000,17417224384593562845887594496.0000,48554649477045904.0000,0.1100,69516460044.2889,1872190602742590464.0000,1456821058957691584512.0000,1739650374120647968176220405760.0000,0.0000,50314879648.8353,419032164415912188252224465354981638144.0000,67896.3826,35751530044838596480527279630046056351663128576.0000,255050301641300495903263555584.0000,0.0000,314443583254869799250475099546632323072.0000,5574605191210215276922057516908544.0000,302222482675225264128.0000,6529243816.7263,8163302251.3210,11848519421678644776402944.0000,7596903441082102608560128.0000,38.5314,548642139.9739
57774787.2194,11852307620137876097819457766797256687616.0000,70021483298873583092640459819492528996933467330775744292359878779451002121928952237486105662849024.0000,79690640114486195312344904223760922255773593266322439954530196254608424559645294592.0000,37410089194865754028703797835897368763352868443513565065471629766433605545021307628200006663814647834124390236160.0000,319332303273627857720704400305200673711047539799063857630013878660184174427484349121893734532775936.0000,291299313178652718593100409067385485082325050978002847683219963248640.0000,53282997771633.7578,1335152517204548609601255243776.0000,2079478951574449003728278626842410221568.0000,821481202359752925904896000.0000,200089547.1511,1227759573724070565670203804221024797458432.0000,2404861453392902885160167752579534438351766913286144.0000,222812601674070360064.0000,9354742256023861955919872.0000,60513036426391837056504491928964825088.0000,50556688725104215361323008.0000,189661941540594196152320.0000,65141423921732632792206472809575359336757125980323053568.0000,11746500752380123335974390333440.0000,66824795068760900974078551099416219891482721786609192908469007337497451627968200704.0000,5563262798156946335725597159459805548511232.0000,24162538972094868.0000,410407224908904752736496835887104.0000,1093558312696808852421438178187620676272128.0000,1971672515294804419017291135593742336.0000,408954537793411313691622427852800.0000,3373245888.6077,20008142296129214494015488.0000,47867538735394.6250
208925.1395,1386615556774461186741770555135088742091854588359475200.0000,279497471369882392792430650678385326508873642842819742835360403660743062240594893996032.0000,181231499930672463594026225476359469488648076710101273785355206656.0000,11561196812147756957826695265850001743937938551338433877291453377928412966240124928.0000,60163409159761543540327086372013803292681923449295677056413710981395281608704.0000,90327124948788396847446209287570297748255482532429083408387813670912.0000,601310960385108613129278849024.0000,7231736329641381479012870831294583406592.0000,137039436459642253847985370086296780800.0000,43170122676830.6641,9981492012236.1504,2846160002500795470212197515264.0000,107504054575655978433365311225856.0000,6553256537621411603108720517603917824.0000,102166550039.2876,4897425168564937349910233088.0000,781713148075177317264751702325236387020800.0000,47443615203298607104.0000,15649962878940067312167972904730779138599763755517968646144.0000,1690979667396013866298348920159187501056.0000,1270495444647997950995361431552.0000,19241804668187852471791558762379069820040642560.0000,2372862611720436000214195734839296.0000,429729702886720063851515803253539340288.0000,170689286351130145772718964867072.0000,29161207279388234210082816.0000,21378254977092637810604873089024.0000,1554488946253790183424.0000,3929762631171.5181,2528426712435.0610
58.5160,675102551344291160289321257890425259524358144.0000,19606126840854076066310041632768.0000,3289509662755940005057017410541183170520176132096.0000,279950794472349787240652028474780083148339021873152.0000,10259763076291849031555376935817976611878890052255744.0000,53682655696473431961020037946070447320727552.0000,1063095244776534757093670912.0000,54053866392403814480084992.0000,11312574664224643072.0000,10.5057,315405313288.6931,158720631170785247232.0000,46498406050082430976.0000,66894853411892541393444643274752.0000,0.0015,336828274368339.7500,4403440577398200023883401461235712.0000,15519.9431,3487399011318739493519923087978994481684841234432.0000,430516986767119796584277082112.0000,0.0012,374505328743756268453119800806723289088.0000,27852689495952273633641425272832.0000,1280626620160187564032.0000,7568007783935.7725,427777150429.9835,3142161516199233235976192.0000,962427877230877081600.0000,538.9384,307296739.0548
205318.0464,7503013472993833396469760.0000,470110528891342101242829098936098866851507683109149605888.0000,74634205520357108842877537162444294057885696.0000,123017809547739887310152589113959110591705354696376883180875022336.0000,843289959129986971874382321848728905289006976845479936.0000,192410119045586420541597983806895530442752.0000,98045159.6928,477477832318354816.0000,19375960036028002074624.0000,9592470020886318.0000,26539.9851,928236673624521631072256.0000,21031956982722319950536507392.0000,11270013424.2634,970738193496715.5000,3059302164345217613824.0000,40116834506323936.0000,46148288161355.7891,689367731849256130791098810368.0000,691019489985006592.0000,286241538948624547417688126339908680178987631116288.0000,1289995132309084844326912.0000,194654023.6823,62361394498202208.0000,2390093230626423338696704.0000,1874155758324900167680.0000,9851596783581667328.0000,10666083.9846,5536387317946120.0000,703772817.4966
