838.2273,840.1291,840.7556,839.1751,835.8455,844.3002,832.6810,843.4245,861.0806,830.7166,841.8557,828.5463,856.0396,818.2835,891.0156,810.6939,837.7273,846.3762,845.8194,842.3683,822.0347,852.2605,825.9547,846.9969,863.9369,802.8423,857.9459,821.8946,862.4705,830.1583,844.2286,829.6097,841.3018,837.7944,839.3634
841.1503,835.8828,834.2101,838.8312,853.8286,827.0036,914.0030,888.3925,807.1322,940.0804,871.9723,878.1657,798.0599,946.8814,745.5871,945.0045,848.0865,823.9024,835.8837,849.4837,889.5396,808.2767,884.9931,817.4811,792.6612,950.6334,788.8922,889.9808,779.8151,873.3365,827.8138,867.0319,832.8941,842.5587,838.1737
837.6495,841.4733,845.5692,846.3959,959.3728,916.9267,915.2480,910.6272,987.9977,847.5480,938.4606,872.0957,947.7434,809.1955,994.0011,845.6756,865.7065,894.7101,863.5818,873.9847,871.3637,876.0479,850.8919,855.3019,930.5127,802.0152,874.3878,813.5376,882.7696,826.3424,848.6899,823.7174,843.1360,836.8807,839.6523
856.5577,831.8805,905.2628,4354.3435,132567.6569,722902.2614,14039003.7961,4717972.7874,575805.5926,9804953.5266,3273601.8641,12544.5534,20819.3560,2114596.1062,1741517.7391,426746.7249,16137.4807,4409.9674,93278.9935,189464.5951,9167.9359,8695.4265,79931.4452,827.0808,26328.4524,5804.9654,617.6406,2750.9087,1789.7705,20304.6099,2657.4331,2020.0950,904.6938,958.3330,914.0790
977.6811,1105.4852,8191.9676,590140.1818,2070788808470426812416.0000,265625846878889.8438,572575669680483581558784.0000,67725269018290962154127360.0000,47840386977101162412507136.0000,2602765020691796425155631120384.0000,61088832230392111104.0000,5146155927858245.0000,191085142757.8614,112832265252443959328768.0000,283586393297193504.0000,360277666725254070272.0000,1728856934786.0664,12220242349780.4219,239243145298.7789,2452863933011.4146,7222835166736.7617,139963170.3372,13604212583635.6914,6120.2728,936562068662924544.0000,833879057864.7784,652.6607,1713725.6572,824744.2341,44587232862.0068,3552261.9955,444406.5831,3373.4953,5414.8832,3396.7197
628.7021,4347.1449,294699.2359,313764943.9768,8560182799809830870581248.0000,12161638186610937083692318720.0000,11544319977366631157144890327330391530143744.0000,745099938456488716967871016561296421351849984.0000,64541344721022730554510151077534566000890294143287296.0000,593228232144192811588973239251505247041906230551379968.0000,390023338514810036983277677938772803584.0000,5385487974020117504.0000,740876139013880015292913942528.0000,219036134745942453482735729687977263104.0000,125644299378782610544527904348048305929751487806802231296.0000,69083785120391556645979314398911528960.0000,98614525689184617691611136.0000,10046198716236883296256.0000,39736954745441545556070498304.0000,3886296121246068043874425634816.0000,1708319716202465.0000,2227605267865110315008.0000,582383454775742994317312.0000,39753280.4090,26685463278327926151054357326728391557120.0000,481934.1351,1736181752.2098,34776184.0627,35328375534393868288.0000,861905965898851549184.0000,561789183452944.3750,51714856.6368,1168516.0081,69611.4826,130595.0569
1064.4719,19757.8784,345829507.7522,15371744048466974720.0000,184389324051168089038838688193144576633850248663228187437668816192494898423733768159232.0000,1364349015172243569283064674489423625054723244032.0000,162265104678385243716799710721918237652642749503955201495273308134097604193592344968592922850156165615047843201607290453929719451588646135064135610520656606089389539531971579817279584711530584817859925416475566650261659824708240608388426028526782627446784.0000,18073446338813513414168835247498773661941086265952016751223760399201365843356854002573836395957297570440132941675204529873016058064488236075737358017338445317191694866963156215287117936017614806197615760838020393112170576021017765288617566770119229610565566682665374973952.0000,42276926411363715176038163918813331138525151043789607433180939035388191315838440157003139418181107280156710743854274012560571309865368508915076756387398719879185228567327625183232.0000,47871791409723799371717200486898146394265865887898705374404469875236199045067243640663417861645313667749940138413342342289196830627010242818327826751956084310524876362199601967171277232835275584525465474326123846608603755456193286394524284063593797037330505615191593767871812791690746505723904.0000,509722493511030031440359989218705733792576699481211618283388517163460890529650963499842456688497902971742184790744297303642112211400309678073752785329919401315459223758436391671731090051394024591909743785422991917056.0000,590115213088629607437662696010453903475459361379522854217332672085896939992531571563011207953900510279368704.0000,4598410460007769450802192823738051392929086170966206506453696512.0000,2483422502065657327982831640658518010058367098168701450627681832253293296981932687260939201487541780947895164572380853356008359961089285922738897666934188660484395150543412205347250564412929824124755588535891234127872.0000,728082067776757070988303330429899589225607051487437422172357163041812125101603978196819565391672328540692895083058891363575081311862958820161475833021493803688820186443379577517302709018317988177117184.0000,1766741247893598169067146665874592717121069750826412495092560349498249818330474432035864144250896232871325970693093198426413056952896865907507200.0000,12740372876794190063696596115164021974571783114148410909900364179620935761920.0000,564669030048457853241533702574125716882479234105604281582760003485086355766116352.0000,3000197173291030455835762396130506310110375340097047205818571409591228885468887176407826919878064612981738453102057959622443008.0000,1052642346400804498266374683875945881974829857387320823115492430654570872026543794747975771421746587231987296019691128932926398013295687991558144.0000,3065484406839101594327842581118976.0000,62686924951217490512870168061457559766794021922608647784350122317447168.0000,196560607057940246094763326531956777202365966308488490402708168007071721934815232.0000,110541113694521425920.0000,30706370741213420592237583888812615263084159792887523063860314363024600211986307133165585839185662185787134480840467519537288127044997611665787601749113044992.0000,1136487971245037431624807947710596000630342024167424.0000,7605112718138405814272.0000,30769495435919952971657375577399577542656.0000,27169338784928370704106667724110054456641386281793748992.0000,31605719427096883875101913337765070328022088185850683757740740875495030935088447496985716365197312.0000,1107008191400580591645241395613164807129520106245097359671296.0000,2432189515033000299159188618837581889536.0000,1405973944191151616.0000,29232692834697936.0000,3269054680266907.0000
516.3723,71258.2489,220411669.1808,8399080832809.5898,186266602003375490848458692311379807631031634639250784256.0000,30983686959170399510217735689164948660939653120.0000,64257224421205649024351178802097139664079776611044283748256425648704803878115183274932905800674066765726952671055326519335658663415049104976226326354812008777457139979622430562156806144.0000,878727239283604496339359153676563483635698425201354452849796322416470885991513723385336383703036001016129057675580440462983081025491058199801153153800540875227998447570112191684306564220608915731120128.0000,27991599190897987031632624037930911224488999516191850401986594331545775149080167615822302565603013046560647220925957969755264118970228947734698731442798592.0000,155764162382836357803213368093718471416929977634104172987917817885733629508694528018976061833728634162801288668073431119184843298677934022547541723362786973478433326528485602333781606635730285847588142417871317112836849664.0000,1646575261174436918494172134865353296311854544543119274303655476812798274496883881865370103948069437939224264579390828696577599749324665988368309932433946443776.0000,2227143195194344824293777227732254171795254052382102637178074716734226432.0000,21234817382100471786677006802905318136735203070274110339158114304.0000,17158083644710147134434210530940363659484436660323895843698586739503623738259827786878856501705677414861421879399976091608483025675188582363002910513988813701079105536.0000,137549777817602147001092902533223257860994872873201507079274222211586213377584568784167458898411602048794220944520657346590544025928138325670605090771578866104682188615413975342056652931072.0000,4203161941795732515328816395189869136981753786194832111135559949027429156212659950535484436942548182621871604236288.0000,2922108896422218655454091056661723341826300286897341521373788372992.0000,117659231618819204684747642798462675572180482551316602205241344.0000,1766696533903339860447067492784473536385647569289081051252800482208725928524711652196135219787390347915558912.0000,6611274419597035721616794319777653959888889133191093715658384180758181369444668951830997815342066983053825088159744.0000,3467515045050822516801536.0000,4793501780471668232282819446952059204499108211773635915743747899392.0000,4197738237841540651716163302682498457410415331751965613701892776629633024.0000,19862562870872018944.0000,6320761275343586996449069492821092207111534398672470056692114677942860145388788747300450451770189661833752448070984901325456670720.0000,71352160957860814848.0000,302510827934637308772352.0000,219044679218822244481368064.0000,102290438831725802819921432703477687746051598971285012480.0000,967765246991303920446925771415144110916211800785705719722632019569711576514560.0000,527537957313878613790404899984528647892831729352704.0000,10956581855992401755044315136.0000,10088211378997472.0000,16563595147485.4297,20642461794303.0156
3126.8324,223.7657,228.1734,1616437.6390,21492871281926100484096.0000,1729339.0683,1212857730561696993704652745723224106068647840143742798397440.0000,44117665068970579384781224284146723238486298691895296.0000,4892592494073.4492,2272673318097978965349740740508446435117398713833585628300705792.0000,7225458968385180995208306537176467863463002112.0000,192155761296149302156455837696.0000,844604.8962,27267069906437730328032617593155064800640512231152136749056.0000,2732205.8148,43883269758796439941764497105088247293397696512.0000,497237954152416.4375,13751929047.0102,35505879985037219201024.0000,561196909358490837129325707264.0000,5979692320467867140096.0000,13303423.6507,4760973024870867927272867758080.0000,0.3683,190040554630.1775,5683481573978871738797439793431538827264.0000,0.0000,36835340892026504740864.0000,0.0000,613047091571684049044897792.0000,1089135890.1286,20319727016772076.0000,3143.0235,465764.2110,26369.7543
493.1800,2481.1154,15400.8069,255991.8665,2302477363823074816.0000,29885049472757.2031,2140284914315829300739902669031289894469632.0000,1358564199507726510415746314337622570296374460416.0000,3266517710231919465955959388093693296640.0000,1013883660098077480217215929000182583141018370048.0000,1598094011623469100997196615617729265664.0000,1904345595497218560.0000,302011742434262976.0000,231085625385713014984488645558272.0000,10901801058563125890751893620082662330624034996224.0000,38692079515234704.0000,65359009198390.5625,8789737640469293056.0000,3965289405771235029155840.0000,8621648608407567108168220672.0000,2537.6687,119418962170075376.0000,41461364953.0673,100482355.7184,9043280521727334529567930046495064064.0000,3.1735,304981845984.5907,2012.2965,736841338367036032.0000,700577126213288.8750,21616576759847.5664,291644.7544,380593.9113,20736.9935,42359.5997
