813.0003,812.9982,812.9485,813.2836,812.9445,813.7984,810.2714,817.0244,812.0921,812.3778,813.1004,814.2963,813.6065,813.7369,812.5541,812.2562,813.7552,813.1164,813.0728,813.0998,813.2038,813.3259,813.1467,812.7902,812.8222,812.8494,812.9219,813.1345,813.0344,812.9494,813.0559,813.1733
812.9982,813.0114,813.3305,811.6939,818.3741,810.6266,867.0705,830.2153,860.0704,853.7928,842.1102,823.6269,817.3193,809.5567,816.6813,825.9932,814.3166,814.0275,814.7307,814.8216,813.3285,811.6112,812.9723,815.0524,814.6238,814.6558,814.8801,813.2908,813.5034,814.1756,813.6622,812.4633
812.9485,813.3305,822.8557,801.5414,1337.5855,889.9671,30383.3822,10505.0078,27925.4996,11675.3433,4649.8359,2191.8757,1434.9676,781.8900,977.4981,1975.0139,1178.2779,940.7754,987.6276,1012.8453,911.7331,808.5560,862.3768,916.5682,889.3521,905.6266,953.2761,884.1989,868.1252,896.5642,889.4695,827.5660
813.2836,811.6939,801.5414,126267.6960,305508518.0016,10976237.3602,107601200016442.4531,716286591489604096.0000,324934621596622.1250,321757327509.4626,9514696136611.0059,500337968583.4825,33456124.3103,21509.4610,8924.2021,69323510.4707,29763614.5906,73450.1894,145833.2429,137139.8829,65686.4264,15154.9387,13486.9470,6607.8481,3287.7347,6339.1494,32068.2022,27910.0632,9311.1595,11648.8564,21933.7905,7062.6436
812.9445,818.3741,1337.5855,305508518.0016,83784251818605322338008301568.0000,102091811920139984.0000,240042874923376934830692517406505253846438202575851568895098880.0000,47064416282333139711211262065663138594816.0000,15614150671699048921783034648986091371102208.0000,34541300144652890884626448384.0000,3806032989534400957386850304.0000,3154393226536525.0000,77369795184850.0781,60464477.5251,147139.6022,27598346520794.3242,1818101165.1615,1322628.4153,5377656.8801,41692000.6711,1761397.7563,126841.2526,292786.8522,84087.6487,629069.4538,1845893.7607,8531054.3293,354675.5558,115142.1160,182670.5101,661053.0706,30826.8137
813.7984,810.6266,889.9671,10976237.3602,102091811920139520.0000,1081348106287700508672.0000,10329927096454766505403125397484635477245952.0000,3374794709441379945647592578668082026246045696.0000,17288875337677021703287740838414974451712.0000,53020808491914332138522579044367597568.0000,70369775685637397269956033240421629952.0000,64233361369082533205034139648.0000,378977944950007660544.0000,15678910021.2209,7265168.1792,882575614494797.5000,28294956498796468.0000,4208599079.5471,19684397171.7696,123042796396.4249,1810072535.7563,4104234.2187,37981844.0414,4131240.9753,3056509.1251,2798114.1705,149108292.5050,97264538.2861,5162745.5384,10682338.9231,21050611.0648,3174789.3671
810.2714,867.0705,30383.3822,107601200016446.0781,240042874923368942243613364031171327445009285403087825514004480.0000,10329927096454034882839907737742170094829568.0000,455603166953271878651899560169588357816566538808172534347841185521921557397110804590083614963962874220457982110477529267928774600392165977482546486296083040369495933467303638792748235159105234393781332982518070235336015872.0000,149400842566395394330853264845209335053608538667212943833984155886703866882625131380866743962528642686326191316709156203665040562592789137815932764160.0000,1533049697239448304419866981467033038074485066266463734012487577212989702074576438025320893101484584901308669652616847076468402020513157873762443910684778132754017506020539397060952064.0000,3630269594015453870778727783739915353558703873635736343456911176465725534921739500925315953929040934246745935918292130748002855388168411004199707681111408640.0000,90268832784474605102749459749332323546832378739245238359848414413052428123317951851845863151006162289393239294665692702310400.0000,55387538765545614557701498525495039043611287794938472253258528061230866373804032.0000,34534341008056658396138652584158762277682713821235441563112308736.0000,28478929726593508518658048.0000,292087953907177482092544.0000,78507333920181266394548449553957385644094996226760686383817167994880.0000,1908395439345374295752138828912218074256817258496.0000,42198803917256486408173912064.0000,841588400170358552471201262862336.0000,2710433155766601992007909153299234816.0000,6345290432324420818241060864.0000,38074607731618256.0000,10191554612873352183808.0000,1618877404725042216960.0000,39590044287490793472.0000,255146764760056659443712.0000,149011850561418293427862241280.0000,172304660183841343799296.0000,69176075902346280960.0000,8979820322423133175808.0000,101676229975883498127360.0000,18842683448983072.0000
817.0244,830.2153,10505.0078,716286591489634176.0000,47064416282331466557876915418885345247232.0000,3374794709441232898177966104057508408674222080.0000,149400842566395871318766083837231258047357465170188613411127106939180926610568343675399568379915825499203222224049055454069844674772058019898251542528.0000,3477910146902535625670115676452861365129221490784832728971490621530995950598806440021717493527225400825705956151219339284510494643917709611185256773939251052315768881816257302670753509679254753079423461360484501095566507103337283727182635785519104.0000,128712662833448463576900067296664060133154157505386275526264366170078534634908828295056528722236976117720032659428761493866979255190585557782153278876257319210431135216033052149421884295429474563255424778240.0000,143073421462230373559657063763790841188033582419362251690636260501513081840107273232896650569657264276268811533303654459631604936924451378244389375884955403966575309820938793001817764528128.0000,11825084378115918114860732639811210066860306737527187920103803019572194167305137939166587955849585917388102042678390108463473346390086507840257302217113993216.0000,59575914794045280069127186514686881372121053961635633398939281103642982809324652128489321418405682523017505342843032181901349866033905664.0000,8991615487073909969987285042352309945320194253463244130527798196832092838778015623517694853120.0000,77298809906622882605731739754657333903360.0000,6457993828970145049045106688.0000,194734761597363622276049875177877844654481219776458573688010706923166615365677263880192.0000,159681966271819456966299286726872132572872248011988216873751780970160983521682784256.0000,69013748082695766166803750999348617941090304.0000,428218838224630748373392182433235201798097076224.0000,8121076180791815539370677108085378877338432604995584.0000,6504302351522474293530576702825584157261824.0000,54771601969204790564424253440.0000,505980883830380895743437227163648.0000,1220058948026049425162895360.0000,6112773622221035798528.0000,8491459240269080327595491328.0000,865089393968269016800664736217216057344.0000,1467322854107846233137937187768107008.0000,55177040615404789723748630528.0000,3366032573862191153019233501184.0000,5419707737789976602517325519781888.0000,115593414204718169978830848.0000
812.0921,860.0704,27925.4996,324934621596628.3125,15614150671698095707952784906174419045449728.0000,17288875337676912899963975521789250895872.0000,1533049697239390987365540004307745869464286306932682933271452502523983738441391457608354562340793526851670033960084811025522622294618742608008376927896671105971323871949376471869423616.0000,128712662833418112653572682146440052651730299708017942838186849382727845709682334288768417872279087174291620614531015291315401789270077343469104441489886130607980014392741672669224870501640446693140596785152.0000,31426514842328619597464064222958775884921081065483376694152420883766267694287258270854617579006136797584942521429867705438681318472345691885417150469372203986305624242265981841028580780060717139824422802185792052527104.0000,937881169772018430082671351998829629898548994527093419983656418234910960332569047954812068227089853539036536161778402525235112972617628379173012213524545891181015422490975686297789678255421259776.0000,54792295090047248733761569686053002940035260449670007253368209979133631798103495024969918415797829318621266363423008443241086349118331441092353830521143296.0000,11416747650880463749891523075108065954722442080505871424237738240208839649403279676161470194694040694357486038113250093039616.0000,52890179741409528977126199963829000933691611537099667845973688148453095020492260114432.0000,2949567332958204017917476625973248.0000,5403485553408838704827524448256.0000,11182560133911145455554672085197117612701323653989673164724703854769399510076770539941134336.0000,109461729315829364414241539800830853971157195544895428557452945296707289088.0000,323863437721188943994724096741980137062400.0000,9918949817876189456952296455825613397977726976.0000,52046025102111176828668248243912838087967911182336.0000,7537332717686246268554683338123154292736.0000,10736330728026559249121280.0000,3244095814780441275219920814080.0000,18364911266542771748688887808.0000,48602727070910407245824.0000,41027972918967840348655583232.0000,483891087831933673640442043620353114112.0000,6506746672155176599024027723366400.0000,4444052853573521324657082368.0000,1204714679532980163628454903808.0000,204283137503973238165461652209664.0000,554548732797219080503296.0000
812.3778,853.7928,11675.3433,321757327509.4663,34541300144649926601277964288.0000,53020808491911867063218521089566048256.0000,3630269594015119288841816475002225773191545865821228620169648011833101714144084340233582097213407922923688105602047217656508153848263356887665721461079801856.0000,143073421462194170572141438087617735131519331561920859339411570618445660860271675401571681967600209213063472082593302100476621824528653822187492725176596404398122270208484999685544498692096.0000,937881169771953982918992169076942734063916041180466757928111902886807902779667290003334811497441083088932576455973363951808681207235639304482872224389295273156248089992461017317905598560631521280.0000,8286698040503582422280579369385725612723679065007632527626741781273233543577629464794271810223937883980582034207519373978358370629565974834849774844640946531908914241041753487146572737728850427904.0000,236075494634088984315472042344366502259467165090941204676239893931620803761146675441646611420994063176218358376625263951640782994723792665097996316420115582620924903424.0000,2062160838625314380292399277657100497758338729386448462654763401936725669043018822707031804286297589675643117446986601631345346084864.0000,144172179395467800856957814063305712174448061838789423760179242106143883326273940394868736.0000,5214695396858317456706804234846208.0000,8202411309980390185387643895808.0000,5010896561412117863522601642543105524675498092946214535700930502607211762192975857348247552.0000,16891879506297110773600223019605363559368528922768117507381757160690385158144.0000,3469575823850782040991248177478153415950336.0000,241850900616583685072181771392803185284945543168.0000,241501406936061718281739988445228042154329218482176.0000,40163134995334865075371778395295853838336.0000,49447720333590778492223488.0000,7564243280459601457396160921600.0000,51641290494879886424026382336.0000,369071707745462884761600.0000,7937597110940680512839090176.0000,232231720000260196326830838303067996160.0000,21769416031870093865458647129128960.0000,9500478270831741845163212800.0000,2686294074924873553657689276416.0000,365553349141700103050918910492672.0000,2552233887948858925776896.0000
